"plh0106","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Not Employed","Urban Area","914","0.457795545505064","0.435872818338935","0.479718272671192","2"
"Important","1990","Employed","Urban Area","1939","0.554947841205704","0.538443321409272","0.571452361002136","2"
"Important","1990","Not Employed","Rural Area","279","0.443708849533163","0.403922435229688","0.483495263836638","2"
"Important","1990","Employed","Rural Area","615","0.589302981976286","0.559317024845508","0.619288939107064","2"
"Less important","1990","Employed","Rural Area","199","0.193471550883758","0.169394337389391","0.217548764378126","3"
"Less important","1990","Not Employed","Urban Area","623","0.319744547388222","0.299222775942891","0.340266318833553","3"
"Less important","1990","Not Employed","Rural Area","173","0.310637822815583","0.273579516016124","0.347696129615042","3"
"Less important","1990","Employed","Urban Area","721","0.207915829089766","0.194438594181785","0.221393063997747","3"
"Quite unimportant","1990","Not Employed","Urban Area","163","0.0917281627260087","0.0790272032992081","0.104429122152809","4"
"Quite unimportant","1990","Not Employed","Rural Area","62","0.119158538721466","0.0932139889524761","0.145103088490456","4"
"Quite unimportant","1990","Employed","Urban Area","66","0.0190081492570348","0.0144731839358356","0.023543114578234","4"
"Quite unimportant","1990","Employed","Rural Area","26","","","","4"
"Very important","1990","Not Employed","Urban Area","284","0.130731744380706","0.115898208200618","0.145565280560793","1"
"Very important","1990","Not Employed","Rural Area","85","0.126494788929788","0.0998750527325648","0.153114525127012","1"
"Very important","1990","Employed","Urban Area","757","0.218128180447495","0.204413205383225","0.231843155511766","1"
"Very important","1990","Employed","Rural Area","194","0.18812911271478","0.164308149994082","0.211950075435479","1"
"Important","1991","Not Employed","Urban Area","","","","","2"
"Important","1991","Not Employed","Rural Area","","","","","2"
"Important","1991","Employed","Urban Area","","","","","2"
"Important","1991","Employed","Rural Area","","","","","2"
"Less important","1991","Not Employed","Urban Area","","","","","3"
"Less important","1991","Employed","Rural Area","","","","","3"
"Less important","1991","Not Employed","Rural Area","","","","","3"
"Less important","1991","Employed","Urban Area","","","","","3"
"Quite unimportant","1991","Not Employed","Urban Area","","","","","4"
"Quite unimportant","1991","Not Employed","Rural Area","","","","","4"
"Quite unimportant","1991","Employed","Rural Area","","","","","4"
"Quite unimportant","1991","Employed","Urban Area","","","","","4"
"Very important","1991","Not Employed","Rural Area","","","","","1"
"Very important","1991","Not Employed","Urban Area","","","","","1"
"Very important","1991","Employed","Urban Area","","","","","1"
"Very important","1991","Employed","Rural Area","","","","","1"
"Important","1992","Not Employed","Urban Area","967","0.42809988931567","0.407540238637734","0.448659539993606","2"
"Important","1992","Not Employed","Rural Area","539","0.412199331168125","0.384791093147935","0.439607569188315","2"
"Important","1992","Employed","Urban Area","2453","0.551096045072052","0.536506971232268","0.565685118911836","2"
"Important","1992","Employed","Rural Area","1599","0.527771644632174","0.509532613969375","0.546010675294973","2"
"Less important","1992","Employed","Rural Area","549","0.213564070640633","0.198591427814017","0.228536713467248","3"
"Less important","1992","Not Employed","Urban Area","707","0.325541410067186","0.306071504342905","0.345011315791467","3"
"Less important","1992","Not Employed","Rural Area","374","0.328022059470659","0.301879899280888","0.354164219660431","3"
"Less important","1992","Employed","Urban Area","866","0.196975674255383","0.185310049352384","0.208641299158383","3"
"Quite unimportant","1992","Not Employed","Urban Area","251","0.130577834620388","0.116577669153783","0.144578000086994","4"
"Quite unimportant","1992","Not Employed","Rural Area","140","0.145617208792588","0.125977048177413","0.165257369407764","4"
"Quite unimportant","1992","Employed","Urban Area","117","0.0292805028494315","0.0243354208083333","0.0342255848905297","4"
"Quite unimportant","1992","Employed","Rural Area","47","0.0221210404778551","0.0167476546899439","0.0274944262657663","4"
"Very important","1992","Not Employed","Rural Area","186","0.114161400568627","0.0964542213844737","0.13186857975278","1"
"Very important","1992","Not Employed","Urban Area","300","0.115780865996756","0.102486077445086","0.129075654548425","1"
"Very important","1992","Employed","Urban Area","1029","0.222647777823134","0.210445091038085","0.234850464608182","1"
"Very important","1992","Employed","Rural Area","683","0.236543244249338","0.221017579933392","0.252068908565284","1"
"Important","1993","Not Employed","Urban Area","","","","","2"
"Important","1993","Not Employed","Rural Area","","","","","2"
"Important","1993","Employed","Urban Area","","","","","2"
"Important","1993","Employed","Rural Area","","","","","2"
"Less important","1993","Employed","Rural Area","","","","","3"
"Less important","1993","Not Employed","Urban Area","","","","","3"
"Less important","1993","Not Employed","Rural Area","","","","","3"
"Less important","1993","Employed","Urban Area","","","","","3"
"Quite unimportant","1993","Not Employed","Rural Area","","","","","4"
"Quite unimportant","1993","Not Employed","Urban Area","","","","","4"
"Quite unimportant","1993","Employed","Urban Area","","","","","4"
"Quite unimportant","1993","Employed","Rural Area","","","","","4"
"Very important","1993","Employed","Rural Area","","","","","1"
"Very important","1993","Not Employed","Rural Area","","","","","1"
"Very important","1993","Not Employed","Urban Area","","","","","1"
"Very important","1993","Employed","Urban Area","","","","","1"
"Important","1994","Not Employed","Rural Area","","","","","2"
"Important","1994","Not Employed","Urban Area","","","","","2"
