"plh0106","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","lower secondary degree","22","","",""
"Very important","1990","Schleswig-Holstein","secondary school degree","14","","",""
"Very important","1990","Schleswig-Holstein","college entrance qualification","6","","",""
"Very important","1990","Schleswig-Holstein","Other degree","","","",""
"Very important","1990","Schleswig-Holstein","no degree/no degree yet","5","","",""
"Very important","1990","Hamburg","lower secondary degree","11","","",""
"Very important","1990","Hamburg","secondary school degree","4","","",""
"Very important","1990","Hamburg","college entrance qualification","5","","",""
"Very important","1990","Hamburg","Other degree","","","",""
"Very important","1990","Hamburg","no degree/no degree yet","","","",""
"Very important","1990","Lower Saxony","lower secondary degree","54","0.100982256225016","0.0738001091291468","0.128164403320886"
"Very important","1990","Lower Saxony","secondary school degree","38","0.15448603325106","0.105370210041656","0.203601856460465"
"Very important","1990","Lower Saxony","college entrance qualification","37","0.276827617174546","0.199914212148716","0.353741022200375"
"Very important","1990","Lower Saxony","Other degree","1","","",""
"Very important","1990","Lower Saxony","no degree/no degree yet","5","","",""
"Very important","1990","Bremen","lower secondary degree","10","","",""
"Very important","1990","Bremen","secondary school degree","9","","",""
"Very important","1990","Bremen","college entrance qualification","2","","",""
"Very important","1990","Bremen","Other degree","","","",""
"Very important","1990","Bremen","no degree/no degree yet","","","",""
"Very important","1990","North Rhine-Westphalia","lower secondary degree","140","0.127665765227225","0.107403270433952","0.147928260020498"
"Very important","1990","North Rhine-Westphalia","secondary school degree","99","0.213139795330618","0.174296576058095","0.25198301460314"
"Very important","1990","North Rhine-Westphalia","college entrance qualification","106","0.328961816205414","0.280087547012867","0.377836085397961"
"Very important","1990","North Rhine-Westphalia","Other degree","2","","",""
"Very important","1990","North Rhine-Westphalia","no degree/no degree yet","15","","",""
"Very important","1990","Hesse","lower secondary degree","48","0.141447144509652","0.104567931758299","0.178326357261005"
"Very important","1990","Hesse","secondary school degree","29","","",""
"Very important","1990","Hesse","college entrance qualification","33","0.260030466995623","0.184334581592606","0.33572635239864"
"Very important","1990","Hesse","Other degree","","","",""
"Very important","1990","Hesse","no degree/no degree yet","4","","",""
"Very important","1990","Rhineland-Palatinate,Saarland","lower secondary degree","57","0.13361154854675","0.0995816382003725","0.167641458893128"
