"plh0106","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Full Time","Urban Area","547","0.218717511814586","0.202392191604043","0.235042832025129"
"Very important","1990","Full Time","Rural Area","133","0.185626964195797","0.157227243645722","0.214026684745872"
"Very important","1990","Part Time","Urban Area","210","0.216666293389032","0.191383963764621","0.241948623013443"
"Very important","1990","Part Time","Rural Area","61","0.193854680632601","0.150129855517731","0.237579505747471"
"Very important","1990","Not Working","Urban Area","284","0.130731744380706","0.115898208200618","0.145565280560793"
"Very important","1990","Not Working","Rural Area","85","0.126494788929788","0.0998750527325648","0.153114525127012"
"Important","1990","Full Time","Urban Area","1371","0.558442848758319","0.538831895100048","0.578053802416589"
"Important","1990","Full Time","Rural Area","438","0.600393926565079","0.56461592916909","0.636171923961068"
"Important","1990","Part Time","Urban Area","568","0.546278174875839","0.515725462950741","0.576830886800937"
"Important","1990","Part Time","Rural Area","177","0.563924010250927","0.509074260867463","0.618773759634391"
"Important","1990","Not Working","Urban Area","914","0.457795545505064","0.435872818338935","0.479718272671192"
"Important","1990","Not Working","Rural Area","279","0.443708849533163","0.403922435229688","0.483495263836638"
"Less important","1990","Full Time","Urban Area","500","0.204721628148175","0.188786434908634","0.220656821387715"
"Less important","1990","Full Time","Rural Area","136","0.192820670831086","0.164004010105345","0.221637331556826"
"Less important","1990","Part Time","Urban Area","221","0.215839318792505","0.190591967830439","0.24108666975457"
"Less important","1990","Part Time","Rural Area","63","0.194960934075707","0.151141623201254","0.23878024495016"
"Less important","1990","Not Working","Urban Area","623","0.319744547388222","0.299222775942891","0.340266318833553"
"Less important","1990","Not Working","Rural Area","173","0.310637822815583","0.273579516016124","0.347696129615042"
"Quite unimportant","1990","Full Time","Urban Area","45","0.0181180112789207","0.0128505567566021","0.0233854658012392"
"Quite unimportant","1990","Full Time","Rural Area","13","","",""
"Quite unimportant","1990","Part Time","Urban Area","21","","",""
"Quite unimportant","1990","Part Time","Rural Area","13","","",""
"Quite unimportant","1990","Not Working","Urban Area","163","0.0917281627260087","0.0790272032992081","0.104429122152809"
"Quite unimportant","1990","Not Working","Rural Area","62","0.119158538721466","0.0932139889524761","0.145103088490456"
"Very important","1991","Full Time","Urban Area","","","",""
"Very important","1991","Full Time","Rural Area","","","",""
"Very important","1991","Part Time","Urban Area","","","",""
"Very important","1991","Part Time","Rural Area","","","",""
"Very important","1991","Not Working","Urban Area","","","",""
"Very important","1991","Not Working","Rural Area","","","",""
"Important","1991","Full Time","Urban Area","","","",""
"Important","1991","Full Time","Rural Area","","","",""
"Important","1991","Part Time","Urban Area","","","",""
"Important","1991","Part Time","Rural Area","","","",""
