"plh0106","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","Schleswig-Holstein","Male","21","","",""
"Very important","1990","Schleswig-Holstein","Female","26","","",""
"Very important","1990","Hamburg","Male","13","","",""
"Very important","1990","Hamburg","Female","7","","",""
"Very important","1990","Lower Saxony","Male","74","0.167679372617126","0.131606175733651","0.203752569500601"
"Very important","1990","Lower Saxony","Female","63","0.11834582536081","0.087885690406912","0.148805960314708"
"Very important","1990","Bremen","Male","12","","",""
"Very important","1990","Bremen","Female","9","","",""
"Very important","1990","North Rhine-Westphalia","Male","201","0.213546415753029","0.186920160803059","0.240172670702998"
"Very important","1990","North Rhine-Westphalia","Female","171","0.167633626477413","0.144676081267917","0.190591171686909"
"Very important","1990","Hesse","Male","70","0.212722272405083","0.167954442853161","0.257490101957004"
"Very important","1990","Hesse","Female","45","0.135635769826654","0.0989699669747082","0.172301572678601"
"Very important","1990","Rhineland-Palatinate,Saarland","Male","53","0.203244173745795","0.154423978299883","0.252064369191707"
"Very important","1990","Rhineland-Palatinate,Saarland","Female","49","0.159874988461553","0.117911024914112","0.201838952008995"
"Very important","1990","Baden-Württemberg","Male","125","0.227590519039866","0.192676962629441","0.262504075450291"
"Very important","1990","Baden-Württemberg","Female","99","0.148495976259996","0.120019557223648","0.176972395296343"
"Very important","1990","Bavaria","Male","134","0.218953001503651","0.186322815875905","0.251583187131397"
"Very important","1990","Bavaria","Female","103","0.147850929859376","0.12054257359925","0.175159286119502"
"Very important","1990","Berlin","Male","19","","",""
"Very important","1990","Berlin","Female","26","","",""
"Very important","1990","Brandenburg","Male","","","",""
"Very important","1990","Brandenburg","Female","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Male","","","",""
"Very important","1990","Mecklenburg-Western Pomerania","Female","","","",""
"Very important","1990","Saxony","Male","","","",""
"Very important","1990","Saxony","Female","","","",""
"Very important","1990","Saxony-Anhalt","Male","","","",""
"Very important","1990","Saxony-Anhalt","Female","","","",""
"Very important","1990","Thuringia","Male","","","",""
"Very important","1990","Thuringia","Female","","","",""
"Important","1990","Schleswig-Holstein","Male","67","0.54059353680638","0.452523229803688","0.628663843809073"
"Important","1990","Schleswig-Holstein","Female","63","0.428409683849746","0.34334515799133","0.513474209708162"
"Important","1990","Hamburg","Male","36","0.569103246021549","0.445839776178375","0.692366715864723"
"Important","1990","Hamburg","Female","38","0.597259096673458","0.478029062301422","0.716489131045493"
"Important","1990","Lower Saxony","Male","235","0.582877120367067","0.535264729176187","0.630489511557946"
"Important","1990","Lower Saxony","Female","243","0.558071385880519","0.511241062531267","0.604901709229772"
"Important","1990","Bremen","Male","13","","",""
"Important","1990","Bremen","Female","25","","",""
