"plh0106","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Full Time","higher vocational","154","0.551374219242835","0.492804445278886","0.609943993206784","2"
"Important","1990","Full Time","middle vocational","1106","0.581402319396008","0.559249072391808","0.603555566400208","2"
"Important","1990","Full Time","higher education","224","0.575610765168568","0.527475073938607","0.623746456398529","2"
"Important","1990","Full Time","general elemantary","235","0.526471677408013","0.479658528107228","0.573284826708797","2"
"Important","1990","Full Time","vocational + Abi","52","0.482156022242485","0.383726867300746","0.580585177184223","2"
"Important","1990","Full Time","inadequately","15","","","","2"
"Important","1990","Full Time","in school","","","","","2"
"Important","1990","Part Time","in school","4","","","","2"
"Important","1990","Part Time","inadequately","6","","","","2"
"Important","1990","Part Time","general elemantary","181","0.528720014705403","0.475266279117488","0.582173750293318","2"
"Important","1990","Part Time","middle vocational","401","0.565672499984054","0.528874611484907","0.602470388483201","2"
"Important","1990","Part Time","vocational + Abi","26","","","","2"
"Important","1990","Part Time","higher vocational","53","0.637720038302983","0.534931276084199","0.740508800521767","2"
"Important","1990","Part Time","higher education","64","0.521502127549943","0.433221871704089","0.609782383395798","2"
"Important","1990","Not Working","in school","49","0.500671961607505","0.400653058673776","0.600690864541234","2"
"Important","1990","Not Working","inadequately","17","","","","2"
"Important","1990","Not Working","general elemantary","379","0.435133967617991","0.401666833286352","0.468601101949631","2"
"Important","1990","Not Working","middle vocational","585","0.450585242374423","0.423220909003836","0.47794957574501","2"
"Important","1990","Not Working","vocational + Abi","25","","","","2"
"Important","1990","Not Working","higher vocational","72","0.543981072844171","0.459651670833993","0.628310474854348","2"
"Important","1990","Not Working","higher education","59","0.487098254690034","0.399823589052847","0.574372920327222","2"
"Less important","1990","Part Time","vocational + Abi","11","","","","3"
"Less important","1990","Part Time","higher vocational","16","","","","3"
"Less important","1990","Full Time","general elemantary","104","0.234755965809786","0.195017081704064","0.274494849915509","3"
"Less important","1990","Full Time","middle vocational","375","0.203775498957187","0.185687340566407","0.221863657347966","3"
"Less important","1990","Part Time","higher education","26","","","","3"
"Less important","1990","Full Time","inadequately","4","","","","3"
"Less important","1990","Full Time","vocational + Abi","19","","","","3"
"Less important","1990","Full Time","higher vocational","60","0.213895461713294","0.165606358144321","0.262184565282267","3"
"Less important","1990","Part Time","middle vocational","150","0.213365727320723","0.182951242515252","0.243780212126193","3"
"Less important","1990","Full Time","in school","","","","","3"
"Less important","1990","Full Time","higher education","69","0.165102208097714","0.128943435797173","0.201260980398255","3"
"Less important","1990","Part Time","in school","1","","","","3"
"Less important","1990","Part Time","inadequately","2","","","","3"
"Less important","1990","Part Time","general elemantary","74","0.235939134188096","0.190472829674806","0.281405438701386","3"
"Less important","1990","Not Working","in school","9","","","","3"
"Less important","1990","Not Working","inadequately","10","","","","3"
"Less important","1990","Not Working","general elemantary","275","0.332864265416605","0.301053436007534","0.364675094825676","3"
"Less important","1990","Not Working","middle vocational","417","0.344164196384044","0.318034964934785","0.370293427833303","3"
"Less important","1990","Not Working","vocational + Abi","12","","","","3"
"Less important","1990","Not Working","higher vocational","40","0.283697555653152","0.207371695832555","0.360023415473749","3"
"Less important","1990","Not Working","higher education","27","","","","3"
"Quite unimportant","1990","Not Working","higher vocational","11","","","","4"
"Quite unimportant","1990","Not Working","higher education","10","","","","4"
"Quite unimportant","1990","Part Time","vocational + Abi","2","","","","4"
"Quite unimportant","1990","Full Time","general elemantary","7","","","","4"
"Quite unimportant","1990","Full Time","inadequately","2","","","","4"
"Quite unimportant","1990","Full Time","middle vocational","38","0.0213165760814211","0.0148305238506089","0.0278026283122334","4"
