"plh0106","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Full Time","Male","1247","0.559513895280724","0.538848829635206","0.580178960926243","2"
"Important","1990","Full Time","Female","562","0.586674444885264","0.555621396342985","0.617727493427544","2"
"Important","1990","Part Time","Female","563","0.57066911804156","0.539567719333711","0.601770516749409","2"
"Important","1990","Part Time","Male","182","0.500266290686726","0.448688298408434","0.551844282965018","2"
"Important","1990","Not Working","Male","371","0.449635686998055","0.415752173148641","0.483519200847469","2"
"Important","1990","Not Working","Female","822","0.456649870996069","0.43334530134575","0.479954440646388","2"
"Less important","1990","Part Time","Female","224","0.230836053401071","0.204360018144159","0.257312088657983","3"
"Less important","1990","Full Time","Female","175","0.177579171789985","0.153479973719728","0.201678369860242","3"
"Less important","1990","Full Time","Male","461","0.212629950733791","0.195597901294279","0.229662000173303","3"
"Less important","1990","Part Time","Male","60","0.161736025676765","0.123753112163214","0.199718939190317","3"
"Less important","1990","Not Working","Male","235","0.285820786322478","0.255046823103915","0.316594749541041","3"
"Less important","1990","Not Working","Female","561","0.33229569502542","0.31025811125154","0.354333278799299","3"
"Quite unimportant","1990","Full Time","Male","43","0.0204426481419197","0.0145521943224021","0.0263331019614372","4"
"Quite unimportant","1990","Full Time","Female","15","","","","4"
"Quite unimportant","1990","Part Time","Male","10","","","","4"
"Quite unimportant","1990","Part Time","Female","24","","","","4"
"Quite unimportant","1990","Not Working","Male","75","0.0961665027876498","0.076085331047933","0.116247674527367","4"
"Quite unimportant","1990","Not Working","Female","150","0.0992718757004354","0.0852818179844208","0.11326193341645","4"
"Very important","1990","Full Time","Male","466","0.207413505843565","0.190536045570266","0.224290966116865","1"
"Very important","1990","Full Time","Female","214","0.220817588384185","0.194660106728451","0.246975070039919","1"
"Very important","1990","Part Time","Male","109","0.305522484522513","0.258005904680434","0.353039064364592","1"
"Very important","1990","Part Time","Female","162","0.173266592382041","0.149485498262501","0.197047686501581","1"
"Very important","1990","Not Working","Male","147","0.168377023891817","0.142888917171301","0.193865130612334","1"
"Very important","1990","Not Working","Female","222","0.111782558278076","0.0970405652483197","0.126524551307833","1"
"Important","1991","Full Time","Female","","","","","2"
"Important","1991","Full Time","Male","","","","","2"
"Important","1991","Part Time","Male","","","","","2"
"Important","1991","Part Time","Female","","","","","2"
"Important","1991","Not Working","Male","","","","","2"
"Important","1991","Not Working","Female","","","","","2"
"Less important","1991","Full Time","Male","","","","","3"
"Less important","1991","Full Time","Female","","","","","3"
"Less important","1991","Part Time","Male","","","","","3"
"Less important","1991","Part Time","Female","","","","","3"
"Less important","1991","Not Working","Male","","","","","3"
"Less important","1991","Not Working","Female","","","","","3"
"Quite unimportant","1991","Full Time","Female","","","","","4"
"Quite unimportant","1991","Full Time","Male","","","","","4"
