"plh0106","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","(0) in school","3","","",""
"Very important","1990","1-pers.-HH","(1a) inadequately completed","1","","",""
"Very important","1990","1-pers.-HH","(1b) general elementary school","14","","",""
"Very important","1990","1-pers.-HH","(1c) basic vocational qualification","44","0.151608459555834","0.110116205837643","0.193100713274025"
"Very important","1990","1-pers.-HH","(2b) intermediate general qualification","10","","",""
"Very important","1990","1-pers.-HH","(2a) intermediate vocational","17","","",""
"Very important","1990","1-pers.-HH","(2c_gen) general maturity certificate","8","","",""
"Very important","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","26","","",""
"Very important","1990","1-pers.-HH","(3a) lower tertiary education","10","","",""
"Very important","1990","1-pers.-HH","(3b) higher tertiary education","23","","",""
"Very important","1990","(Married) couple without C. ","(0) in school","","","",""
"Very important","1990","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Very important","1990","(Married) couple without C. ","(1b) general elementary school","42","0.102714669158205","0.0727000155558239","0.132729322760585"
"Very important","1990","(Married) couple without C. ","(1c) basic vocational qualification","122","0.134622178728461","0.111608771407045","0.157635586049876"
"Very important","1990","(Married) couple without C. ","(2b) intermediate general qualification","6","","",""
"Very important","1990","(Married) couple without C. ","(2a) intermediate vocational","70","0.166374049296372","0.127903778186293","0.20484432040645"
"Very important","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","11","","",""
"Very important","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","19","","",""
"Very important","1990","(Married) couple without C. ","(3a) lower tertiary education","14","","",""
"Very important","1990","(Married) couple without C. ","(3b) higher tertiary education","33","0.274823159235942","0.193583569170059","0.356062749301826"
"Very important","1990","Single parent ","(0) in school","6","","",""
"Very important","1990","Single parent ","(1a) inadequately completed","2","","",""
"Very important","1990","Single parent ","(1b) general elementary school","17","","",""
"Very important","1990","Single parent ","(1c) basic vocational qualification","20","","",""
"Very important","1990","Single parent ","(2b) intermediate general qualification","8","","",""
"Very important","1990","Single parent ","(2a) intermediate vocational","10","","",""
"Very important","1990","Single parent ","(2c_gen) general maturity certificate","16","","",""
"Very important","1990","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"Very important","1990","Single parent ","(3a) lower tertiary education","2","","",""
"Very important","1990","Single parent ","(3b) higher tertiary education","2","","",""
"Very important","1990","Couple + C. LE 16 ","(0) in school","1","","",""
"Very important","1990","Couple + C. LE 16 ","(1a) inadequately completed","3","","",""
"Very important","1990","Couple + C. LE 16 ","(1b) general elementary school","26","","",""
"Very important","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","90","0.131452783258768","0.105151007457066","0.157754559060469"
"Very important","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","4","","",""
"Very important","1990","Couple + C. LE 16 ","(2a) intermediate vocational","67","0.208805915522142","0.166101637499712","0.251510193544573"
"Very important","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","7","","",""
"Very important","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","12","","",""
"Very important","1990","Couple + C. LE 16 ","(3a) lower tertiary education","9","","",""
"Very important","1990","Couple + C. LE 16 ","(3b) higher tertiary education","34","0.262757547454278","0.185289962725316","0.34022513218324"
"Very important","1990","Couple + C. GT 16 ","(0) in school","22","","",""
"Very important","1990","Couple + C. GT 16 ","(1a) inadequately completed","1","","",""
"Very important","1990","Couple + C. GT 16 ","(1b) general elementary school","39","0.135708059664195","0.096493500883445","0.174922618444945"
"Very important","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","90","0.157008867842591","0.126822936104993","0.18719479958019"
"Very important","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","42","0.437344470574756","0.340118741919873","0.534570199229639"
"Very important","1990","Couple + C. GT 16 ","(2a) intermediate vocational","45","0.194036037811442","0.141298454317331","0.246773621305552"
"Very important","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","50","0.462832226234157","0.369226673430274","0.55643777903804"
"Very important","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","15","","",""
"Very important","1990","Couple + C. GT 16 ","(3a) lower tertiary education","9","","",""
"Very important","1990","Couple + C. GT 16 ","(3b) higher tertiary education","11","","",""
"Very important","1990","Couple + C. LE and GT 16","(0) in school","14","","",""
"Very important","1990","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
"Very important","1990","Couple + C. LE and GT 16","(1b) general elementary school","17","","",""
"Very important","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","21","","",""
"Very important","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","10","","",""
"Very important","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","20","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","4","","",""
"Very important","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Very important","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","4","","",""
"Very important","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","5","","",""
"Important","1990","1-pers.-HH","(0) in school","","","",""
"Important","1990","1-pers.-HH","(1a) inadequately completed","4","","",""
"Important","1990","1-pers.-HH","(1b) general elementary school","82","0.367443552366206","0.303445787977986","0.431441316754426"
"Important","1990","1-pers.-HH","(1c) basic vocational qualification","149","0.507133106279639","0.449292485204069","0.56497372735521"
"Important","1990","1-pers.-HH","(2b) intermediate general qualification","20","","",""
"Important","1990","1-pers.-HH","(2a) intermediate vocational","86","0.538878999458778","0.459892029162626","0.61786596975493"
"Important","1990","1-pers.-HH","(2c_gen) general maturity certificate","17","","",""
