"plh0106","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","no migration background","West Germany","3486","0.52010882845843","0.508060406385366","0.532157250531493","2"
"Important","1990","no migration background","East Germany","","","","","2"
"Important","1990","direct migration background","East Germany","","","","","2"
"Important","1990","direct migration background","West Germany","231","0.505400358663503","0.458684275357641","0.552116441969364","2"
"Important","1990","indirect migration background","West Germany","30","0.540154270650241","0.408440333395856","0.671868207904626","2"
"Important","1990","indirect migration background","East Germany","","","","","2"
"Less important","1990","direct migration background","East Germany","","","","","3"
"Less important","1990","no migration background","East Germany","","","","","3"
"Less important","1990","no migration background","West Germany","1608","0.250765288389659","0.240311966232044","0.261218610547274","3"
"Less important","1990","direct migration background","West Germany","101","0.247431210641554","0.20711106478995","0.287751356493158","3"
"Less important","1990","indirect migration background","West Germany","7","","","","3"
"Less important","1990","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1990","no migration background","West Germany","299","0.0531534354757976","0.0477431877179651","0.0585636832336301","4"
"Quite unimportant","1990","no migration background","East Germany","","","","","4"
"Quite unimportant","1990","direct migration background","West Germany","16","","","","4"
"Quite unimportant","1990","direct migration background","East Germany","","","","","4"
"Quite unimportant","1990","indirect migration background","West Germany","2","","","","4"
"Quite unimportant","1990","indirect migration background","East Germany","","","","","4"
"Very important","1990","no migration background","West Germany","1212","0.175972447676114","0.166789018436207","0.185155876916021","1"
"Very important","1990","no migration background","East Germany","","","","","1"
"Very important","1990","direct migration background","West Germany","92","0.209369942499154","0.171354015925479","0.247385869072828","1"
"Very important","1990","direct migration background","East Germany","","","","","1"
"Very important","1990","indirect migration background","West Germany","16","","","","1"
"Very important","1990","indirect migration background","East Germany","","","","","1"
"Important","1991","no migration background","East Germany","","","","","2"
"Important","1991","no migration background","West Germany","","","","","2"
"Important","1991","direct migration background","West Germany","","","","","2"
"Important","1991","direct migration background","East Germany","","","","","2"
"Important","1991","indirect migration background","West Germany","","","","","2"
"Important","1991","indirect migration background","East Germany","","","","","2"
"Less important","1991","no migration background","West Germany","","","","","3"
"Less important","1991","no migration background","East Germany","","","","","3"
"Less important","1991","direct migration background","West Germany","","","","","3"
"Less important","1991","direct migration background","East Germany","","","","","3"
"Less important","1991","indirect migration background","West Germany","","","","","3"
"Less important","1991","indirect migration background","East Germany","","","","","3"
"Quite unimportant","1991","no migration background","East Germany","","","","","4"
"Quite unimportant","1991","no migration background","West Germany","","","","","4"
"Quite unimportant","1991","direct migration background","West Germany","","","","","4"
"Quite unimportant","1991","direct migration background","East Germany","","","","","4"
"Quite unimportant","1991","indirect migration background","West Germany","","","","","4"
"Quite unimportant","1991","indirect migration background","East Germany","","","","","4"
"Very important","1991","no migration background","West Germany","","","","","1"
"Very important","1991","no migration background","East Germany","","","","","1"
"Very important","1991","direct migration background","West Germany","","","","","1"
"Very important","1991","direct migration background","East Germany","","","","","1"
"Very important","1991","indirect migration background","West Germany","","","","","1"
"Very important","1991","indirect migration background","East Germany","","","","","1"
"Important","1992","no migration background","East Germany","2052","0.522229254271012","0.506360089323385","0.538098419218639","2"
"Important","1992","no migration background","West Germany","3239","0.492746361424671","0.480562431741992","0.504930291107349","2"
"Important","1992","direct migration background","West Germany","220","0.472736593723716","0.425437847062569","0.520035340384864","2"
"Important","1992","direct migration background","East Germany","68","0.466786974528311","0.385583646394254","0.547990302662368","2"
"Important","1992","indirect migration background","West Germany","31","0.488321248459529","0.369513398391589","0.607129098527468","2"
"Important","1992","indirect migration background","East Germany","6","","","","2"
"Less important","1992","no migration background","West Germany","1605","0.257695060024682","0.247036284710732","0.268353835338632","3"
"Less important","1992","no migration background","East Germany","759","0.217806382256873","0.204693259289104","0.230919505224641","3"
"Less important","1992","direct migration background","West Germany","94","0.248683693253408","0.207732999061797","0.289634387445019","3"
"Less important","1992","direct migration background","East Germany","43","0.306361884416035","0.231329641159161","0.381394127672909","3"
"Less important","1992","indirect migration background","West Germany","17","","","","3"
"Less important","1992","indirect migration background","East Germany","2","","","","3"
"Quite unimportant","1992","no migration background","West Germany","391","0.0740086548844928","0.0676288440084761","0.0803884657605096","4"
"Quite unimportant","1992","no migration background","East Germany","129","0.0480167924351893","0.0412243664362367","0.0548092184341418","4"
"Quite unimportant","1992","direct migration background","West Germany","25","","","","4"
"Quite unimportant","1992","direct migration background","East Germany","11","","","","4"
"Quite unimportant","1992","indirect migration background","West Germany","2","","","","4"
"Quite unimportant","1992","indirect migration background","East Germany","","","","","4"
"Very important","1992","no migration background","West Germany","1233","0.175549923666154","0.166278517886681","0.184821329445628","1"
