"plh0106","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","1-pers.-HH","in school","3","","",""
"Very important","1990","1-pers.-HH","inadequately","1","","",""
"Very important","1990","1-pers.-HH","general elemantary","24","","",""
"Very important","1990","1-pers.-HH","middle vocational","66","0.149014931807911","0.115779244802228","0.182250618813593"
"Very important","1990","1-pers.-HH","vocational + Abi","16","","",""
"Very important","1990","1-pers.-HH","higher vocational","13","","",""
"Very important","1990","1-pers.-HH","higher education","33","0.321545469396134","0.232630122084084","0.410460816708183"
"Very important","1990","(Married) couple without C. ","in school","","","",""
"Very important","1990","(Married) couple without C. ","inadequately","","","",""
"Very important","1990","(Married) couple without C. ","general elemantary","48","0.104508753298344","0.0759568014646018","0.133060705132087"
"Very important","1990","(Married) couple without C. ","middle vocational","184","0.144587087633869","0.124145222698698","0.165028952569039"
"Very important","1990","(Married) couple without C. ","vocational + Abi","12","","",""
"Very important","1990","(Married) couple without C. ","higher vocational","27","","",""
"Very important","1990","(Married) couple without C. ","higher education","47","0.228407818529074","0.168871661310399","0.287943975747749"
"Very important","1990","Single parent ","in school","6","","",""
"Very important","1990","Single parent ","inadequately","5","","",""
"Very important","1990","Single parent ","general elemantary","22","","",""
"Very important","1990","Single parent ","middle vocational","46","0.236968915893639","0.176023072154384","0.297914759632895"
"Very important","1990","Single parent ","vocational + Abi","4","","",""
"Very important","1990","Single parent ","higher vocational","4","","",""
"Very important","1990","Single parent ","higher education","4","","",""
"Very important","1990","Couple + C. LE 16 ","in school","1","","",""
"Very important","1990","Couple + C. LE 16 ","inadequately","4","","",""
"Very important","1990","Couple + C. LE 16 ","general elemantary","29","","",""
"Very important","1990","Couple + C. LE 16 ","middle vocational","154","0.171167575981868","0.146435910970345","0.195899240993392"
"Very important","1990","Couple + C. LE 16 ","vocational + Abi","7","","",""
"Very important","1990","Couple + C. LE 16 ","higher vocational","16","","",""
"Very important","1990","Couple + C. LE 16 ","higher education","43","0.22267782050824","0.16189919851581","0.283456442500669"
"Very important","1990","Couple + C. GT 16 ","in school","22","","",""
"Very important","1990","Couple + C. GT 16 ","inadequately","2","","",""
"Very important","1990","Couple + C. GT 16 ","general elemantary","80","0.209526304353882","0.168821519218734","0.250231089489031"
"Very important","1990","Couple + C. GT 16 ","middle vocational","180","0.207172467004283","0.179617305563597","0.234727628444968"
"Very important","1990","Couple + C. GT 16 ","vocational + Abi","12","","",""
"Very important","1990","Couple + C. GT 16 ","higher vocational","13","","",""
"Very important","1990","Couple + C. GT 16 ","higher education","20","","",""
"Very important","1990","Couple + C. LE and GT 16","in school","14","","",""
"Very important","1990","Couple + C. LE and GT 16","inadequately","2","","",""
"Very important","1990","Couple + C. LE and GT 16","general elemantary","26","","",""
"Very important","1990","Couple + C. LE and GT 16","middle vocational","40","0.199082828878056","0.144554123744621","0.253611534011491"
"Very important","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Very important","1990","Couple + C. LE and GT 16","higher vocational","5","","",""
"Very important","1990","Couple + C. LE and GT 16","higher education","9","","",""
"Important","1990","1-pers.-HH","in school","","","",""
"Important","1990","1-pers.-HH","inadequately","3","","",""
"Important","1990","1-pers.-HH","general elemantary","102","0.38611532983821","0.326822780247169","0.445407879429252"
