"plh0106","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Urban Area","Male","1359","0.519869967105671","0.500710284715292","0.53902964949605","2"
"Important","1990","Rural Area","Male","441","0.536973488925461","0.502290446197164","0.571656531653759","2"
"Important","1990","Urban Area","Female","1494","0.513467363517681","0.495133354272347","0.531801372763014","2"
"Important","1990","Rural Area","Female","453","0.521068487857852","0.48726580101877","0.554871174696933","2"
"Less important","1990","Rural Area","Female","204","0.262961616643361","0.23317245068709","0.292750782599631","3"
"Less important","1990","Urban Area","Male","588","0.228952409025329","0.212839472146594","0.245065345904064","3"
"Less important","1990","Urban Area","Female","756","0.273008014562632","0.256666302856631","0.289349726268633","3"
"Less important","1990","Rural Area","Male","168","0.21980302741783","0.190998761933038","0.248607292902623","3"
"Quite unimportant","1990","Urban Area","Male","87","0.0353598031134781","0.0282770989632195","0.0424425072637366","4"
"Quite unimportant","1990","Urban Area","Female","142","0.0589399505691288","0.0503010477853479","0.0675788533529097","4"
"Quite unimportant","1990","Rural Area","Male","41","0.0637505375500305","0.0467573223988838","0.0807437527011772","4"
"Quite unimportant","1990","Rural Area","Female","47","0.0691950583561448","0.0520225399431201","0.0863675767691695","4"
"Very important","1990","Urban Area","Male","578","0.215817820755522","0.200041212549198","0.231594428961845","1"
"Very important","1990","Urban Area","Female","463","0.154584671350559","0.14132406731248","0.167845275388638","1"
"Very important","1990","Rural Area","Male","144","0.179472946106678","0.152780781879868","0.206165110333488","1"
"Very important","1990","Rural Area","Female","135","0.146774837142643","0.122829291280291","0.170720383004994","1"
"Important","1991","Urban Area","Male","","","","","2"
"Important","1991","Urban Area","Female","","","","","2"
"Important","1991","Rural Area","Male","","","","","2"
"Important","1991","Rural Area","Female","","","","","2"
"Less important","1991","Urban Area","Male","","","","","3"
"Less important","1991","Rural Area","Female","","","","","3"
"Less important","1991","Urban Area","Female","","","","","3"
"Less important","1991","Rural Area","Male","","","","","3"
"Quite unimportant","1991","Urban Area","Male","","","","","4"
"Quite unimportant","1991","Urban Area","Female","","","","","4"
"Quite unimportant","1991","Rural Area","Female","","","","","4"
"Quite unimportant","1991","Rural Area","Male","","","","","4"
"Very important","1991","Urban Area","Female","","","","","1"
"Very important","1991","Urban Area","Male","","","","","1"
"Very important","1991","Rural Area","Male","","","","","1"
"Very important","1991","Rural Area","Female","","","","","1"
"Important","1992","Urban Area","Male","1655","0.519648570469884","0.502215141306572","0.537081999633195","2"
"Important","1992","Urban Area","Female","1765","0.489217564598164","0.472738886130677","0.50569624306565","2"
"Important","1992","Rural Area","Male","1027","0.489482231178761","0.467469205003218","0.511495257354304","2"
"Important","1992","Rural Area","Female","1111","0.480976608862886","0.459787977252832","0.502165240472939","2"
"Less important","1992","Rural Area","Female","485","0.260181732511171","0.24157593060342","0.278787534418922","3"
"Less important","1992","Urban Area","Male","697","0.231564073753782","0.216844750930168","0.246283396577397","3"
"Less important","1992","Urban Area","Female","876","0.260115045851318","0.245653383522213","0.274576708180423","3"
"Less important","1992","Rural Area","Male","438","0.25119226532927","0.232093990204479","0.270290540454061","3"
"Quite unimportant","1992","Urban Area","Male","148","0.0558269318690771","0.0478157591765103","0.0638381045616439","4"
"Quite unimportant","1992","Urban Area","Female","220","0.0796618116946318","0.0707359080781831","0.0885877153110805","4"
"Quite unimportant","1992","Rural Area","Male","64","0.0442579654717903","0.0352012250671018","0.0533147058764787","4"
"Quite unimportant","1992","Rural Area","Female","123","0.0897302269869473","0.0776102467744914","0.101850207199403","4"
"Very important","1992","Urban Area","Female","674","0.171005577855886","0.15859379055923","0.183417365152543","1"
"Very important","1992","Urban Area","Male","655","0.192960423907257","0.179190550496361","0.206730297318152","1"
"Very important","1992","Rural Area","Male","452","0.215067538020179","0.196974586055063","0.233160489985296","1"
"Very important","1992","Rural Area","Female","417","0.169111431638996","0.153214791541983","0.185008071736009","1"
"Important","1993","Urban Area","Male","","","","","2"
"Important","1993","Urban Area","Female","","","","","2"
"Important","1993","Rural Area","Male","","","","","2"
"Important","1993","Rural Area","Female","","","","","2"
"Less important","1993","Rural Area","Female","","","","","3"
"Less important","1993","Urban Area","Male","","","","","3"
"Less important","1993","Urban Area","Female","","","","","3"
"Less important","1993","Rural Area","Male","","","","","3"
"Quite unimportant","1993","Urban Area","Female","","","","","4"
"Quite unimportant","1993","Urban Area","Male","","","","","4"
"Quite unimportant","1993","Rural Area","Male","","","","","4"
"Quite unimportant","1993","Rural Area","Female","","","","","4"
"Very important","1993","Rural Area","Female","","","","","1"
"Very important","1993","Urban Area","Female","","","","","1"
"Very important","1993","Urban Area","Male","","","","","1"
"Very important","1993","Rural Area","Male","","","","","1"
"Important","1994","Urban Area","Female","","","","","2"
"Important","1994","Urban Area","Male","","","","","2"
"Important","1994","Rural Area","Male","","","","","2"
"Important","1994","Rural Area","Female","","","","","2"
"Less important","1994","Urban Area","Male","","","","","3"
"Less important","1994","Urban Area","Female","","","","","3"
"Less important","1994","Rural Area","Male","","","","","3"
"Less important","1994","Rural Area","Female","","","","","3"
"Quite unimportant","1994","Urban Area","Female","","","","","4"
"Quite unimportant","1994","Urban Area","Male","","","","","4"
"Quite unimportant","1994","Rural Area","Male","","","","","4"
"Quite unimportant","1994","Rural Area","Female","","","","","4"
