"plh0106","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","in school","42","0.426792258006081","0.329850167425403","0.523734348586759"
"Very important","1990","no migration background","inadequately","11","","",""
"Very important","1990","no migration background","general elemantary","220","0.138979377371844","0.121414831954441","0.156543922789247"
"Very important","1990","no migration background","middle vocational","649","0.168847981669774","0.156661370706475","0.181034592633073"
"Very important","1990","no migration background","vocational + Abi","50","0.291481847474557","0.22703337106207","0.355930323887044"
"Very important","1990","no migration background","higher vocational","70","0.150504994080531","0.117614073042716","0.183395915118346"
"Very important","1990","no migration background","higher education","152","0.247684847084669","0.21323089394998","0.282138800219358"
"Very important","1990","direct migration background","in school","2","","",""
"Very important","1990","direct migration background","inadequately","3","","",""
"Very important","1990","direct migration background","general elemantary","19","","",""
"Very important","1990","direct migration background","middle vocational","40","0.176825051132274","0.125945978801736","0.227704123462811"
"Very important","1990","direct migration background","vocational + Abi","3","","",""
"Very important","1990","direct migration background","higher vocational","11","","",""
"Very important","1990","direct migration background","higher education","12","","",""
"Very important","1990","indirect migration background","in school","2","","",""
"Very important","1990","indirect migration background","inadequately","","","",""
"Very important","1990","indirect migration background","general elemantary","3","","",""
"Very important","1990","indirect migration background","middle vocational","8","","",""
"Very important","1990","indirect migration background","vocational + Abi","1","","",""
"Very important","1990","indirect migration background","higher vocational","1","","",""
"Very important","1990","indirect migration background","higher education","1","","",""
"Important","1990","no migration background","in school","48","0.469227870247851","0.371415440785209","0.567040299710493"
"Important","1990","no migration background","inadequately","34","0.541808036946743","0.421603024358868","0.662013049534618"
"Important","1990","no migration background","general elemantary","724","0.472946425427802","0.447595821378718","0.498297029476887"
"Important","1990","no migration background","middle vocational","1968","0.532735874232898","0.516505371592002","0.548966376873794"
"Important","1990","no migration background","vocational + Abi","96","0.479917163835394","0.409065376684339","0.55076895098645"
"Important","1990","no migration background","higher vocational","259","0.569984506363915","0.524444431342234","0.615524581385596"
"Important","1990","no migration background","higher education","320","0.54663848150275","0.506904520359836","0.586372442645663"
"Important","1990","direct migration background","in school","2","","",""
"Important","1990","direct migration background","inadequately","2","","",""
"Important","1990","direct migration background","general elemantary","63","0.491797350970765","0.399620806310276","0.583973895631254"
"Important","1990","direct migration background","middle vocational","112","0.519125827573599","0.452495298827099","0.585756356320099"
"Important","1990","direct migration background","vocational + Abi","6","","",""
"Important","1990","direct migration background","higher vocational","18","","",""
"Important","1990","direct migration background","higher education","26","","",""
"Important","1990","indirect migration background","in school","3","","",""
"Important","1990","indirect migration background","inadequately","2","","",""
"Important","1990","indirect migration background","general elemantary","8","","",""
"Important","1990","indirect migration background","middle vocational","12","","",""
"Important","1990","indirect migration background","vocational + Abi","1","","",""
"Important","1990","indirect migration background","higher vocational","2","","",""
"Important","1990","indirect migration background","higher education","1","","",""
"Less important","1990","no migration background","in school","10","","",""
"Less important","1990","no migration background","inadequately","16","","",""
"Less important","1990","no migration background","general elemantary","430","0.295241659653328","0.272080308668142","0.318403010638513"
"Less important","1990","no migration background","middle vocational","880","0.255808533010785","0.241614865254621","0.270002200766948"
"Less important","1990","no migration background","vocational + Abi","40","0.1930495671467","0.137075192157954","0.249023942135446"
"Less important","1990","no migration background","higher vocational","108","0.23271405958153","0.193844457388601","0.271583661774459"
"Less important","1990","no migration background","higher education","111","0.171017756970019","0.140965115380958","0.201070398559081"
"Less important","1990","direct migration background","in school","","","",""
"Less important","1990","direct migration background","inadequately","","","",""
"Less important","1990","direct migration background","general elemantary","23","","",""
"Less important","1990","direct migration background","middle vocational","57","0.269629108606565","0.210448921822689","0.328809295390441"
"Less important","1990","direct migration background","vocational + Abi","1","","",""
"Less important","1990","direct migration background","higher vocational","8","","",""
"Less important","1990","direct migration background","higher education","11","","",""
"Less important","1990","indirect migration background","in school","","","",""
"Less important","1990","indirect migration background","inadequately","","","",""
"Less important","1990","indirect migration background","general elemantary","","","",""
"Less important","1990","indirect migration background","middle vocational","5","","",""
"Less important","1990","indirect migration background","vocational + Abi","1","","",""
"Less important","1990","indirect migration background","higher vocational","","","",""
"Less important","1990","indirect migration background","higher education","","","",""
"Quite unimportant","1990","no migration background","in school","","","",""
"Quite unimportant","1990","no migration background","inadequately","5","","",""
"Quite unimportant","1990","no migration background","general elemantary","116","0.0928325375470262","0.0780975830099963","0.107567492084056"
"Quite unimportant","1990","no migration background","middle vocational","133","0.0426076110865432","0.0360373389780275","0.0491778831950588"
"Quite unimportant","1990","no migration background","vocational + Abi","5","","",""
"Quite unimportant","1990","no migration background","higher vocational","17","","",""
"Quite unimportant","1990","no migration background","higher education","20","","",""
"Quite unimportant","1990","direct migration background","in school","","","",""
"Quite unimportant","1990","direct migration background","inadequately","","","",""
"Quite unimportant","1990","direct migration background","general elemantary","8","","",""
"Quite unimportant","1990","direct migration background","middle vocational","7","","",""
"Quite unimportant","1990","direct migration background","vocational + Abi","","","",""
"Quite unimportant","1990","direct migration background","higher vocational","1","","",""
"Quite unimportant","1990","direct migration background","higher education","","","",""
"Quite unimportant","1990","indirect migration background","in school","","","",""
"Quite unimportant","1990","indirect migration background","inadequately","","","",""
"Quite unimportant","1990","indirect migration background","general elemantary","1","","",""
"Quite unimportant","1990","indirect migration background","middle vocational","1","","",""
"Quite unimportant","1990","indirect migration background","vocational + Abi","","","",""
"Quite unimportant","1990","indirect migration background","higher vocational","","","",""
"Quite unimportant","1990","indirect migration background","higher education","","","",""
"Very important","1991","no migration background","in school","","","",""
"Very important","1991","no migration background","inadequately","","","",""
"Very important","1991","no migration background","general elemantary","","","",""
"Very important","1991","no migration background","middle vocational","","","",""
"Very important","1991","no migration background","vocational + Abi","","","",""
"Very important","1991","no migration background","higher vocational","","","",""
"Very important","1991","no migration background","higher education","","","",""
"Very important","1991","direct migration background","in school","","","",""
"Very important","1991","direct migration background","inadequately","","","",""
"Very important","1991","direct migration background","general elemantary","","","",""
"Very important","1991","direct migration background","middle vocational","","","",""
"Very important","1991","direct migration background","vocational + Abi","","","",""
"Very important","1991","direct migration background","higher vocational","","","",""
"Very important","1991","direct migration background","higher education","","","",""
"Very important","1991","indirect migration background","in school","","","",""
"Very important","1991","indirect migration background","inadequately","","","",""
"Very important","1991","indirect migration background","general elemantary","","","",""
"Very important","1991","indirect migration background","middle vocational","","","",""
"Very important","1991","indirect migration background","vocational + Abi","","","",""
"Very important","1991","indirect migration background","higher vocational","","","",""
"Very important","1991","indirect migration background","higher education","","","",""
"Important","1991","no migration background","in school","","","",""
"Important","1991","no migration background","inadequately","","","",""
