"plh0106","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Very important","1990","16-34 y.","no migration background","714","0.297465739289075","0.279386250742466","0.315545227835685"
"Very important","1990","16-34 y.","direct migration background","39","0.315359883395735","0.233903058214033","0.396816708577438"
"Very important","1990","16-34 y.","indirect migration background","11","","",""
"Very important","1990","35-65 y.","no migration background","445","0.142958259707932","0.130822965245742","0.155093554170123"
"Very important","1990","35-65 y.","direct migration background","49","0.201755726066706","0.152596057186819","0.250915394946592"
"Very important","1990","35-65 y.","indirect migration background","5","","",""
"Very important","1990","66 and older","no migration background","53","0.0502984268710658","0.0364221671293968","0.0641746866127348"
"Very important","1990","66 and older","direct migration background","4","","",""
"Very important","1990","66 and older","indirect migration background","","","",""
"Important","1990","16-34 y.","no migration background","1372","0.5586705698227","0.539032750888124","0.578308388757275"
"Important","1990","16-34 y.","direct migration background","68","0.529827148629669","0.442330994769211","0.617323302490128"
"Important","1990","16-34 y.","indirect migration background","18","","",""
"Important","1990","35-65 y.","no migration background","1717","0.531740719616673","0.514441047901811","0.549040391331535"
"Important","1990","35-65 y.","direct migration background","137","0.521606436065723","0.460414774884588","0.582798097246857"
"Important","1990","35-65 y.","indirect migration background","10","","",""
"Important","1990","66 and older","no migration background","397","0.423518328902861","0.392147174682927","0.454889483122794"
"Important","1990","66 and older","direct migration background","26","","",""
"Important","1990","66 and older","indirect migration background","2","","",""
"Less important","1990","16-34 y.","no migration background","351","0.137477832504069","0.123859141044369","0.151096523963769"
"Less important","1990","16-34 y.","direct migration background","17","","",""
"Less important","1990","16-34 y.","indirect migration background","3","","",""
"Less important","1990","35-65 y.","no migration background","896","0.279863055986583","0.264298919254253","0.295427192718914"
"Less important","1990","35-65 y.","direct migration background","62","0.246519900911543","0.193725241352453","0.299314560470632"
"Less important","1990","35-65 y.","indirect migration background","2","","",""
"Less important","1990","66 and older","no migration background","361","0.372276319854616","0.341584785339622","0.402967854369609"
"Less important","1990","66 and older","direct migration background","22","","",""
"Less important","1990","66 and older","indirect migration background","2","","",""
"Quite unimportant","1990","16-34 y.","no migration background","19","","",""
"Quite unimportant","1990","16-34 y.","direct migration background","1","","",""
"Quite unimportant","1990","16-34 y.","indirect migration background","","","",""
"Quite unimportant","1990","35-65 y.","no migration background","138","0.0454379646888113","0.0382176484504524","0.0526582809271702"
"Quite unimportant","1990","35-65 y.","direct migration background","8","","",""
"Quite unimportant","1990","35-65 y.","indirect migration background","1","","",""
"Quite unimportant","1990","66 and older","no migration background","142","0.153906924371458","0.130996148813356","0.17681769992956"
"Quite unimportant","1990","66 and older","direct migration background","7","","",""
"Quite unimportant","1990","66 and older","indirect migration background","1","","",""
"Very important","1991","16-34 y.","no migration background","","","",""
"Very important","1991","16-34 y.","direct migration background","","","",""
"Very important","1991","16-34 y.","indirect migration background","","","",""
"Very important","1991","35-65 y.","no migration background","","","",""
"Very important","1991","35-65 y.","direct migration background","","","",""
"Very important","1991","35-65 y.","indirect migration background","","","",""
"Very important","1991","66 and older","no migration background","","","",""
"Very important","1991","66 and older","direct migration background","","","",""
"Very important","1991","66 and older","indirect migration background","","","",""
"Important","1991","16-34 y.","no migration background","","","",""
"Important","1991","16-34 y.","direct migration background","","","",""
"Important","1991","16-34 y.","indirect migration background","","","",""
"Important","1991","35-65 y.","no migration background","","","",""
"Important","1991","35-65 y.","direct migration background","","","",""
"Important","1991","35-65 y.","indirect migration background","","","",""
"Important","1991","66 and older","no migration background","","","",""
"Important","1991","66 and older","direct migration background","","","",""
"Important","1991","66 and older","indirect migration background","","","",""
"Less important","1991","16-34 y.","no migration background","","","",""
"Less important","1991","16-34 y.","direct migration background","","","",""
"Less important","1991","16-34 y.","indirect migration background","","","",""
"Less important","1991","35-65 y.","no migration background","","","",""
"Less important","1991","35-65 y.","direct migration background","","","",""
"Less important","1991","35-65 y.","indirect migration background","","","",""
"Less important","1991","66 and older","no migration background","","","",""
"Less important","1991","66 and older","direct migration background","","","",""
"Less important","1991","66 and older","indirect migration background","","","",""
"Quite unimportant","1991","16-34 y.","no migration background","","","",""
"Quite unimportant","1991","16-34 y.","direct migration background","","","",""
"Quite unimportant","1991","16-34 y.","indirect migration background","","","",""
"Quite unimportant","1991","35-65 y.","no migration background","","","",""
"Quite unimportant","1991","35-65 y.","direct migration background","","","",""
"Quite unimportant","1991","35-65 y.","indirect migration background","","","",""
"Quite unimportant","1991","66 and older","no migration background","","","",""
"Quite unimportant","1991","66 and older","direct migration background","","","",""
"Quite unimportant","1991","66 and older","indirect migration background","","","",""
"Very important","1992","16-34 y.","no migration background","1151","0.303108560583936","0.288404391950323","0.317812729217549"
"Very important","1992","16-34 y.","direct migration background","33","0.240126190871527","0.165835100203724","0.31441728153933"
"Very important","1992","16-34 y.","indirect migration background","14","","",""
"Very important","1992","35-65 y.","no migration background","872","0.156625606317675","0.146781192526427","0.166470020108923"
"Very important","1992","35-65 y.","direct migration background","73","0.235928459691907","0.191191422397468","0.280665496986346"
"Very important","1992","35-65 y.","indirect migration background","6","","",""
"Very important","1992","66 and older","no migration background","76","0.0518023416299125","0.039684628631228","0.0639200546285971"
"Very important","1992","66 and older","direct migration background","6","","",""
"Very important","1992","66 and older","indirect migration background","","","",""
"Important","1992","16-34 y.","no migration background","2053","0.55573531560166","0.539838369469685","0.571632261733634"
"Important","1992","16-34 y.","direct migration background","78","0.561837080603505","0.475545337735465","0.648128823471546"
"Important","1992","16-34 y.","indirect migration background","28","","",""
"Important","1992","35-65 y.","no migration background","2759","0.510616476464541","0.497076423722239","0.524156529206843"
"Important","1992","35-65 y.","direct migration background","175","0.486992871892852","0.434326543394408","0.539659200391296"
"Important","1992","35-65 y.","indirect migration background","8","","",""
"Important","1992","66 and older","no migration background","479","0.372203558682373","0.345773616532512","0.398633500832234"
"Important","1992","66 and older","direct migration background","35","0.338832879088364","0.24606524337286","0.431600514803867"
"Important","1992","66 and older","indirect migration background","1","","",""
"Less important","1992","16-34 y.","no migration background","514","0.132445827757574","0.121600910293359","0.14329074522179"
"Less important","1992","16-34 y.","direct migration background","15","","",""
"Less important","1992","16-34 y.","indirect migration background","12","","",""
"Less important","1992","35-65 y.","no migration background","1376","0.280269815115045","0.268104557948307","0.292435072281784"
"Less important","1992","35-65 y.","direct migration background","86","0.24375385915756","0.198514402789079","0.288993315526042"
"Less important","1992","35-65 y.","indirect migration background","6","","",""
"Less important","1992","66 and older","no migration background","474","0.363556191997494","0.337255793256515","0.389856590738473"
"Less important","1992","66 and older","direct migration background","36","0.362298764994159","0.268090252433662","0.456507277554655"
"Less important","1992","66 and older","indirect migration background","1","","",""
"Quite unimportant","1992","16-34 y.","no migration background","35","0.00871029605682911","0.00573742847752092","0.0116831636361373"
"Quite unimportant","1992","16-34 y.","direct migration background","1","","",""
"Quite unimportant","1992","16-34 y.","indirect migration background","2","","",""
"Quite unimportant","1992","35-65 y.","no migration background","229","0.0524881021027384","0.0464476277747553","0.0585285764307216"
"Quite unimportant","1992","35-65 y.","direct migration background","12","","",""
"Quite unimportant","1992","35-65 y.","indirect migration background","","","",""
"Quite unimportant","1992","66 and older","no migration background","256","0.21243790769022","0.190073626868742","0.234802188511698"
"Quite unimportant","1992","66 and older","direct migration background","23","","",""
"Quite unimportant","1992","66 and older","indirect migration background","","","",""
"Very important","1993","16-34 y.","no migration background","","","",""
"Very important","1993","16-34 y.","direct migration background","","","",""
"Very important","1993","16-34 y.","indirect migration background","","","",""
"Very important","1993","35-65 y.","no migration background","","","",""
"Very important","1993","35-65 y.","direct migration background","","","",""
"Very important","1993","35-65 y.","indirect migration background","","","",""
"Very important","1993","66 and older","no migration background","","","",""
"Very important","1993","66 and older","direct migration background","","","",""
"Very important","1993","66 and older","indirect migration background","","","",""
"Important","1993","16-34 y.","no migration background","","","",""
"Important","1993","16-34 y.","direct migration background","","","",""
"Important","1993","16-34 y.","indirect migration background","","","",""
"Important","1993","35-65 y.","no migration background","","","",""
"Important","1993","35-65 y.","direct migration background","","","",""
"Important","1993","35-65 y.","indirect migration background","","","",""
"Important","1993","66 and older","no migration background","","","",""
"Important","1993","66 and older","direct migration background","","","",""
"Important","1993","66 and older","indirect migration background","","","",""
"Less important","1993","16-34 y.","no migration background","","","",""
"Less important","1993","16-34 y.","direct migration background","","","",""
"Less important","1993","16-34 y.","indirect migration background","","","",""
"Less important","1993","35-65 y.","no migration background","","","",""
"Less important","1993","35-65 y.","direct migration background","","","",""
"Less important","1993","35-65 y.","indirect migration background","","","",""
"Less important","1993","66 and older","no migration background","","","",""
"Less important","1993","66 and older","direct migration background","","","",""
"Less important","1993","66 and older","indirect migration background","","","",""
"Quite unimportant","1993","16-34 y.","no migration background","","","",""
"Quite unimportant","1993","16-34 y.","direct migration background","","","",""
"Quite unimportant","1993","16-34 y.","indirect migration background","","","",""
"Quite unimportant","1993","35-65 y.","no migration background","","","",""
"Quite unimportant","1993","35-65 y.","direct migration background","","","",""
"Quite unimportant","1993","35-65 y.","indirect migration background","","","",""
"Quite unimportant","1993","66 and older","no migration background","","","",""
"Quite unimportant","1993","66 and older","direct migration background","","","",""
"Quite unimportant","1993","66 and older","indirect migration background","","","",""
"Very important","1994","16-34 y.","no migration background","","","",""
"Very important","1994","16-34 y.","direct migration background","","","",""
"Very important","1994","16-34 y.","indirect migration background","","","",""
"Very important","1994","35-65 y.","no migration background","","","",""
"Very important","1994","35-65 y.","direct migration background","","","",""
"Very important","1994","35-65 y.","indirect migration background","","","",""
"Very important","1994","66 and older","no migration background","","","",""
"Very important","1994","66 and older","direct migration background","","","",""
"Very important","1994","66 and older","indirect migration background","","","",""
"Important","1994","16-34 y.","no migration background","","","",""
"Important","1994","16-34 y.","direct migration background","","","",""
"Important","1994","16-34 y.","indirect migration background","","","",""
"Important","1994","35-65 y.","no migration background","","","",""
