"plh0106","year","education","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","555","0.130403265932413","0.120030910586306","0.140775621278519"
"Very important","1990","secondary school degree","339","0.1994692783494","0.179746901439568","0.219191655259231"
"Very important","1990","college entrance qualification","329","0.298396677323952","0.271882516341312","0.324910838306592"
"Very important","1990","Other degree","13","","",""
"Very important","1990","no degree/no degree yet","54","0.314794199529336","0.244979398218909","0.384609000839762"
"Important","1990","lower secondary degree","2125","0.515305405960965","0.49991179027369","0.530699021648241"
"Important","1990","secondary school degree","858","0.531829269386555","0.507201760111309","0.556456778661802"
"Important","1990","college entrance qualification","596","0.519458890120898","0.490507065188997","0.548410715052799"
"Important","1990","Other degree","31","0.555213938143146","0.423881347531871","0.686546528754422"
"Important","1990","no degree/no degree yet","86","0.512433844585496","0.437295900315404","0.587571788855587"
"Less important","1990","lower secondary degree","1132","0.287833949741228","0.273888393402553","0.301779506079904"
"Less important","1990","secondary school degree","334","0.230005465343385","0.209235051799053","0.250775878887716"
"Less important","1990","college entrance qualification","193","0.15685570680996","0.135782230019448","0.177929183600471"
"Less important","1990","Other degree","10","","",""
"Less important","1990","no degree/no degree yet","26","","",""
"Quite unimportant","1990","lower secondary degree","237","0.0664573783653938","0.0587853026437188","0.0741294540870688"
"Quite unimportant","1990","secondary school degree","46","0.0386959869206604","0.0291768935702462","0.0482150802710746"
"Quite unimportant","1990","college entrance qualification","26","","",""
"Quite unimportant","1990","Other degree","1","","",""
"Quite unimportant","1990","no degree/no degree yet","4","","",""
"Very important","1991","lower secondary degree","","","",""
"Very important","1991","secondary school degree","","","",""
"Very important","1991","college entrance qualification","","","",""
"Very important","1991","Other degree","","","",""
"Very important","1991","no degree/no degree yet","","","",""
"Important","1991","lower secondary degree","","","",""
"Important","1991","secondary school degree","","","",""
"Important","1991","college entrance qualification","","","",""
"Important","1991","Other degree","","","",""
"Important","1991","no degree/no degree yet","","","",""
"Less important","1991","lower secondary degree","","","",""
"Less important","1991","secondary school degree","","","",""
"Less important","1991","college entrance qualification","","","",""
"Less important","1991","Other degree","","","",""
"Less important","1991","no degree/no degree yet","","","",""
"Quite unimportant","1991","lower secondary degree","","","",""
"Quite unimportant","1991","secondary school degree","","","",""
"Quite unimportant","1991","college entrance qualification","","","",""
"Quite unimportant","1991","Other degree","","","",""
"Quite unimportant","1991","no degree/no degree yet","","","",""
