"plh0106","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Very important","1990","no migration background","Male","662","0.203305058824212","0.189310487302679","0.217299630345745"
"Very important","1990","no migration background","Female","550","0.151275172703955","0.139280318697739","0.163270026710172"
"Very important","1990","direct migration background","Male","54","0.262277704784981","0.202063590556204","0.322491819013759"
"Very important","1990","direct migration background","Female","38","0.161225977004877","0.114209059314685","0.208242894695069"
"Very important","1990","indirect migration background","Male","6","","",""
"Very important","1990","indirect migration background","Female","10","","",""
"Important","1990","no migration background","Male","1684","0.527636863255148","0.510277050062143","0.544996676448154"
"Important","1990","no migration background","Female","1802","0.5133066263429","0.496574781201128","0.530038471484672"
"Important","1990","direct migration background","Male","103","0.466849268675359","0.398554961039112","0.535143576311607"
"Important","1990","direct migration background","Female","128","0.540480321715599","0.476763198397843","0.604197445033356"
"Important","1990","indirect migration background","Male","13","","",""
"Important","1990","indirect migration background","Female","17","","",""
"Less important","1990","no migration background","Male","713","0.227479273481229","0.21290236356138","0.242056183401079"
"Less important","1990","no migration background","Female","895","0.271806128947597","0.256913176022615","0.28669908187258"
"Less important","1990","direct migration background","Male","39","0.225474356172905","0.168268875524892","0.282679836820917"
"Less important","1990","direct migration background","Female","62","0.267411077455628","0.210821815411053","0.324000339500202"
"Less important","1990","indirect migration background","Male","4","","",""
"Less important","1990","indirect migration background","Female","3","","",""
"Quite unimportant","1990","no migration background","Male","118","0.0415788044394104","0.0346372986992618","0.0485203101795589"
"Quite unimportant","1990","no migration background","Female","181","0.063612072005547","0.0554420098905994","0.0717821341204945"
"Quite unimportant","1990","direct migration background","Male","9","","",""
"Quite unimportant","1990","direct migration background","Female","7","","",""
"Quite unimportant","1990","indirect migration background","Male","1","","",""
"Quite unimportant","1990","indirect migration background","Female","1","","",""
"Very important","1991","no migration background","Male","","","",""
"Very important","1991","no migration background","Female","","","",""
"Very important","1991","direct migration background","Male","","","",""
"Very important","1991","direct migration background","Female","","","",""
"Very important","1991","indirect migration background","Male","","","",""
"Very important","1991","indirect migration background","Female","","","",""
"Important","1991","no migration background","Male","","","",""
"Important","1991","no migration background","Female","","","",""
"Important","1991","direct migration background","Male","","","",""
"Important","1991","direct migration background","Female","","","",""
"Important","1991","indirect migration background","Male","","","",""
"Important","1991","indirect migration background","Female","","","",""
"Less important","1991","no migration background","Male","","","",""
"Less important","1991","no migration background","Female","","","",""
"Less important","1991","direct migration background","Male","","","",""
"Less important","1991","direct migration background","Female","","","",""
"Less important","1991","indirect migration background","Male","","","",""
"Less important","1991","indirect migration background","Female","","","",""
"Quite unimportant","1991","no migration background","Male","","","",""
"Quite unimportant","1991","no migration background","Female","","","",""
"Quite unimportant","1991","direct migration background","Male","","","",""
"Quite unimportant","1991","direct migration background","Female","","","",""
"Quite unimportant","1991","indirect migration background","Male","","","",""
"Quite unimportant","1991","indirect migration background","Female","","","",""
"Very important","1992","no migration background","Male","1060","0.199252141234669","0.188063514692814","0.210440767776524"
"Very important","1992","no migration background","Female","1039","0.169224535188833","0.159203532283021","0.179245538094646"
"Very important","1992","direct migration background","Male","59","0.229194727433623","0.178006173779019","0.280383281088227"
"Very important","1992","direct migration background","Female","53","0.180989608062706","0.138404790314968","0.223574425810445"
"Very important","1992","indirect migration background","Male","7","","",""
"Very important","1992","indirect migration background","Female","13","","",""
"Important","1992","no migration background","Male","2566","0.512675851186591","0.498674892198124","0.526676810175058"
"Important","1992","no migration background","Female","2725","0.486955982858265","0.473597416294397","0.500314549422134"
"Important","1992","direct migration background","Male","123","0.453420184268761","0.392791879025303","0.514048489512218"
"Important","1992","direct migration background","Female","165","0.487812451128377","0.432525299486608","0.543099602770147"
"Important","1992","indirect migration background","Male","18","","",""
"Important","1992","indirect migration background","Female","19","","",""
"Less important","1992","no migration background","Male","1076","0.236662545183694","0.224756968460006","0.248568121907382"
"Less important","1992","no migration background","Female","1288","0.260113937436485","0.24838923236956","0.27183864250341"
"Less important","1992","direct migration background","Male","61","0.256809886492256","0.203604691365792","0.31001508161872"
"Less important","1992","direct migration background","Female","76","0.258430374073229","0.21000967986108","0.306851068285378"
"Less important","1992","indirect migration background","Male","10","","",""
"Less important","1992","indirect migration background","Female","9","","",""
"Quite unimportant","1992","no migration background","Male","194","0.051409462395046","0.0452237701098245","0.0575951546802674"
"Quite unimportant","1992","no migration background","Female","326","0.0837055445164161","0.0763038299323268","0.0911072591005055"
"Quite unimportant","1992","direct migration background","Male","16","","",""
"Quite unimportant","1992","direct migration background","Female","20","","",""
"Quite unimportant","1992","indirect migration background","Male","2","","",""
"Quite unimportant","1992","indirect migration background","Female","","","",""
"Very important","1993","no migration background","Male","","","",""
"Very important","1993","no migration background","Female","","","",""
"Very important","1993","direct migration background","Male","","","",""
"Very important","1993","direct migration background","Female","","","",""
"Very important","1993","indirect migration background","Male","","","",""
"Very important","1993","indirect migration background","Female","","","",""
"Important","1993","no migration background","Male","","","",""
"Important","1993","no migration background","Female","","","",""
"Important","1993","direct migration background","Male","","","",""
"Important","1993","direct migration background","Female","","","",""
"Important","1993","indirect migration background","Male","","","",""
"Important","1993","indirect migration background","Female","","","",""
"Less important","1993","no migration background","Male","","","",""
"Less important","1993","no migration background","Female","","","",""
"Less important","1993","direct migration background","Male","","","",""
"Less important","1993","direct migration background","Female","","","",""
"Less important","1993","indirect migration background","Male","","","",""
"Less important","1993","indirect migration background","Female","","","",""
"Quite unimportant","1993","no migration background","Male","","","",""
"Quite unimportant","1993","no migration background","Female","","","",""
"Quite unimportant","1993","direct migration background","Male","","","",""
"Quite unimportant","1993","direct migration background","Female","","","",""
"Quite unimportant","1993","indirect migration background","Male","","","",""
"Quite unimportant","1993","indirect migration background","Female","","","",""
"Very important","1994","no migration background","Male","","","",""
"Very important","1994","no migration background","Female","","","",""
"Very important","1994","direct migration background","Male","","","",""
"Very important","1994","direct migration background","Female","","","",""
"Very important","1994","indirect migration background","Male","","","",""
"Very important","1994","indirect migration background","Female","","","",""
"Important","1994","no migration background","Male","","","",""
"Important","1994","no migration background","Female","","","",""
"Important","1994","direct migration background","Male","","","",""
"Important","1994","direct migration background","Female","","","",""
"Important","1994","indirect migration background","Male","","","",""
"Important","1994","indirect migration background","Female","","","",""
