"plh0106","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","lower secondary degree","West Germany","555","0.130403265932413","0.120030910586306","0.140775621278519"
"Very important","1990","lower secondary degree","East Germany","","","",""
"Very important","1990","secondary school degree","West Germany","339","0.1994692783494","0.179746901439568","0.219191655259231"
"Very important","1990","secondary school degree","East Germany","","","",""
"Very important","1990","college entrance qualification","West Germany","329","0.298396677323952","0.271882516341312","0.324910838306592"
"Very important","1990","college entrance qualification","East Germany","","","",""
"Very important","1990","Other degree","West Germany","13","","",""
"Very important","1990","Other degree","East Germany","","","",""
"Very important","1990","no degree/no degree yet","West Germany","54","0.314794199529336","0.244979398218909","0.384609000839762"
"Very important","1990","no degree/no degree yet","East Germany","","","",""
"Important","1990","lower secondary degree","West Germany","2125","0.515305405960965","0.49991179027369","0.530699021648241"
"Important","1990","lower secondary degree","East Germany","","","",""
"Important","1990","secondary school degree","West Germany","858","0.531829269386555","0.507201760111309","0.556456778661802"
"Important","1990","secondary school degree","East Germany","","","",""
"Important","1990","college entrance qualification","West Germany","596","0.519458890120898","0.490507065188997","0.548410715052799"
"Important","1990","college entrance qualification","East Germany","","","",""
"Important","1990","Other degree","West Germany","31","0.555213938143146","0.423881347531871","0.686546528754422"
"Important","1990","Other degree","East Germany","","","",""
"Important","1990","no degree/no degree yet","West Germany","86","0.512433844585496","0.437295900315404","0.587571788855587"
"Important","1990","no degree/no degree yet","East Germany","","","",""
"Less important","1990","lower secondary degree","West Germany","1132","0.287833949741228","0.273888393402553","0.301779506079904"
"Less important","1990","lower secondary degree","East Germany","","","",""
"Less important","1990","secondary school degree","West Germany","334","0.230005465343385","0.209235051799053","0.250775878887716"
"Less important","1990","secondary school degree","East Germany","","","",""
"Less important","1990","college entrance qualification","West Germany","193","0.15685570680996","0.135782230019448","0.177929183600471"
"Less important","1990","college entrance qualification","East Germany","","","",""
"Less important","1990","Other degree","West Germany","10","","",""
"Less important","1990","Other degree","East Germany","","","",""
"Less important","1990","no degree/no degree yet","West Germany","26","","",""
"Less important","1990","no degree/no degree yet","East Germany","","","",""
"Quite unimportant","1990","lower secondary degree","West Germany","237","0.0664573783653938","0.0587853026437188","0.0741294540870688"
"Quite unimportant","1990","lower secondary degree","East Germany","","","",""
"Quite unimportant","1990","secondary school degree","West Germany","46","0.0386959869206604","0.0291768935702462","0.0482150802710746"
"Quite unimportant","1990","secondary school degree","East Germany","","","",""
"Quite unimportant","1990","college entrance qualification","West Germany","26","","",""
"Quite unimportant","1990","college entrance qualification","East Germany","","","",""
"Quite unimportant","1990","Other degree","West Germany","1","","",""
"Quite unimportant","1990","Other degree","East Germany","","","",""
"Quite unimportant","1990","no degree/no degree yet","West Germany","4","","",""
"Quite unimportant","1990","no degree/no degree yet","East Germany","","","",""
"Very important","1991","lower secondary degree","West Germany","","","",""
"Very important","1991","lower secondary degree","East Germany","","","",""
"Very important","1991","secondary school degree","West Germany","","","",""
"Very important","1991","secondary school degree","East Germany","","","",""
"Very important","1991","college entrance qualification","West Germany","","","",""
"Very important","1991","college entrance qualification","East Germany","","","",""
"Very important","1991","Other degree","West Germany","","","",""
"Very important","1991","Other degree","East Germany","","","",""
"Very important","1991","no degree/no degree yet","West Germany","","","",""
"Very important","1991","no degree/no degree yet","East Germany","","","",""
"Important","1991","lower secondary degree","West Germany","","","",""
"Important","1991","lower secondary degree","East Germany","","","",""
"Important","1991","secondary school degree","West Germany","","","",""
"Important","1991","secondary school degree","East Germany","","","",""
"Important","1991","college entrance qualification","West Germany","","","",""
"Important","1991","college entrance qualification","East Germany","","","",""
"Important","1991","Other degree","West Germany","","","",""
"Important","1991","Other degree","East Germany","","","",""
"Important","1991","no degree/no degree yet","West Germany","","","",""
"Important","1991","no degree/no degree yet","East Germany","","","",""
"Less important","1991","lower secondary degree","West Germany","","","",""
"Less important","1991","lower secondary degree","East Germany","","","",""
"Less important","1991","secondary school degree","West Germany","","","",""
"Less important","1991","secondary school degree","East Germany","","","",""
"Less important","1991","college entrance qualification","West Germany","","","",""
"Less important","1991","college entrance qualification","East Germany","","","",""
"Less important","1991","Other degree","West Germany","","","",""
"Less important","1991","Other degree","East Germany","","","",""
"Less important","1991","no degree/no degree yet","West Germany","","","",""
"Less important","1991","no degree/no degree yet","East Germany","","","",""
"Quite unimportant","1991","lower secondary degree","West Germany","","","",""
"Quite unimportant","1991","lower secondary degree","East Germany","","","",""
"Quite unimportant","1991","secondary school degree","West Germany","","","",""
"Quite unimportant","1991","secondary school degree","East Germany","","","",""
"Quite unimportant","1991","college entrance qualification","West Germany","","","",""
"Quite unimportant","1991","college entrance qualification","East Germany","","","",""
"Quite unimportant","1991","Other degree","West Germany","","","",""
"Quite unimportant","1991","Other degree","East Germany","","","",""
"Quite unimportant","1991","no degree/no degree yet","West Germany","","","",""
"Quite unimportant","1991","no degree/no degree yet","East Germany","","","",""
"Very important","1992","lower secondary degree","West Germany","536","0.128599204019042","0.117994702885585","0.139203705152498"
"Very important","1992","lower secondary degree","East Germany","197","0.117598151932767","0.10119763858057","0.133998665284965"
"Very important","1992","secondary school degree","West Germany","361","0.203991556285888","0.184302042041207","0.223681070530569"
"Very important","1992","secondary school degree","East Germany","498","0.261375484489587","0.241375138411183","0.281375830567992"
"Very important","1992","college entrance qualification","West Germany","356","0.289030068589448","0.263187452098944","0.314872685079952"
"Very important","1992","college entrance qualification","East Germany","161","0.354448851168287","0.31183335729215","0.397064345044425"
"Very important","1992","Other degree","West Germany","7","","",""
"Very important","1992","Other degree","East Germany","10","","",""
"Very important","1992","no degree/no degree yet","West Germany","43","0.229158910321911","0.165604710850372","0.292713109793451"
"Very important","1992","no degree/no degree yet","East Germany","16","","",""
"Important","1992","lower secondary degree","West Germany","1901","0.483540900676323","0.467710325270425","0.499371476082222"
"Important","1992","lower secondary degree","East Germany","758","0.488339397062035","0.462890095984846","0.513788698139224"
"Important","1992","secondary school degree","West Germany","842","0.516954771211291","0.492537887132631","0.54137165528995"
"Important","1992","secondary school degree","East Germany","1048","0.562929584131534","0.540351038274404","0.585508129988665"
"Important","1992","college entrance qualification","West Germany","566","0.476923225558484","0.448449368040573","0.505397083076395"
"Important","1992","college entrance qualification","East Germany","255","0.504505201208541","0.459962373463486","0.549048028953597"
"Important","1992","Other degree","West Germany","26","","",""
"Important","1992","Other degree","East Germany","18","","",""
"Important","1992","no degree/no degree yet","West Germany","89","0.56475406921228","0.489783554190327","0.639724584234234"
"Important","1992","no degree/no degree yet","East Germany","33","0.559622484923163","0.432950017179089","0.686294952667237"
"Less important","1992","lower secondary degree","West Germany","1097","0.297653858435128","0.283169692712149","0.312138024158108"
"Less important","1992","lower secondary degree","East Germany","426","0.305492307711556","0.282041237931759","0.328943377491352"
"Less important","1992","secondary school degree","West Germany","343","0.224926335799112","0.204524853944849","0.245327817653374"
"Less important","1992","secondary school degree","East Germany","283","0.154913669974304","0.138443858201696","0.171383481746912"
"Less important","1992","college entrance qualification","West Germany","212","0.184407946904237","0.162299121917804","0.206516771890669"
"Less important","1992","college entrance qualification","East Germany","61","0.12687747525383","0.0972253879368839","0.156529562570776"
"Less important","1992","Other degree","West Germany","14","","",""
"Less important","1992","Other degree","East Germany","15","","",""
"Less important","1992","no degree/no degree yet","West Germany","28","","",""
"Less important","1992","no degree/no degree yet","East Germany","7","","",""
"Quite unimportant","1992","lower secondary degree","West Germany","294","0.0902060368695067","0.0811309361592938","0.0992811375797197"
"Quite unimportant","1992","lower secondary degree","East Germany","101","0.0885701432936425","0.0741047818948065","0.103035504692478"
