"plh0106","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Important","1990","Urban Area","West Germany","2853","0.516494579541517","0.503247897512103","0.529741261570931","2"
"Important","1990","Rural Area","West Germany","894","0.528706173142193","0.504495433082194","0.552916913202192","2"
"Important","1990","Urban Area","East Germany","","","","","2"
"Important","1990","Rural Area","East Germany","","","","","2"
"Less important","1990","Rural Area","East Germany","","","","","3"
"Less important","1990","Urban Area","West Germany","1344","0.25217807668041","0.240666725200685","0.263689428160134","3"
"Less important","1990","Urban Area","East Germany","","","","","3"
"Less important","1990","Rural Area","West Germany","372","0.242236580510414","0.22145676533911","0.263016395681718","3"
"Quite unimportant","1990","Urban Area","West Germany","229","0.0477910172889142","0.0421362748484686","0.0534457597293598","4"
"Quite unimportant","1990","Urban Area","East Germany","","","","","4"
"Quite unimportant","1990","Rural Area","West Germany","88","0.0665805639424453","0.0544894266317899","0.0786717012531008","4"
"Quite unimportant","1990","Rural Area","East Germany","","","","","4"
"Very important","1990","Urban Area","West Germany","1041","0.183536326489159","0.173275011839136","0.193797641139182","1"
"Very important","1990","Urban Area","East Germany","","","","","1"
"Very important","1990","Rural Area","West Germany","279","0.162476682404948","0.144585090916123","0.180368273893773","1"
"Very important","1990","Rural Area","East Germany","","","","","1"
"Important","1991","Urban Area","West Germany","","","","","2"
"Important","1991","Urban Area","East Germany","","","","","2"
"Important","1991","Rural Area","West Germany","","","","","2"
"Important","1991","Rural Area","East Germany","","","","","2"
"Less important","1991","Urban Area","West Germany","","","","","3"
"Less important","1991","Rural Area","East Germany","","","","","3"
"Less important","1991","Urban Area","East Germany","","","","","3"
"Less important","1991","Rural Area","West Germany","","","","","3"
"Quite unimportant","1991","Urban Area","West Germany","","","","","4"
"Quite unimportant","1991","Urban Area","East Germany","","","","","4"
"Quite unimportant","1991","Rural Area","East Germany","","","","","4"
"Quite unimportant","1991","Rural Area","West Germany","","","","","4"
"Very important","1991","Urban Area","East Germany","","","","","1"
"Very important","1991","Urban Area","West Germany","","","","","1"
"Very important","1991","Rural Area","West Germany","","","","","1"
"Very important","1991","Rural Area","East Germany","","","","","1"
"Important","1992","Urban Area","West Germany","2700","0.503425090882602","0.489978265824748","0.516871915940456","2"
"Important","1992","Urban Area","East Germany","720","0.504980540350311","0.478592057921066","0.531369022779557","2"
"Important","1992","Rural Area","West Germany","785","0.453374654537352","0.429281167029134","0.47746814204557","2"
"Important","1992","Rural Area","East Germany","1353","0.531180023418277","0.511527921443477","0.550832125393077","2"
"Less important","1992","Rural Area","East Germany","500","0.218793603668942","0.202512445564046","0.235074761773837","3"
"Less important","1992","Urban Area","West Germany","1289","0.249291936091671","0.237657385939057","0.260926486244285","3"
"Less important","1992","Urban Area","East Germany","284","0.226989393632544","0.204880782207623","0.249098005057464","3"
"Less important","1992","Rural Area","West Germany","423","0.28132168755682","0.259559876081726","0.303083499031913","3"
"Quite unimportant","1992","Urban Area","West Germany","314","0.0713159981205827","0.0643947024089044","0.0782372938322611","4"
"Quite unimportant","1992","Urban Area","East Germany","54","0.0469640180988267","0.0357978739467976","0.0581301622508559","4"
"Quite unimportant","1992","Rural Area","West Germany","104","0.0780636473282482","0.065079870072461","0.0910474245840353","4"
"Quite unimportant","1992","Rural Area","East Germany","83","0.0527058733460079","0.0439063931729664","0.0615053535190494","4"
"Very important","1992","Urban Area","East Germany","321","0.221066047918318","0.199164374505771","0.242967721330866","1"
"Very important","1992","Urban Area","West Germany","1008","0.175966974905144","0.16572584599052","0.186208103819769","1"
"Very important","1992","Rural Area","West Germany","328","0.18724001057758","0.168359807839755","0.206120213315406","1"
"Very important","1992","Rural Area","East Germany","541","0.197320499566774","0.181647855280977","0.21299314385257","1"
"Important","1993","Urban Area","West Germany","","","","","2"
"Important","1993","Urban Area","East Germany","","","","","2"
"Important","1993","Rural Area","West Germany","","","","","2"
"Important","1993","Rural Area","East Germany","","","","","2"
"Less important","1993","Rural Area","East Germany","","","","","3"
"Less important","1993","Urban Area","West Germany","","","","","3"
"Less important","1993","Urban Area","East Germany","","","","","3"
"Less important","1993","Rural Area","West Germany","","","","","3"
"Quite unimportant","1993","Urban Area","East Germany","","","","","4"
"Quite unimportant","1993","Urban Area","West Germany","","","","","4"
"Quite unimportant","1993","Rural Area","West Germany","","","","","4"
"Quite unimportant","1993","Rural Area","East Germany","","","","","4"
"Very important","1993","Rural Area","East Germany","","","","","1"
"Very important","1993","Urban Area","East Germany","","","","","1"
"Very important","1993","Urban Area","West Germany","","","","","1"
"Very important","1993","Rural Area","West Germany","","","","","1"
"Important","1994","Urban Area","East Germany","","","","","2"
"Important","1994","Urban Area","West Germany","","","","","2"
"Important","1994","Rural Area","West Germany","","","","","2"
"Important","1994","Rural Area","East Germany","","","","","2"
"Less important","1994","Urban Area","West Germany","","","","","3"
"Less important","1994","Urban Area","East Germany","","","","","3"
"Less important","1994","Rural Area","West Germany","","","","","3"
"Less important","1994","Rural Area","East Germany","","","","","3"
"Quite unimportant","1994","Urban Area","East Germany","","","","","4"
"Quite unimportant","1994","Urban Area","West Germany","","","","","4"
"Quite unimportant","1994","Rural Area","West Germany","","","","","4"
"Quite unimportant","1994","Rural Area","East Germany","","","","","4"
"Very important","1994","Rural Area","East Germany","","","","","1"
"Very important","1994","Urban Area","West Germany","","","","","1"
"Very important","1994","Urban Area","East Germany","","","","","1"
"Very important","1994","Rural Area","West Germany","","","","","1"
"Important","1995","Urban Area","East Germany","713","0.530410405562323","0.502842709236124","0.557978101888521","2"
"Important","1995","Rural Area","West Germany","928","0.502288663849779","0.479080655391941","0.525496672307618","2"
"Important","1995","Urban Area","West Germany","2973","0.501323138226908","0.488393941065324","0.514252335388492","2"
"Important","1995","Rural Area","East Germany","1433","0.575744921561488","0.555988447340675","0.595501395782302","2"
