"plh0106","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"Very important","1990","in school","West Germany","46","0.419498923715937","0.326858233486634","0.512139613945241"
"Very important","1990","in school","East Germany","","","",""
"Very important","1990","inadequately","West Germany","14","","",""
"Very important","1990","inadequately","East Germany","","","",""
"Very important","1990","general elemantary","West Germany","242","0.143197858793214","0.126114614110378","0.160281103476051"
"Very important","1990","general elemantary","East Germany","","","",""
"Very important","1990","middle vocational","West Germany","697","0.17011171324913","0.158277010796253","0.181946415702008"
"Very important","1990","middle vocational","East Germany","","","",""
"Very important","1990","vocational + Abi","West Germany","54","0.29610907483927","0.233460449052664","0.358757700625877"
"Very important","1990","vocational + Abi","East Germany","","","",""
"Very important","1990","higher vocational","West Germany","82","0.16511588839462","0.1324079611943","0.197823815594941"
"Very important","1990","higher vocational","East Germany","","","",""
"Very important","1990","higher education","West Germany","165","0.245713579960648","0.212719050361276","0.27870810956002"
"Very important","1990","higher education","East Germany","","","",""
"Important","1990","in school","West Germany","53","0.483707275264965","0.389891870978856","0.577522679551074"
"Important","1990","in school","East Germany","","","",""
"Important","1990","inadequately","West Germany","38","0.550341077422297","0.436225683545014","0.66445647129958"
"Important","1990","inadequately","East Germany","","","",""
"Important","1990","general elemantary","West Germany","795","0.475207719963772","0.450852206477505","0.499563233450039"
"Important","1990","general elemantary","East Germany","","","",""
"Important","1990","middle vocational","West Germany","2092","0.531201501604468","0.515483288604134","0.546919714604803"
"Important","1990","middle vocational","East Germany","","","",""
"Important","1990","vocational + Abi","West Germany","103","0.482301251142672","0.413731786411659","0.550870715873685"
"Important","1990","vocational + Abi","East Germany","","","",""
"Important","1990","higher vocational","West Germany","279","0.561634199057877","0.517923213697363","0.605345184418392"
"Important","1990","higher vocational","East Germany","","","",""
"Important","1990","higher education","West Germany","347","0.546782577470751","0.508630354364191","0.584934800577311"
"Important","1990","higher education","East Germany","","","",""
"Less important","1990","in school","West Germany","10","","",""
"Less important","1990","in school","East Germany","","","",""
"Less important","1990","inadequately","West Germany","16","","",""
"Less important","1990","inadequately","East Germany","","","",""
"Less important","1990","general elemantary","West Germany","453","0.290497918884422","0.268356258901958","0.312639578866885"
"Less important","1990","general elemantary","East Germany","","","",""
"Less important","1990","middle vocational","West Germany","942","0.256422996707662","0.242669222914767","0.270176770500558"
"Less important","1990","middle vocational","East Germany","","","",""
