"plh0106","year","pgcasmin","pgisced97","n","percent","lower_confidence","upper_confidence"
"Very important","1990","(0) in school","in school","46","0.419498923715937","0.326858233486634","0.512139613945241"
"Very important","1990","(0) in school","inadequately","","","",""
"Very important","1990","(0) in school","general elemantary","","","",""
"Very important","1990","(0) in school","middle vocational","","","",""
"Very important","1990","(0) in school","vocational + Abi","","","",""
"Very important","1990","(0) in school","higher vocational","","","",""
"Very important","1990","(0) in school","higher education","","","",""
"Very important","1990","(1a) inadequately completed","in school","","","",""
"Very important","1990","(1a) inadequately completed","inadequately","8","","",""
"Very important","1990","(1a) inadequately completed","general elemantary","","","",""
"Very important","1990","(1a) inadequately completed","middle vocational","","","",""
"Very important","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Very important","1990","(1a) inadequately completed","higher vocational","","","",""
"Very important","1990","(1a) inadequately completed","higher education","","","",""
"Very important","1990","(1b) general elementary school","in school","","","",""
"Very important","1990","(1b) general elementary school","inadequately","6","","",""
"Very important","1990","(1b) general elementary school","general elemantary","158","0.115129039115991","0.0978910097982408","0.132367068433741"
"Very important","1990","(1b) general elementary school","middle vocational","","","",""
"Very important","1990","(1b) general elementary school","vocational + Abi","","","",""
"Very important","1990","(1b) general elementary school","higher vocational","","","",""
"Very important","1990","(1b) general elementary school","higher education","","","",""
"Very important","1990","(1c) basic vocational qualification","in school","","","",""
"Very important","1990","(1c) basic vocational qualification","inadequately","","","",""
"Very important","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Very important","1990","(1c) basic vocational qualification","middle vocational","372","0.140263286845459","0.126729216840328","0.153797356850591"
"Very important","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Very important","1990","(1c) basic vocational qualification","higher vocational","29","","",""
"Very important","1990","(1c) basic vocational qualification","higher education","","","",""
"Very important","1990","(2b) intermediate general qualification","in school","","","",""
"Very important","1990","(2b) intermediate general qualification","inadequately","","","",""
"Very important","1990","(2b) intermediate general qualification","general elemantary","84","0.275178032501838","0.224471663428386","0.32588440157529"
"Very important","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Very important","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Very important","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Very important","1990","(2b) intermediate general qualification","higher education","","","",""
"Very important","1990","(2a) intermediate vocational","in school","","","",""
"Very important","1990","(2a) intermediate vocational","inadequately","","","",""
"Very important","1990","(2a) intermediate vocational","general elemantary","","","",""
"Very important","1990","(2a) intermediate vocational","middle vocational","215","0.182503995254693","0.159262214150888","0.205745776358497"
"Very important","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Very important","1990","(2a) intermediate vocational","higher vocational","23","","",""
"Very important","1990","(2a) intermediate vocational","higher education","","","",""
"Very important","1990","(2c_gen) general maturity certificate","in school","","","",""
"Very important","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Very important","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Very important","1990","(2c_gen) general maturity certificate","middle vocational","102","0.432821082039327","0.371403554425299","0.494238609653355"
"Very important","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Very important","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Very important","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Very important","1990","(2c_voc) vocational maturity certificate","vocational + Abi","54","0.29610907483927","0.233460449052664","0.358757700625877"
"Very important","1990","(2c_voc) vocational maturity certificate","higher vocational","30","0.283128950294398","0.199693283678152","0.366564616910644"
"Very important","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Very important","1990","(3a) lower tertiary education","in school","","","",""
"Very important","1990","(3a) lower tertiary education","inadequately","","","",""
"Very important","1990","(3a) lower tertiary education","general elemantary","","","",""
"Very important","1990","(3a) lower tertiary education","middle vocational","","","",""
"Very important","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Very important","1990","(3a) lower tertiary education","higher vocational","","","",""
"Very important","1990","(3a) lower tertiary education","higher education","51","0.202247137123484","0.150222899229367","0.254271375017601"
"Very important","1990","(3b) higher tertiary education","in school","","","",""
"Very important","1990","(3b) higher tertiary education","inadequately","","","",""
"Very important","1990","(3b) higher tertiary education","general elemantary","","","",""
"Very important","1990","(3b) higher tertiary education","middle vocational","","","",""
"Very important","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Very important","1990","(3b) higher tertiary education","higher vocational","","","",""
"Very important","1990","(3b) higher tertiary education","higher education","114","0.268946589761059","0.226790414578761","0.311102764943356"
"Important","1990","(0) in school","in school","53","0.483707275264965","0.389891870978856","0.577522679551074"
"Important","1990","(0) in school","inadequately","","","",""
"Important","1990","(0) in school","general elemantary","","","",""
"Important","1990","(0) in school","middle vocational","","","",""
"Important","1990","(0) in school","vocational + Abi","","","",""
"Important","1990","(0) in school","higher vocational","","","",""
"Important","1990","(0) in school","higher education","","","",""
"Important","1990","(1a) inadequately completed","in school","","","",""
"Important","1990","(1a) inadequately completed","inadequately","24","","",""
"Important","1990","(1a) inadequately completed","general elemantary","","","",""
"Important","1990","(1a) inadequately completed","middle vocational","7","","",""
"Important","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Important","1990","(1a) inadequately completed","higher vocational","2","","",""
"Important","1990","(1a) inadequately completed","higher education","","","",""
"Important","1990","(1b) general elementary school","in school","","","",""
"Important","1990","(1b) general elementary school","inadequately","14","","",""
"Important","1990","(1b) general elementary school","general elemantary","650","0.47494341882169","0.447973527662168","0.501913309981213"
"Important","1990","(1b) general elementary school","middle vocational","","","",""
"Important","1990","(1b) general elementary school","vocational + Abi","","","",""
"Important","1990","(1b) general elementary school","higher vocational","","","",""
"Important","1990","(1b) general elementary school","higher education","","","",""
"Important","1990","(1c) basic vocational qualification","in school","","","",""
"Important","1990","(1c) basic vocational qualification","inadequately","","","",""
"Important","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Important","1990","(1c) basic vocational qualification","middle vocational","1367","0.534926187290801","0.515486845803434","0.554365528778167"
"Important","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Important","1990","(1c) basic vocational qualification","higher vocational","116","0.528750939069389","0.462335499885958","0.59516637825282"
"Important","1990","(1c) basic vocational qualification","higher education","","","",""
"Important","1990","(2b) intermediate general qualification","in school","","","",""
"Important","1990","(2b) intermediate general qualification","inadequately","","","",""
"Important","1990","(2b) intermediate general qualification","general elemantary","145","0.476450469428994","0.419744637566164","0.533156301291824"
"Important","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Important","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Important","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Important","1990","(2b) intermediate general qualification","higher education","","","",""
"Important","1990","(2a) intermediate vocational","in school","","","",""
"Important","1990","(2a) intermediate vocational","inadequately","","","",""
"Important","1990","(2a) intermediate vocational","general elemantary","","","",""
"Important","1990","(2a) intermediate vocational","middle vocational","585","0.533445395322693","0.503427058630233","0.563463732015152"
"Important","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Important","1990","(2a) intermediate vocational","higher vocational","102","0.627443305596736","0.553447074886777","0.701439536306694"
"Important","1990","(2a) intermediate vocational","higher education","","","",""
"Important","1990","(2c_gen) general maturity certificate","in school","","","",""
"Important","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Important","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Important","1990","(2c_gen) general maturity certificate","middle vocational","124","0.48411009409157","0.422161897066777","0.546058291116363"
"Important","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Important","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Important","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Important","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Important","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Important","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Important","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
"Important","1990","(2c_voc) vocational maturity certificate","vocational + Abi","103","0.482301251142672","0.413731786411659","0.550870715873685"
"Important","1990","(2c_voc) vocational maturity certificate","higher vocational","59","0.530417493183027","0.437989408412147","0.622845577953908"
"Important","1990","(2c_voc) vocational maturity certificate","higher education","","","",""
"Important","1990","(3a) lower tertiary education","in school","","","",""
"Important","1990","(3a) lower tertiary education","inadequately","","","",""
"Important","1990","(3a) lower tertiary education","general elemantary","","","",""
"Important","1990","(3a) lower tertiary education","middle vocational","","","",""
"Important","1990","(3a) lower tertiary education","vocational + Abi","","","",""
"Important","1990","(3a) lower tertiary education","higher vocational","","","",""
"Important","1990","(3a) lower tertiary education","higher education","123","0.561807159223656","0.497544806238575","0.626069512208738"
"Important","1990","(3b) higher tertiary education","in school","","","",""
"Important","1990","(3b) higher tertiary education","inadequately","","","",""
"Important","1990","(3b) higher tertiary education","general elemantary","","","",""
"Important","1990","(3b) higher tertiary education","middle vocational","","","",""
"Important","1990","(3b) higher tertiary education","vocational + Abi","","","",""
"Important","1990","(3b) higher tertiary education","higher vocational","","","",""
"Important","1990","(3b) higher tertiary education","higher education","224","0.538751870738662","0.491358747442349","0.586144994034976"
"Less important","1990","(0) in school","in school","10","","",""
"Less important","1990","(0) in school","inadequately","","","",""
"Less important","1990","(0) in school","general elemantary","","","",""
"Less important","1990","(0) in school","middle vocational","","","",""
"Less important","1990","(0) in school","vocational + Abi","","","",""
"Less important","1990","(0) in school","higher vocational","","","",""
"Less important","1990","(0) in school","higher education","","","",""
"Less important","1990","(1a) inadequately completed","in school","","","",""
"Less important","1990","(1a) inadequately completed","inadequately","13","","",""
"Less important","1990","(1a) inadequately completed","general elemantary","","","",""
"Less important","1990","(1a) inadequately completed","middle vocational","3","","",""
"Less important","1990","(1a) inadequately completed","vocational + Abi","","","",""
"Less important","1990","(1a) inadequately completed","higher vocational","","","",""
"Less important","1990","(1a) inadequately completed","higher education","","","",""
"Less important","1990","(1b) general elementary school","in school","","","",""
"Less important","1990","(1b) general elementary school","inadequately","3","","",""
"Less important","1990","(1b) general elementary school","general elemantary","392","0.309909843860563","0.284933675953334","0.334886011767791"
"Less important","1990","(1b) general elementary school","middle vocational","","","",""
"Less important","1990","(1b) general elementary school","vocational + Abi","","","",""
"Less important","1990","(1b) general elementary school","higher vocational","","","",""
"Less important","1990","(1b) general elementary school","higher education","","","",""
"Less important","1990","(1c) basic vocational qualification","in school","","","",""
"Less important","1990","(1c) basic vocational qualification","inadequately","","","",""
"Less important","1990","(1c) basic vocational qualification","general elemantary","","","",""
"Less important","1990","(1c) basic vocational qualification","middle vocational","685","0.278260430580942","0.260794583202646","0.295726277959238"
"Less important","1990","(1c) basic vocational qualification","vocational + Abi","","","",""
"Less important","1990","(1c) basic vocational qualification","higher vocational","59","0.270246309917066","0.211160082696702","0.329332537137429"
"Less important","1990","(1c) basic vocational qualification","higher education","","","",""
"Less important","1990","(2b) intermediate general qualification","in school","","","",""
"Less important","1990","(2b) intermediate general qualification","inadequately","","","",""
"Less important","1990","(2b) intermediate general qualification","general elemantary","61","0.199222644048094","0.153873906563221","0.244571381532966"
"Less important","1990","(2b) intermediate general qualification","middle vocational","","","",""
"Less important","1990","(2b) intermediate general qualification","vocational + Abi","","","",""
"Less important","1990","(2b) intermediate general qualification","higher vocational","","","",""
"Less important","1990","(2b) intermediate general qualification","higher education","","","",""
"Less important","1990","(2a) intermediate vocational","in school","","","",""
"Less important","1990","(2a) intermediate vocational","inadequately","","","",""
"Less important","1990","(2a) intermediate vocational","general elemantary","","","",""
"Less important","1990","(2a) intermediate vocational","middle vocational","226","0.242678850656119","0.216883204770693","0.268474496541545"
"Less important","1990","(2a) intermediate vocational","vocational + Abi","","","",""
"Less important","1990","(2a) intermediate vocational","higher vocational","36","0.216402259142855","0.153378594901945","0.279425923383765"
"Less important","1990","(2a) intermediate vocational","higher education","","","",""
"Less important","1990","(2c_gen) general maturity certificate","in school","","","",""
"Less important","1990","(2c_gen) general maturity certificate","inadequately","","","",""
"Less important","1990","(2c_gen) general maturity certificate","general elemantary","","","",""
"Less important","1990","(2c_gen) general maturity certificate","middle vocational","23","","",""
"Less important","1990","(2c_gen) general maturity certificate","vocational + Abi","","","",""
"Less important","1990","(2c_gen) general maturity certificate","higher vocational","","","",""
"Less important","1990","(2c_gen) general maturity certificate","higher education","","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","in school","","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","inadequately","","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","general elemantary","","","",""
"Less important","1990","(2c_voc) vocational maturity certificate","middle vocational","","","",""
