"pli0096_h","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1985","(0) in school","Male","","","",""
"Daily","1985","(0) in school","Female","","","",""
"Daily","1985","(1a) inadequately completed","Male","","","",""
"Daily","1985","(1a) inadequately completed","Female","","","",""
"Daily","1985","(1b) general elementary school","Male","","","",""
"Daily","1985","(1b) general elementary school","Female","","","",""
"Daily","1985","(1c) basic vocational qualification","Male","","","",""
"Daily","1985","(1c) basic vocational qualification","Female","","","",""
"Daily","1985","(2b) intermediate general qualification","Male","","","",""
"Daily","1985","(2b) intermediate general qualification","Female","","","",""
"Daily","1985","(2a) intermediate vocational","Male","","","",""
"Daily","1985","(2a) intermediate vocational","Female","","","",""
"Daily","1985","(2c_gen) general maturity certificate","Male","","","",""
"Daily","1985","(2c_gen) general maturity certificate","Female","","","",""
"Daily","1985","(2c_voc) vocational maturity certificate","Male","","","",""
"Daily","1985","(2c_voc) vocational maturity certificate","Female","","","",""
"Daily","1985","(3a) lower tertiary education","Male","","","",""
"Daily","1985","(3a) lower tertiary education","Female","","","",""
"Daily","1985","(3b) higher tertiary education","Male","","","",""
"Daily","1985","(3b) higher tertiary education","Female","","","",""
"Min 1x per week","1985","(0) in school","Male","","","",""
"Min 1x per week","1985","(0) in school","Female","","","",""
"Min 1x per week","1985","(1a) inadequately completed","Male","","","",""
"Min 1x per week","1985","(1a) inadequately completed","Female","","","",""
"Min 1x per week","1985","(1b) general elementary school","Male","40","0.0546271276306897","0.0394741852984309","0.0697800699629485"
"Min 1x per week","1985","(1b) general elementary school","Female","49","0.0336842120082012","0.0251629434831722","0.0422054805332302"
"Min 1x per week","1985","(1c) basic vocational qualification","Male","229","0.108248787421257","0.0953651088582827","0.12113246598423"
"Min 1x per week","1985","(1c) basic vocational qualification","Female","82","0.0536586990487287","0.0424295485930466","0.0648878495044107"
"Min 1x per week","1985","(2b) intermediate general qualification","Male","","","",""
"Min 1x per week","1985","(2b) intermediate general qualification","Female","","","",""
"Min 1x per week","1985","(2a) intermediate vocational","Male","96","0.169149549352757","0.138454549724467","0.199844548981047"
"Min 1x per week","1985","(2a) intermediate vocational","Female","49","0.0556626521545083","0.039319616659491","0.0720056876495257"
"Min 1x per week","1985","(2c_gen) general maturity certificate","Male","","","",""
"Min 1x per week","1985","(2c_gen) general maturity certificate","Female","","","",""
"Min 1x per week","1985","(2c_voc) vocational maturity certificate","Male","36","0.145763163821939","0.101757086754598","0.189769240889281"
