"pli0096_h","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1989","college entrance qualification","West Germany","","","",""
"Min 1x per month","1989","college entrance qualification","East Germany","","","",""
"Min 1x per month","1989","Other degree","West Germany","","","",""
"Min 1x per month","1989","Other degree","East Germany","","","",""
"Min 1x per month","1989","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1989","no degree/no degree yet","East Germany","","","",""
"Rarely","1989","lower secondary degree","West Germany","","","",""
"Rarely","1989","lower secondary degree","East Germany","","","",""
"Rarely","1989","secondary school degree","West Germany","","","",""
"Rarely","1989","secondary school degree","East Germany","","","",""
"Rarely","1989","college entrance qualification","West Germany","","","",""
"Rarely","1989","college entrance qualification","East Germany","","","",""
"Rarely","1989","Other degree","West Germany","","","",""
"Rarely","1989","Other degree","East Germany","","","",""
"Rarely","1989","no degree/no degree yet","West Germany","","","",""
"Rarely","1989","no degree/no degree yet","East Germany","","","",""
"Never","1989","lower secondary degree","West Germany","","","",""
"Never","1989","lower secondary degree","East Germany","","","",""
"Never","1989","secondary school degree","West Germany","","","",""
"Never","1989","secondary school degree","East Germany","","","",""
"Never","1989","college entrance qualification","West Germany","","","",""
"Never","1989","college entrance qualification","East Germany","","","",""
"Never","1989","Other degree","West Germany","","","",""
"Never","1989","Other degree","East Germany","","","",""
"Never","1989","no degree/no degree yet","West Germany","","","",""
"Never","1989","no degree/no degree yet","East Germany","","","",""
"Daily","1990","lower secondary degree","West Germany","45","0.0104760743059337","0.00751181920929234","0.013440329402575"
"Daily","1990","lower secondary degree","East Germany","","","",""
"Daily","1990","secondary school degree","West Germany","28","","",""
"Daily","1990","secondary school degree","East Germany","","","",""
"Daily","1990","college entrance qualification","West Germany","15","","",""
"Daily","1990","college entrance qualification","East Germany","","","",""
"Daily","1990","Other degree","West Germany","4","","",""
"Daily","1990","Other degree","East Germany","","","",""
"Daily","1990","no degree/no degree yet","West Germany","1","","",""
"Daily","1990","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1990","lower secondary degree","West Germany","291","0.0637160847831313","0.0566050719495215","0.0708270976167411"
"Min 1x per week","1990","lower secondary degree","East Germany","86","0.0477342197360372","0.0375963803903433","0.0578720590817311"
"Min 1x per week","1990","secondary school degree","West Germany","148","0.0886822552887703","0.0751003933662788","0.102264117211262"
"Min 1x per week","1990","secondary school degree","East Germany","133","0.0645857180164954","0.0538162366050369","0.075355199427954"
"Min 1x per week","1990","college entrance qualification","West Germany","124","0.103097725588257","0.0858855564777446","0.12030989469877"
"Min 1x per week","1990","college entrance qualification","East Germany","59","0.116487502486452","0.0889931648155699","0.143981840157335"
"Min 1x per week","1990","Other degree","West Germany","22","","",""
"Min 1x per week","1990","Other degree","East Germany","3","","",""
"Min 1x per week","1990","no degree/no degree yet","West Germany","19","","",""
"Min 1x per week","1990","no degree/no degree yet","East Germany","3","","",""
"Min 1x per month","1990","lower secondary degree","West Germany","300","0.0684039337052673","0.0610544386482044","0.0757534287623302"
"Min 1x per month","1990","lower secondary degree","East Germany","172","0.0911783541934119","0.077490461020597","0.104866247366227"
"Min 1x per month","1990","secondary school degree","West Germany","124","0.0731904391848293","0.0607473428846276","0.085633535485031"
"Min 1x per month","1990","secondary school degree","East Germany","225","0.107013377658523","0.0934687815529108","0.120557973764135"
"Min 1x per month","1990","college entrance qualification","West Germany","115","0.0944229541097225","0.0778713536571515","0.110974554562294"
"Min 1x per month","1990","college entrance qualification","East Germany","95","0.176741970837807","0.144050453309244","0.209433488366371"
"Min 1x per month","1990","Other degree","West Germany","28","","",""
"Min 1x per month","1990","Other degree","East Germany","4","","",""
"Min 1x per month","1990","no degree/no degree yet","West Germany","16","","",""
"Min 1x per month","1990","no degree/no degree yet","East Germany","1","","",""
"Rarely","1990","lower secondary degree","West Germany","507","0.109255093136789","0.100172692399089","0.118337493874489"
"Rarely","1990","lower secondary degree","East Germany","133","0.0715376888246966","0.0592830365175245","0.0837923411318687"
"Rarely","1990","secondary school degree","West Germany","228","0.132437312993602","0.116243032917239","0.148631593069964"
"Rarely","1990","secondary school degree","East Germany","234","0.110176964581643","0.0964579862385285","0.123895942924758"
"Rarely","1990","college entrance qualification","West Germany","184","0.162101033147316","0.141240412841552","0.18296165345308"
"Rarely","1990","college entrance qualification","East Germany","96","0.162323863102544","0.130720994652013","0.193926731553076"
"Rarely","1990","Other degree","West Germany","70","0.0789494443352235","0.0622942528927931","0.095604635777654"
"Rarely","1990","Other degree","East Germany","5","","",""
"Rarely","1990","no degree/no degree yet","West Germany","52","0.0863564329090867","0.0673612186870778","0.105351647131096"
"Rarely","1990","no degree/no degree yet","East Germany","3","","",""
"Never","1990","lower secondary degree","West Germany","3389","0.748148814068879","0.735511082210503","0.760786545927255"
"Never","1990","lower secondary degree","East Germany","1308","0.789549737245854","0.77016696536894","0.808932509122769"
"Never","1990","secondary school degree","West Germany","1155","0.688198390336949","0.66606733950357","0.710329441170328"
"Never","1990","secondary school degree","East Germany","1409","0.718223939743338","0.698513036256874","0.737934843229803"
"Never","1990","college entrance qualification","West Germany","761","0.626833166553963","0.599457418085864","0.654208915022062"
"Never","1990","college entrance qualification","East Germany","273","0.544446663573196","0.501764686044827","0.587128641101564"
"Never","1990","Other degree","West Germany","883","0.868826390343516","0.847975572578177","0.889677208108855"
"Never","1990","Other degree","East Germany","45","0.823166804314531","0.724120908313495","0.922212700315567"
"Never","1990","no degree/no degree yet","West Germany","752","0.834386756364123","0.809248237802696","0.85952527492555"
"Never","1990","no degree/no degree yet","East Germany","38","0.869540835678497","0.771134259595736","0.967947411761258"
"Daily","1991","lower secondary degree","West Germany","","","",""
"Daily","1991","lower secondary degree","East Germany","","","",""
"Daily","1991","secondary school degree","West Germany","","","",""
"Daily","1991","secondary school degree","East Germany","","","",""
"Daily","1991","college entrance qualification","West Germany","","","",""
"Daily","1991","college entrance qualification","East Germany","","","",""
"Daily","1991","Other degree","West Germany","","","",""
"Daily","1991","Other degree","East Germany","","","",""
"Daily","1991","no degree/no degree yet","West Germany","","","",""
"Daily","1991","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1991","lower secondary degree","West Germany","","","",""
"Min 1x per week","1991","lower secondary degree","East Germany","","","",""
"Min 1x per week","1991","secondary school degree","West Germany","","","",""
"Min 1x per week","1991","secondary school degree","East Germany","","","",""
"Min 1x per week","1991","college entrance qualification","West Germany","","","",""
"Min 1x per week","1991","college entrance qualification","East Germany","","","",""
"Min 1x per week","1991","Other degree","West Germany","","","",""
"Min 1x per week","1991","Other degree","East Germany","","","",""
"Min 1x per week","1991","no degree/no degree yet","West Germany","","","",""
"Min 1x per week","1991","no degree/no degree yet","East Germany","","","",""
"Min 1x per month","1991","lower secondary degree","West Germany","","","",""
"Min 1x per month","1991","lower secondary degree","East Germany","","","",""
"Min 1x per month","1991","secondary school degree","West Germany","","","",""
"Min 1x per month","1991","secondary school degree","East Germany","","","",""
"Min 1x per month","1991","college entrance qualification","West Germany","","","",""
"Min 1x per month","1991","college entrance qualification","East Germany","","","",""
"Min 1x per month","1991","Other degree","West Germany","","","",""
"Min 1x per month","1991","Other degree","East Germany","","","",""
"Min 1x per month","1991","no degree/no degree yet","West Germany","","","",""
"Min 1x per month","1991","no degree/no degree yet","East Germany","","","",""
"Rarely","1991","lower secondary degree","West Germany","","","",""
"Rarely","1991","lower secondary degree","East Germany","","","",""
"Rarely","1991","secondary school degree","West Germany","","","",""
"Rarely","1991","secondary school degree","East Germany","","","",""
"Rarely","1991","college entrance qualification","West Germany","","","",""
"Rarely","1991","college entrance qualification","East Germany","","","",""
"Rarely","1991","Other degree","West Germany","","","",""
"Rarely","1991","Other degree","East Germany","","","",""
"Rarely","1991","no degree/no degree yet","West Germany","","","",""
"Rarely","1991","no degree/no degree yet","East Germany","","","",""
"Never","1991","lower secondary degree","West Germany","","","",""
"Never","1991","lower secondary degree","East Germany","","","",""
"Never","1991","secondary school degree","West Germany","","","",""
"Never","1991","secondary school degree","East Germany","","","",""
"Never","1991","college entrance qualification","West Germany","","","",""
"Never","1991","college entrance qualification","East Germany","","","",""
"Never","1991","Other degree","West Germany","","","",""
"Never","1991","Other degree","East Germany","","","",""
"Never","1991","no degree/no degree yet","West Germany","","","",""
"Never","1991","no degree/no degree yet","East Germany","","","",""
"Daily","1992","lower secondary degree","West Germany","","","",""
"Daily","1992","lower secondary degree","East Germany","","","",""
"Daily","1992","secondary school degree","West Germany","","","",""
"Daily","1992","secondary school degree","East Germany","","","",""
"Daily","1992","college entrance qualification","West Germany","","","",""
"Daily","1992","college entrance qualification","East Germany","","","",""
"Daily","1992","Other degree","West Germany","","","",""
"Daily","1992","Other degree","East Germany","","","",""
"Daily","1992","no degree/no degree yet","West Germany","","","",""
"Daily","1992","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1992","lower secondary degree","West Germany","265","0.0603186491989173","0.0531961183015728","0.0674411800962618"
"Min 1x per week","1992","lower secondary degree","East Germany","54","0.0325330135650828","0.0235127565825897","0.0415532705475759"
"Min 1x per week","1992","secondary school degree","West Germany","172","0.0993915838196452","0.085313577441707","0.113469590197583"
"Min 1x per week","1992","secondary school degree","East Germany","72","0.0379102137464102","0.02919584718081","0.0466245803120103"
"Min 1x per week","1992","college entrance qualification","West Germany","118","0.0898502346906575","0.0740289310063043","0.105671538375011"
"Min 1x per week","1992","college entrance qualification","East Germany","28","","",""
"Min 1x per week","1992","Other degree","West Germany","21","","",""
"Min 1x per week","1992","Other degree","East Germany","1","","",""
"Min 1x per week","1992","no degree/no degree yet","West Germany","36","0.0580114884212367","0.0417618263416901","0.0742611505007833"
"Min 1x per week","1992","no degree/no degree yet","East Germany","3","","",""
"Min 1x per month","1992","lower secondary degree","West Germany","278","0.0656799547807724","0.0582688579071668","0.073091051654378"
"Min 1x per month","1992","lower secondary degree","East Germany","73","0.0461792089223347","0.0355084496340056","0.0568499682106638"
"Min 1x per month","1992","secondary school degree","West Germany","110","0.0650307310190474","0.0534281038349041","0.0766333582031907"
"Min 1x per month","1992","secondary school degree","East Germany","121","0.057771149139581","0.047125219097061","0.0684170791821009"
"Min 1x per month","1992","college entrance qualification","West Germany","117","0.094011707451346","0.0778652039477337","0.110158210954958"
"Min 1x per month","1992","college entrance qualification","East Germany","38","0.0803931778822718","0.0560690004493948","0.104717355315149"
"Min 1x per month","1992","Other degree","West Germany","23","","",""
"Min 1x per month","1992","Other degree","East Germany","3","","",""
"Min 1x per month","1992","no degree/no degree yet","West Germany","12","","",""
"Min 1x per month","1992","no degree/no degree yet","East Germany","2","","",""
"Rarely","1992","lower secondary degree","West Germany","472","0.108151304996434","0.0988599360191872","0.117442673973681"
"Rarely","1992","lower secondary degree","East Germany","109","0.0614874495899996","0.0492736168482574","0.0737012823317417"
"Rarely","1992","secondary school degree","West Germany","212","0.11527002744072","0.100243386126593","0.130296668754847"
"Rarely","1992","secondary school degree","East Germany","185","0.0948720648215338","0.0815007514658034","0.108243378177264"
"Rarely","1992","college entrance qualification","West Germany","196","0.154169716017232","0.134191008932515","0.174148423101948"
"Rarely","1992","college entrance qualification","East Germany","77","0.160611502330804","0.127764382006098","0.193458622655509"
"Rarely","1992","Other degree","West Germany","54","0.0519005463081644","0.0377946982606571","0.0660063943556716"
"Rarely","1992","Other degree","East Germany","5","","",""
"Rarely","1992","no degree/no degree yet","West Germany","29","","",""
"Rarely","1992","no degree/no degree yet","East Germany","5","","",""
"Never","1992","lower secondary degree","West Germany","3277","0.765850091023876","0.753181243326263","0.778518938721489"
"Never","1992","lower secondary degree","East Germany","1250","0.859800327922583","0.842147634108768","0.877453021736398"
"Never","1992","secondary school degree","West Germany","1241","0.720307657720587","0.699187475768363","0.741427839672811"
"Never","1992","secondary school degree","East Germany","1467","0.809446572292475","0.791525979042604","0.827367165542347"
"Never","1992","college entrance qualification","West Germany","824","0.661968341840765","0.635797148486177","0.688139535195353"
"Never","1992","college entrance qualification","East Germany","337","0.686305051224833","0.644796284248702","0.727813818200964"
"Never","1992","Other degree","West Germany","852","0.898236707538684","0.87901122438684","0.917462190690527"
"Never","1992","Other degree","East Germany","38","0.790167705476531","0.67375645220241","0.906578958750652"
"Never","1992","no degree/no degree yet","West Germany","718","0.880329378793139","0.857767207233814","0.902891550352463"
"Never","1992","no degree/no degree yet","East Germany","49","0.874709350619227","0.790237248894387","0.959181452344066"
"Daily","1993","lower secondary degree","West Germany","","","",""
"Daily","1993","lower secondary degree","East Germany","","","",""
"Daily","1993","secondary school degree","West Germany","","","",""
"Daily","1993","secondary school degree","East Germany","","","",""
"Daily","1993","college entrance qualification","West Germany","","","",""
"Daily","1993","college entrance qualification","East Germany","","","",""
"Daily","1993","Other degree","West Germany","","","",""
"Daily","1993","Other degree","East Germany","","","",""
"Daily","1993","no degree/no degree yet","West Germany","","","",""
"Daily","1993","no degree/no degree yet","East Germany","","","",""
"Min 1x per week","1993","lower secondary degree","West Germany","","","",""
