"pli0096_h","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","in school","Urban Area","","","","","1"
"Daily","1985","in school","Rural Area","","","","","1"
"Daily","1985","inadequately","Urban Area","","","","","1"
"Daily","1985","inadequately","Rural Area","","","","","1"
"Daily","1985","general elemantary","Urban Area","","","","","1"
"Daily","1985","general elemantary","Rural Area","","","","","1"
"Daily","1985","middle vocational","Urban Area","","","","","1"
"Daily","1985","middle vocational","Rural Area","","","","","1"
"Daily","1985","vocational + Abi","Urban Area","","","","","1"
"Daily","1985","vocational + Abi","Rural Area","","","","","1"
"Daily","1985","higher vocational","Urban Area","","","","","1"
"Daily","1985","higher vocational","Rural Area","","","","","1"
"Daily","1985","higher education","Urban Area","","","","","1"
"Daily","1985","higher education","Rural Area","","","","","1"
"Min 1x per month","1985","vocational + Abi","Rural Area","2","","","","3"
"Min 1x per month","1985","in school","Urban Area","5","","","","3"
"Min 1x per month","1985","in school","Rural Area","2","","","","3"
"Min 1x per month","1985","inadequately","Urban Area","5","","","","3"
"Min 1x per month","1985","inadequately","Rural Area","3","","","","3"
"Min 1x per month","1985","general elemantary","Urban Area","86","0.0399575282611569","0.0319791040452192","0.0479359524770945","3"
"Min 1x per month","1985","general elemantary","Rural Area","29","","","","3"
"Min 1x per month","1985","middle vocational","Urban Area","234","0.0619233045332052","0.05448581479094","0.0693607942754704","3"
"Min 1x per month","1985","middle vocational","Rural Area","91","0.0825230336310104","0.0662624201833704","0.0987836470786504","3"
"Min 1x per month","1985","vocational + Abi","Urban Area","22","","","","3"
"Min 1x per month","1985","higher vocational","Urban Area","43","0.0799348107289475","0.0557244172918795","0.104145204166015","3"
"Min 1x per month","1985","higher vocational","Rural Area","14","","","","3"
"Min 1x per month","1985","higher education","Urban Area","66","0.101361380227472","0.0777942547810804","0.124928505673864","3"
"Min 1x per month","1985","higher education","Rural Area","18","","","","3"
"Min 1x per week","1985","in school","Urban Area","19","","","","2"
"Min 1x per week","1985","in school","Rural Area","6","","","","2"
"Min 1x per week","1985","inadequately","Urban Area","8","","","","2"
"Min 1x per week","1985","inadequately","Rural Area","","","","","2"
"Min 1x per week","1985","general elemantary","Urban Area","101","0.0497467908516542","0.040890032393993","0.0586035493093155","2"
"Min 1x per week","1985","general elemantary","Rural Area","45","0.0643368384972767","0.0463023879986803","0.0823712889958731","2"
"Min 1x per week","1985","middle vocational","Urban Area","338","0.0877560912472942","0.0790248846279514","0.096487297866637","2"
"Min 1x per week","1985","middle vocational","Rural Area","102","0.0897282252886218","0.0728393073416391","0.106617143235604","2"
"Min 1x per week","1985","vocational + Abi","Urban Area","24","","","","2"
"Min 1x per week","1985","vocational + Abi","Rural Area","5","","","","2"
"Min 1x per week","1985","higher vocational","Urban Area","57","0.120487684934055","0.0914262627063092","0.1495491071618","2"
"Min 1x per week","1985","higher vocational","Rural Area","19","","","","2"
"Min 1x per week","1985","higher education","Urban Area","73","0.120512719672996","0.0950907590638283","0.145934680282164","2"
"Min 1x per week","1985","higher education","Rural Area","17","","","","2"
"Never","1985","in school","Urban Area","109","0.743803131655143","0.673474342058793","0.814131921251492","5"
"Never","1985","inadequately","Rural Area","98","0.947839536362255","0.905309909437692","0.990369163286817","5"
"Never","1985","general elemantary","Urban Area","2000","0.852579278393371","0.838137547562529","0.867021009224213","5"
"Never","1985","general elemantary","Rural Area","576","0.81303527543725","0.784377147171317","0.841693403703183","5"
"Never","1985","middle vocational","Urban Area","3131","0.768243115027014","0.755222071072109","0.781264158981919","5"
"Never","1985","middle vocational","Rural Area","801","0.728081947321496","0.701787690491071","0.75437620415192","5"
"Never","1985","vocational + Abi","Urban Area","170","0.734059038876571","0.676833688265185","0.791284389487957","5"
"Never","1985","vocational + Abi","Rural Area","35","0.825164622353921","0.711637711330907","0.938691533376935","5"
"Never","1985","higher vocational","Urban Area","330","0.692792701658616","0.651607424933835","0.733977978383396","5"
"Never","1985","in school","Rural Area","22","","","","5"
"Never","1985","inadequately","Urban Area","705","0.917908573819335","0.898103862164281","0.93771328547439","5"
"Never","1985","higher vocational","Rural Area","82","0.641444246012305","0.558363399827746","0.724525092196864","5"
"Never","1985","higher education","Urban Area","416","0.657762302036847","0.620713324330533","0.69481127974316","5"
"Never","1985","higher education","Rural Area","63","0.574619321468759","0.484649245181246","0.664589397756272","5"
"Rarely","1985","middle vocational","Urban Area","331","0.0820774891924865","0.0736072595371691","0.0905477188478039","4"
"Rarely","1985","in school","Urban Area","15","","","","4"
"Rarely","1985","in school","Rural Area","5","","","","4"
"Rarely","1985","inadequately","Urban Area","20","","","","4"
"Rarely","1985","general elemantary","Urban Area","128","0.0577164024938181","0.0482166336961058","0.0672161712915304","4"
"Rarely","1985","general elemantary","Rural Area","61","0.080035738817271","0.0600904307839014","0.0999810468506406","4"
"Rarely","1985","inadequately","Rural Area","4","","","","4"
"Rarely","1985","middle vocational","Rural Area","106","0.0996667937588722","0.0819645373819976","0.117369050135747","4"
"Rarely","1985","vocational + Abi","Urban Area","13","","","","4"
"Rarely","1985","vocational + Abi","Rural Area","1","","","","4"
"Rarely","1985","higher vocational","Urban Area","52","0.106784802678382","0.0792134960330822","0.134356109323682","4"
"Rarely","1985","higher vocational","Rural Area","13","","","","4"
"Rarely","1985","higher education","Urban Area","75","0.120363598062685","0.0949552170144716","0.145771979110899","4"
"Rarely","1985","higher education","Rural Area","18","","","","4"
"Daily","1986","in school","Urban Area","","","","","1"
"Daily","1986","in school","Rural Area","","","","","1"
"Daily","1986","inadequately","Urban Area","","","","","1"
"Daily","1986","inadequately","Rural Area","","","","","1"
"Daily","1986","general elemantary","Urban Area","","","","","1"
"Daily","1986","general elemantary","Rural Area","","","","","1"
"Daily","1986","middle vocational","Urban Area","","","","","1"
"Daily","1986","middle vocational","Rural Area","","","","","1"
"Daily","1986","vocational + Abi","Urban Area","","","","","1"
"Daily","1986","vocational + Abi","Rural Area","","","","","1"
"Daily","1986","higher vocational","Urban Area","","","","","1"
"Daily","1986","higher vocational","Rural Area","","","","","1"
"Daily","1986","higher education","Urban Area","","","","","1"
"Daily","1986","higher education","Rural Area","","","","","1"
"Min 1x per month","1986","in school","Urban Area","6","","","","3"
"Min 1x per month","1986","in school","Rural Area","2","","","","3"
"Min 1x per month","1986","inadequately","Urban Area","8","","","","3"
"Min 1x per month","1986","inadequately","Rural Area","","","","","3"
"Min 1x per month","1986","general elemantary","Urban Area","83","0.0445547812626345","0.0359390747603122","0.0531704877649568","3"
"Min 1x per month","1986","general elemantary","Rural Area","29","","","","3"
"Min 1x per month","1986","middle vocational","Urban Area","261","0.0687759280594987","0.0608384434069538","0.0767134127120436","3"
"Min 1x per month","1986","middle vocational","Rural Area","89","0.0831847333542805","0.0665047106256198","0.0998647560829412","3"
"Min 1x per month","1986","vocational + Abi","Urban Area","7","","","","3"
"Min 1x per month","1986","vocational + Abi","Rural Area","2","","","","3"
"Min 1x per month","1986","higher vocational","Urban Area","40","0.0818245024368755","0.0566392140160343","0.107009790857717","3"
"Min 1x per month","1986","higher vocational","Rural Area","17","","","","3"
"Min 1x per month","1986","higher education","Urban Area","58","0.0882231648385728","0.0659342721960073","0.110512057481138","3"
"Min 1x per month","1986","higher education","Rural Area","16","","","","3"
"Min 1x per week","1986","in school","Urban Area","17","","","","2"
"Min 1x per week","1986","general elemantary","Urban Area","90","0.05009375218445","0.0409847040706667","0.0592028002982333","2"
"Min 1x per week","1986","in school","Rural Area","2","","","","2"
"Min 1x per week","1986","inadequately","Rural Area","1","","","","2"
"Min 1x per week","1986","inadequately","Urban Area","16","","","","2"
"Min 1x per week","1986","general elemantary","Rural Area","38","0.0602091039712668","0.0422641270778573","0.0781540808646763","2"
"Min 1x per week","1986","middle vocational","Urban Area","328","0.0880746430264534","0.0791858526650822","0.0969634333878246","2"
"Min 1x per week","1986","middle vocational","Rural Area","95","0.0896313012629656","0.072377991697605","0.106884610828326","2"
"Min 1x per week","1986","vocational + Abi","Urban Area","24","","","","2"
"Min 1x per week","1986","vocational + Abi","Rural Area","5","","","","2"
"Min 1x per week","1986","higher vocational","Urban Area","46","0.0962818496584313","0.0691779920225846","0.123385707294278","2"
"Min 1x per week","1986","higher vocational","Rural Area","13","","","","2"
"Min 1x per week","1986","higher education","Urban Area","71","0.110340270568037","0.0857177852439478","0.134962755892126","2"
"Min 1x per week","1986","higher education","Rural Area","24","","","","2"
"Never","1986","in school","Urban Area","131","0.825970262280396","0.767587515686925","0.884353008873868","5"
"Never","1986","vocational + Abi","Rural Area","35","0.784388230294796","0.66554595950808","0.903230501081513","5"
"Never","1986","higher education","Urban Area","429","0.690849124466032","0.65453047046547","0.727167778466595","5"
"Never","1986","higher education","Rural Area","67","0.57250081073023","0.483986565847525","0.661015055612935","5"
"Never","1986","inadequately","Rural Area","95","0.94787906452435","0.905160761908414","0.990597367140286","5"
"Never","1986","higher vocational","Urban Area","322","0.727234796270429","0.686311161360159","0.768158431180699","5"
"Never","1986","higher vocational","Rural Area","79","0.683174033262013","0.599584736766268","0.766763329757757","5"
"Never","1986","in school","Rural Area","18","","","","5"
"Never","1986","inadequately","Urban Area","638","0.932927094118687","0.914111817049398","0.951742371187976","5"
"Never","1986","general elemantary","Urban Area","1891","0.838611526256457","0.823249181283022","0.853973871229891","5"
"Never","1986","general elemantary","Rural Area","565","0.837697689362622","0.809881206618884","0.86551417210636","5"
"Never","1986","middle vocational","Urban Area","3053","0.776319805146177","0.763249923013367","0.789389687278986","5"
"Never","1986","middle vocational","Rural Area","753","0.714543355913248","0.687264994694064","0.741821717132432","5"
"Never","1986","vocational + Abi","Urban Area","173","0.725385707807194","0.66770504551437","0.783066370100018","5"
"Rarely","1986","in school","Urban Area","8","","","","4"
"Rarely","1986","in school","Rural Area","1","","","","4"
"Rarely","1986","inadequately","Urban Area","17","","","","4"
"Rarely","1986","inadequately","Rural Area","8","","","","4"
"Rarely","1986","general elemantary","Urban Area","139","0.066739940296459","0.0563183237585149","0.0771615568344031","4"
"Rarely","1986","general elemantary","Rural Area","43","0.0537449819182861","0.0367324378583879","0.0707575259781844","4"
