"pli0096_h","year","e11102","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per week","1993","Not Employed","","","","","2"
"Never","1993","Not Employed","","","","","5"
"Never","1993","Employed","","","","","5"
"Rarely","1993","Employed","","","","","4"
"Rarely","1993","Not Employed","","","","","4"
"Daily","1994","Employed","","","","","1"
"Daily","1994","Not Employed","","","","","1"
"Min 1x per month","1994","Not Employed","234","0.0567088126252388","0.0499766360446654","0.0634409892058123","3"
"Min 1x per month","1994","Employed","561","0.0730442760187503","0.0674435924789394","0.0786449595585611","3"
"Min 1x per week","1994","Employed","534","0.0755376913255091","0.0698498836556094","0.0812254989954087","2"
"Min 1x per week","1994","Not Employed","239","0.0562124528232942","0.0495080403941022","0.0629168652524861","2"
"Never","1994","Not Employed","3691","0.807665225832259","0.796192887895156","0.819137563769362","5"
"Never","1994","Employed","6143","0.714730196331685","0.705011289668818","0.724449102994551","5"
"Rarely","1994","Employed","1054","0.136687836324056","0.129294042965182","0.144081629682929","4"
"Rarely","1994","Not Employed","370","0.079413508719208","0.0715432895917825","0.0872837278466334","4"
"Daily","1995","Not Employed","43","0.0101028776906266","0.00727025585487509","0.0129354995263782","1"
"Daily","1995","Employed","95","0.0134732883773521","0.0110186072232189","0.0159279695314852","1"
"Min 1x per month","1995","Not Employed","217","0.050406961530068","0.0442099109486122","0.0566040121115238","3"
"Min 1x per month","1995","Employed","503","0.0629552737063051","0.0577839695769908","0.0681265778356194","3"
"Min 1x per week","1995","Employed","545","0.0711519431835425","0.0656783869747445","0.0766254993923405","2"
"Min 1x per week","1995","Not Employed","226","0.0527428047722251","0.0464115966932472","0.059074012851203","2"
"Never","1995","Employed","6567","0.7491988703684","0.739969604386765","0.758428136350035","5"
"Never","1995","Not Employed","3984","0.821613959921591","0.810770063580296","0.832457856262886","5"
"Rarely","1995","Employed","764","0.1032206243644","0.0967427889737006","0.109698459755099","4"
"Rarely","1995","Not Employed","318","0.0651333960854895","0.058143870409431","0.072122921761548","4"
"Daily","1996","Not Employed","","","","","1"
"Daily","1996","Employed","","","","","1"
"Min 1x per month","1996","Not Employed","263","0.0630674894833247","0.0560656117700142","0.0700693671966352","3"
"Min 1x per month","1996","Employed","601","0.0799563272140703","0.0741671954843813","0.0857454589437593","3"
"Min 1x per week","1996","Employed","627","0.0820785577303114","0.0762198692286061","0.0879372462320167","2"
"Min 1x per week","1996","Not Employed","248","0.0640059148555427","0.0569556699666355","0.0710561597444499","2"
"Never","1996","Employed","5869","0.659782770600014","0.649670203204475","0.669895337995554","5"
"Never","1996","Not Employed","3664","0.776419885198483","0.7644187450402","0.788421025356767","5"
"Rarely","1996","Employed","1335","0.178182344455604","0.170014586484636","0.186350102426572","4"
"Rarely","1996","Not Employed","455","0.0965067104626491","0.0880012306645422","0.105012190260756","4"
"Daily","1997","Not Employed","","","","","1"
"Daily","1997","Employed","","","","","1"
"Min 1x per month","1997","Not Employed","258","0.0646411882516323","0.0576016463097521","0.0716807301935125","3"
"Min 1x per month","1997","Employed","588","0.0828430932692181","0.0768498810573158","0.0888363054811203","3"
"Min 1x per week","1997","Employed","620","0.0858788727652479","0.0797869453105041","0.0919708002199918","2"
"Min 1x per week","1997","Not Employed","277","0.0629042583046931","0.055953493082848","0.0698550235265383","2"
"Never","1997","Employed","5772","0.679166439532968","0.669017102227091","0.689315776838845","5"
"Never","1997","Not Employed","3718","0.782657084739837","0.770849553080199","0.794464616399474","5"
"Rarely","1997","Not Employed","434","0.089797468703838","0.081612789142451","0.0979821482652251","4"
"Rarely","1997","Employed","1146","0.152111594432566","0.144303227931266","0.159919960933866","4"
"Daily","1998","Not Employed","40","0.0074022405095656","0.00511219303606416","0.00969228798306704","1"
"Daily","1998","Employed","78","0.00917564876102227","0.00718699179990724","0.0111643057221373","1"
"Min 1x per month","1998","Employed","629","0.0748123129455819","0.0693251910041171","0.0802994348870467","3"
"Min 1x per month","1998","Not Employed","317","0.062569772308758","0.0560994188117391","0.069040125805777","3"
"Min 1x per week","1998","Employed","614","0.0740790542012661","0.0686167256673929","0.0795413827351392","2"
"Min 1x per week","1998","Not Employed","287","0.0554825235900108","0.0493666380826994","0.0615984090973222","2"
"Never","1998","Employed","6542","0.720698981664053","0.711341556502524","0.730056406825582","5"
"Never","1998","Not Employed","4311","0.788221696499114","0.777306258445647","0.799137134552581","5"
"Rarely","1998","Not Employed","427","0.0863237670925518","0.0788207212414926","0.093826812943611","4"
"Rarely","1998","Employed","968","0.121234002428077","0.114426434361823","0.12804157049433","4"
"Daily","1999","Not Employed","","","","","1"
"Daily","1999","Employed","","","","","1"
"Min 1x per month","1999","Employed","675","0.0776706632826431","0.0720660872006093","0.083275239364677","3"
"Min 1x per month","1999","Not Employed","273","0.0593897337837525","0.0527773757559837","0.0660020918115213","3"
"Min 1x per week","1999","Employed","716","0.0867203963648378","0.0808274327821232","0.0926133599475523","2"
"Min 1x per week","1999","Not Employed","308","0.0671006300040739","0.0601009769737454","0.0741002830344025","2"
"Never","1999","Employed","6033","0.673869248059875","0.664052787056131","0.683685709063619","5"
"Never","1999","Not Employed","3814","0.766340154497","0.754501600817892","0.778178708176108","5"
"Rarely","1999","Not Employed","513","0.107169481715174","0.098515501608254","0.115823461822093","4"
"Rarely","1999","Employed","1337","0.161739692292644","0.154029432557589","0.1694499520277","4"
"Daily","2000","Not Employed","","","","","1"
"Daily","2000","Employed","","","","","1"
"Min 1x per month","2000","Employed","","","","","3"
"Min 1x per month","2000","Not Employed","","","","","3"
"Min 1x per week","2000","Not Employed","","","","","2"
"Min 1x per week","2000","Employed","","","","","2"
"Never","2000","Employed","","","","","5"
"Never","2000","Not Employed","","","","","5"
"Rarely","2000","Not Employed","","","","","4"
"Rarely","2000","Employed","","","","","4"
"Daily","2001","Not Employed","","","","","1"
"Daily","2001","Employed","","","","","1"
"Min 1x per month","2001","Not Employed","506","0.0652294983331119","0.0598249114481588","0.0706340852180651","3"
"Min 1x per month","2001","Employed","1144","0.0813989683001258","0.0768370238346823","0.0859609127655694","3"
"Min 1x per week","2001","Not Employed","548","0.0678915484761186","0.0623856390317323","0.0733974579205048","2"
"Min 1x per week","2001","Employed","1204","0.0892235592468769","0.0844677684135745","0.0939793500801792","2"
"Never","2001","Not Employed","6206","0.77425464558125","0.76510426189134","0.78340502927116","5"
"Never","2001","Employed","9557","0.69144991732301","0.683744072172947","0.699155762473074","5"
"Rarely","2001","Not Employed","759","0.0926243076095197","0.0862791262173356","0.0989694890017039","4"
"Rarely","2001","Employed","1897","0.137927555129987","0.132174818651249","0.143680291608725","4"
"Daily","2002","Employed","","","","","1"
"Daily","2002","Not Employed","","","","","1"
"Min 1x per month","2002","Employed","","","","","3"
"Min 1x per month","2002","Not Employed","","","","","3"
"Min 1x per week","2002","Not Employed","","","","","2"
"Min 1x per week","2002","Employed","","","","","2"
"Never","2002","Not Employed","","","","","5"
"Never","2002","Employed","","","","","5"
"Rarely","2002","Not Employed","","","","","4"
"Rarely","2002","Employed","","","","","4"
"Daily","2003","Employed","179","0.0116870031679771","0.00990820588184332","0.0134658004541108","1"
"Daily","2003","Not Employed","91","0.0109301611794032","0.00867213325171903","0.0131881891070874","1"
"Min 1x per month","2003","Employed","1136","0.0767527274300883","0.0723468384529688","0.0811586164072077","3"
"Min 1x per month","2003","Not Employed","492","0.0587003548820715","0.0535954593664263","0.0638052503977166","3"
"Min 1x per week","2003","Not Employed","557","0.0637558547111119","0.0584499781721062","0.0690617312501176","2"
"Min 1x per week","2003","Employed","1199","0.0808747081295439","0.0763621652095797","0.0853872510495081","2"
"Never","2003","Not Employed","6329","0.785833262887085","0.776923959243626","0.794742566530544","5"
"Never","2003","Employed","9817","0.713593819930355","0.706111360745082","0.721076279115628","5"
"Rarely","2003","Employed","1692","0.117091741342036","0.111770063919189","0.122413418764882","4"
"Rarely","2003","Not Employed","676","0.0807803663403287","0.0748625006843204","0.0866982319963369","4"
"Daily","2004","Employed","","","","","1"
"Daily","2004","Not Employed","","","","","1"
"Min 1x per month","2004","Employed","","","","","3"
"Min 1x per month","2004","Not Employed","","","","","3"
"Min 1x per week","2004","Not Employed","","","","","2"
"Min 1x per week","2004","Employed","","","","","2"
"Never","2004","Not Employed","","","","","5"
"Never","2004","Employed","","","","","5"
"Rarely","2004","Employed","","","","","4"
"Rarely","2004","Not Employed","","","","","4"
"Daily","2005","Employed","","","","","1"
"Daily","2005","Not Employed","","","","","1"
"Min 1x per month","2005","Not Employed","591","0.0707426315580044","0.0650726243808715","0.0764126387351373","3"
"Min 1x per month","2005","Employed","1267","0.0923173147834598","0.0873064499746065","0.097328179592313","3"
"Min 1x per week","2005","Not Employed","678","0.0827965278242126","0.0767023671035534","0.0888906885448719","2"
"Min 1x per week","2005","Employed","1226","0.0914054490065637","0.0864168891730267","0.0963940088401008","2"
"Never","2005","Not Employed","5741","0.746044682098179","0.736418898993668","0.755670465202691","5"
"Never","2005","Employed","8220","0.652350619444999","0.644107049106324","0.660594189783674","5"
"Rarely","2005","Employed","2107","0.163926616764978","0.157518196056909","0.170335037473046","4"
"Rarely","2005","Not Employed","845","0.100416158519603","0.0937695879396947","0.107062729099512","4"
"Daily","2006","Employed","","","","","1"
"Daily","2006","Not Employed","","","","","1"
"Min 1x per month","2006","Not Employed","","","","","3"
"Min 1x per month","2006","Employed","","","","","3"
"Min 1x per week","2006","Employed","","","","","2"
"Min 1x per week","2006","Not Employed","","","","","2"
"Never","2006","Not Employed","","","","","5"
"Never","2006","Employed","","","","","5"
"Rarely","2006","Employed","","","","","4"
"Rarely","2006","Not Employed","","","","","4"
"Daily","2007","Employed","","","","","1"
"Daily","2007","Not Employed","","","","","1"
"Min 1x per month","2007","Not Employed","605","0.0724284374071473","0.0667207662631059","0.0781361085511886","3"
"Min 1x per month","2007","Employed","1156","0.0810401941870233","0.0762619201832499","0.0858184681907967","3"
"Min 1x per week","2007","Employed","1297","0.099363433477443","0.0941254920416702","0.104601374913216","2"
"Min 1x per week","2007","Not Employed","722","0.0787337368717367","0.0728030678451524","0.084664405898321","2"
"Never","2007","Not Employed","5824","0.755014651595351","0.745544031457791","0.764485271732912","5"
"Never","2007","Employed","8265","0.673320456746988","0.66510854203754","0.681532371456436","5"
"Rarely","2007","Employed","1812","0.146275915588546","0.140088379643914","0.152463451533177","4"
"Rarely","2007","Not Employed","771","0.0938231741257648","0.0874023287951125","0.100244019456417","4"
"Daily","2008","Not Employed","98","0.0103336668579537","0.0080385303141579","0.0126288034017495","1"
"Daily","2008","Employed","165","0.0121140299732464","0.0101485331733002","0.0140795267731927","1"
"Min 1x per month","2008","Not Employed","502","0.0642770624505581","0.0587111220758792","0.069843002825237","3"
"Min 1x per month","2008","Employed","1030","0.0773029458392208","0.0725044822970794","0.0821014093813622","3"
"Min 1x per week","2008","Employed","1089","0.0873210971240427","0.0822489340502697","0.0923932601978157","2"
"Min 1x per week","2008","Not Employed","611","0.0758088577763984","0.0698015791041258","0.081816136448671","2"
"Never","2008","Employed","8161","0.70685612756972","0.698677498078724","0.715034757060717","5"
"Never","2008","Not Employed","5605","0.765420068887632","0.755803231972845","0.775036905802419","5"
"Rarely","2008","Employed","1455","0.11640579949377","0.11064359923434","0.122167999753199","4"
"Rarely","2008","Not Employed","642","0.0841603440274578","0.0778594761231811","0.0904612119317345","4"
"Daily","2009","Not Employed","","","","","1"
"Daily","2009","Employed","","","","","1"
"Min 1x per month","2009","Not Employed","452","0.0577841588569074","0.05224231693299","0.0633260007808247","3"
"Min 1x per month","2009","Employed","1099","0.0890095959804083","0.08373095738317","0.0942882345776465","3"
"Min 1x per week","2009","Employed","1188","0.100456045420938","0.094883599706711","0.106028491135165","2"
"Min 1x per week","2009","Not Employed","617","0.0819484148368272","0.0754339558220478","0.0884628738516065","2"
"Never","2009","Employed","7310","0.66389466795002","0.655138100356961","0.672651235543079","5"
"Never","2009","Not Employed","5086","0.765754408568827","0.755695404101989","0.775813413035665","5"
"Rarely","2009","Employed","1582","0.146639690648634","0.140082186098879","0.153197195198388","4"
"Rarely","2009","Not Employed","655","0.0945130177374387","0.0875649914060425","0.101461044068835","4"
"Daily","2010","Not Employed","","","","","1"
"Daily","2010","Employed","","","","","1"
"Min 1x per month","2010","Not Employed","","","","","3"
"Min 1x per month","2010","Employed","","","","","3"
"Min 1x per week","2010","Employed","","","","","2"
"Min 1x per week","2010","Not Employed","","","","","2"
"Never","2010","Employed","","","","","5"
"Never","2010","Not Employed","","","","","5"
"Rarely","2010","Not Employed","","","","","4"
"Rarely","2010","Employed","","","","","4"
"Daily","2011","Not Employed","","","","","1"
"Daily","2011","Employed","","","","","1"
"Min 1x per month","2011","Employed","1882","0.0896506768297181","0.0855088843092565","0.0937924693501797","3"
"Min 1x per month","2011","Not Employed","757","0.0751578541213131","0.0700191862018933","0.0802965220407328","3"
"Min 1x per week","2011","Employed","2144","0.109142822830292","0.104622086799848","0.113663558860736","2"
"Min 1x per week","2011","Not Employed","1004","0.0936530426487543","0.0879744888208671","0.0993315964766416","2"
"Never","2011","Employed","11644","0.648835815539597","0.641915434119962","0.655756196959232","5"
"Never","2011","Not Employed","7316","0.72979089835493","0.721135665253863","0.738446131455998","5"
"Rarely","2011","Not Employed","1035","0.101398204875002","0.0955148054367766","0.107281604313228","4"
"Rarely","2011","Employed","2606","0.152370684800392","0.147160403032894","0.157580966567891","4"
"Daily","2012","Not Employed","","","","","1"
"Daily","2012","Employed","","","","","1"
"Min 1x per month","2012","Employed","","","","","3"
"Min 1x per month","2012","Not Employed","","","","","3"
"Min 1x per week","2012","Employed","","","","","2"
"Min 1x per week","2012","Not Employed","","","","","2"
"Never","2012","Employed","","","","","5"
"Never","2012","Not Employed","","","","","5"
"Rarely","2012","Not Employed","","","","","4"
"Rarely","2012","Employed","","","","","4"
"Daily","2013","Not Employed","147","0.0170702140569726","0.014358598672007","0.0197818294419383","1"
"Daily","2013","Employed","265","0.015568465054322","0.0136922583455804","0.0174446717630636","1"
"Min 1x per month","2013","Employed","1682","0.0886569327447133","0.0843490653544745","0.0929648001349521","3"
"Min 1x per month","2013","Not Employed","645","0.0697464269266449","0.0644141952174214","0.0750786586358684","3"
"Min 1x per week","2013","Not Employed","800","0.0859403522403705","0.0800731211895956","0.0918075832911454","2"
"Min 1x per week","2013","Employed","1770","0.107248182142547","0.102558694786806","0.111937669498287","2"
"Never","2013","Employed","11092","0.676210327568964","0.669118838730559","0.683301816407369","5"
"Never","2013","Not Employed","6392","0.733297605639928","0.72403995156666","0.742555259713195","5"
"Rarely","2013","Not Employed","782","0.0939454011360845","0.0878379175993985","0.100052884672771","4"
"Rarely","2013","Employed","1916","0.112316092489454","0.107530726109351","0.117101458869558","4"
"Daily","2014","Not Employed","","","","","1"
"Daily","2014","Employed","","","","","1"
"Min 1x per month","2014","Not Employed","","","","","3"
"Min 1x per month","2014","Employed","","","","","3"
"Min 1x per week","2014","Not Employed","","","","","2"
"Min 1x per week","2014","Employed","","","","","2"
"Never","2014","Not Employed","","","","","5"
"Never","2014","Employed","","","","","5"
"Rarely","2014","Not Employed","","","","","4"
"Rarely","2014","Employed","","","","","4"
"Daily","2015","Employed","","","","","1"
"Daily","2015","Not Employed","","","","","1"
"Min 1x per month","2015","Employed","1691","0.0939878063970389","0.089552426116889","0.0984231866771887","3"
"Min 1x per month","2015","Not Employed","744","0.0731414295645924","0.0680954999458977","0.0781873591832871","3"
"Min 1x per week","2015","Not Employed","930","0.0960002138839564","0.0902910436147152","0.101709384153198","2"
"Min 1x per week","2015","Employed","1908","0.111118041813071","0.106341182854867","0.115894900771274","2"
"Never","2015","Not Employed","7609","0.734585760155547","0.726028473235218","0.743143047075877","5"
"Never","2015","Employed","10601","0.647148407756356","0.639885240129798","0.654411575382915","5"
"Rarely","2015","Not Employed","945","0.0962725963959038","0.0905561939103771","0.10198899888143","4"
"Rarely","2015","Employed","2428","0.147745744033534","0.142352250502687","0.153139237564381","4"
"Daily","2016","Employed","","","","","1"
"Daily","2016","Not Employed","","","","","1"
"Min 1x per month","2016","Employed","","","","","3"
"Min 1x per month","2016","Not Employed","","","","","3"
"Min 1x per week","2016","Not Employed","","","","","2"
"Min 1x per week","2016","Employed","","","","","2"
"Never","2016","Not Employed","","","","","5"
"Never","2016","Employed","","","","","5"
"Rarely","2016","Employed","","","","","4"
"Rarely","2016","Not Employed","","","","","4"
"Daily","2017","Employed","","","","","1"
"Daily","2017","Not Employed","","","","","1"
"Min 1x per month","2017","Employed","1929","0.0956419742891509","0.0913506811605478","0.0999332674177539","3"
"Min 1x per month","2017","Not Employed","703","0.0786324752624227","0.0729390965553","0.0843258539695453","3"
"Min 1x per week","2017","Not Employed","960","0.109889674777512","0.103274321944991","0.116505027610033","2"
"Min 1x per week","2017","Employed","2099","0.115095486884656","0.110438863993841","0.119752109775471","2"
"Never","2017","Not Employed","6109","0.717965399904944","0.708447182898641","0.727483616911247","5"
"Never","2017","Employed","11596","0.660201573351927","0.653290544981835","0.667112601722018","5"
"Rarely","2017","Employed","2419","0.129060965474266","0.124168981236227","0.133952949712305","4"
"Rarely","2017","Not Employed","814","0.0935124500551215","0.0873540444546819","0.099670855655561","4"
