"pli0096_h","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Daily","1985","in school","Male","","","","","1"
"Daily","1985","in school","Female","","","","","1"
"Daily","1985","inadequately","Male","","","","","1"
"Daily","1985","inadequately","Female","","","","","1"
"Daily","1985","general elemantary","Male","","","","","1"
"Daily","1985","general elemantary","Female","","","","","1"
"Daily","1985","middle vocational","Male","","","","","1"
"Daily","1985","middle vocational","Female","","","","","1"
"Daily","1985","vocational + Abi","Male","","","","","1"
"Daily","1985","vocational + Abi","Female","","","","","1"
"Daily","1985","higher vocational","Male","","","","","1"
"Daily","1985","higher vocational","Female","","","","","1"
"Daily","1985","higher education","Male","","","","","1"
"Daily","1985","higher education","Female","","","","","1"
"Min 1x per month","1985","vocational + Abi","Female","12","","","","3"
"Min 1x per month","1985","in school","Male","5","","","","3"
"Min 1x per month","1985","in school","Female","2","","","","3"
"Min 1x per month","1985","inadequately","Male","5","","","","3"
"Min 1x per month","1985","inadequately","Female","3","","","","3"
"Min 1x per month","1985","general elemantary","Male","54","0.063242304452415","0.0483344346649559","0.0781501742398741","3"
"Min 1x per month","1985","general elemantary","Female","61","0.0326756664529305","0.0248878745551376","0.0404634583507233","3"
"Min 1x per month","1985","middle vocational","Male","230","0.0881301878254563","0.0776617124790996","0.0985986631718129","3"
"Min 1x per month","1985","middle vocational","Female","95","0.0423985998164594","0.0341940790684918","0.050603120564427","3"
"Min 1x per month","1985","vocational + Abi","Male","12","","","","3"
"Min 1x per month","1985","higher vocational","Male","42","0.108230267491435","0.0759129991504273","0.140547535832442","3"
"Min 1x per month","1985","higher vocational","Female","15","","","","3"
"Min 1x per month","1985","higher education","Male","59","0.115049884362697","0.0872204172518512","0.142879351473543","3"
"Min 1x per month","1985","higher education","Female","25","","","","3"
"Min 1x per week","1985","in school","Male","16","","","","2"
"Min 1x per week","1985","in school","Female","9","","","","2"
"Min 1x per week","1985","inadequately","Male","6","","","","2"
"Min 1x per week","1985","inadequately","Female","2","","","","2"
"Min 1x per week","1985","general elemantary","Male","68","0.0817662145863531","0.0649835199376328","0.0985489092350734","2"
"Min 1x per week","1985","general elemantary","Female","78","0.0438171700420912","0.034850964563725","0.0527833755204573","2"
"Min 1x per week","1985","middle vocational","Male","314","0.119379218993725","0.107405929060444","0.131352508927006","2"
"Min 1x per week","1985","middle vocational","Female","126","0.0529267460302078","0.0438105331713213","0.0620429588890944","2"
"Min 1x per week","1985","vocational + Abi","Male","24","","","","2"
"Min 1x per week","1985","vocational + Abi","Female","5","","","","2"
"Min 1x per week","1985","higher vocational","Male","51","0.139623251338429","0.103568946977837","0.175677555699022","2"
"Min 1x per week","1985","higher vocational","Female","25","","","","2"
"Min 1x per week","1985","higher education","Male","69","0.139496380685811","0.109278762979021","0.169713998392602","2"
"Min 1x per week","1985","higher education","Female","21","","","","2"
"Never","1985","in school","Male","76","0.693590586057334","0.607046481437106","0.780134690677562","5"
"Never","1985","inadequately","Female","475","0.950377453474179","0.931129646815822","0.969625260132535","5"
"Never","1985","general elemantary","Male","831","0.771663240202637","0.745953366940845","0.797373113464429","5"
"Never","1985","general elemantary","Female","1745","0.86656840534666","0.851673188914348","0.881463621778972","5"
"Never","1985","middle vocational","Male","2019","0.701014616692357","0.684108526450053","0.717920706934662","5"
"Never","1985","middle vocational","Female","1913","0.824575553512855","0.809089335851448","0.840061771174262","5"
"Never","1985","vocational + Abi","Male","127","0.724765264353224","0.657626408328927","0.791904120377521","5"
"Never","1985","vocational + Abi","Female","78","0.788400792976078","0.709136324947919","0.867665261004238","5"
"Never","1985","higher vocational","Male","221","0.631394108720002","0.581210104249803","0.6815781131902","5"
"Never","1985","in school","Female","55","0.747799176737652","0.648853238163156","0.846745115312147","5"
"Never","1985","inadequately","Male","328","0.894628739726839","0.862645020076719","0.926612459376959","5"
"Never","1985","higher vocational","Female","191","0.749720597123418","0.696553827083","0.802887367163837","5"
"Never","1985","higher education","Male","310","0.610459962763345","0.567928820613248","0.652991104913443","5"
"Never","1985","higher education","Female","169","0.710889913692752","0.65365350611632","0.768126321269183","5"
"Rarely","1985","middle vocational","Male","254","0.0914759764884615","0.0808302230756693","0.102121729901254","4"
"Rarely","1985","in school","Male","12","","","","4"
"Rarely","1985","in school","Female","8","","","","4"
"Rarely","1985","inadequately","Male","15","","","","4"
"Rarely","1985","general elemantary","Male","71","0.0833282407585951","0.0664004163630878","0.100256065154102","4"
"Rarely","1985","general elemantary","Female","118","0.0569387581583184","0.0467881982641127","0.0670893180525241","4"
"Rarely","1985","inadequately","Female","9","","","","4"
"Rarely","1985","middle vocational","Female","183","0.0800991006404775","0.0690463743381416","0.0911518269428133","4"
"Rarely","1985","vocational + Abi","Male","7","","","","4"
"Rarely","1985","vocational + Abi","Female","7","","","","4"
"Rarely","1985","higher vocational","Male","41","0.120752372450134","0.0868572386073083","0.154647506292961","4"
"Rarely","1985","higher vocational","Female","24","","","","4"
"Rarely","1985","higher education","Male","67","0.134993772188146","0.105190161229995","0.164797383146297","4"
"Rarely","1985","higher education","Female","26","","","","4"
"Daily","1986","in school","Male","","","","","1"
"Daily","1986","in school","Female","","","","","1"
"Daily","1986","inadequately","Male","","","","","1"
"Daily","1986","inadequately","Female","","","","","1"
"Daily","1986","general elemantary","Male","","","","","1"
"Daily","1986","general elemantary","Female","","","","","1"
"Daily","1986","middle vocational","Male","","","","","1"
"Daily","1986","middle vocational","Female","","","","","1"
"Daily","1986","vocational + Abi","Male","","","","","1"
"Daily","1986","vocational + Abi","Female","","","","","1"
"Daily","1986","higher vocational","Male","","","","","1"
"Daily","1986","higher vocational","Female","","","","","1"
"Daily","1986","higher education","Male","","","","","1"
"Daily","1986","higher education","Female","","","","","1"
"Min 1x per month","1986","in school","Male","7","","","","3"
"Min 1x per month","1986","in school","Female","1","","","","3"
"Min 1x per month","1986","inadequately","Male","5","","","","3"
"Min 1x per month","1986","inadequately","Female","3","","","","3"
"Min 1x per month","1986","general elemantary","Male","46","0.0561866533169008","0.0419494495855646","0.0704238570482371","3"
"Min 1x per month","1986","general elemantary","Female","66","0.0416659212942874","0.0326163467261898","0.050715495862385","3"
"Min 1x per month","1986","middle vocational","Male","238","0.0935932473860159","0.0826474485271694","0.104539046244862","3"
"Min 1x per month","1986","middle vocational","Female","112","0.0477477624209904","0.0389134945650598","0.0565820302769211","3"
"Min 1x per month","1986","vocational + Abi","Male","3","","","","3"
"Min 1x per month","1986","vocational + Abi","Female","6","","","","3"
"Min 1x per month","1986","higher vocational","Male","39","0.106472226842238","0.0730414544013096","0.139902999283166","3"
"Min 1x per month","1986","higher vocational","Female","18","","","","3"
"Min 1x per month","1986","higher education","Male","50","0.0968715641395884","0.0709195701102972","0.12282355816888","3"
"Min 1x per month","1986","higher education","Female","24","","","","3"
"Min 1x per week","1986","in school","Male","10","","","","2"
"Min 1x per week","1986","general elemantary","Male","66","0.0959096479687452","0.0777041683010476","0.114115127636443","2"
"Min 1x per week","1986","in school","Female","9","","","","2"
"Min 1x per week","1986","inadequately","Female","4","","","","2"
"Min 1x per week","1986","inadequately","Male","13","","","","2"
"Min 1x per week","1986","general elemantary","Female","62","0.0369232296670783","0.0283831976869649","0.0454632616471918","2"
"Min 1x per week","1986","middle vocational","Male","309","0.121074108638035","0.108814816108312","0.133333401167758","2"
"Min 1x per week","1986","middle vocational","Female","114","0.0515081327621045","0.0423507206582305","0.0606655448659785","2"
"Min 1x per week","1986","vocational + Abi","Male","23","","","","2"
"Min 1x per week","1986","vocational + Abi","Female","6","","","","2"
"Min 1x per week","1986","higher vocational","Male","44","0.129403805614739","0.0930243562621607","0.165783254967317","2"
"Min 1x per week","1986","higher vocational","Female","15","","","","2"
"Min 1x per week","1986","higher education","Male","74","0.140953992556276","0.110422733022866","0.171485252089687","2"
"Min 1x per week","1986","higher education","Female","21","","","","2"
"Never","1986","in school","Male","90","0.816175047025823","0.74443973892627","0.887910355125376","5"
"Never","1986","vocational + Abi","Female","89","0.803842889401269","0.730302369679447","0.877383409123092","5"
"Never","1986","higher education","Male","315","0.634867075891783","0.592623106587118","0.677111045196447","5"
"Never","1986","higher education","Female","181","0.741518360807841","0.686472995488665","0.796563726127017","5"
"Never","1986","inadequately","Female","435","0.945610896326888","0.924772966194572","0.966448826459205","5"
"Never","1986","higher vocational","Male","212","0.668108300721144","0.617070042619269","0.719146558823019","5"
"Never","1986","higher vocational","Female","189","0.780464892281545","0.72884366907632","0.832086115486771","5"
"Never","1986","in school","Female","59","0.856776624952475","0.77641893983465","0.9371343100703","5"
"Never","1986","inadequately","Male","298","0.925099402886586","0.896612318016201","0.95358648775697","5"
"Never","1986","general elemantary","Male","818","0.76024173988123","0.73384637290439","0.78663710685807","5"
"Never","1986","general elemantary","Female","1638","0.867224646670115","0.85185712828815","0.882592165052079","5"
"Never","1986","middle vocational","Male","1959","0.703921211455748","0.686764687041591","0.721077735869904","5"
"Never","1986","middle vocational","Female","1847","0.828013018830928","0.812378503621413","0.843647534040442","5"
"Never","1986","vocational + Abi","Male","119","0.688623476049269","0.617753871049288","0.759493081049251","5"
"Rarely","1986","in school","Male","5","","","","4"
"Rarely","1986","in school","Female","4","","","","4"
"Rarely","1986","inadequately","Male","12","","","","4"
"Rarely","1986","inadequately","Female","13","","","","4"
"Rarely","1986","general elemantary","Male","75","0.0876619588331236","0.0701776472453753","0.105146270420872","4"
"Rarely","1986","general elemantary","Female","107","0.0541862023685197","0.0439337825310773","0.0644386222059621","4"
"Rarely","1986","middle vocational","Male","214","0.0814114325202014","0.0711344207164308","0.0916884443239721","4"
"Rarely","1986","middle vocational","Female","165","0.0727310859859773","0.0619718623066653","0.0834903096652894","4"
"Rarely","1986","vocational + Abi","Male","19","","","","4"
