"pli0096_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Daily","1985","lower secondary degree","no migration background","","","",""
"Daily","1985","lower secondary degree","direct migration background","","","",""
"Daily","1985","lower secondary degree","indirect migration background","","","",""
"Daily","1985","secondary school degree","no migration background","","","",""
"Daily","1985","secondary school degree","direct migration background","","","",""
"Daily","1985","secondary school degree","indirect migration background","","","",""
"Daily","1985","college entrance qualification","no migration background","","","",""
"Daily","1985","college entrance qualification","direct migration background","","","",""
"Daily","1985","college entrance qualification","indirect migration background","","","",""
"Daily","1985","Other degree","no migration background","","","",""
"Daily","1985","Other degree","direct migration background","","","",""
"Daily","1985","Other degree","indirect migration background","","","",""
"Daily","1985","no degree/no degree yet","no migration background","","","",""
"Daily","1985","no degree/no degree yet","direct migration background","","","",""
"Daily","1985","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1985","lower secondary degree","no migration background","349","0.0706051381579299","0.0633302539123653","0.0778800224034946"
"Min 1x per week","1985","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1985","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1985","secondary school degree","no migration background","196","0.108892743368238","0.0940588262614499","0.123726660475025"
"Min 1x per week","1985","secondary school degree","direct migration background","","","",""
"Min 1x per week","1985","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1985","college entrance qualification","no migration background","135","0.125556376847124","0.105948522500497","0.14516423119375"
"Min 1x per week","1985","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1985","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1985","Other degree","no migration background","","","",""
"Min 1x per week","1985","Other degree","direct migration background","41","0.0351063055540593","0.0245603130443706","0.045652298063748"
"Min 1x per week","1985","Other degree","indirect migration background","","","",""
"Min 1x per week","1985","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1985","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1985","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1985","lower secondary degree","no migration background","299","0.0585445338932681","0.051877220532442","0.0652118472540942"
"Min 1x per month","1985","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1985","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1985","secondary school degree","no migration background","128","0.0742984251689731","0.0618097406874893","0.086787109650457"
"Min 1x per month","1985","secondary school degree","direct migration background","","","",""
"Min 1x per month","1985","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1985","college entrance qualification","no migration background","107","0.09597003548196","0.078539769366348","0.113400301597572"
"Min 1x per month","1985","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1985","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1985","Other degree","no migration background","","","",""
"Min 1x per month","1985","Other degree","direct migration background","30","0.0275074727286865","0.0181356591295119","0.0368792863278611"
"Min 1x per month","1985","Other degree","indirect migration background","","","",""
"Min 1x per month","1985","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1985","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1985","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1985","lower secondary degree","no migration background","394","0.0765150959449066","0.0689659770713863","0.0840642148184268"
"Rarely","1985","lower secondary degree","direct migration background","34","0.058135416760204","0.0387374229944312","0.0775334105259768"
"Rarely","1985","lower secondary degree","indirect migration background","","","",""
"Rarely","1985","secondary school degree","no migration background","167","0.0956569505031101","0.0816508816691401","0.10966301933708"
"Rarely","1985","secondary school degree","direct migration background","","","",""
"Rarely","1985","secondary school degree","indirect migration background","","","",""
"Rarely","1985","college entrance qualification","no migration background","130","0.115580788596153","0.0966609822106796","0.134500594981627"
"Rarely","1985","college entrance qualification","direct migration background","","","",""
"Rarely","1985","college entrance qualification","indirect migration background","","","",""
"Rarely","1985","Other degree","no migration background","","","",""
"Rarely","1985","Other degree","direct migration background","43","0.0327856002323261","0.0225818902447591","0.0429893102198932"
"Rarely","1985","Other degree","indirect migration background","","","",""
"Rarely","1985","no degree/no degree yet","no migration background","","","",""
"Rarely","1985","no degree/no degree yet","direct migration background","","","",""
"Rarely","1985","no degree/no degree yet","indirect migration background","","","",""
"Never","1985","lower secondary degree","no migration background","3721","0.794335232003895","0.782856612418445","0.805813851589346"
"Never","1985","lower secondary degree","direct migration background","488","0.870488602221794","0.842654467375781","0.898322737067807"
"Never","1985","lower secondary degree","indirect migration background","64","0.838799689618839","0.755579341777578","0.922020037460099"
"Never","1985","secondary school degree","no migration background","1203","0.721151880959679","0.699797419765388","0.74250634215397"
"Never","1985","secondary school degree","direct migration background","106","0.744740037889594","0.671995188458491","0.817484887320698"
"Never","1985","secondary school degree","indirect migration background","","","",""
