"pli0096_h","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Daily","1985","lower secondary degree","Male","","","",""
"Daily","1985","lower secondary degree","Female","","","",""
"Daily","1985","secondary school degree","Male","","","",""
"Daily","1985","secondary school degree","Female","","","",""
"Daily","1985","college entrance qualification","Male","","","",""
"Daily","1985","college entrance qualification","Female","","","",""
"Daily","1985","Other degree","Male","","","",""
"Daily","1985","Other degree","Female","","","",""
"Daily","1985","no degree/no degree yet","Male","","","",""
"Daily","1985","no degree/no degree yet","Female","","","",""
"Min 1x per week","1985","lower secondary degree","Male","249","0.100907186727623","0.0891564058459543","0.112657967609291"
"Min 1x per week","1985","lower secondary degree","Female","127","0.0442172153241691","0.0367000245136552","0.051734406134683"
"Min 1x per week","1985","secondary school degree","Male","130","0.167232372892638","0.141258686623533","0.193206059161742"
"Min 1x per week","1985","secondary school degree","Female","81","0.0677806131445661","0.0527120774839454","0.0828491488051868"
"Min 1x per week","1985","college entrance qualification","Male","104","0.138005434796126","0.113435697670224","0.162575171922027"
"Min 1x per week","1985","college entrance qualification","Female","39","0.0955063948619202","0.0685003261105323","0.122512463613308"
"Min 1x per week","1985","Other degree","Male","35","0.0439973982738353","0.0292207727907863","0.0587740237568842"
"Min 1x per week","1985","Other degree","Female","8","","",""
"Min 1x per week","1985","no degree/no degree yet","Male","28","","",""
"Min 1x per week","1985","no degree/no degree yet","Female","11","","",""
"Min 1x per month","1985","lower secondary degree","Male","218","0.0852836445446451","0.074387332957607","0.0961799561316833"
"Min 1x per month","1985","lower secondary degree","Female","98","0.0328393460603148","0.0263226594175808","0.0393560327030488"
"Min 1x per month","1985","secondary school degree","Male","81","0.10023704788146","0.0793349592625884","0.121139136500331"
"Min 1x per month","1985","secondary school degree","Female","55","0.0544524913101452","0.040850271366996","0.0680547112532943"
"Min 1x per month","1985","college entrance qualification","Male","75","0.0988142368141983","0.0775564977065628","0.120071975921834"
"Min 1x per month","1985","college entrance qualification","Female","42","0.0894770164242101","0.0632503195804661","0.115703713267954"
"Min 1x per month","1985","Other degree","Male","22","","",""
"Min 1x per month","1985","Other degree","Female","11","","",""
"Min 1x per month","1985","no degree/no degree yet","Male","11","","",""
"Min 1x per month","1985","no degree/no degree yet","Female","6","","",""
"Rarely","1985","lower secondary degree","Male","232","0.0899392813357157","0.0787780192356028","0.101100543435829"
"Rarely","1985","lower secondary degree","Female","200","0.0632403324412838","0.0543403030253598","0.0721403618572077"
"Rarely","1985","secondary school degree","Male","79","0.101025984939766","0.0800510021444828","0.122000967735048"
"Rarely","1985","secondary school degree","Female","102","0.0904362729591297","0.0732434523124572","0.107629093605802"
"Rarely","1985","college entrance qualification","Male","96","0.128335943783245","0.104510067926944","0.152161819639547"
"Rarely","1985","college entrance qualification","Female","42","0.0898490482530198","0.063573254334697","0.116124842171343"
"Rarely","1985","Other degree","Male","35","0.0505595670522967","0.0347737245423806","0.0663454095622128"
"Rarely","1985","Other degree","Female","12","","",""
"Rarely","1985","no degree/no degree yet","Male","24","","",""
"Rarely","1985","no degree/no degree yet","Female","18","","",""
"Never","1985","lower secondary degree","Male","1825","0.723869887392016","0.706428117361345","0.741311657422687"
"Never","1985","lower secondary degree","Female","2448","0.859703106174232","0.847003842109142","0.872402370239323"
"Never","1985","secondary school degree","Male","503","0.631504594286137","0.597929611909611","0.665079576662663"
"Never","1985","secondary school degree","Female","831","0.787330622586159","0.762801032548901","0.811860212623417"
"Never","1985","college entrance qualification","Male","482","0.63484438460643","0.600546069631218","0.669142699581643"
"Never","1985","college entrance qualification","Female","332","0.72516754046085","0.684147547355226","0.766187533566474"
