"pli0096_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Daily","1985","lower secondary degree","1-pers.-HH","","","",""
"Daily","1985","lower secondary degree","(Married) couple without C. ","","","",""
"Daily","1985","lower secondary degree","Single parent ","","","",""
"Daily","1985","lower secondary degree","Couple + C. LE 16 ","","","",""
"Daily","1985","lower secondary degree","Couple + C. GT 16 ","","","",""
"Daily","1985","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","secondary school degree","1-pers.-HH","","","",""
"Daily","1985","secondary school degree","(Married) couple without C. ","","","",""
"Daily","1985","secondary school degree","Single parent ","","","",""
"Daily","1985","secondary school degree","Couple + C. LE 16 ","","","",""
"Daily","1985","secondary school degree","Couple + C. GT 16 ","","","",""
"Daily","1985","secondary school degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","college entrance qualification","1-pers.-HH","","","",""
"Daily","1985","college entrance qualification","(Married) couple without C. ","","","",""
"Daily","1985","college entrance qualification","Single parent ","","","",""
"Daily","1985","college entrance qualification","Couple + C. LE 16 ","","","",""
"Daily","1985","college entrance qualification","Couple + C. GT 16 ","","","",""
"Daily","1985","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Daily","1985","Other degree","1-pers.-HH","","","",""
"Daily","1985","Other degree","(Married) couple without C. ","","","",""
"Daily","1985","Other degree","Single parent ","","","",""
"Daily","1985","Other degree","Couple + C. LE 16 ","","","",""
"Daily","1985","Other degree","Couple + C. GT 16 ","","","",""
"Daily","1985","Other degree","Couple + C. LE and GT 16","","","",""
"Daily","1985","no degree/no degree yet","1-pers.-HH","","","",""
"Daily","1985","no degree/no degree yet","(Married) couple without C. ","","","",""
"Daily","1985","no degree/no degree yet","Single parent ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Daily","1985","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1985","lower secondary degree","1-pers.-HH","30","0.049371129950375","0.0316636727046388","0.0670785871961113"
"Min 1x per week","1985","lower secondary degree","(Married) couple without C. ","84","0.0589767696787241","0.0466672330405016","0.0712863063169466"
"Min 1x per week","1985","lower secondary degree","Single parent ","19","","",""
"Min 1x per week","1985","lower secondary degree","Couple + C. LE 16 ","88","0.082024410756532","0.0659755082506542","0.0980733132624097"
"Min 1x per week","1985","lower secondary degree","Couple + C. GT 16 ","85","0.0938391251586068","0.075507136195716","0.112171114121498"
"Min 1x per week","1985","lower secondary degree","Couple + C. LE and GT 16","55","0.0907218116750576","0.0686589500793667","0.112784673270749"
"Min 1x per week","1985","secondary school degree","1-pers.-HH","12","","",""
"Min 1x per week","1985","secondary school degree","(Married) couple without C. ","41","0.106470757463784","0.0762064179617189","0.136735096965849"
"Min 1x per week","1985","secondary school degree","Single parent ","8","","",""
"Min 1x per week","1985","secondary school degree","Couple + C. LE 16 ","48","0.114879089944171","0.0845628441480898","0.145195335740251"
"Min 1x per week","1985","secondary school degree","Couple + C. GT 16 ","51","0.125752627605352","0.0930128532304716","0.158492401980232"
