"plh0206i03","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","(0) in school","","","",""
"1 Strongly disagree","2005","lower secondary degree","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","lower secondary degree","(1b) general elementary school","401","0.283427318383624","0.260537005993167","0.30631763077408"
"1 Strongly disagree","2005","lower secondary degree","(1c) basic vocational qualification","1356","0.269787781262586","0.25786647154657","0.281709090978602"
"1 Strongly disagree","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","lower secondary degree","(2a) intermediate vocational","8","","",""
"1 Strongly disagree","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","lower secondary degree","(2c_voc) vocational maturity certificate","5","","",""
"1 Strongly disagree","2005","lower secondary degree","(3a) lower tertiary education","38","0.276720935494251","0.202348047375321","0.35109382361318"
"1 Strongly disagree","2005","lower secondary degree","(3b) higher tertiary education","9","","",""
"1 Strongly disagree","2005","secondary school degree","(0) in school","","","",""
"1 Strongly disagree","2005","secondary school degree","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","secondary school degree","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2005","secondary school degree","(2b) intermediate general qualification","133","0.237603343955908","0.202815225973204","0.272391461938613"
"1 Strongly disagree","2005","secondary school degree","(2a) intermediate vocational","1117","0.240245187012806","0.22811208418592","0.252378289839692"
"1 Strongly disagree","2005","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"1 Strongly disagree","2005","secondary school degree","(2c_voc) vocational maturity certificate","15","","",""
"1 Strongly disagree","2005","secondary school degree","(3a) lower tertiary education","134","0.259383646120828","0.221307135339504","0.297460156902153"
"1 Strongly disagree","2005","secondary school degree","(3b) higher tertiary education","27","","",""
"1 Strongly disagree","2005","college entrance qualification","(0) in school","","","",""
"1 Strongly disagree","2005","college entrance qualification","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","college entrance qualification","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","college entrance qualification","(2c_gen) general maturity certificate","138","0.194522801413916","0.165847734918612","0.223197867909221"
"1 Strongly disagree","2005","college entrance qualification","(2c_voc) vocational maturity certificate","271","0.228343383248236","0.205498741017531","0.251188025478941"
"1 Strongly disagree","2005","college entrance qualification","(3a) lower tertiary education","243","0.293171212532485","0.264509378386124","0.321833046678846"
"1 Strongly disagree","2005","college entrance qualification","(3b) higher tertiary education","522","0.243524852781159","0.225528216173261","0.261521489389057"
"1 Strongly disagree","2005","Other degree","(0) in school","","","",""
"1 Strongly disagree","2005","Other degree","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Other degree","(1b) general elementary school","125","0.337401233667363","0.288894692984066","0.385907774350661"
"1 Strongly disagree","2005","Other degree","(1c) basic vocational qualification","101","0.293826948447813","0.247032020626455","0.340621876269172"
"1 Strongly disagree","2005","Other degree","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Other degree","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","Other degree","(2c_gen) general maturity certificate","16","","",""
"1 Strongly disagree","2005","Other degree","(2c_voc) vocational maturity certificate","48","0.300524053439024","0.226658280852977","0.37438982602507"
"1 Strongly disagree","2005","Other degree","(3a) lower tertiary education","4","","",""
"1 Strongly disagree","2005","Other degree","(3b) higher tertiary education","46","0.251795503287651","0.185366106482039","0.318224900093263"
"1 Strongly disagree","2005","no degree/no degree yet","(0) in school","128","0.201717871958111","0.170868821219071","0.232566922697152"
"1 Strongly disagree","2005","no degree/no degree yet","(1a) inadequately completed","88","0.386367852052334","0.324765539774546","0.447970164330122"
"1 Strongly disagree","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(0) in school","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(1b) general elementary school","292","0.18170236574806","0.1621167747556","0.20128795674052"
"2 on scale 1-7 ","2005","lower secondary degree","(1c) basic vocational qualification","1173","0.209895207580755","0.198957359316032","0.220833055845478"
"2 on scale 1-7 ","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(2a) intermediate vocational","2","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(2c_voc) vocational maturity certificate","6","","",""
"2 on scale 1-7 ","2005","lower secondary degree","(3a) lower tertiary education","34","0.259986704036827","0.18706849026805","0.332904917805604"
"2 on scale 1-7 ","2005","lower secondary degree","(3b) higher tertiary education","11","","",""
"2 on scale 1-7 ","2005","secondary school degree","(0) in school","","","",""
