"plh0206i03","year","education","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","lower secondary degree","Male","705","0.217804588792542","0.204021561297483","0.231587616287602"
"1 Strongly disagree","2005","lower secondary degree","Female","1112","0.323205635695007","0.307946761961407","0.338464509428608"
"1 Strongly disagree","2005","secondary school degree","Male","461","0.184962178974159","0.169936477577553","0.199987880370765"
"1 Strongly disagree","2005","secondary school degree","Female","967","0.290576792893742","0.275400059202503","0.30575352658498"
"1 Strongly disagree","2005","college entrance qualification","Male","496","0.19146028549196","0.176660575558382","0.206259995425538"
"1 Strongly disagree","2005","college entrance qualification","Female","678","0.299080750133653","0.281017173840303","0.317144326427003"
"1 Strongly disagree","2005","Other degree","Male","141","0.26627069098689","0.228675660023792","0.303865721949988"
"1 Strongly disagree","2005","Other degree","Female","199","0.324086992933365","0.286127721344264","0.362046264522467"
"1 Strongly disagree","2005","no degree/no degree yet","Male","83","0.223309071964069","0.183288920745355","0.263329223182784"
"1 Strongly disagree","2005","no degree/no degree yet","Female","133","0.320050355274792","0.278142817314941","0.361957893234644"
"2 on scale 1-7 ","2005","lower secondary degree","Male","711","0.193444348824754","0.180254231133784","0.206634466515723"
"2 on scale 1-7 ","2005","lower secondary degree","Female","808","0.212289392639168","0.19894796994324","0.225630815335096"
"2 on scale 1-7 ","2005","secondary school degree","Male","567","0.214311344990562","0.198431281724442","0.230191408256683"
"2 on scale 1-7 ","2005","secondary school degree","Female","893","0.254560781786548","0.239999586658372","0.269121976914724"
"2 on scale 1-7 ","2005","college entrance qualification","Male","720","0.256085437019778","0.239667554439642","0.272503319599914"
"2 on scale 1-7 ","2005","college entrance qualification","Female","749","0.292981439824616","0.275025382831432","0.3109374968178"
"2 on scale 1-7 ","2005","Other degree","Male","99","0.181184438509725","0.148423651850055","0.213945225169394"
"2 on scale 1-7 ","2005","Other degree","Female","133","0.232367875233058","0.198114270529875","0.266621479936241"
"2 on scale 1-7 ","2005","no degree/no degree yet","Male","85","0.162512954988791","0.127061467014774","0.197964442962808"
"2 on scale 1-7 ","2005","no degree/no degree yet","Female","100","0.188043687399561","0.152941003329466","0.223146371469656"
"3 on scale 1-7 ","2005","lower secondary degree","Male","610","0.175089751890225","0.162399004748162","0.187780499032289"
"3 on scale 1-7 ","2005","lower secondary degree","Female","604","0.167278136899501","0.155101587781115","0.179454686017888"
"3 on scale 1-7 ","2005","secondary school degree","Male","487","0.186299783925336","0.171232228504278","0.201367339346393"
"3 on scale 1-7 ","2005","secondary school degree","Female","618","0.176689166143027","0.163939992666204","0.18943833961985"
"3 on scale 1-7 ","2005","college entrance qualification","Male","610","0.22896375234937","0.213159136701841","0.244768367996899"
"3 on scale 1-7 ","2005","college entrance qualification","Female","446","0.172166685228352","0.157272336352893","0.187061034103811"
"3 on scale 1-7 ","2005","Other degree","Male","82","0.179854655019311","0.147187818133504","0.212521491905119"
"3 on scale 1-7 ","2005","Other degree","Female","70","0.142982732910276","0.114591892374115","0.171373573446438"
"3 on scale 1-7 ","2005","no degree/no degree yet","Male","76","0.194786152689531","0.156729018374435","0.232843287004628"
"3 on scale 1-7 ","2005","no degree/no degree yet","Female","90","0.215624576545679","0.178679571242503","0.252569581848855"
"4 on scale 1-7","2005","lower secondary degree","Male","661","0.198803266397654","0.185476192042144","0.212130340753164"
"4 on scale 1-7","2005","lower secondary degree","Female","531","0.14866839370149","0.137061570929326","0.160275216473653"
"4 on scale 1-7","2005","secondary school degree","Male","542","0.214852588582126","0.198957962958873","0.230747214205379"
"4 on scale 1-7","2005","secondary school degree","Female","513","0.152452444728759","0.140436874417093","0.164468015040425"
"4 on scale 1-7","2005","college entrance qualification","Male","457","0.167834799057787","0.153777271100599","0.181892327014976"
"4 on scale 1-7","2005","college entrance qualification","Female","341","0.141213050585729","0.12747403396574","0.154952067205717"
"4 on scale 1-7","2005","Other degree","Male","105","0.193989131273225","0.160356567169648","0.227621695376802"
"4 on scale 1-7","2005","Other degree","Female","87","0.131134884477306","0.103758444819346","0.158511324135267"
"4 on scale 1-7","2005","no degree/no degree yet","Male","80","0.153934832779421","0.119255415968524","0.188614249590318"
"4 on scale 1-7","2005","no degree/no degree yet","Female","84","0.128362414371526","0.0983133103044552","0.158411518438598"
"5 on scale 1-7","2005","lower secondary degree","Male","362","0.099104023348207","0.0891261854371925","0.109081861259221"
"5 on scale 1-7","2005","lower secondary degree","Female","298","0.0764616129498508","0.0677919172678699","0.0851313086318317"
"5 on scale 1-7","2005","secondary school degree","Male","276","0.105564682858268","0.093673140161737","0.117456225554799"
"5 on scale 1-7","2005","secondary school degree","Female","257","0.0664408938504417","0.0581159023675644","0.0747658853333191"
"5 on scale 1-7","2005","college entrance qualification","Male","268","0.0933580268547958","0.0824145098616761","0.104301543847915"
"5 on scale 1-7","2005","college entrance qualification","Female","183","0.0640867299214332","0.0544244999080787","0.0737489599347877"
"5 on scale 1-7","2005","Other degree","Male","47","0.0887271674155026","0.0645417631849085","0.112912571646097"
"5 on scale 1-7","2005","Other degree","Female","50","0.0848383660347779","0.0622394963540064","0.107437235715549"
"5 on scale 1-7","2005","no degree/no degree yet","Male","46","0.126539085089828","0.0945916858665396","0.158486484313117"
"5 on scale 1-7","2005","no degree/no degree yet","Female","33","0.0687952995516973","0.0460575971803333","0.0915330019230613"
"6 on scale 1-7","2005","lower secondary degree","Male","192","0.054673925083055","0.0470823057490494","0.0622655444170606"
"6 on scale 1-7","2005","lower secondary degree","Female","146","0.0397039568689812","0.0333334481435836","0.0460744655943788"
"6 on scale 1-7","2005","secondary school degree","Male","132","0.0497364108881368","0.0413231632580026","0.058149658518271"
"6 on scale 1-7","2005","secondary school degree","Female","122","0.0420071543146682","0.0353015500635385","0.0487127585657979"
"6 on scale 1-7","2005","college entrance qualification","Male","99","0.0354293451929725","0.0284757122913077","0.0423829780946373"
"6 on scale 1-7","2005","college entrance qualification","Female","50","0.0214028474241228","0.0156931477540747","0.027112547094171"
"6 on scale 1-7","2005","Other degree","Male","30","0.0586109377168742","0.0386318920592167","0.0785899833745317"
"6 on scale 1-7","2005","Other degree","Female","22","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Male","25","","",""
"6 on scale 1-7","2005","no degree/no degree yet","Female","18","","",""
"7 Strongly agree","2005","lower secondary degree","Male","204","0.0610800956635632","0.0530832704250737","0.0690769209020528"
"7 Strongly agree","2005","lower secondary degree","Female","110","0.0323928712460014","0.0266168484037809","0.038168894088222"
"7 Strongly agree","2005","secondary school degree","Male","100","0.0442730097814116","0.0363125004568324","0.0522335191059908"
"7 Strongly agree","2005","secondary school degree","Female","68","0.0172727662828145","0.0129177217633739","0.0216278108022551"
"7 Strongly agree","2005","college entrance qualification","Male","65","0.0268683540333363","0.0207860307027104","0.0329506773639622"
"7 Strongly agree","2005","college entrance qualification","Female","21","","",""
"7 Strongly agree","2005","Other degree","Male","27","","",""
"7 Strongly agree","2005","Other degree","Female","23","","",""
"7 Strongly agree","2005","no degree/no degree yet","Male","21","","",""
"7 Strongly agree","2005","no degree/no degree yet","Female","18","","",""
"1 Strongly disagree","2006","lower secondary degree","Male","","","",""
"1 Strongly disagree","2006","lower secondary degree","Female","","","",""
"1 Strongly disagree","2006","secondary school degree","Male","","","",""
"1 Strongly disagree","2006","secondary school degree","Female","","","",""
"1 Strongly disagree","2006","college entrance qualification","Male","","","",""
"1 Strongly disagree","2006","college entrance qualification","Female","","","",""
"1 Strongly disagree","2006","Other degree","Male","","","",""
"1 Strongly disagree","2006","Other degree","Female","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Male","","","",""
"1 Strongly disagree","2006","no degree/no degree yet","Female","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Male","","","",""
"2 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"2 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"2 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"2 on scale 1-7 ","2006","Other degree","Male","","","",""
"2 on scale 1-7 ","2006","Other degree","Female","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"2 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Male","","","",""
"3 on scale 1-7 ","2006","lower secondary degree","Female","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Male","","","",""
"3 on scale 1-7 ","2006","secondary school degree","Female","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Male","","","",""
"3 on scale 1-7 ","2006","college entrance qualification","Female","","","",""
"3 on scale 1-7 ","2006","Other degree","Male","","","",""
"3 on scale 1-7 ","2006","Other degree","Female","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Male","","","",""
"3 on scale 1-7 ","2006","no degree/no degree yet","Female","","","",""
"4 on scale 1-7","2006","lower secondary degree","Male","","","",""
"4 on scale 1-7","2006","lower secondary degree","Female","","","",""
"4 on scale 1-7","2006","secondary school degree","Male","","","",""
"4 on scale 1-7","2006","secondary school degree","Female","","","",""
"4 on scale 1-7","2006","college entrance qualification","Male","","","",""
"4 on scale 1-7","2006","college entrance qualification","Female","","","",""
"4 on scale 1-7","2006","Other degree","Male","","","",""
"4 on scale 1-7","2006","Other degree","Female","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Male","","","",""
"4 on scale 1-7","2006","no degree/no degree yet","Female","","","",""
"5 on scale 1-7","2006","lower secondary degree","Male","","","",""
"5 on scale 1-7","2006","lower secondary degree","Female","","","",""
"5 on scale 1-7","2006","secondary school degree","Male","","","",""
"5 on scale 1-7","2006","secondary school degree","Female","","","",""
