"plh0206i03","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","127","0.201237819093944","0.170320959042643","0.232154679145245"
"1 Strongly disagree","2005","inadequately","73","0.322839674297134","0.262544673682564","0.383134674911703"
"1 Strongly disagree","2005","general elemantary","651","0.280887938585627","0.262888450069386","0.298887427101869"
"1 Strongly disagree","2005","middle vocational","2491","0.257496220563418","0.24901601872905","0.265976422397786"
"1 Strongly disagree","2005","vocational + Abi","252","0.243790238858805","0.218777907500427","0.268802570217184"
"1 Strongly disagree","2005","higher vocational","374","0.24568789121796","0.224291018147245","0.267084764288675"
"1 Strongly disagree","2005","higher education","1026","0.260855277168168","0.247510289258998","0.274200265077338"
"2 on scale 1-7 ","2005","in school","146","0.20752756929781","0.176255126057323","0.238800012538298"
"2 on scale 1-7 ","2005","inadequately","36","0.130641357258646","0.0871821369034302","0.174100577613861"
"2 on scale 1-7 ","2005","general elemantary","479","0.194922489906466","0.17905730439386","0.210787675419073"
"2 on scale 1-7 ","2005","middle vocational","2363","0.220742714640532","0.212699029724858","0.228786399556206"
"2 on scale 1-7 ","2005","vocational + Abi","317","0.263592192923486","0.237926656764129","0.289257729082843"
"2 on scale 1-7 ","2005","higher vocational","398","0.246747023266144","0.225319139412447","0.268174907119841"
"2 on scale 1-7 ","2005","higher education","1147","0.264238582228581","0.250838105426916","0.277639059030246"
"3 on scale 1-7 ","2005","in school","118","0.190209796900342","0.159945225207504","0.22047436859318"
"3 on scale 1-7 ","2005","inadequately","43","0.222692177637983","0.169039537047984","0.276344818227981"
"3 on scale 1-7 ","2005","general elemantary","358","0.149600151599623","0.135315391998917","0.16388491120033"
"3 on scale 1-7 ","2005","middle vocational","1832","0.179361816298039","0.171921142216149","0.186802490379929"
"3 on scale 1-7 ","2005","vocational + Abi","233","0.202911845105877","0.1794840317596","0.226339658452155"
"3 on scale 1-7 ","2005","higher vocational","298","0.189253722403509","0.169784545504427","0.208722899302591"
"3 on scale 1-7 ","2005","higher education","826","0.198816410703038","0.186686830572242","0.210945990833834"
"4 on scale 1-7","2005","in school","128","0.148559018851072","0.121133262208566","0.175984775493579"
"4 on scale 1-7","2005","inadequately","39","0.152276542415023","0.105944045545762","0.198609039284283"
"4 on scale 1-7","2005","general elemantary","419","0.177516593749833","0.162213530175379","0.192819657324286"
"4 on scale 1-7","2005","middle vocational","1746","0.172719636454807","0.165388544943855","0.18005072796576"
"4 on scale 1-7","2005","vocational + Abi","173","0.14144819045754","0.121147686025617","0.161748694889464"
"4 on scale 1-7","2005","higher vocational","262","0.178538986796736","0.159504424021055","0.197573549572416"
"4 on scale 1-7","2005","higher education","647","0.158579108653737","0.147477567775529","0.169680649531945"
"5 on scale 1-7","2005","in school","68","0.129525587758012","0.103632274670601","0.155418900845423"
"5 on scale 1-7","2005","inadequately","","","",""
"5 on scale 1-7","2005","general elemantary","242","0.0917622789286887","0.0802004325377357","0.103324125319642"
"5 on scale 1-7","2005","middle vocational","947","0.0856879127448182","0.0802594303000039","0.0911163951896324"
"5 on scale 1-7","2005","vocational + Abi","99","0.0877555551251765","0.0712732556719946","0.104237854578358"
"5 on scale 1-7","2005","higher vocational","132","0.0829184465664086","0.0692123921442354","0.0966245009885818"
"5 on scale 1-7","2005","higher education","325","0.0724666361935136","0.0645873395336997","0.0803459328533275"
"6 on scale 1-7","2005","in school","33","0.0611163922129557","0.0426442797076547","0.0795885047182566"
"6 on scale 1-7","2005","inadequately","","","",""
"6 on scale 1-7","2005","general elemantary","134","0.0535644640920829","0.0445471077236702","0.0625818204604956"
"6 on scale 1-7","2005","middle vocational","461","0.047487913142681","0.0433631575962058","0.0516126686891562"
"6 on scale 1-7","2005","vocational + Abi","37","0.0335035982050377","0.0230209569278883","0.0439862394821872"
"6 on scale 1-7","2005","higher vocational","50","0.0218591294803109","0.0145913786648417","0.0291268802957801"
"6 on scale 1-7","2005","higher education","116","0.0274473338416049","0.0224818648110851","0.0324128028721248"
"7 Strongly agree","2005","in school","","","",""
"7 Strongly agree","2005","inadequately","","","",""
"7 Strongly agree","2005","general elemantary","112","0.0517460831376786","0.0428745966428747","0.0606175696324826"
"7 Strongly agree","2005","middle vocational","373","0.0365037861557042","0.0328666011916329","0.0401409711197755"
"7 Strongly agree","2005","vocational + Abi","","","",""
"7 Strongly agree","2005","higher vocational","41","0.0349948002689315","0.0258610426916941","0.0441285578461689"
"7 Strongly agree","2005","higher education","72","0.0175966512113576","0.0136007608752961","0.0215925415474192"
"1 Strongly disagree","2006","in school","","","",""
"1 Strongly disagree","2006","inadequately","","","",""
"1 Strongly disagree","2006","general elemantary","","","",""
"1 Strongly disagree","2006","middle vocational","","","",""
"1 Strongly disagree","2006","vocational + Abi","","","",""
"1 Strongly disagree","2006","higher vocational","","","",""
"1 Strongly disagree","2006","higher education","","","",""
"2 on scale 1-7 ","2006","in school","","","",""
"2 on scale 1-7 ","2006","inadequately","","","",""
"2 on scale 1-7 ","2006","general elemantary","","","",""
"2 on scale 1-7 ","2006","middle vocational","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","higher vocational","","","",""
"2 on scale 1-7 ","2006","higher education","","","",""
"3 on scale 1-7 ","2006","in school","","","",""
"3 on scale 1-7 ","2006","inadequately","","","",""
"3 on scale 1-7 ","2006","general elemantary","","","",""
"3 on scale 1-7 ","2006","middle vocational","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","higher vocational","","","",""
"3 on scale 1-7 ","2006","higher education","","","",""
"4 on scale 1-7","2006","in school","","","",""
"4 on scale 1-7","2006","inadequately","","","",""
"4 on scale 1-7","2006","general elemantary","","","",""
"4 on scale 1-7","2006","middle vocational","","","",""
"4 on scale 1-7","2006","vocational + Abi","","","",""
"4 on scale 1-7","2006","higher vocational","","","",""
"4 on scale 1-7","2006","higher education","","","",""
"5 on scale 1-7","2006","in school","","","",""
"5 on scale 1-7","2006","inadequately","","","",""
"5 on scale 1-7","2006","general elemantary","","","",""
"5 on scale 1-7","2006","middle vocational","","","",""
"5 on scale 1-7","2006","vocational + Abi","","","",""
"5 on scale 1-7","2006","higher vocational","","","",""
"5 on scale 1-7","2006","higher education","","","",""
"6 on scale 1-7","2006","in school","","","",""
"6 on scale 1-7","2006","inadequately","","","",""
"6 on scale 1-7","2006","general elemantary","","","",""
"6 on scale 1-7","2006","middle vocational","","","",""
"6 on scale 1-7","2006","vocational + Abi","","","",""
"6 on scale 1-7","2006","higher vocational","","","",""
"6 on scale 1-7","2006","higher education","","","",""
"7 Strongly agree","2006","in school","","","",""
"7 Strongly agree","2006","inadequately","","","",""
"7 Strongly agree","2006","general elemantary","","","",""
"7 Strongly agree","2006","middle vocational","","","",""
"7 Strongly agree","2006","vocational + Abi","","","",""
"7 Strongly agree","2006","higher vocational","","","",""
"7 Strongly agree","2006","higher education","","","",""
"1 Strongly disagree","2007","in school","","","",""
"1 Strongly disagree","2007","inadequately","","","",""
"1 Strongly disagree","2007","general elemantary","","","",""
"1 Strongly disagree","2007","middle vocational","","","",""
"1 Strongly disagree","2007","vocational + Abi","","","",""
"1 Strongly disagree","2007","higher vocational","","","",""
"1 Strongly disagree","2007","higher education","","","",""
"2 on scale 1-7 ","2007","in school","","","",""
"2 on scale 1-7 ","2007","inadequately","","","",""
"2 on scale 1-7 ","2007","general elemantary","","","",""
"2 on scale 1-7 ","2007","middle vocational","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","higher vocational","","","",""
"2 on scale 1-7 ","2007","higher education","","","",""
"3 on scale 1-7 ","2007","in school","","","",""
"3 on scale 1-7 ","2007","inadequately","","","",""
"3 on scale 1-7 ","2007","general elemantary","","","",""
"3 on scale 1-7 ","2007","middle vocational","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","higher vocational","","","",""
"3 on scale 1-7 ","2007","higher education","","","",""
"4 on scale 1-7","2007","in school","","","",""
"4 on scale 1-7","2007","inadequately","","","",""
"4 on scale 1-7","2007","general elemantary","","","",""
"4 on scale 1-7","2007","middle vocational","","","",""
"4 on scale 1-7","2007","vocational + Abi","","","",""
"4 on scale 1-7","2007","higher vocational","","","",""
"4 on scale 1-7","2007","higher education","","","",""
"5 on scale 1-7","2007","in school","","","",""
"5 on scale 1-7","2007","inadequately","","","",""
"5 on scale 1-7","2007","general elemantary","","","",""
"5 on scale 1-7","2007","middle vocational","","","",""
"5 on scale 1-7","2007","vocational + Abi","","","",""
"5 on scale 1-7","2007","higher vocational","","","",""
"5 on scale 1-7","2007","higher education","","","",""
"6 on scale 1-7","2007","in school","","","",""
"6 on scale 1-7","2007","inadequately","","","",""
"6 on scale 1-7","2007","general elemantary","","","",""
"6 on scale 1-7","2007","middle vocational","","","",""
"6 on scale 1-7","2007","vocational + Abi","","","",""
"6 on scale 1-7","2007","higher vocational","","","",""
"6 on scale 1-7","2007","higher education","","","",""
"7 Strongly agree","2007","in school","","","",""
"7 Strongly agree","2007","inadequately","","","",""
"7 Strongly agree","2007","general elemantary","","","",""
"7 Strongly agree","2007","middle vocational","","","",""
"7 Strongly agree","2007","vocational + Abi","","","",""
"7 Strongly agree","2007","higher vocational","","","",""
"7 Strongly agree","2007","higher education","","","",""
"1 Strongly disagree","2008","in school","","","",""
"1 Strongly disagree","2008","inadequately","","","",""
"1 Strongly disagree","2008","general elemantary","","","",""
"1 Strongly disagree","2008","middle vocational","","","",""
"1 Strongly disagree","2008","vocational + Abi","","","",""
"1 Strongly disagree","2008","higher vocational","","","",""
"1 Strongly disagree","2008","higher education","","","",""
"2 on scale 1-7 ","2008","in school","","","",""
"2 on scale 1-7 ","2008","inadequately","","","",""
"2 on scale 1-7 ","2008","general elemantary","","","",""
"2 on scale 1-7 ","2008","middle vocational","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","higher vocational","","","",""
"2 on scale 1-7 ","2008","higher education","","","",""
"3 on scale 1-7 ","2008","in school","","","",""
"3 on scale 1-7 ","2008","inadequately","","","",""
"3 on scale 1-7 ","2008","general elemantary","","","",""
"3 on scale 1-7 ","2008","middle vocational","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","higher vocational","","","",""
"3 on scale 1-7 ","2008","higher education","","","",""
"4 on scale 1-7","2008","in school","","","",""
"4 on scale 1-7","2008","inadequately","","","",""
"4 on scale 1-7","2008","general elemantary","","","",""
"4 on scale 1-7","2008","middle vocational","","","",""
"4 on scale 1-7","2008","vocational + Abi","","","",""
"4 on scale 1-7","2008","higher vocational","","","",""
"4 on scale 1-7","2008","higher education","","","",""
"5 on scale 1-7","2008","in school","","","",""
"5 on scale 1-7","2008","inadequately","","","",""
"5 on scale 1-7","2008","general elemantary","","","",""
"5 on scale 1-7","2008","middle vocational","","","",""
"5 on scale 1-7","2008","vocational + Abi","","","",""
"5 on scale 1-7","2008","higher vocational","","","",""
"5 on scale 1-7","2008","higher education","","","",""
"6 on scale 1-7","2008","in school","","","",""
"6 on scale 1-7","2008","inadequately","","","",""
"6 on scale 1-7","2008","general elemantary","","","",""
"6 on scale 1-7","2008","middle vocational","","","",""
"6 on scale 1-7","2008","vocational + Abi","","","",""
"6 on scale 1-7","2008","higher vocational","","","",""
"6 on scale 1-7","2008","higher education","","","",""
"7 Strongly agree","2008","in school","","","",""
"7 Strongly agree","2008","inadequately","","","",""
"7 Strongly agree","2008","general elemantary","","","",""
"7 Strongly agree","2008","middle vocational","","","",""
"7 Strongly agree","2008","vocational + Abi","","","",""
"7 Strongly agree","2008","higher vocational","","","",""
"7 Strongly agree","2008","higher education","","","",""
"1 Strongly disagree","2009","in school","","","",""
"1 Strongly disagree","2009","inadequately","","","",""
"1 Strongly disagree","2009","general elemantary","","","",""
"1 Strongly disagree","2009","middle vocational","","","",""
"1 Strongly disagree","2009","vocational + Abi","","","",""
"1 Strongly disagree","2009","higher vocational","","","",""
"1 Strongly disagree","2009","higher education","","","",""
"2 on scale 1-7 ","2009","in school","","","",""
"2 on scale 1-7 ","2009","inadequately","","","",""
"2 on scale 1-7 ","2009","general elemantary","","","",""
"2 on scale 1-7 ","2009","middle vocational","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","higher vocational","","","",""
"2 on scale 1-7 ","2009","higher education","","","",""
"3 on scale 1-7 ","2009","in school","","","",""
"3 on scale 1-7 ","2009","inadequately","","","",""
"3 on scale 1-7 ","2009","general elemantary","","","",""
"3 on scale 1-7 ","2009","middle vocational","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","higher vocational","","","",""
"3 on scale 1-7 ","2009","higher education","","","",""
"4 on scale 1-7","2009","in school","","","",""
"4 on scale 1-7","2009","inadequately","","","",""
"4 on scale 1-7","2009","general elemantary","","","",""
"4 on scale 1-7","2009","middle vocational","","","",""
"4 on scale 1-7","2009","vocational + Abi","","","",""
"4 on scale 1-7","2009","higher vocational","","","",""
"4 on scale 1-7","2009","higher education","","","",""
"5 on scale 1-7","2009","in school","","","",""
"5 on scale 1-7","2009","inadequately","","","",""
"5 on scale 1-7","2009","general elemantary","","","",""
"5 on scale 1-7","2009","middle vocational","","","",""
"5 on scale 1-7","2009","vocational + Abi","","","",""
"5 on scale 1-7","2009","higher vocational","","","",""
"5 on scale 1-7","2009","higher education","","","",""
"6 on scale 1-7","2009","in school","","","",""
"6 on scale 1-7","2009","inadequately","","","",""
