"plh0206i03","year","age_gr","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","(0) in school","128","0.201717871958111","0.170868821219071","0.232566922697152"
"1 Strongly disagree","2005","16-34 y.","(1a) inadequately completed","13","","",""
"1 Strongly disagree","2005","16-34 y.","(1b) general elementary school","83","0.201370976062063","0.162834463660122","0.239907488464004"
"1 Strongly disagree","2005","16-34 y.","(1c) basic vocational qualification","120","0.198766126818095","0.166940243959979","0.230592009676211"
"1 Strongly disagree","2005","16-34 y.","(2b) intermediate general qualification","89","0.196725825428105","0.159708177694962","0.233743473161248"
"1 Strongly disagree","2005","16-34 y.","(2a) intermediate vocational","195","0.165544125705185","0.144016113890822","0.187072137519548"
"1 Strongly disagree","2005","16-34 y.","(2c_gen) general maturity certificate","128","0.205420396341696","0.174504157116445","0.236336635566947"
"1 Strongly disagree","2005","16-34 y.","(2c_voc) vocational maturity certificate","84","0.20835705940175","0.172900090683617","0.243814028119883"
"1 Strongly disagree","2005","16-34 y.","(3a) lower tertiary education","30","0.187097413033214","0.132638606181018","0.24155621988541"
"1 Strongly disagree","2005","16-34 y.","(3b) higher tertiary education","61","0.180280561011098","0.138292364346623","0.222268757675573"
"1 Strongly disagree","2005","35-65 y.","(0) in school","","","",""
"1 Strongly disagree","2005","35-65 y.","(1a) inadequately completed","51","0.391037444230331","0.309620834239944","0.472454054220717"
"1 Strongly disagree","2005","35-65 y.","(1b) general elementary school","186","0.247979812321275","0.216717649779195","0.279241974863354"
"1 Strongly disagree","2005","35-65 y.","(1c) basic vocational qualification","789","0.246295294268945","0.231742204664053","0.260848383873837"
"1 Strongly disagree","2005","35-65 y.","(2b) intermediate general qualification","31","0.330375302716232","0.238188742657083","0.422561862775381"
"1 Strongly disagree","2005","35-65 y.","(2a) intermediate vocational","778","0.241237237174216","0.226496506472328","0.255977967876104"
"1 Strongly disagree","2005","35-65 y.","(2c_gen) general maturity certificate","20","","",""
"1 Strongly disagree","2005","35-65 y.","(2c_voc) vocational maturity certificate","197","0.210148252277013","0.182903228448112","0.237393276105914"
"1 Strongly disagree","2005","35-65 y.","(3a) lower tertiary education","284","0.27519087680237","0.249445573323058","0.300936180281683"
"1 Strongly disagree","2005","35-65 y.","(3b) higher tertiary education","410","0.223797474199613","0.204649293677377","0.242945654721848"
"1 Strongly disagree","2005","66 and older","(0) in school","","","",""
"1 Strongly disagree","2005","66 and older","(1a) inadequately completed","24","","",""
"1 Strongly disagree","2005","66 and older","(1b) general elementary school","257","0.38299653438361","0.347113037711018","0.418880031056202"
"1 Strongly disagree","2005","66 and older","(1c) basic vocational qualification","548","0.340815848266977","0.318402859120986","0.363228837412968"
"1 Strongly disagree","2005","66 and older","(2b) intermediate general qualification","13","","",""
"1 Strongly disagree","2005","66 and older","(2a) intermediate vocational","152","0.399225000449937","0.351410418957685","0.44703958194219"
"1 Strongly disagree","2005","66 and older","(2c_gen) general maturity certificate","8","","",""
"1 Strongly disagree","2005","66 and older","(2c_voc) vocational maturity certificate","58","0.426970379934043","0.347548096987179","0.506392662880907"
"1 Strongly disagree","2005","66 and older","(3a) lower tertiary education","107","0.349229843740819","0.294736442588919","0.403723244892718"
"1 Strongly disagree","2005","66 and older","(3b) higher tertiary education","134","0.406368500774676","0.356322922020931","0.456414079528421"
"2 on scale 1-7 ","2005","16-34 y.","(0) in school","147","0.206840225814521","0.175702330476261","0.237978121152781"
"2 on scale 1-7 ","2005","16-34 y.","(1a) inadequately completed","6","","",""
"2 on scale 1-7 ","2005","16-34 y.","(1b) general elementary school","70","0.152514368603715","0.117966363256583","0.187062373950847"
"2 on scale 1-7 ","2005","16-34 y.","(1c) basic vocational qualification","123","0.206769820821194","0.174472030413884","0.239067611228505"
"2 on scale 1-7 ","2005","16-34 y.","(2b) intermediate general qualification","101","0.220653461614295","0.18203749540281","0.259269427825781"
"2 on scale 1-7 ","2005","16-34 y.","(2a) intermediate vocational","280","0.242066160624697","0.2172560878969","0.266876233352495"
"2 on scale 1-7 ","2005","16-34 y.","(2c_gen) general maturity certificate","173","0.236469564551948","0.203953575112657","0.268985553991239"
"2 on scale 1-7 ","2005","16-34 y.","(2c_voc) vocational maturity certificate","153","0.303777389144762","0.263627476273925","0.3439273020156"
"2 on scale 1-7 ","2005","16-34 y.","(3a) lower tertiary education","55","0.252033471078774","0.191403805854066","0.312663136303481"
"2 on scale 1-7 ","2005","16-34 y.","(3b) higher tertiary education","112","0.362389536324262","0.309886345545344","0.41489272710318"
"2 on scale 1-7 ","2005","35-65 y.","(0) in school","","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1a) inadequately completed","21","","",""
"2 on scale 1-7 ","2005","35-65 y.","(1b) general elementary school","134","0.195678882167805","0.16695898908455","0.224398775251059"
"2 on scale 1-7 ","2005","35-65 y.","(1c) basic vocational qualification","750","0.208158258093734","0.194444939961332","0.221871576226137"
"2 on scale 1-7 ","2005","35-65 y.","(2b) intermediate general qualification","17","","",""
"2 on scale 1-7 ","2005","35-65 y.","(2a) intermediate vocational","797","0.24142092533402","0.226676368666462","0.256165482001579"
"2 on scale 1-7 ","2005","35-65 y.","(2c_gen) general maturity certificate","43","0.322809090364616","0.240181712066664","0.405436468662568"
"2 on scale 1-7 ","2005","35-65 y.","(2c_voc) vocational maturity certificate","236","0.25351512928984","0.224423773935463","0.282606484644218"
"2 on scale 1-7 ","2005","35-65 y.","(3a) lower tertiary education","331","0.289908205241704","0.263753087778098","0.316063322705309"
"2 on scale 1-7 ","2005","35-65 y.","(3b) higher tertiary education","498","0.251865114090128","0.231922303751152","0.271807924429104"
"2 on scale 1-7 ","2005","66 and older","(0) in school","","","",""
"2 on scale 1-7 ","2005","66 and older","(1a) inadequately completed","11","","",""
"2 on scale 1-7 ","2005","66 and older","(1b) general elementary school","153","0.208913070425678","0.178904283278152","0.238921857573204"
"2 on scale 1-7 ","2005","66 and older","(1c) basic vocational qualification","386","0.212498274574343","0.193154555681396","0.231841993467291"
"2 on scale 1-7 ","2005","66 and older","(2b) intermediate general qualification","7","","",""
"2 on scale 1-7 ","2005","66 and older","(2a) intermediate vocational","79","0.191251217518325","0.152853581086142","0.229648853950509"
"2 on scale 1-7 ","2005","66 and older","(2c_gen) general maturity certificate","4","","",""
"2 on scale 1-7 ","2005","66 and older","(2c_voc) vocational maturity certificate","33","0.243611610699351","0.174686674099906","0.312536547298796"
