"plh0206i03","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","no migration background","Urban Area","2721","0.256942546811931","0.248824178654022","0.26506091496984","1"
"1 Strongly disagree","2005","no migration background","Rural Area","1473","0.252664778960201","0.241957496683154","0.263372061237247","1"
"1 Strongly disagree","2005","direct migration background","Urban Area","596","0.294750932256303","0.274540594840344","0.314961269672261","1"
"1 Strongly disagree","2005","direct migration background","Rural Area","110","0.298038466526506","0.253045393679572","0.343031539373439","1"
"1 Strongly disagree","2005","indirect migration background","Urban Area","141","0.198525154872664","0.169409056466369","0.227641253278959","1"
"1 Strongly disagree","2005","indirect migration background","Rural Area","13","","","","1"
"2 on scale 1-7 ","2005","direct migration background","Urban Area","373","0.186103669741","0.168851778015789","0.203355561466211","2"
"2 on scale 1-7 ","2005","no migration background","Urban Area","2848","0.238246002793302","0.230330842490406","0.246161163096198","2"
"2 on scale 1-7 ","2005","indirect migration background","Rural Area","22","","","","2"
"2 on scale 1-7 ","2005","no migration background","Rural Area","1454","0.21985505767219","0.209650244624079","0.230059870720302","2"
"2 on scale 1-7 ","2005","direct migration background","Rural Area","89","0.221674653164036","0.180815304115453","0.262534002212618","2"
"2 on scale 1-7 ","2005","indirect migration background","Urban Area","162","0.23375054104298","0.202858837281543","0.264642244804417","2"
"3 on scale 1-7 ","2005","indirect migration background","Urban Area","130","0.191531365633718","0.162808220077668","0.220254511189767","3"
"3 on scale 1-7 ","2005","no migration background","Urban Area","2038","0.182757019495116","0.175576561178866","0.189937477811365","3"
"3 on scale 1-7 ","2005","direct migration background","Rural Area","70","0.193985981032385","0.155089589946869","0.232882372117901","3"
"3 on scale 1-7 ","2005","direct migration background","Urban Area","302","0.177200134674931","0.160274154029379","0.194126115320482","3"
"3 on scale 1-7 ","2005","no migration background","Rural Area","1195","0.178854453433946","0.169411472258041","0.188297434609852","3"
"3 on scale 1-7 ","2005","indirect migration background","Rural Area","19","","","","3"
"4 on scale 1-7","2005","indirect migration background","Rural Area","26","","","","4"
"4 on scale 1-7","2005","no migration background","Rural Area","1134","0.181653373452876","0.172153024536816","0.191153722368935","4"
"4 on scale 1-7","2005","direct migration background","Urban Area","323","0.160975713235933","0.144684922862666","0.1772665036092","4"
"4 on scale 1-7","2005","indirect migration background","Urban Area","119","0.142188254731851","0.116695996178839","0.167680513284863","4"
"4 on scale 1-7","2005","no migration background","Urban Area","1798","0.164156239769899","0.157273984411646","0.171038495128152","4"
"4 on scale 1-7","2005","direct migration background","Rural Area","75","0.164060761839579","0.127632155624809","0.20048936805435","4"
"5 on scale 1-7","2005","indirect migration background","Rural Area","13","","","","5"
"5 on scale 1-7","2005","direct migration background","Rural Area","27","","","","5"
"5 on scale 1-7","2005","indirect migration background","Urban Area","90","0.127405601686007","0.103067823390216","0.151743379981797","5"
"5 on scale 1-7","2005","no migration background","Urban Area","954","0.0812169124711863","0.0761415242622834","0.0862923006800893","5"
"5 on scale 1-7","2005","no migration background","Rural Area","589","0.0873903569246121","0.0804317315392701","0.0943489823099541","5"
"5 on scale 1-7","2005","direct migration background","Urban Area","182","0.0896066029126028","0.0769458577806855","0.10226734804452","5"
"6 on scale 1-7","2005","indirect migration background","Rural Area","5","","","","6"
"6 on scale 1-7","2005","direct migration background","Urban Area","87","0.0415323264563721","0.032688166785957","0.0503764861267872","6"
"6 on scale 1-7","2005","indirect migration background","Urban Area","42","0.0514258997558979","0.0353043406667527","0.0675474588450431","6"
"6 on scale 1-7","2005","no migration background","Urban Area","428","0.0424556841517888","0.0387095192062369","0.0462018490973406","6"
"6 on scale 1-7","2005","direct migration background","Rural Area","14","","","","6"
"6 on scale 1-7","2005","no migration background","Rural Area","279","0.0433155749790603","0.0382995976208814","0.0483315523372393","6"
"7 Strongly agree","2005","indirect migration background","Rural Area","6","","","","7"
"7 Strongly agree","2005","indirect migration background","Urban Area","37","0.0551731822768823","0.0385075965683572","0.0718387679854075","7"
"7 Strongly agree","2005","direct migration background","Urban Area","92","0.049830620722859","0.0401851511819935","0.0594760902637246","7"
"7 Strongly agree","2005","direct migration background","Rural Area","12","","","","7"
"7 Strongly agree","2005","no migration background","Urban Area","341","0.0342255945067774","0.0308476471370915","0.0376035418764632","7"
"7 Strongly agree","2005","no migration background","Rural Area","203","0.0362664045771145","0.0316598107198423","0.0408729984343867","7"
"1 Strongly disagree","2006","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2006","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2006","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2006","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2006","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Urban Area","","","","","4"
"5 on scale 1-7","2006","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2006","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2006","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Rural Area","","","","","7"
"1 Strongly disagree","2007","no migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Rural Area","","","","","2"
