"plh0206i03","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Full Time","in school","","","",""
"1 Strongly disagree","2005","Full Time","inadequately","12","","",""
"1 Strongly disagree","2005","Full Time","general elemantary","118","0.205484416063911","0.171838383263847","0.239130448863975"
"1 Strongly disagree","2005","Full Time","middle vocational","764","0.20219401842598","0.189420709769736","0.214967327082225"
"1 Strongly disagree","2005","Full Time","vocational + Abi","96","0.154065666639021","0.123301757882481","0.184829575395561"
"1 Strongly disagree","2005","Full Time","higher vocational","140","0.192202733400746","0.164317044464381","0.220088422337112"
"1 Strongly disagree","2005","Full Time","higher education","480","0.229129493069703","0.211690174221803","0.246568811917603"
"1 Strongly disagree","2005","Part Time","in school","13","","",""
"1 Strongly disagree","2005","Part Time","inadequately","16","","",""
"1 Strongly disagree","2005","Part Time","general elemantary","124","0.238711278929415","0.201232877016272","0.276189680842557"
"1 Strongly disagree","2005","Part Time","middle vocational","590","0.247274121365098","0.230362476737962","0.264185765992235"
"1 Strongly disagree","2005","Part Time","vocational + Abi","77","0.302728536294708","0.252389983196829","0.353067089392586"
"1 Strongly disagree","2005","Part Time","higher vocational","95","0.298435877099992","0.249216257737962","0.347655496462022"
"1 Strongly disagree","2005","Part Time","higher education","231","0.248547247717501","0.220741830128603","0.276352665306398"
"1 Strongly disagree","2005","Not Working","in school","114","0.218128625372416","0.183520472876865","0.252736777867968"
"1 Strongly disagree","2005","Not Working","inadequately","45","0.362452346926324","0.284209278494388","0.440695415358261"
"1 Strongly disagree","2005","Not Working","general elemantary","409","0.327195773445933","0.302111781382352","0.352279765509513"
"1 Strongly disagree","2005","Not Working","middle vocational","1137","0.31515320133744","0.300600628410075","0.329705774264804"
"1 Strongly disagree","2005","Not Working","vocational + Abi","79","0.3264898370671","0.271855989886566","0.381123684247634"
"1 Strongly disagree","2005","Not Working","higher vocational","139","0.297204751614087","0.255257071043049","0.339152432185125"
"1 Strongly disagree","2005","Not Working","higher education","315","0.327207326241168","0.298126936188894","0.356287716293443"
"2 on scale 1-7 ","2005","Full Time","in school","1","","",""
"2 on scale 1-7 ","2005","Full Time","inadequately","15","","",""
"2 on scale 1-7 ","2005","Full Time","general elemantary","109","0.207794184006127","0.17400879561984","0.241579572392414"
"2 on scale 1-7 ","2005","Full Time","middle vocational","867","0.227181631959815","0.213855750792956","0.240507513126675"
"2 on scale 1-7 ","2005","Full Time","vocational + Abi","154","0.291963293536","0.25321859655319","0.33070799051881"
"2 on scale 1-7 ","2005","Full Time","higher vocational","187","0.222313030277789","0.192886755946494","0.251739304609084"
"2 on scale 1-7 ","2005","Full Time","higher education","630","0.272952916031153","0.254467746262206","0.291438085800101"
"2 on scale 1-7 ","2005","Part Time","in school","33","0.409720211023688","0.311345125022045","0.508095297025331"
"2 on scale 1-7 ","2005","Part Time","inadequately","5","","",""
"2 on scale 1-7 ","2005","Part Time","general elemantary","102","0.196406373767441","0.161479000374633","0.231333747160249"
"2 on scale 1-7 ","2005","Part Time","middle vocational","619","0.2341335228492","0.217534351169217","0.250732694529183"
"2 on scale 1-7 ","2005","Part Time","vocational + Abi","90","0.256510564760391","0.208662637283192","0.304358492237591"
"2 on scale 1-7 ","2005","Part Time","higher vocational","88","0.252172039265082","0.20546004983649","0.298884028693673"
"2 on scale 1-7 ","2005","Part Time","higher education","267","0.291022460937438","0.261797523128054","0.320247398746822"
"2 on scale 1-7 ","2005","Not Working","in school","112","0.170783788927679","0.13924742330805","0.202320154547307"
"2 on scale 1-7 ","2005","Not Working","inadequately","16","","",""
"2 on scale 1-7 ","2005","Not Working","general elemantary","268","0.189241676242123","0.168300428347786","0.21018292413646"
"2 on scale 1-7 ","2005","Not Working","middle vocational","877","0.207112064530753","0.194418289077605","0.219805839983902"
