"plh0206i03","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","16-34 y.","Male","397","0.160770984390965","0.146486146587379","0.17505582219455","1"
"1 Strongly disagree","2005","16-34 y.","Female","598","0.226461884483474","0.210861369292521","0.242062399674427","1"
"1 Strongly disagree","2005","35-65 y.","Male","1027","0.19403195801962","0.183681975114343","0.204381940924897","1"
"1 Strongly disagree","2005","35-65 y.","Female","1729","0.293877614176538","0.28231060489036","0.305444623462716","1"
"1 Strongly disagree","2005","66 and older","Male","495","0.303092499886791","0.28139145644295","0.324793543330632","1"
"1 Strongly disagree","2005","66 and older","Female","808","0.415273023719982","0.393879150076823","0.436666897363141","1"
"2 on scale 1-7 ","2005","35-65 y.","Male","1314","0.218069758487725","0.20726224428748","0.22887727268797","2"
"2 on scale 1-7 ","2005","16-34 y.","Male","551","0.204779177398757","0.189085742813913","0.220472611983601","2"
"2 on scale 1-7 ","2005","66 and older","Female","470","0.21701165169468","0.199115272339233","0.234908031050127","2"
"2 on scale 1-7 ","2005","16-34 y.","Female","736","0.261079013277888","0.244707625129994","0.277450401425783","2"
"2 on scale 1-7 ","2005","35-65 y.","Female","1518","0.242887285106755","0.231998473053173","0.253776097160337","2"
"2 on scale 1-7 ","2005","66 and older","Male","359","0.201104552039356","0.182178441333395","0.220030662745317","2"
"3 on scale 1-7 ","2005","66 and older","Male","296","0.169323819512591","0.151615377274824","0.187032261750359","3"
"3 on scale 1-7 ","2005","16-34 y.","Male","487","0.199463144398872","0.18392306516567","0.215003223632074","3"
"3 on scale 1-7 ","2005","35-65 y.","Female","1013","0.171808208380759","0.162229978479056","0.181386438282462","3"
"3 on scale 1-7 ","2005","35-65 y.","Male","1111","0.195732402379642","0.185348137968018","0.206116666791265","3"
"3 on scale 1-7 ","2005","16-34 y.","Female","549","0.204029190045513","0.189008314538921","0.219050065552106","3"
"3 on scale 1-7 ","2005","66 and older","Female","298","0.140269051764077","0.12519228515163","0.155345818376524","3"
"4 on scale 1-7","2005","66 and older","Female","239","0.120770701293527","0.10662326095509","0.134918141631963","4"
"4 on scale 1-7","2005","16-34 y.","Female","451","0.157386478531472","0.14381277234399","0.170960184718954","4"
"4 on scale 1-7","2005","35-65 y.","Male","1075","0.193290684549448","0.182955741528454","0.203625627570443","4"
"4 on scale 1-7","2005","66 and older","Male","286","0.172957585668715","0.155099325292348","0.190815846045082","4"
"4 on scale 1-7","2005","16-34 y.","Male","524","0.2046221598968","0.188933194378624","0.220311125414976","4"
"4 on scale 1-7","2005","35-65 y.","Female","900","0.153888767519628","0.144726245474537","0.163051289564719","4"
"5 on scale 1-7","2005","66 and older","Female","126","0.0605214318459364","0.050168960505047","0.0708739031868258","5"
"5 on scale 1-7","2005","35-65 y.","Female","453","0.0690625655149669","0.0626241434595614","0.0755009875703725","5"
"5 on scale 1-7","2005","66 and older","Male","155","0.0827643981643013","0.0697546861037762","0.0957741102248263","5"
"5 on scale 1-7","2005","16-34 y.","Male","313","0.114142486603917","0.101776270435678","0.126508702772155","5"
"5 on scale 1-7","2005","16-34 y.","Female","259","0.089392659894475","0.0787581610956414","0.100027158693309","5"
"5 on scale 1-7","2005","35-65 y.","Male","549","0.098424784535688","0.090628327192451","0.106221241878925","5"
"6 on scale 1-7","2005","66 and older","Female","50","0.0239620222715663","0.0173224348555576","0.030601609687575","6"
"6 on scale 1-7","2005","35-65 y.","Male","273","0.0483985512636915","0.0427817660496817","0.0540153364777013","6"
"6 on scale 1-7","2005","66 and older","Male","72","0.0396266498683513","0.0304153868962164","0.0488379128404862","6"
"6 on scale 1-7","2005","16-34 y.","Male","146","0.0588046870859543","0.0496556143086596","0.067953759863249","6"
"6 on scale 1-7","2005","35-65 y.","Female","214","0.0420781304917494","0.0369802329368909","0.0471760280466079","6"
"6 on scale 1-7","2005","16-34 y.","Female","100","0.0361079788494536","0.0291542731597662","0.043061684539141","6"
"7 Strongly agree","2005","66 and older","Female","47","0.0221921174102316","0.0157966522283161","0.0285875825921472","7"
"7 Strongly agree","2005","66 and older","Male","60","0.0311304948598942","0.0229301690481514","0.0393308206716369","7"
"7 Strongly agree","2005","35-65 y.","Male","259","0.0520518607641855","0.0462381354634536","0.0578655860649174","7"
"7 Strongly agree","2005","35-65 y.","Female","131","0.0263974288096034","0.0223267249278986","0.0304681326913082","7"
"7 Strongly agree","2005","16-34 y.","Male","122","0.0574173602247347","0.0483701941607573","0.0664645262887121","7"
"7 Strongly agree","2005","16-34 y.","Female","72","0.0255427949177236","0.0196622696964482","0.031423320138999","7"
"1 Strongly disagree","2006","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2006","66 and older","Male","","","","","1"
"1 Strongly disagree","2006","66 and older","Female","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Male","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Male","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Male","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2006","66 and older","Female","","","","","4"
"4 on scale 1-7","2006","66 and older","Male","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Female","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Male","","","","","4"
"5 on scale 1-7","2006","66 and older","Female","","","","","5"
"5 on scale 1-7","2006","66 and older","Male","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Male","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Female","","","","","5"
"6 on scale 1-7","2006","66 and older","Female","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2006","66 and older","Male","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Female","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Male","","","","","6"
"7 Strongly agree","2006","66 and older","Female","","","","","7"
"7 Strongly agree","2006","35-65 y.","Male","","","","","7"
"7 Strongly agree","2006","35-65 y.","Female","","","","","7"
"7 Strongly agree","2006","66 and older","Male","","","","","7"
"7 Strongly agree","2006","16-34 y.","Male","","","","","7"
"7 Strongly agree","2006","16-34 y.","Female","","","","","7"
"1 Strongly disagree","2007","16-34 y.","Male","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2007","66 and older","Male","","","","","1"
"1 Strongly disagree","2007","66 and older","Female","","","","","1"
"2 on scale 1-7 ","2007","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Male","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Female","","","","","2"
"3 on scale 1-7 ","2007","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Male","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Male","","","","","3"
"4 on scale 1-7","2007","16-34 y.","Male","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Female","","","","","4"
"4 on scale 1-7","2007","66 and older","Female","","","","","4"
"4 on scale 1-7","2007","66 and older","Male","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Male","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Female","","","","","4"
"5 on scale 1-7","2007","66 and older","Female","","","","","5"
"5 on scale 1-7","2007","66 and older","Male","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Male","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Female","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Male","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Female","","","","","5"
"6 on scale 1-7","2007","66 and older","Female","","","","","6"
"6 on scale 1-7","2007","66 and older","Male","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Female","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Male","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Male","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Female","","","","","6"
"7 Strongly agree","2007","66 and older","Female","","","","","7"
"7 Strongly agree","2007","16-34 y.","Male","","","","","7"
"7 Strongly agree","2007","16-34 y.","Female","","","","","7"
"7 Strongly agree","2007","35-65 y.","Male","","","","","7"
"7 Strongly agree","2007","35-65 y.","Female","","","","","7"
"7 Strongly agree","2007","66 and older","Male","","","","","7"
"1 Strongly disagree","2008","16-34 y.","Female","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Male","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Female","","","","","1"
"1 Strongly disagree","2008","66 and older","Male","","","","","1"
"1 Strongly disagree","2008","66 and older","Female","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Male","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Male","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Female","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Female","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Male","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Female","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Male","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Male","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Female","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Female","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Male","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Female","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Male","","","","","3"
