"plh0206i03","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","West Germany","1206","0.202609416998259","0.192497001933815","0.212721832062703","1"
"1 Strongly disagree","2005","Full Time","East Germany","419","0.211934059867746","0.193715509325296","0.230152610410196","1"
"1 Strongly disagree","2005","Part Time","West Germany","951","0.261119878166183","0.247144963664862","0.275094792667504","1"
"1 Strongly disagree","2005","Part Time","East Germany","217","0.211720212562784","0.18650055525005","0.236939869875517","1"
"1 Strongly disagree","2005","Not Working","West Germany","1685","0.312256348594562","0.300255401536226","0.324257295652899","1"
"1 Strongly disagree","2005","Not Working","East Germany","576","0.305073146035757","0.285375541713229","0.324770750358285","1"
"2 on scale 1-7 ","2005","Part Time","West Germany","984","0.240042476653611","0.226453682816917","0.253631270490305","2"
"2 on scale 1-7 ","2005","Full Time","West Germany","1489","0.24009503651891","0.229348692141194","0.250841380896625","2"
"2 on scale 1-7 ","2005","Not Working","East Germany","505","0.220402157561055","0.202669039445841","0.238135275676269","2"
"2 on scale 1-7 ","2005","Full Time","East Germany","484","0.226198272000544","0.207547721592818","0.24484882240827","2"
"2 on scale 1-7 ","2005","Part Time","East Germany","244","0.245275184686629","0.218714519607438","0.27183584976582","2"
"2 on scale 1-7 ","2005","Not Working","West Germany","1242","0.204975009223899","0.194520890355823","0.215429128091976","2"
"3 on scale 1-7 ","2005","Not Working","West Germany","948","0.165447799408349","0.155824946724745","0.175070652091954","3"
"3 on scale 1-7 ","2005","Full Time","West Germany","1170","0.198667097864536","0.188628825303454","0.208705370425618","3"
"3 on scale 1-7 ","2005","Part Time","East Germany","198","0.178533059921911","0.154891714188507","0.202174405655314","3"
"3 on scale 1-7 ","2005","Part Time","West Germany","694","0.177954096803579","0.165785395501106","0.190122798106053","3"
"3 on scale 1-7 ","2005","Full Time","East Germany","388","0.204052792404145","0.186087033514831","0.222018551293458","3"
"3 on scale 1-7 ","2005","Not Working","East Germany","356","0.171435347904112","0.15531199873891","0.187558697069314","3"
"4 on scale 1-7","2005","Not Working","East Germany","340","0.148659080612695","0.133439967422412","0.163878193802978","4"
"4 on scale 1-7","2005","Full Time","East Germany","338","0.196124408717207","0.178423628541292","0.213825188893122","4"
"4 on scale 1-7","2005","Part Time","West Germany","605","0.165773213262929","0.153941668691037","0.17760475783482","4"
"4 on scale 1-7","2005","Not Working","West Germany","928","0.157483730110211","0.148050648735019","0.166916811485403","4"
"4 on scale 1-7","2005","Full Time","West Germany","1093","0.180177761393396","0.170508351669171","0.189847171117621","4"
"4 on scale 1-7","2005","Part Time","East Germany","171","0.186873303116714","0.162809150894172","0.210937455339256","4"
"5 on scale 1-7","2005","Not Working","East Germany","187","0.0890234850819321","0.0768406670285932","0.101206303135271","5"
"5 on scale 1-7","2005","Part Time","East Germany","102","0.0966001534382658","0.0783634330534896","0.114836873823042","5"
"5 on scale 1-7","2005","Not Working","West Germany","481","0.0820600517560835","0.0749525068070455","0.0891675967051215","5"
"5 on scale 1-7","2005","Full Time","West Germany","603","0.090556879215026","0.0833368655910993","0.0977768928389527","5"
"5 on scale 1-7","2005","Full Time","East Germany","172","0.0937179012324676","0.0807259272562535","0.106709875208682","5"
"5 on scale 1-7","2005","Part Time","West Germany","310","0.0757795877940392","0.0673597039894463","0.0841994715986322","5"
"6 on scale 1-7","2005","Not Working","East Germany","81","0.0392924575101635","0.0309807152435047","0.0476041997768224","6"
"6 on scale 1-7","2005","Part Time","West Germany","149","0.0433831836090427","0.0369017374774382","0.0498646297406473","6"
"6 on scale 1-7","2005","Not Working","West Germany","236","0.0410472852893284","0.0359093645208816","0.0461852060577753","6"
"6 on scale 1-7","2005","Full Time","West Germany","272","0.0462455082823035","0.040961754168408","0.0515292623961989","6"
"6 on scale 1-7","2005","Part Time","East Germany","42","0.044012053002565","0.0313492501030287","0.0566748559021012","6"
"6 on scale 1-7","2005","Full Time","East Germany","75","0.034689133692343","0.0265315321469573","0.0428467352377286","6"
"7 Strongly agree","2005","Not Working","East Germany","54","0.0261143252942849","0.0192919553506355","0.0329366952379342","7"
"7 Strongly agree","2005","Not Working","West Germany","208","0.0367297756175665","0.0318586448111863","0.0416009064239468","7"
"7 Strongly agree","2005","Part Time","West Germany","102","0.0359475637106162","0.0300247610856078","0.0418703663356247","7"
"7 Strongly agree","2005","Part Time","East Germany","34","0.036986033271132","0.025335307079002","0.048636759463262","7"
"7 Strongly agree","2005","Full Time","West Germany","236","0.04164829972757","0.0366219741166782","0.0466746253384617","7"
"7 Strongly agree","2005","Full Time","East Germany","57","0.0332834320855478","0.0252870084088462","0.0412798557622494","7"
"1 Strongly disagree","2006","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2006","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2006","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2006","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2006","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2006","Full Time","West Germany","","","","","1"
"2 on scale 1-7 ","2006","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Working","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Not Working","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Full Time","West Germany","","","","","3"
"4 on scale 1-7","2006","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2006","Full Time","West Germany","","","","","4"
"4 on scale 1-7","2006","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2006","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2006","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2006","Part Time","West Germany","","","","","4"
"5 on scale 1-7","2006","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2006","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2006","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2006","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2006","Full Time","West Germany","","","","","5"
"5 on scale 1-7","2006","Full Time","East Germany","","","","","5"
"6 on scale 1-7","2006","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2006","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2006","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2006","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2006","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2006","Full Time","West Germany","","","","","6"
"7 Strongly agree","2006","Not Working","East Germany","","","","","7"
"7 Strongly agree","2006","Part Time","West Germany","","","","","7"
"7 Strongly agree","2006","Part Time","East Germany","","","","","7"
"7 Strongly agree","2006","Not Working","West Germany","","","","","7"
"7 Strongly agree","2006","Full Time","West Germany","","","","","7"
"7 Strongly agree","2006","Full Time","East Germany","","","","","7"
"1 Strongly disagree","2007","Full Time","West Germany","","","","","1"
"1 Strongly disagree","2007","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2007","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2007","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2007","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2007","Not Working","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Not Working","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Full Time","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Part Time","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Full Time","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Working","West Germany","","","","","3"
"4 on scale 1-7","2007","Full Time","West Germany","","","","","4"
"4 on scale 1-7","2007","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2007","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2007","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2007","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2007","Part Time","East Germany","","","","","4"
"5 on scale 1-7","2007","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2007","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2007","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2007","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2007","Full Time","West Germany","","","","","5"
"5 on scale 1-7","2007","Full Time","East Germany","","","","","5"
"6 on scale 1-7","2007","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2007","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2007","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2007","Full Time","West Germany","","","","","6"
"6 on scale 1-7","2007","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2007","Full Time","East Germany","","","","","6"
"7 Strongly agree","2007","Not Working","East Germany","","","","","7"
"7 Strongly agree","2007","Full Time","West Germany","","","","","7"
"7 Strongly agree","2007","Full Time","East Germany","","","","","7"
"7 Strongly agree","2007","Part Time","West Germany","","","","","7"
"7 Strongly agree","2007","Part Time","East Germany","","","","","7"
"7 Strongly agree","2007","Not Working","West Germany","","","","","7"
"1 Strongly disagree","2008","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2008","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2008","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2008","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2008","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2008","Full Time","West Germany","","","","","1"
"2 on scale 1-7 ","2008","Part Time","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Not Working","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Full Time","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Not Working","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Part Time","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Full Time","West Germany","","","","","2"
"3 on scale 1-7 ","2008","Part Time","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Full Time","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Not Working","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Full Time","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Part Time","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Not Working","West Germany","","","","","3"
"4 on scale 1-7","2008","Not Working","East Germany","","","","","4"
"4 on scale 1-7","2008","Part Time","West Germany","","","","","4"
"4 on scale 1-7","2008","Not Working","West Germany","","","","","4"
"4 on scale 1-7","2008","Part Time","East Germany","","","","","4"
"4 on scale 1-7","2008","Full Time","East Germany","","","","","4"
"4 on scale 1-7","2008","Full Time","West Germany","","","","","4"
"5 on scale 1-7","2008","Not Working","East Germany","","","","","5"
"5 on scale 1-7","2008","Not Working","West Germany","","","","","5"
"5 on scale 1-7","2008","Part Time","West Germany","","","","","5"
"5 on scale 1-7","2008","Part Time","East Germany","","","","","5"
"5 on scale 1-7","2008","Full Time","East Germany","","","","","5"
"5 on scale 1-7","2008","Full Time","West Germany","","","","","5"
"6 on scale 1-7","2008","Not Working","East Germany","","","","","6"
"6 on scale 1-7","2008","Not Working","West Germany","","","","","6"
"6 on scale 1-7","2008","Part Time","West Germany","","","","","6"
"6 on scale 1-7","2008","Part Time","East Germany","","","","","6"
"6 on scale 1-7","2008","Full Time","East Germany","","","","","6"
"6 on scale 1-7","2008","Full Time","West Germany","","","","","6"
"7 Strongly agree","2008","Not Working","East Germany","","","","","7"
"7 Strongly agree","2008","Full Time","West Germany","","","","","7"
"7 Strongly agree","2008","Part Time","West Germany","","","","","7"
"7 Strongly agree","2008","Part Time","East Germany","","","","","7"
"7 Strongly agree","2008","Not Working","West Germany","","","","","7"
"7 Strongly agree","2008","Full Time","East Germany","","","","","7"
"1 Strongly disagree","2009","Full Time","East Germany","","","","","1"
"1 Strongly disagree","2009","Part Time","West Germany","","","","","1"
"1 Strongly disagree","2009","Part Time","East Germany","","","","","1"
"1 Strongly disagree","2009","Not Working","West Germany","","","","","1"
"1 Strongly disagree","2009","Not Working","East Germany","","","","","1"
"1 Strongly disagree","2009","Full Time","West Germany","","","","","1"
