"plh0206i03","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Not Employed","1-pers.-HH","536","0.384940309642279","0.359658918420353","0.410221700864206","1"
"1 Strongly disagree","2005","Not Employed","(Married) couple without C. ","1070","0.320736920236385","0.305213436833874","0.336260403638896","1"
"1 Strongly disagree","2005","Not Employed","Single parent ","93","0.238357235733891","0.196070358209967","0.280644113257816","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE 16 ","162","0.254136155955374","0.221070740619834","0.287201571290915","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. GT 16 ","209","0.202698872667931","0.178689705520011","0.226708039815852","1"
"1 Strongly disagree","2005","Not Employed","Couple + C. LE and GT 16","120","0.219985358030888","0.185079547754583","0.254891168307194","1"
"1 Strongly disagree","2005","Employed","1-pers.-HH","337","0.240513812439265","0.219084098927513","0.261943525951017","1"
"1 Strongly disagree","2005","Employed","(Married) couple without C. ","812","0.233452868293489","0.219489957107575","0.247415779479402","1"
"1 Strongly disagree","2005","Employed","Single parent ","174","0.236188759545175","0.204880349047903","0.267497170042448","1"
"1 Strongly disagree","2005","Employed","Couple + C. LE 16 ","611","0.19943567699204","0.185208251542663","0.213663102441418","1"
"1 Strongly disagree","2005","Employed","Couple + C. GT 16 ","527","0.196271500763216","0.180889011965232","0.211653989561201","1"
"1 Strongly disagree","2005","Employed","Couple + C. LE and GT 16","260","0.245578337611086","0.22077651972618","0.270380155495991","1"
"2 on scale 1-7 ","2005","Not Employed","Single parent ","77","0.202551482311394","0.162664165012289","0.242438799610499","2"
"2 on scale 1-7 ","2005","Employed","1-pers.-HH","410","0.251119363682596","0.229375695314099","0.272863032051093","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. GT 16 ","650","0.23095850292083","0.214636059681316","0.247280946160345","2"
"2 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","769","0.20579954014696","0.192353854097424","0.219245226196495","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","113","0.200002759638924","0.166296411901016","0.233709107376832","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. LE and GT 16","286","0.223469292406397","0.199466064114715","0.247472520698079","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. LE 16 ","166","0.221434314841707","0.189900169347639","0.252968460335774","2"
"2 on scale 1-7 ","2005","Not Employed","1-pers.-HH","310","0.20799483755868","0.186906811715964","0.229082863401395","2"
"2 on scale 1-7 ","2005","Not Employed","Couple + C. GT 16 ","259","0.214863112787281","0.190333320999203","0.239392904575358","2"
"2 on scale 1-7 ","2005","Employed","(Married) couple without C. ","846","0.227054374729041","0.213226789443256","0.240881960014826","2"
"2 on scale 1-7 ","2005","Employed","Single parent ","177","0.248331545532245","0.216484621489402","0.280178469575087","2"
"2 on scale 1-7 ","2005","Employed","Couple + C. LE 16 ","773","0.25530954636283","0.239783953363481","0.270835139362178","2"
"3 on scale 1-7 ","2005","Not Employed","(Married) couple without C. ","602","0.161998857438301","0.149744967352486","0.174252747524117","3"
"3 on scale 1-7 ","2005","Not Employed","Single parent ","65","0.16730519410865","0.130261573517378","0.204348814699922","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. LE 16 ","107","0.184037170923433","0.154606582978768","0.213467758868099","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. GT 16 ","188","0.189203777619258","0.16581211996427","0.212595435274246","3"
"3 on scale 1-7 ","2005","Not Employed","Couple + C. LE and GT 16","93","0.172440161084823","0.140607835248642","0.204272486921004","3"
"3 on scale 1-7 ","2005","Employed","1-pers.-HH","294","0.191212622927292","0.171494667724761","0.210930578129823","3"
"3 on scale 1-7 ","2005","Employed","(Married) couple without C. ","678","0.187425179952899","0.174544090818713","0.200306269087085","3"
"3 on scale 1-7 ","2005","Employed","Single parent ","106","0.148732101693712","0.122503576596425","0.174960626790999","3"
"3 on scale 1-7 ","2005","Employed","Couple + C. LE 16 ","624","0.198506701062734","0.184304217000071","0.212709185125397","3"
"3 on scale 1-7 ","2005","Employed","Couple + C. GT 16 ","467","0.195113337677582","0.179765254424815","0.210461420930349","3"
"3 on scale 1-7 ","2005","Employed","Couple + C. LE and GT 16","224","0.20167736187525","0.178556756041345","0.224797967709155","3"
"3 on scale 1-7 ","2005","Not Employed","1-pers.-HH","212","0.161021505633366","0.141924600226422","0.18011841104031","3"
"4 on scale 1-7","2005","Not Employed","Couple + C. LE and GT 16","102","0.173032649605767","0.141157100916221","0.204908198295313","4"
"4 on scale 1-7","2005","Employed","Couple + C. GT 16 ","486","0.198806882216356","0.183349796542412","0.2142639678903","4"
"4 on scale 1-7","2005","Not Employed","(Married) couple without C. ","536","0.157688347881417","0.145567530578454","0.16980916518438","4"
"4 on scale 1-7","2005","Employed","1-pers.-HH","251","0.170880669615822","0.152007649501094","0.189753689730549","4"
"4 on scale 1-7","2005","Not Employed","Couple + C. GT 16 ","224","0.210905495295617","0.186541489355417","0.235269501235817","4"
"4 on scale 1-7","2005","Employed","(Married) couple without C. ","617","0.182504896379963","0.169755583554882","0.195254209205044","4"
"4 on scale 1-7","2005","Employed","Single parent ","117","0.177564914457779","0.149396151382509","0.20573367753305","4"
