"plh0206i03","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Full Time","Male","947","0.183003162734127","0.172629336359331","0.193376989108923","1"
"1 Strongly disagree","2005","Full Time","Female","678","0.249102107706473","0.232681900692127","0.265522314720819","1"
"1 Strongly disagree","2005","Part Time","Male","243","0.189239403353873","0.168617982876316","0.209860823831431","1"
"1 Strongly disagree","2005","Part Time","Female","925","0.283901638760103","0.268783584795109","0.299019692725096","1"
"1 Strongly disagree","2005","Not Working","Male","729","0.249439122613396","0.23432419833096","0.264554046895832","1"
"1 Strongly disagree","2005","Not Working","Female","1532","0.350815615758422","0.337141632019922","0.364489599496922","1"
"2 on scale 1-7 ","2005","Part Time","Male","327","0.211443401890171","0.189946296796324","0.232940506984018","2"
"2 on scale 1-7 ","2005","Full Time","Male","1249","0.225912109944178","0.214692845565406","0.23713137432295","2"
"2 on scale 1-7 ","2005","Not Working","Female","1099","0.221390207619477","0.20949394062006","0.233286474618894","2"
"2 on scale 1-7 ","2005","Full Time","Female","724","0.262650299689187","0.245942271908067","0.279358327470308","2"
"2 on scale 1-7 ","2005","Part Time","Female","901","0.255124837509206","0.240508326474877","0.269741348543534","2"
"2 on scale 1-7 ","2005","Not Working","Male","648","0.188106840713428","0.174455274967099","0.201758406459756","2"
"3 on scale 1-7 ","2005","Not Working","Male","552","0.173144788628504","0.159927262566215","0.186362314690792","3"
"3 on scale 1-7 ","2005","Full Time","Male","1088","0.209553468208163","0.19863446068414","0.220472475732187","3"
"3 on scale 1-7 ","2005","Part Time","Female","638","0.181561491783311","0.168636493312436","0.194486490254185","3"
"3 on scale 1-7 ","2005","Part Time","Male","254","0.170777128004779","0.15096564597014","0.190588610039418","3"
"3 on scale 1-7 ","2005","Full Time","Female","470","0.178520473684815","0.163981228124962","0.193059719244667","3"
"3 on scale 1-7 ","2005","Not Working","Female","752","0.162506706473999","0.151936149248487","0.173077263699511","3"
"4 on scale 1-7","2005","Not Working","Female","679","0.137549821155475","0.127680924714466","0.147418717596485","4"
"4 on scale 1-7","2005","Full Time","Female","416","0.167885484919147","0.153694987863127","0.182075981975166","4"
"4 on scale 1-7","2005","Part Time","Male","281","0.22087715380738","0.19903754553976","0.242716762075","4"
"4 on scale 1-7","2005","Not Working","Male","589","0.183260892128408","0.169746164326118","0.196775619930698","4"
"4 on scale 1-7","2005","Full Time","Male","1015","0.190030573540606","0.179505005519255","0.200556141561956","4"
"4 on scale 1-7","2005","Part Time","Female","495","0.144253339516934","0.132472909432526","0.156033769601343","4"
"5 on scale 1-7","2005","Not Working","Female","340","0.0689140978131908","0.0616560390277173","0.0761721565986642","5"
"5 on scale 1-7","2005","Part Time","Female","278","0.0742931167873291","0.0655001256105986","0.0830861079640595","5"
"5 on scale 1-7","2005","Not Working","Male","328","0.105887675267105","0.0951391352752598","0.11663621525895","5"
"5 on scale 1-7","2005","Full Time","Male","555","0.098759246231769","0.0907552148270911","0.106763277636447","5"
"5 on scale 1-7","2005","Full Time","Female","220","0.0748960813772053","0.0649024277633103","0.0848897349911004","5"
"5 on scale 1-7","2005","Part Time","Male","134","0.0892775513272674","0.0742658252267472","0.104289277427788","5"
"6 on scale 1-7","2005","Not Working","Female","155","0.0335302162660854","0.0283721860018397","0.0386882465303311","6"
"6 on scale 1-7","2005","Part Time","Male","73","0.0525755626295011","0.0408257556684118","0.0643253695905903","6"
"6 on scale 1-7","2005","Not Working","Male","162","0.0516080421691509","0.0438797532018998","0.0593363311364019","6"
"6 on scale 1-7","2005","Full Time","Male","256","0.0473159336148695","0.0416198330605841","0.0530120341691548","6"
"6 on scale 1-7","2005","Part Time","Female","118","0.0390941627992758","0.0325955303315391","0.0455927952670124","6"
"6 on scale 1-7","2005","Full Time","Female","91","0.0377789815005767","0.030540257356562","0.0450177056445914","6"
"7 Strongly agree","2005","Not Working","Female","122","0.0252933349133506","0.0207943805928826","0.0297922892338187","7"
"7 Strongly agree","2005","Not Working","Male","140","0.0485526384800086","0.0410445474404316","0.0560607295195856","7"
"7 Strongly agree","2005","Part Time","Male","74","0.0658097989870278","0.0527562256999136","0.0788633722741421","7"
"7 Strongly agree","2005","Part Time","Female","62","0.0217714128438417","0.0168782566013183","0.0266645690863652","7"
"7 Strongly agree","2005","Full Time","Male","227","0.0454255057262875","0.0398388193960157","0.0510121920565592","7"
"7 Strongly agree","2005","Full Time","Female","66","0.0291665711225963","0.0227778411404642","0.0355553011047284","7"
"1 Strongly disagree","2006","Full Time","Female","","","","","1"
"1 Strongly disagree","2006","Part Time","Male","","","","","1"
"1 Strongly disagree","2006","Part Time","Female","","","","","1"
"1 Strongly disagree","2006","Not Working","Male","","","","","1"
"1 Strongly disagree","2006","Not Working","Female","","","","","1"
"1 Strongly disagree","2006","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2006","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2006","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2006","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2006","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2006","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2006","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2006","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2006","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Male","","","","","3"
"4 on scale 1-7","2006","Full Time","Female","","","","","4"
"4 on scale 1-7","2006","Full Time","Male","","","","","4"
"4 on scale 1-7","2006","Not Working","Female","","","","","4"
"4 on scale 1-7","2006","Not Working","Male","","","","","4"
"4 on scale 1-7","2006","Part Time","Female","","","","","4"
"4 on scale 1-7","2006","Part Time","Male","","","","","4"
"5 on scale 1-7","2006","Not Working","Female","","","","","5"
"5 on scale 1-7","2006","Not Working","Male","","","","","5"
"5 on scale 1-7","2006","Part Time","Male","","","","","5"
"5 on scale 1-7","2006","Part Time","Female","","","","","5"
"5 on scale 1-7","2006","Full Time","Male","","","","","5"
"5 on scale 1-7","2006","Full Time","Female","","","","","5"
"6 on scale 1-7","2006","Not Working","Female","","","","","6"
"6 on scale 1-7","2006","Part Time","Male","","","","","6"
"6 on scale 1-7","2006","Not Working","Male","","","","","6"
"6 on scale 1-7","2006","Part Time","Female","","","","","6"
"6 on scale 1-7","2006","Full Time","Female","","","","","6"
"6 on scale 1-7","2006","Full Time","Male","","","","","6"
"7 Strongly agree","2006","Not Working","Female","","","","","7"
"7 Strongly agree","2006","Part Time","Male","","","","","7"
"7 Strongly agree","2006","Part Time","Female","","","","","7"
"7 Strongly agree","2006","Not Working","Male","","","","","7"
"7 Strongly agree","2006","Full Time","Male","","","","","7"
"7 Strongly agree","2006","Full Time","Female","","","","","7"
"1 Strongly disagree","2007","Full Time","Male","","","","","1"
"1 Strongly disagree","2007","Full Time","Female","","","","","1"
"1 Strongly disagree","2007","Part Time","Male","","","","","1"
"1 Strongly disagree","2007","Part Time","Female","","","","","1"
"1 Strongly disagree","2007","Not Working","Male","","","","","1"
"1 Strongly disagree","2007","Not Working","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Female","","","","","2"
"3 on scale 1-7 ","2007","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Male","","","","","3"
"4 on scale 1-7","2007","Full Time","Male","","","","","4"
"4 on scale 1-7","2007","Full Time","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Female","","","","","4"
"5 on scale 1-7","2007","Not Working","Female","","","","","5"
"5 on scale 1-7","2007","Not Working","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Female","","","","","5"
"5 on scale 1-7","2007","Full Time","Male","","","","","5"
"5 on scale 1-7","2007","Full Time","Female","","","","","5"
"6 on scale 1-7","2007","Not Working","Female","","","","","6"
"6 on scale 1-7","2007","Not Working","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Female","","","","","6"
"6 on scale 1-7","2007","Full Time","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Male","","","","","6"
"6 on scale 1-7","2007","Full Time","Female","","","","","6"
"7 Strongly agree","2007","Not Working","Female","","","","","7"
"7 Strongly agree","2007","Full Time","Male","","","","","7"
"7 Strongly agree","2007","Full Time","Female","","","","","7"
"7 Strongly agree","2007","Part Time","Male","","","","","7"
"7 Strongly agree","2007","Part Time","Female","","","","","7"
"7 Strongly agree","2007","Not Working","Male","","","","","7"
"1 Strongly disagree","2008","Full Time","Female","","","","","1"
"1 Strongly disagree","2008","Part Time","Male","","","","","1"
"1 Strongly disagree","2008","Part Time","Female","","","","","1"
"1 Strongly disagree","2008","Not Working","Male","","","","","1"
"1 Strongly disagree","2008","Not Working","Female","","","","","1"
"1 Strongly disagree","2008","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2008","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Male","","","","","2"
"3 on scale 1-7 ","2008","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Male","","","","","3"
"4 on scale 1-7","2008","Not Working","Female","","","","","4"
"4 on scale 1-7","2008","Part Time","Male","","","","","4"
"4 on scale 1-7","2008","Not Working","Male","","","","","4"
"4 on scale 1-7","2008","Part Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Male","","","","","4"
"5 on scale 1-7","2008","Not Working","Female","","","","","5"
"5 on scale 1-7","2008","Not Working","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Male","","","","","5"
"6 on scale 1-7","2008","Not Working","Female","","","","","6"
"6 on scale 1-7","2008","Not Working","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Male","","","","","6"
"7 Strongly agree","2008","Not Working","Female","","","","","7"
"7 Strongly agree","2008","Full Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Female","","","","","7"
"7 Strongly agree","2008","Not Working","Male","","","","","7"
"7 Strongly agree","2008","Full Time","Female","","","","","7"
"1 Strongly disagree","2009","Full Time","Female","","","","","1"
"1 Strongly disagree","2009","Part Time","Male","","","","","1"
"1 Strongly disagree","2009","Part Time","Female","","","","","1"
"1 Strongly disagree","2009","Not Working","Male","","","","","1"
"1 Strongly disagree","2009","Not Working","Female","","","","","1"
"1 Strongly disagree","2009","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2009","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2009","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Female","","","","","2"
"3 on scale 1-7 ","2009","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2009","Part Time","Female","","","","","3"
"4 on scale 1-7","2009","Not Working","Female","","","","","4"
"4 on scale 1-7","2009","Part Time","Male","","","","","4"
"4 on scale 1-7","2009","Not Working","Male","","","","","4"
"4 on scale 1-7","2009","Full Time","Female","","","","","4"
"4 on scale 1-7","2009","Part Time","Female","","","","","4"
"4 on scale 1-7","2009","Full Time","Male","","","","","4"
"5 on scale 1-7","2009","Not Working","Female","","","","","5"
"5 on scale 1-7","2009","Part Time","Male","","","","","5"
"5 on scale 1-7","2009","Not Working","Male","","","","","5"
"5 on scale 1-7","2009","Full Time","Female","","","","","5"
"5 on scale 1-7","2009","Part Time","Female","","","","","5"
"5 on scale 1-7","2009","Full Time","Male","","","","","5"
"6 on scale 1-7","2009","Not Working","Female","","","","","6"
"6 on scale 1-7","2009","Not Working","Male","","","","","6"
"6 on scale 1-7","2009","Part Time","Male","","","","","6"
"6 on scale 1-7","2009","Part Time","Female","","","","","6"
"6 on scale 1-7","2009","Full Time","Female","","","","","6"
"6 on scale 1-7","2009","Full Time","Male","","","","","6"
"7 Strongly agree","2009","Not Working","Female","","","","","7"
"7 Strongly agree","2009","Full Time","Male","","","","","7"
"7 Strongly agree","2009","Full Time","Female","","","","","7"
"7 Strongly agree","2009","Part Time","Male","","","","","7"
"7 Strongly agree","2009","Part Time","Female","","","","","7"
"7 Strongly agree","2009","Not Working","Male","","","","","7"
"1 Strongly disagree","2010","Full Time","Female","586","0.253031852254258","0.235096044085636","0.270967660422879","1"
"1 Strongly disagree","2010","Part Time","Male","163","0.167506187911099","0.145183330072596","0.189829045749602","1"
"1 Strongly disagree","2010","Part Time","Female","732","0.257414293472166","0.24125758655671","0.273571000387622","1"
"1 Strongly disagree","2010","Not Working","Male","612","0.222703563231024","0.206924977701661","0.238482148760387","1"
