"plh0206i03","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","lower secondary degree","178","0.18795184136496","0.162990526147735","0.212913156582185"
"1 Strongly disagree","2005","16-34 y.","secondary school degree","287","0.174265199278393","0.15573006670047","0.192800331856316"
"1 Strongly disagree","2005","16-34 y.","college entrance qualification","284","0.196999404435213","0.177350600580244","0.216648208290182"
"1 Strongly disagree","2005","16-34 y.","Other degree","41","0.28394573974192","0.212729608777335","0.355161870706504"
"1 Strongly disagree","2005","16-34 y.","no degree/no degree yet","141","0.206854119628102","0.176631495542472","0.237076743713732"
"1 Strongly disagree","2005","35-65 y.","lower secondary degree","847","0.240909675969813","0.227139869564276","0.254679482375349"
"1 Strongly disagree","2005","35-65 y.","secondary school degree","938","0.243988860725897","0.230429433869709","0.257548287582085"
"1 Strongly disagree","2005","35-65 y.","college entrance qualification","680","0.229146416059378","0.214208763167828","0.244084068950927"
"1 Strongly disagree","2005","35-65 y.","Other degree","228","0.265955094087783","0.23510542901071","0.296804759164856"
"1 Strongly disagree","2005","35-65 y.","no degree/no degree yet","51","0.389604958211335","0.308825337555384","0.470384578867285"
"1 Strongly disagree","2005","66 and older","lower secondary degree","792","0.346928801114078","0.327917129986715","0.36594047224144"
"1 Strongly disagree","2005","66 and older","secondary school degree","203","0.398320839695739","0.357030333194798","0.43961134619668"
"1 Strongly disagree","2005","66 and older","college entrance qualification","210","0.402375754023802","0.362048009859967","0.442703498187637"
"1 Strongly disagree","2005","66 and older","Other degree","71","0.449913868309827","0.375781977467748","0.524045759151906"
"1 Strongly disagree","2005","66 and older","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","16-34 y.","lower secondary degree","178","0.178078241235702","0.153634147128725","0.202522335342679"
"2 on scale 1-7 ","2005","16-34 y.","secondary school degree","387","0.236891347051158","0.216116498963697","0.257666195138618"
"2 on scale 1-7 ","2005","16-34 y.","college entrance qualification","467","0.286940371088607","0.264594130037532","0.309286612139682"
"2 on scale 1-7 ","2005","16-34 y.","Other degree","30","0.236135946955878","0.169058454451868","0.303213439459889"
"2 on scale 1-7 ","2005","16-34 y.","no degree/no degree yet","153","0.196650478184182","0.166993744394218","0.226307211974146"
"2 on scale 1-7 ","2005","35-65 y.","lower secondary degree","798","0.202526272167657","0.189585718401498","0.215466825933817"
"2 on scale 1-7 ","2005","35-65 y.","secondary school degree","964","0.244705005589733","0.23113212695659","0.258277884222875"
"2 on scale 1-7 ","2005","35-65 y.","college entrance qualification","869","0.2763531026624","0.260459022262159","0.292247183062642"
"2 on scale 1-7 ","2005","35-65 y.","Other degree","174","0.208969230613416","0.180582011981826","0.237356449245005"
"2 on scale 1-7 ","2005","35-65 y.","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2005","66 and older","lower secondary degree","543","0.213466437379742","0.197100409734614","0.22983246502487"
