"plh0206i03","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","West Germany","96","0.188131212016955","0.15397753650839","0.222284887525521"
"1 Strongly disagree","2005","(0) in school","East Germany","32","0.261967717119413","0.190887132527426","0.3330483017114"
"1 Strongly disagree","2005","(1a) inadequately completed","West Germany","78","0.375623135658263","0.311629568617862","0.439616702698664"
"1 Strongly disagree","2005","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2005","(1b) general elementary school","West Germany","471","0.2938495532837","0.271836703174353","0.315862403393046"
"1 Strongly disagree","2005","(1b) general elementary school","East Germany","55","0.28039776039508","0.219498997365227","0.341296523424934"
"1 Strongly disagree","2005","(1c) basic vocational qualification","West Germany","1152","0.265935376787832","0.253174266024383","0.278696487551282"
"1 Strongly disagree","2005","(1c) basic vocational qualification","East Germany","305","0.304475729155472","0.277081067917331","0.331870390393613"
"1 Strongly disagree","2005","(2b) intermediate general qualification","West Germany","104","0.238661274960053","0.198695585367555","0.278626964552551"
"1 Strongly disagree","2005","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2005","(2a) intermediate vocational","West Germany","755","0.247407872929216","0.232176188906552","0.262639556951879"
"1 Strongly disagree","2005","(2a) intermediate vocational","East Germany","370","0.223949981012843","0.204138529032287","0.243761432993399"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","West Germany","120","0.196939790187257","0.165354837249746","0.228524743124767"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","East Germany","36","0.217003434615054","0.157764825737581","0.276242043492528"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","West Germany","304","0.247362318500785","0.2239072791862","0.27081735781537"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","East Germany","35","0.156397755440892","0.10750277442738","0.205292736454404"
"1 Strongly disagree","2005","(3a) lower tertiary education","West Germany","244","0.287036516442154","0.258814260022591","0.315258772861718"
"1 Strongly disagree","2005","(3a) lower tertiary education","East Germany","177","0.262058996529346","0.228509463372072","0.295608529686621"
"1 Strongly disagree","2005","(3b) higher tertiary education","West Germany","453","0.237815269068807","0.218766777352108","0.256863760785506"
"1 Strongly disagree","2005","(3b) higher tertiary education","East Germany","152","0.29189282243417","0.255301176029544","0.328484468838797"
"2 on scale 1-7 ","2005","(0) in school","West Germany","105","0.207200598897018","0.171781194137956","0.242620003656079"
"2 on scale 1-7 ","2005","(0) in school","East Germany","42","0.205242156641173","0.139953141170214","0.270531172112133"
"2 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","36","0.13229202061361","0.087521682820974","0.177062358406245"
"2 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2005","(1b) general elementary school","West Germany","324","0.192703005231947","0.173642866755406","0.211763143708487"
"2 on scale 1-7 ","2005","(1b) general elementary school","East Germany","33","0.176408108454443","0.124731946493934","0.228084270414952"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","1009","0.20981463842121","0.198054412734987","0.221574864107433"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","250","0.206841728075487","0.182729771235237","0.230953684915737"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","93","0.206703642135546","0.168737264145119","0.244670020125973"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","32","0.176658959064852","0.11370888429027","0.239609033839434"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","770","0.243152582947575","0.228009826445549","0.258295339449602"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","386","0.219069305439587","0.199413404875755","0.238725206003418"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","172","0.258379207295884","0.223612851192799","0.293145563398969"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","48","0.257701014831964","0.194846118168792","0.320555911495137"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","356","0.261481606610851","0.237593724596545","0.285369488625158"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","66","0.332280936769472","0.268875023640075","0.395686849898868"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","280","0.274393049909852","0.24655577072367","0.302230329096034"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","171","0.264162118732865","0.230526264343695","0.297797973122035"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","511","0.256467604199477","0.236929752498179","0.276005455900775"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","185","0.271867034925837","0.23605703118189","0.307677038669783"
"3 on scale 1-7 ","2005","(0) in school","West Germany","91","0.199884518148503","0.164935899549509","0.234833136747496"
"3 on scale 1-7 ","2005","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","40","0.226870399490966","0.171528785715354","0.282212013266579"
"3 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","West Germany","228","0.140655937755247","0.12385522466288","0.157456650847613"
"3 on scale 1-7 ","2005","(1b) general elementary school","East Germany","39","0.185225275247095","0.132557636687184","0.237892913807005"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","794","0.170909516791323","0.160037318567007","0.181781715015639"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","180","0.173170933755063","0.150645206725662","0.195696660784463"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","72","0.165250208303916","0.130427981485801","0.200072435122031"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","573","0.185903409759426","0.172171119508202","0.199635700010651"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","319","0.174735237961469","0.156689159848908","0.19278131607403"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","128","0.223738365335228","0.190639451958375","0.256837278712081"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","37","0.179708673575041","0.124531404992626","0.234885942157455"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","261","0.208330746379394","0.186254512370208","0.230406980388581"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","50","0.253738696067318","0.195162795578004","0.312314596556632"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","184","0.169796438776413","0.146373245643157","0.193219631909669"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","137","0.220033994152756","0.188428771675096","0.251639216630416"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","396","0.215216239054419","0.196828720394614","0.233603757714224"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","109","0.176300990593785","0.145629675866248","0.206972305321322"
"4 on scale 1-7","2005","(0) in school","West Germany","104","0.146774630943152","0.115848792915428","0.177700468970876"
"4 on scale 1-7","2005","(0) in school","East Germany","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","West Germany","33","0.126364385498932","0.0824593572879009","0.170269413709963"
"4 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","West Germany","282","0.170605623269484","0.152427780025114","0.188783466513855"
"4 on scale 1-7","2005","(1b) general elementary school","East Germany","41","0.204718582492941","0.150015223020431","0.259421941965451"
"4 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","800","0.178857506188366","0.167788818773275","0.189926193603456"
"4 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","167","0.149775446844678","0.128532215282122","0.171018678407233"
"4 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","83","0.203653795110768","0.165896177513004","0.241411412708533"
"4 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","West Germany","532","0.171005234375441","0.157714715857373","0.18429575289351"
"4 on scale 1-7","2005","(2a) intermediate vocational","East Germany","309","0.201666387662982","0.182598398292161","0.220734377033803"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","97","0.157766735762669","0.128815749738935","0.186717721786403"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","34","0.175215067873278","0.120582991898893","0.229847143847663"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","192","0.143675468458378","0.124608268607346","0.162742668309411"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","32","0.0917374072802359","0.0528813164755192","0.130593498084953"
"4 on scale 1-7","2005","(3a) lower tertiary education","West Germany","150","0.150606077667298","0.128292698864608","0.172919456469989"
"4 on scale 1-7","2005","(3a) lower tertiary education","East Germany","110","0.167620482955086","0.139123403098799","0.196117562811374"
"4 on scale 1-7","2005","(3b) higher tertiary education","West Germany","301","0.161476855487248","0.145013313613351","0.177940397361145"
"4 on scale 1-7","2005","(3b) higher tertiary education","East Germany","86","0.155423312527807","0.126262584020105","0.184584041035509"
"5 on scale 1-7","2005","(0) in school","West Germany","58","0.134080398088665","0.104303083488563","0.163857712688767"
"5 on scale 1-7","2005","(0) in school","East Germany","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","West Germany","156","0.0894428575195799","0.075651990353497","0.103233724685663"
"5 on scale 1-7","2005","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","424","0.0846784934834631","0.0766375563153318","0.0927194306515945"
"5 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","96","0.0915910185071668","0.0744198201981876","0.108762216816146"
"5 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","41","0.0756500501652608","0.0508569866090817","0.10044311372144"
"5 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","West Germany","265","0.0824727659211818","0.0727626125292108","0.0921829193131529"
"5 on scale 1-7","2005","(2a) intermediate vocational","East Germany","169","0.0965474185939103","0.0825122074979777","0.110582629689843"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","54","0.0888618482189202","0.0662628477249227","0.111460848712918"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","118","0.0791318900027799","0.064457809378321","0.0938059706272388"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2005","(3a) lower tertiary education","West Germany","86","0.0805392786172208","0.0635623167567616","0.09751624047768"
"5 on scale 1-7","2005","(3a) lower tertiary education","East Germany","37","0.0475499125574221","0.031314172195565","0.0637856529192792"
"5 on scale 1-7","2005","(3b) higher tertiary education","West Germany","158","0.0739887945943846","0.0622775864275699","0.0857000027611994"
"5 on scale 1-7","2005","(3b) higher tertiary education","East Germany","44","0.0757787134046956","0.0544785791153387","0.0970788476940525"
"6 on scale 1-7","2005","(0) in school","West Germany","","","",""
"6 on scale 1-7","2005","(0) in school","East Germany","","","",""
"6 on scale 1-7","2005","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2005","(1b) general elementary school","West Germany","91","0.0539416906024655","0.0430251164533729","0.0648582647515582"
"6 on scale 1-7","2005","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","219","0.0447876079848665","0.0388136497523974","0.0507615662173355"
"6 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","46","0.0394849154638312","0.0278917735806183","0.0510780573470442"
"6 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","","","",""
"6 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2005","(2a) intermediate vocational","West Germany","116","0.0453339461888152","0.0379905183579174","0.052677374019713"
"6 on scale 1-7","2005","(2a) intermediate vocational","East Germany","83","0.0455629537427629","0.0356529113213496","0.0554729961641763"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","42","0.0299943645685502","0.0207221520627298","0.0392665770743707"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2005","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2005","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2005","(3b) higher tertiary education","West Germany","58","0.0312227352259896","0.0234413297570739","0.0390041406949053"
"6 on scale 1-7","2005","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2005","(0) in school","West Germany","","","",""
"7 Strongly agree","2005","(0) in school","East Germany","","","",""
"7 Strongly agree","2005","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2005","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2005","(1b) general elementary school","West Germany","93","0.0588013323375773","0.0474329315765811","0.0701697330985735"
"7 Strongly agree","2005","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2005","(1c) basic vocational qualification","West Germany","207","0.0450168603429399","0.0390283510620209","0.0510053696238589"
"7 Strongly agree","2005","(1c) basic vocational qualification","East Germany","40","0.034660228198302","0.0237711965895308","0.0455492598070733"
"7 Strongly agree","2005","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2005","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2005","(2a) intermediate vocational","West Germany","72","0.0247241878783443","0.0192428563180224","0.0302055194386662"
"7 Strongly agree","2005","(2a) intermediate vocational","East Germany","65","0.0384687155864462","0.0293290251404793","0.047608406032413"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2005","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2005","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2005","(3b) higher tertiary education","West Germany","42","0.0238125023696748","0.0169910045859121","0.0306340001534376"
"7 Strongly agree","2005","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2006","(0) in school","West Germany","","","",""
"1 Strongly disagree","2006","(0) in school","East Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
