"plh0206i03","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","(0) in school","114","0.218128625372416","0.183520472876865","0.252736777867968"
"1 Strongly disagree","2005","Not Employed","(1a) inadequately completed","56","0.419508802314723","0.340799153328927","0.498218451300519"
"1 Strongly disagree","2005","Not Employed","(1b) general elementary school","352","0.326634205028635","0.299610943247086","0.353657466810183"
"1 Strongly disagree","2005","Not Employed","(1c) basic vocational qualification","820","0.315412716692562","0.298179488589331","0.332645944795793"
"1 Strongly disagree","2005","Not Employed","(2b) intermediate general qualification","61","0.333772305438613","0.269687818190055","0.39785679268717"
"1 Strongly disagree","2005","Not Employed","(2a) intermediate vocational","342","0.325804477390826","0.298514410997216","0.353094543784436"
"1 Strongly disagree","2005","Not Employed","(2c_gen) general maturity certificate","72","0.216151592877554","0.170910843375832","0.261392342379275"
"1 Strongly disagree","2005","Not Employed","(2c_voc) vocational maturity certificate","105","0.306844892650581","0.260229555266017","0.353460230035146"
"1 Strongly disagree","2005","Not Employed","(3a) lower tertiary education","137","0.305573624490652","0.263568900063039","0.347578348918266"
"1 Strongly disagree","2005","Not Employed","(3b) higher tertiary education","178","0.346882921608699","0.306662748774181","0.387103094443216"
"1 Strongly disagree","2005","Employed","(0) in school","14","","",""
"1 Strongly disagree","2005","Employed","(1a) inadequately completed","32","0.336200956231924","0.238055347931523","0.434346564532325"
"1 Strongly disagree","2005","Employed","(1b) general elementary school","174","0.237911780736929","0.206300484849835","0.269523076624023"
"1 Strongly disagree","2005","Employed","(1c) basic vocational qualification","637","0.22891029295349","0.213608795800479","0.244211790106501"
"1 Strongly disagree","2005","Employed","(2b) intermediate general qualification","72","0.185741196147951","0.146114982253203","0.225367410042698"
"1 Strongly disagree","2005","Employed","(2a) intermediate vocational","783","0.210779614549503","0.197549743085431","0.224009486013576"
"1 Strongly disagree","2005","Employed","(2c_gen) general maturity certificate","84","0.190728604089089","0.155471721304214","0.225985486873963"
"1 Strongly disagree","2005","Employed","(2c_voc) vocational maturity certificate","234","0.212400951823252","0.18861668622711","0.236185217419393"
"1 Strongly disagree","2005","Employed","(3a) lower tertiary education","284","0.266601621146083","0.241425415252004","0.291777827040162"
"1 Strongly disagree","2005","Employed","(3b) higher tertiary education","427","0.214985512579304","0.19686301918741","0.233108005971198"
"2 on scale 1-7 ","2005","Not Employed","(0) in school","112","0.170783788927679","0.13924742330805","0.202320154547307"
"2 on scale 1-7 ","2005","Not Employed","(1a) inadequately completed","19","","",""
"2 on scale 1-7 ","2005","Not Employed","(1b) general elementary school","224","0.188665216128983","0.16612140288229","0.211209029375676"
"2 on scale 1-7 ","2005","Not Employed","(1c) basic vocational qualification","621","0.209016252899419","0.193936770595538","0.2240957352033"
"2 on scale 1-7 ","2005","Not Employed","(2b) intermediate general qualification","45","0.184569642321429","0.131847870554124","0.237291414088734"
"2 on scale 1-7 ","2005","Not Employed","(2a) intermediate vocational","266","0.212528948428143","0.188707976267723","0.236349920588563"
"2 on scale 1-7 ","2005","Not Employed","(2c_gen) general maturity certificate","75","0.234610813229311","0.188036152000317","0.281185474458305"
"2 on scale 1-7 ","2005","Not Employed","(2c_voc) vocational maturity certificate","105","0.270889225556451","0.225968496891744","0.315809954221159"
"2 on scale 1-7 ","2005","Not Employed","(3a) lower tertiary education","112","0.231547832664673","0.193083705368171","0.270011959961176"
"2 on scale 1-7 ","2005","Not Employed","(3b) higher tertiary education","138","0.221991345405837","0.186874363090199","0.257108327721475"
"2 on scale 1-7 ","2005","Employed","(0) in school","35","0.395819781512876","0.301378585805247","0.490260977220505"
"2 on scale 1-7 ","2005","Employed","(1a) inadequately completed","19","","",""
"2 on scale 1-7 ","2005","Employed","(1b) general elementary school","133","0.195262113863054","0.16583362789213","0.224690599833978"
