"plh0206i03","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","1-pers.-HH","no migration background","772","0.309771589650598","0.292146368561749","0.327396810739447"
"1 Strongly disagree","2005","1-pers.-HH","direct migration background","78","0.344526377378664","0.280707797190906","0.408344957566422"
"1 Strongly disagree","2005","1-pers.-HH","indirect migration background","23","","",""
"1 Strongly disagree","2005","(Married) couple without C. ","no migration background","1646","0.272393817087686","0.26130514781852","0.283482486356851"
"1 Strongly disagree","2005","(Married) couple without C. ","direct migration background","214","0.331550440212268","0.296474916108766","0.366625964315769"
"1 Strongly disagree","2005","(Married) couple without C. ","indirect migration background","22","","",""
"1 Strongly disagree","2005","Single parent ","no migration background","218","0.245043263152382","0.216864690586365","0.2732218357184"
"1 Strongly disagree","2005","Single parent ","direct migration background","38","0.258450927374329","0.181396740132794","0.335505114615863"
"1 Strongly disagree","2005","Single parent ","indirect migration background","11","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","no migration background","583","0.191740219663826","0.177641431924022","0.20583900740363"
"1 Strongly disagree","2005","Couple + C. LE 16 ","direct migration background","151","0.288336380428796","0.249624673371463","0.327048087486129"
"1 Strongly disagree","2005","Couple + C. LE 16 ","indirect migration background","39","0.226745112190534","0.164706886179431","0.288783338201637"
"1 Strongly disagree","2005","Couple + C. GT 16 ","no migration background","591","0.194832216603117","0.180731905224869","0.208932527981364"
"1 Strongly disagree","2005","Couple + C. GT 16 ","direct migration background","115","0.260379271170451","0.217533959277926","0.303224583062976"
"1 Strongly disagree","2005","Couple + C. GT 16 ","indirect migration background","30","0.092141223793357","0.0524523163795986","0.131830131207115"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","no migration background","286","0.24615630533699","0.222649188192275","0.269663422481706"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","direct migration background","75","0.234607814250311","0.185324243116513","0.283891385384108"
"1 Strongly disagree","2005","Couple + C. LE and GT 16","indirect migration background","19","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","no migration background","650","0.232004786723406","0.215915192371367","0.248094381075445"
"2 on scale 1-7 ","2005","1-pers.-HH","direct migration background","43","0.189903996570167","0.137230325616412","0.242577667523921"
"2 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","27","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","1460","0.221770769221658","0.211423195286746","0.232118343156569"
"2 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","126","0.16990795452684","0.141926838930184","0.197889070123496"
"2 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","29","","",""
"2 on scale 1-7 ","2005","Single parent ","no migration background","212","0.235002609416373","0.207224486676011","0.262780732156735"
"2 on scale 1-7 ","2005","Single parent ","direct migration background","30","0.281293840762466","0.202154387926482","0.36043329359845"
"2 on scale 1-7 ","2005","Single parent ","indirect migration background","12","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","787","0.25937521055436","0.243678341581905","0.275072079526815"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","113","0.199245752448423","0.165110793856111","0.233380711040734"
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","39","0.253513018399403","0.189060436580347","0.317965600218458"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","789","0.232234992830489","0.217202427168419","0.247267558492559"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","76","0.175759857473549","0.138599293648838","0.21292042129826"
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","44","0.27033574839287","0.209389597627706","0.331281899158035"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","318","0.22309715600333","0.200378449109526","0.245815862897134"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","54","0.214902986720098","0.167131164298217","0.262674809141978"
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","27","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","no migration background","461","0.176470976051641","0.161940044253689","0.191001907849593"
"3 on scale 1-7 ","2005","1-pers.-HH","direct migration background","28","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","indirect migration background","17","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","no migration background","1136","0.175151540879674","0.165684229046927","0.184618852712421"
"3 on scale 1-7 ","2005","(Married) couple without C. ","direct migration background","120","0.16558372974992","0.137889119599315","0.193278339900525"
"3 on scale 1-7 ","2005","(Married) couple without C. ","indirect migration background","24","","",""
"3 on scale 1-7 ","2005","Single parent ","no migration background","141","0.152044503725858","0.128520650239037","0.175568357212678"
"3 on scale 1-7 ","2005","Single parent ","direct migration background","15","","",""
"3 on scale 1-7 ","2005","Single parent ","indirect migration background","15","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","no migration background","618","0.199301415098567","0.184994717442","0.213608112755133"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","direct migration background","81","0.179901584600587","0.147076511670797","0.212726657530376"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","indirect migration background","32","0.194480113899152","0.135838650447145","0.253121577351159"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","no migration background","553","0.190362172942067","0.176385917006742","0.204338428877392"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","direct migration background","64","0.218844361418715","0.17847684462512","0.25921187821231"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","indirect migration background","38","0.169274705185248","0.11781612993222","0.220733280438277"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","no migration background","249","0.193347147143252","0.17179624488985","0.214898049396654"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","direct migration background","51","0.206040053321514","0.159000407324153","0.253079699318875"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","indirect migration background","17","","",""
"4 on scale 1-7","2005","1-pers.-HH","no migration background","384","0.147935869427373","0.134402988785772","0.161468750068975"
"4 on scale 1-7","2005","1-pers.-HH","direct migration background","31","0.148708862366611","0.100926703156928","0.196491021576293"
"4 on scale 1-7","2005","1-pers.-HH","indirect migration background","11","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","no migration background","1016","0.17227597156676","0.162870344554049","0.18168159857947"
"4 on scale 1-7","2005","(Married) couple without C. ","direct migration background","115","0.150998713780419","0.124321784231264","0.177675643329574"
"4 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","22","","",""
"4 on scale 1-7","2005","Single parent ","no migration background","147","0.176770624246595","0.151778564481273","0.201762684011918"
"4 on scale 1-7","2005","Single parent ","direct migration background","23","","",""
"4 on scale 1-7","2005","Single parent ","indirect migration background","18","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","512","0.176685919375239","0.163026462873949","0.190345375876529"
"4 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","86","0.174408089012909","0.141980008299775","0.206836169726043"
"4 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","25","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","no migration background","592","0.204833832467198","0.190466209757346","0.219201455177049"
"4 on scale 1-7","2005","Couple + C. GT 16 ","direct migration background","76","0.185705023418798","0.147738723719749","0.223671323117848"
"4 on scale 1-7","2005","Couple + C. GT 16 ","indirect migration background","42","0.212950439906208","0.156771528650264","0.269129351162151"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","no migration background","212","0.15488297155436","0.135139955517865","0.174625987590855"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","direct migration background","47","0.15279258340065","0.110948415843306","0.194636750957994"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","indirect migration background","20","","",""
"5 on scale 1-7","2005","1-pers.-HH","no migration background","199","0.0682159551729837","0.0586060747719315","0.0778258355740359"
"5 on scale 1-7","2005","1-pers.-HH","direct migration background","20","","",""
"5 on scale 1-7","2005","1-pers.-HH","indirect migration background","10","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","no migration background","519","0.0869512211688275","0.079933155138159","0.093969287199496"
"5 on scale 1-7","2005","(Married) couple without C. ","direct migration background","62","0.102819560224601","0.0801901720042634","0.125448948444939"
"5 on scale 1-7","2005","(Married) couple without C. ","indirect migration background","10","","",""
"5 on scale 1-7","2005","Single parent ","no migration background","99","0.0953588642937332","0.07611663992082","0.114601088666646"
"5 on scale 1-7","2005","Single parent ","direct migration background","13","","",""
"5 on scale 1-7","2005","Single parent ","indirect migration background","13","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","no migration background","281","0.085691708972299","0.0756671469139548","0.0957162710306433"
"5 on scale 1-7","2005","Couple + C. LE 16 ","direct migration background","41","0.0665248560119399","0.0452288299454449","0.087820882078435"
"5 on scale 1-7","2005","Couple + C. LE 16 ","indirect migration background","25","","",""
