"plh0206i03","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","in school","114","0.218128625372416","0.183520472876865","0.252736777867968"
"1 Strongly disagree","2005","Not Employed","inadequately","45","0.362452346926324","0.284209278494388","0.440695415358261"
"1 Strongly disagree","2005","Not Employed","general elemantary","409","0.327195773445933","0.302111781382352","0.352279765509513"
"1 Strongly disagree","2005","Not Employed","middle vocational","1137","0.31515320133744","0.300600628410075","0.329705774264804"
"1 Strongly disagree","2005","Not Employed","vocational + Abi","79","0.3264898370671","0.271855989886566","0.381123684247634"
"1 Strongly disagree","2005","Not Employed","higher vocational","139","0.297204751614087","0.255257071043049","0.339152432185125"
"1 Strongly disagree","2005","Not Employed","higher education","315","0.327207326241168","0.298126936188894","0.356287716293443"
"1 Strongly disagree","2005","Employed","in school","13","","",""
"1 Strongly disagree","2005","Employed","inadequately","28","","",""
"1 Strongly disagree","2005","Employed","general elemantary","242","0.221942042696158","0.196818984940025","0.247065100452292"
"1 Strongly disagree","2005","Employed","middle vocational","1354","0.219179883588996","0.208962902120953","0.22939686505704"
"1 Strongly disagree","2005","Employed","vocational + Abi","173","0.213157852381418","0.185609938197253","0.240705766565582"
"1 Strongly disagree","2005","Employed","higher vocational","235","0.22160006220576","0.197045308628267","0.246154815783252"
"1 Strongly disagree","2005","Employed","higher education","711","0.235341292109529","0.2205482952806","0.250134288938458"
"2 on scale 1-7 ","2005","Not Employed","in school","112","0.170783788927679","0.13924742330805","0.202320154547307"
"2 on scale 1-7 ","2005","Not Employed","inadequately","16","","",""
"2 on scale 1-7 ","2005","Not Employed","general elemantary","268","0.189241676242123","0.168300428347786","0.21018292413646"
"2 on scale 1-7 ","2005","Not Employed","middle vocational","877","0.207112064530753","0.194418289077605","0.219805839983902"
"2 on scale 1-7 ","2005","Not Employed","vocational + Abi","73","0.225042679179901","0.176387821036398","0.273697537323404"
"2 on scale 1-7 ","2005","Not Employed","higher vocational","123","0.281332665101495","0.240062167743207","0.322603162459783"
"2 on scale 1-7 ","2005","Not Employed","higher education","250","0.226543095001152","0.200598818377093","0.252487371625212"
"2 on scale 1-7 ","2005","Employed","in school","34","0.405891313793418","0.309159724461063","0.502622903125772"
"2 on scale 1-7 ","2005","Employed","inadequately","20","","",""
"2 on scale 1-7 ","2005","Employed","general elemantary","211","0.2021536777138","0.177873761702431","0.226433593725168"
