"plh0206i03","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Not Employed","Full Time","","","",""
"1 Strongly disagree","2005","Not Employed","Part Time","","","",""
"1 Strongly disagree","2005","Not Employed","Not Working","2261","0.310739523988324","0.300486774172673","0.320992273803975"
"1 Strongly disagree","2005","Employed","Full Time","1625","0.204215203816306","0.195382560918676","0.213047846713936"
"1 Strongly disagree","2005","Employed","Part Time","1168","0.253065492505678","0.240769898219771","0.265361086791586"
"1 Strongly disagree","2005","Employed","Not Working","","","",""
"2 on scale 1-7 ","2005","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2005","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2005","Not Employed","Not Working","1747","0.208232647862142","0.199237182617855","0.21722811310643"
"2 on scale 1-7 ","2005","Employed","Full Time","1973","0.237701889500903","0.228375199196408","0.247028579805398"
"2 on scale 1-7 ","2005","Employed","Part Time","1228","0.240895645354896","0.228802005987781","0.25298928472201"
"2 on scale 1-7 ","2005","Employed","Not Working","","","",""
"3 on scale 1-7 ","2005","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2005","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2005","Not Employed","Not Working","1304","0.166712146447858","0.158454969881666","0.174969323014051"
"3 on scale 1-7 ","2005","Employed","Full Time","1558","0.199594562585574","0.190837102116443","0.208352023054705"
"3 on scale 1-7 ","2005","Employed","Part Time","892","0.178048494046583","0.167229570599506","0.18886741749366"
"3 on scale 1-7 ","2005","Employed","Not Working","","","",""
"4 on scale 1-7","2005","Not Employed","Full Time","","","",""
"4 on scale 1-7","2005","Not Employed","Part Time","","","",""
"4 on scale 1-7","2005","Not Employed","Not Working","1268","0.155620293100091","0.147589611040285","0.163650975159897"
"4 on scale 1-7","2005","Employed","Full Time","1431","0.182923916546255","0.174453294339767","0.191394538752744"
"4 on scale 1-7","2005","Employed","Part Time","776","0.169213484752175","0.158609868508773","0.179817100995577"
"4 on scale 1-7","2005","Employed","Not Working","","","",""
"5 on scale 1-7","2005","Not Employed","Full Time","","","",""
"5 on scale 1-7","2005","Not Employed","Part Time","","","",""
"5 on scale 1-7","2005","Not Employed","Not Working","668","0.0835304692928409","0.0774008726015811","0.0896600659841007"
"5 on scale 1-7","2005","Employed","Full Time","775","0.0911012354502415","0.0847964732989876","0.0974059976014954"
"5 on scale 1-7","2005","Employed","Part Time","412","0.0791742841613142","0.0715381668784022","0.0868104014442261"
"5 on scale 1-7","2005","Employed","Not Working","","","",""
"6 on scale 1-7","2005","Not Employed","Full Time","","","",""
"6 on scale 1-7","2005","Not Employed","Part Time","","","",""
"6 on scale 1-7","2005","Not Employed","Not Working","317","0.0406767310785349","0.0363004426681091","0.0450530194889606"
"6 on scale 1-7","2005","Employed","Full Time","347","0.0442553973214114","0.0397492761422408","0.0487615185005821"
"6 on scale 1-7","2005","Employed","Part Time","191","0.043485717838043","0.0377179091215676","0.0492535265545184"
"6 on scale 1-7","2005","Employed","Not Working","","","",""
"7 Strongly agree","2005","Not Employed","Full Time","","","",""
"7 Strongly agree","2005","Not Employed","Part Time","","","",""
"7 Strongly agree","2005","Not Employed","Not Working","262","0.0344881882302085","0.0304455543649663","0.0385308220954507"
"7 Strongly agree","2005","Employed","Full Time","293","0.0402077947793086","0.0359035936799145","0.0445119958787027"
"7 Strongly agree","2005","Employed","Part Time","136","0.0361168813413111","0.0308402214080974","0.0413935412745249"
"7 Strongly agree","2005","Employed","Not Working","","","",""
"1 Strongly disagree","2006","Not Employed","Full Time","","","",""
"1 Strongly disagree","2006","Not Employed","Part Time","","","",""
"1 Strongly disagree","2006","Not Employed","Not Working","","","",""
"1 Strongly disagree","2006","Employed","Full Time","","","",""
"1 Strongly disagree","2006","Employed","Part Time","","","",""
"1 Strongly disagree","2006","Employed","Not Working","","","",""
"2 on scale 1-7 ","2006","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2006","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2006","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2006","Employed","Full Time","","","",""
"2 on scale 1-7 ","2006","Employed","Part Time","","","",""
"2 on scale 1-7 ","2006","Employed","Not Working","","","",""
"3 on scale 1-7 ","2006","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2006","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2006","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2006","Employed","Full Time","","","",""
"3 on scale 1-7 ","2006","Employed","Part Time","","","",""
"3 on scale 1-7 ","2006","Employed","Not Working","","","",""
"4 on scale 1-7","2006","Not Employed","Full Time","","","",""
"4 on scale 1-7","2006","Not Employed","Part Time","","","",""
"4 on scale 1-7","2006","Not Employed","Not Working","","","",""
"4 on scale 1-7","2006","Employed","Full Time","","","",""
"4 on scale 1-7","2006","Employed","Part Time","","","",""
"4 on scale 1-7","2006","Employed","Not Working","","","",""
"5 on scale 1-7","2006","Not Employed","Full Time","","","",""
"5 on scale 1-7","2006","Not Employed","Part Time","","","",""
"5 on scale 1-7","2006","Not Employed","Not Working","","","",""
"5 on scale 1-7","2006","Employed","Full Time","","","",""
"5 on scale 1-7","2006","Employed","Part Time","","","",""
"5 on scale 1-7","2006","Employed","Not Working","","","",""
"6 on scale 1-7","2006","Not Employed","Full Time","","","",""
"6 on scale 1-7","2006","Not Employed","Part Time","","","",""
"6 on scale 1-7","2006","Not Employed","Not Working","","","",""
"6 on scale 1-7","2006","Employed","Full Time","","","",""
"6 on scale 1-7","2006","Employed","Part Time","","","",""
"6 on scale 1-7","2006","Employed","Not Working","","","",""
"7 Strongly agree","2006","Not Employed","Full Time","","","",""
"7 Strongly agree","2006","Not Employed","Part Time","","","",""
"7 Strongly agree","2006","Not Employed","Not Working","","","",""
"7 Strongly agree","2006","Employed","Full Time","","","",""
"7 Strongly agree","2006","Employed","Part Time","","","",""
"7 Strongly agree","2006","Employed","Not Working","","","",""
"1 Strongly disagree","2007","Not Employed","Full Time","","","",""
"1 Strongly disagree","2007","Not Employed","Part Time","","","",""
"1 Strongly disagree","2007","Not Employed","Not Working","","","",""
"1 Strongly disagree","2007","Employed","Full Time","","","",""
"1 Strongly disagree","2007","Employed","Part Time","","","",""
"1 Strongly disagree","2007","Employed","Not Working","","","",""
"2 on scale 1-7 ","2007","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2007","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2007","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2007","Employed","Full Time","","","",""
"2 on scale 1-7 ","2007","Employed","Part Time","","","",""
"2 on scale 1-7 ","2007","Employed","Not Working","","","",""
"3 on scale 1-7 ","2007","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2007","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2007","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2007","Employed","Full Time","","","",""
"3 on scale 1-7 ","2007","Employed","Part Time","","","",""
"3 on scale 1-7 ","2007","Employed","Not Working","","","",""
"4 on scale 1-7","2007","Not Employed","Full Time","","","",""
"4 on scale 1-7","2007","Not Employed","Part Time","","","",""
"4 on scale 1-7","2007","Not Employed","Not Working","","","",""
"4 on scale 1-7","2007","Employed","Full Time","","","",""
"4 on scale 1-7","2007","Employed","Part Time","","","",""
"4 on scale 1-7","2007","Employed","Not Working","","","",""
"5 on scale 1-7","2007","Not Employed","Full Time","","","",""
"5 on scale 1-7","2007","Not Employed","Part Time","","","",""
"5 on scale 1-7","2007","Not Employed","Not Working","","","",""
"5 on scale 1-7","2007","Employed","Full Time","","","",""
"5 on scale 1-7","2007","Employed","Part Time","","","",""
"5 on scale 1-7","2007","Employed","Not Working","","","",""
"6 on scale 1-7","2007","Not Employed","Full Time","","","",""
"6 on scale 1-7","2007","Not Employed","Part Time","","","",""
"6 on scale 1-7","2007","Not Employed","Not Working","","","",""
"6 on scale 1-7","2007","Employed","Full Time","","","",""
"6 on scale 1-7","2007","Employed","Part Time","","","",""
"6 on scale 1-7","2007","Employed","Not Working","","","",""
"7 Strongly agree","2007","Not Employed","Full Time","","","",""
"7 Strongly agree","2007","Not Employed","Part Time","","","",""
"7 Strongly agree","2007","Not Employed","Not Working","","","",""
"7 Strongly agree","2007","Employed","Full Time","","","",""
"7 Strongly agree","2007","Employed","Part Time","","","",""
"7 Strongly agree","2007","Employed","Not Working","","","",""
"1 Strongly disagree","2008","Not Employed","Full Time","","","",""
"1 Strongly disagree","2008","Not Employed","Part Time","","","",""
"1 Strongly disagree","2008","Not Employed","Not Working","","","",""
"1 Strongly disagree","2008","Employed","Full Time","","","",""
"1 Strongly disagree","2008","Employed","Part Time","","","",""
"1 Strongly disagree","2008","Employed","Not Working","","","",""
"2 on scale 1-7 ","2008","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2008","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2008","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2008","Employed","Full Time","","","",""
"2 on scale 1-7 ","2008","Employed","Part Time","","","",""
"2 on scale 1-7 ","2008","Employed","Not Working","","","",""
"3 on scale 1-7 ","2008","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2008","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2008","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2008","Employed","Full Time","","","",""
"3 on scale 1-7 ","2008","Employed","Part Time","","","",""
"3 on scale 1-7 ","2008","Employed","Not Working","","","",""
"4 on scale 1-7","2008","Not Employed","Full Time","","","",""
"4 on scale 1-7","2008","Not Employed","Part Time","","","",""
"4 on scale 1-7","2008","Not Employed","Not Working","","","",""
"4 on scale 1-7","2008","Employed","Full Time","","","",""
"4 on scale 1-7","2008","Employed","Part Time","","","",""
"4 on scale 1-7","2008","Employed","Not Working","","","",""
"5 on scale 1-7","2008","Not Employed","Full Time","","","",""
"5 on scale 1-7","2008","Not Employed","Part Time","","","",""
"5 on scale 1-7","2008","Not Employed","Not Working","","","",""
"5 on scale 1-7","2008","Employed","Full Time","","","",""
"5 on scale 1-7","2008","Employed","Part Time","","","",""
"5 on scale 1-7","2008","Employed","Not Working","","","",""
"6 on scale 1-7","2008","Not Employed","Full Time","","","",""
"6 on scale 1-7","2008","Not Employed","Part Time","","","",""
"6 on scale 1-7","2008","Not Employed","Not Working","","","",""
"6 on scale 1-7","2008","Employed","Full Time","","","",""
"6 on scale 1-7","2008","Employed","Part Time","","","",""
"6 on scale 1-7","2008","Employed","Not Working","","","",""
"7 Strongly agree","2008","Not Employed","Full Time","","","",""
"7 Strongly agree","2008","Not Employed","Part Time","","","",""
"7 Strongly agree","2008","Not Employed","Not Working","","","",""
"7 Strongly agree","2008","Employed","Full Time","","","",""
"7 Strongly agree","2008","Employed","Part Time","","","",""
"7 Strongly agree","2008","Employed","Not Working","","","",""
"1 Strongly disagree","2009","Not Employed","Full Time","","","",""
"1 Strongly disagree","2009","Not Employed","Part Time","","","",""
"1 Strongly disagree","2009","Not Employed","Not Working","","","",""
"1 Strongly disagree","2009","Employed","Full Time","","","",""
"1 Strongly disagree","2009","Employed","Part Time","","","",""
"1 Strongly disagree","2009","Employed","Not Working","","","",""
"2 on scale 1-7 ","2009","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2009","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2009","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2009","Employed","Full Time","","","",""
"2 on scale 1-7 ","2009","Employed","Part Time","","","",""
"2 on scale 1-7 ","2009","Employed","Not Working","","","",""
"3 on scale 1-7 ","2009","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2009","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2009","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2009","Employed","Full Time","","","",""
"3 on scale 1-7 ","2009","Employed","Part Time","","","",""
"3 on scale 1-7 ","2009","Employed","Not Working","","","",""
"4 on scale 1-7","2009","Not Employed","Full Time","","","",""
"4 on scale 1-7","2009","Not Employed","Part Time","","","",""
"4 on scale 1-7","2009","Not Employed","Not Working","","","",""
"4 on scale 1-7","2009","Employed","Full Time","","","",""
"4 on scale 1-7","2009","Employed","Part Time","","","",""
"4 on scale 1-7","2009","Employed","Not Working","","","",""
"5 on scale 1-7","2009","Not Employed","Full Time","","","",""
"5 on scale 1-7","2009","Not Employed","Part Time","","","",""
"5 on scale 1-7","2009","Not Employed","Not Working","","","",""
"5 on scale 1-7","2009","Employed","Full Time","","","",""
"5 on scale 1-7","2009","Employed","Part Time","","","",""
"5 on scale 1-7","2009","Employed","Not Working","","","",""
"6 on scale 1-7","2009","Not Employed","Full Time","","","",""
"6 on scale 1-7","2009","Not Employed","Part Time","","","",""
"6 on scale 1-7","2009","Not Employed","Not Working","","","",""
"6 on scale 1-7","2009","Employed","Full Time","","","",""
"6 on scale 1-7","2009","Employed","Part Time","","","",""
