"plh0206i03","year","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","(0) in school","128","0.201717871958111","0.170868821219071","0.232566922697152"
"1 Strongly disagree","2005","(1a) inadequately completed","88","0.386367852052334","0.324765539774546","0.447970164330122"
"1 Strongly disagree","2005","(1b) general elementary school","526","0.292605020226469","0.271895735490979","0.313314304961959"
"1 Strongly disagree","2005","(1c) basic vocational qualification","1457","0.271383782802482","0.259828741911675","0.282938823693289"
"1 Strongly disagree","2005","(2b) intermediate general qualification","133","0.235375329962365","0.20079024907206","0.26996041085267"
"1 Strongly disagree","2005","(2a) intermediate vocational","1125","0.240431007299746","0.228321363819468","0.252540650780024"
"1 Strongly disagree","2005","(2c_gen) general maturity certificate","156","0.200445177266761","0.172616891397094","0.228273463136428"
"1 Strongly disagree","2005","(2c_voc) vocational maturity certificate","339","0.23806938925881","0.216601878696622","0.259536899820999"
"1 Strongly disagree","2005","(3a) lower tertiary education","421","0.278960856516609","0.257301161038188","0.30062055199503"
"1 Strongly disagree","2005","(3b) higher tertiary education","605","0.247898400494582","0.231012921225933","0.26478387976323"
"2 on scale 1-7 ","2005","(0) in school","147","0.206840225814521","0.175702330476261","0.237978121152781"
"2 on scale 1-7 ","2005","(1a) inadequately completed","38","0.126358913597566","0.0843238279216456","0.168393999273486"
"2 on scale 1-7 ","2005","(1b) general elementary school","357","0.191195433871632","0.173295402940263","0.209095464803001"
"2 on scale 1-7 ","2005","(1c) basic vocational qualification","1259","0.209394361448801","0.198821499313749","0.219967223583852"
"2 on scale 1-7 ","2005","(2b) intermediate general qualification","125","0.201555734913716","0.168851495409121","0.234259974418311"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","1156","0.235989714617826","0.223957414781473","0.24802201445418"
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","220","0.258260718000034","0.227836505658263","0.288684930341805"
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","422","0.268714457991779","0.246370443414142","0.291058472569417"
"2 on scale 1-7 ","2005","(3a) lower tertiary education","451","0.271085214656575","0.249617165213636","0.292553264099514"
"2 on scale 1-7 ","2005","(3b) higher tertiary education","696","0.259338933877558","0.242200075423802","0.276477792331314"
"3 on scale 1-7 ","2005","(0) in school","119","0.191116934337714","0.160890712211225","0.221343156464203"
"3 on scale 1-7 ","2005","(1a) inadequately completed","45","0.226645559947913","0.173678560684843","0.279612559210982"
"3 on scale 1-7 ","2005","(1b) general elementary school","267","0.144779403995528","0.128762237353023","0.160796570638033"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","974","0.171229210749212","0.161440257162123","0.181018164336302"
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","97","0.167511997524772","0.137068389454981","0.197955605594563"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","892","0.18258176285957","0.171634554983897","0.193528970735244"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","165","0.21604578918506","0.187438100019314","0.244653478350806"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","311","0.212969617267997","0.192333557844433","0.233605676691562"
"3 on scale 1-7 ","2005","(3a) lower tertiary education","321","0.186039100743107","0.167245708476874","0.20483249300934"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","505","0.207960223567842","0.192089310692035","0.223831136443649"
"4 on scale 1-7","2005","(0) in school","129","0.149038201429993","0.121660609544215","0.176415793315772"
"4 on scale 1-7","2005","(1a) inadequately completed","35","0.128087249531768","0.085807545890067","0.17036695317347"
"4 on scale 1-7","2005","(1b) general elementary school","323","0.173761686240799","0.156514315362395","0.191009057119203"
"4 on scale 1-7","2005","(1c) basic vocational qualification","967","0.174746208358624","0.164878239530539","0.184614177186709"
"4 on scale 1-7","2005","(2b) intermediate general qualification","104","0.192138330562249","0.160019503309282","0.224257157815216"
"4 on scale 1-7","2005","(2a) intermediate vocational","841","0.180124499963942","0.169234876730025","0.191014123197858"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","131","0.160815192794468","0.135278957525883","0.186351428063053"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","224","0.138369482135154","0.120965329253456","0.155773635016853"
"4 on scale 1-7","2005","(3a) lower tertiary education","260","0.156107126266968","0.138578159579778","0.173636092954158"
"4 on scale 1-7","2005","(3b) higher tertiary education","387","0.160348130804768","0.145999189671733","0.174697071937803"
"5 on scale 1-7","2005","(0) in school","68","0.12892069601363","0.103158577062005","0.154682814965255"
"5 on scale 1-7","2005","(1a) inadequately completed","11","","",""
"5 on scale 1-7","2005","(1b) general elementary school","182","0.0901689645460126","0.0771312298041261","0.103206699287899"
