"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2005","college entrance qualification","higher education","2.95","3","3157","1","2","4","5","7","2.9","3","1","7","3","3"
"2005","college entrance qualification","higher vocational","2.86","3","345","1","2","4","5","7","2.69","3.03","1","7","2","3"
"2005","college entrance qualification","in school","","","","","","","","","","","","","",""
"2005","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2005","college entrance qualification","middle vocational","3.26","3","732","1","2","4","5","7","3.15","3.37","1","7","3","3"
"2005","college entrance qualification","vocational + Abi","3.13","3","950","1","2","4","5","7","3.03","3.23","1","7","3","3"
"2005","lower secondary degree","general elemantary","3.31","3","1491","1","1","5","7","7","3.21","3.41","1","7","3","3"
"2005","lower secondary degree","higher education","3.02","3","182","1","2","4","5","7","2.77","3.27","1","7","3","3"
"2005","lower secondary degree","higher vocational","3.17","3","453","1","2","5","6","7","3","3.34","1","7","3","3"
"2005","lower secondary degree","in school","","","","","","","","","","","","","",""
"2005","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2005","lower secondary degree","middle vocational","3.23","3","4915","1","2","4","6","7","3.18","3.28","1","7","3","3"
"2005","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2005","no degree/no degree yet","in school","3.55","3","648","1","2","5","6","7","3.42","3.68","1","7","3","4"
"2005","no degree/no degree yet","inadequately","3.07","3","197","1","1","4","6","7","2.82","3.32","1","7","2","3"
"2005","no degree/no degree yet","middle vocational","2.64","2","46","1","1","4","5","7","2.12","3.16","1","7","2","4"
"2005","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2005","Other degree","general elemantary","2.69","2","327","1","1","4","5","7","2.49","2.89","1","7","2","3"
"2005","Other degree","higher education","3.18","3","186","1","1","5","5","7","2.94","3.42","1","7","2","3"
"2005","Other degree","higher vocational","3.66","3","55","1","3","5","6","7","3.14","4.18","1","7","2","4"
"2005","Other degree","in school","","","","","","","","","","","","","",""
"2005","Other degree","inadequately","3.82","3","36","1","1","6","7","7","3.03","4.61","1","7","2","6"
"2005","Other degree","middle vocational","2.95","3","390","1","1","4","5","7","2.78","3.12","1","7","2","3"
"2005","Other degree","vocational + Abi","3.03","3","122","1","1","4","6","7","2.7","3.36","1","7","2","3"
"2005","secondary school degree","general elemantary","3.49","3","574","1","2","5","6","7","3.35","3.63","1","7","3","4"
"2005","secondary school degree","higher education","3.01","3","621","1","2","4","5","7","2.89","3.13","1","7","3","3"
"2005","secondary school degree","higher vocational","3.19","3","695","1","2","4","5","7","3.07","3.31","1","7","3","3"
"2005","secondary school degree","in school","","","","","","","","","","","","","",""
"2005","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2005","secondary school degree","middle vocational","3.31","3","4082","1","2","4","6","7","3.26","3.36","1","7","3","3"
"2005","secondary school degree","vocational + Abi","2.85","2.28","36","1","1","4","5","6","2.29","3.41","1","6","2","4"
"2006","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2006","college entrance qualification","higher education","","","","","","","","","","","","","",""
"2006","college entrance qualification","higher vocational","","","","","","","","","","","","","",""
"2006","college entrance qualification","in school","","","","","","","","","","","","","",""
"2006","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2006","college entrance qualification","middle vocational","","","","","","","","","","","","","",""
"2006","college entrance qualification","vocational + Abi","","","","","","","","","","","","","",""
"2006","lower secondary degree","general elemantary","","","","","","","","","","","","","",""
"2006","lower secondary degree","higher education","","","","","","","","","","","","","",""
"2006","lower secondary degree","higher vocational","","","","","","","","","","","","","",""
"2006","lower secondary degree","in school","","","","","","","","","","","","","",""
"2006","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2006","lower secondary degree","middle vocational","","","","","","","","","","","","","",""
"2006","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","general elemantary","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","higher education","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","higher vocational","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","in school","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","inadequately","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","middle vocational","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","vocational + Abi","","","","","","","","","","","","","",""
"2006","Other degree","general elemantary","","","","","","","","","","","","","",""
"2006","Other degree","higher education","","","","","","","","","","","","","",""
"2006","Other degree","higher vocational","","","","","","","","","","","","","",""
"2006","Other degree","in school","","","","","","","","","","","","","",""
"2006","Other degree","inadequately","","","","","","","","","","","","","",""
"2006","Other degree","middle vocational","","","","","","","","","","","","","",""
"2006","Other degree","vocational + Abi","","","","","","","","","","","","","",""
"2006","secondary school degree","general elemantary","","","","","","","","","","","","","",""
"2006","secondary school degree","higher education","","","","","","","","","","","","","",""
"2006","secondary school degree","higher vocational","","","","","","","","","","","","","",""
"2006","secondary school degree","in school","","","","","","","","","","","","","",""
"2006","secondary school degree","inadequately","","","","","","","","","","","","","",""
"2006","secondary school degree","middle vocational","","","","","","","","","","","","","",""
"2006","secondary school degree","vocational + Abi","","","","","","","","","","","","","",""
"2007","college entrance qualification","general elemantary","","","","","","","","","","","","","",""
"2007","college entrance qualification","higher education","","","","","","","","","","","","","",""
"2007","college entrance qualification","higher vocational","","","","","","","","","","","","","",""
"2007","college entrance qualification","in school","","","","","","","","","","","","","",""
"2007","college entrance qualification","inadequately","","","","","","","","","","","","","",""
"2007","college entrance qualification","middle vocational","","","","","","","","","","","","","",""
"2007","college entrance qualification","vocational + Abi","","","","","","","","","","","","","",""
"2007","lower secondary degree","general elemantary","","","","","","","","","","","","","",""
"2007","lower secondary degree","higher education","","","","","","","","","","","","","",""
"2007","lower secondary degree","higher vocational","","","","","","","","","","","","","",""
"2007","lower secondary degree","in school","","","","","","","","","","","","","",""
"2007","lower secondary degree","inadequately","","","","","","","","","","","","","",""
"2007","lower secondary degree","middle vocational","","","","","","","","","","","","","",""
"2007","lower secondary degree","vocational + Abi","","","","","","","","","","","","","",""
