"year","migback","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","general elemantary","2.96","3","562","1","1","4","5","7","2.81","3.11","1","7","2","3"
"2005","direct migration background","higher education","3.07","3","338","1","1","5","5","7","2.88","3.26","1","7","3","3"
"2005","direct migration background","higher vocational","2.87","3","133","1","1","4","5","7","2.56","3.18","1","7","2","3"
"2005","direct migration background","in school","3.39","3","55","1","2","5","7","7","2.88","3.9","1","7","2","4"
"2005","direct migration background","inadequately","2.66","3","145","1","1","4","5","7","2.39","2.93","1","7","2","3"
"2005","direct migration background","middle vocational","3.01","3","872","1","1","4","5","7","2.89","3.13","1","7","2","3"
"2005","direct migration background","vocational + Abi","3.22","3","216","1","1","5","6","7","2.98","3.46","1","7","2","3"
"2005","indirect migration background","general elemantary","3.74","4","181","1","3","5","6","7","3.47","4.01","1","7","3","4"
"2005","indirect migration background","higher education","3.01","3","69","1","2","4","5","6","2.7","3.32","1","6","2","3"
"2005","indirect migration background","higher vocational","3.46","3.48","41","1","2","5","6","6","2.86","4.06","1","7","2","5"
"2005","indirect migration background","in school","3.65","3","90","1","2","5","7","7","3.32","3.98","1","7","3","4"
"2005","indirect migration background","inadequately","","","","","","","","","","","","","",""
"2005","indirect migration background","middle vocational","3.36","3","336","1","2","4","6","7","3.18","3.54","1","7","3","3"
"2005","indirect migration background","vocational + Abi","2.77","2","46","1","1","4","5","7","2.26","3.28","1","7","2","4"
"2005","no migration background","general elemantary","3.32","3","1649","1","2","5","7","7","3.23","3.41","1","7","3","3"
"2005","no migration background","higher education","2.96","3","3755","1","2","4","5","7","2.91","3.01","1","7","3","3"
"2005","no migration background","higher vocational","3.15","3","1383","1","2","4","5","7","3.06","3.24","1","7","3","3"
"2005","no migration background","in school","3.55","3","503","1","2","5","6","7","3.4","3.7","1","7","3","4"
"2005","no migration background","inadequately","3.89","4","79","1","2","6","7","7","3.41","4.37","1","7","3","4"
"2005","no migration background","middle vocational","3.26","3","9023","1","2","4","6","7","3.22","3.3","1","7","3","3"
"2005","no migration background","vocational + Abi","3.09","3","869","1","2","4","5","7","2.98","3.2","1","7","3","3"
"2006","direct migration background","general elemantary","","","","","","","","","","","","","",""
"2006","direct migration background","higher education","","","","","","","","","","","","","",""
"2006","direct migration background","higher vocational","","","","","","","","","","","","","",""
"2006","direct migration background","in school","","","","","","","","","","","","","",""
"2006","direct migration background","inadequately","","","","","","","","","","","","","",""
"2006","direct migration background","middle vocational","","","","","","","","","","","","","",""
"2006","direct migration background","vocational + Abi","","","","","","","","","","","","","",""
"2006","indirect migration background","general elemantary","","","","","","","","","","","","","",""
