"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","college entrance qualification","direct migration background","3.05","3","265","1","1","4","6","2.83","3.27","3","3"
"2005","college entrance qualification","indirect migration background","3.15","3","197","1","2","4","5","2.94","3.36","3","3"
"2005","college entrance qualification","no migration background","3.02","3","4722","1","2","4","5","2.98","3.06","3","3"
"2005","lower secondary degree","direct migration background","3.11","3","595","1","2","4","6","2.96","3.26","3","3"
"2005","lower secondary degree","indirect migration background","3.55","3","252","1","2","5","7","3.32","3.78","3","4"
"2005","lower secondary degree","no migration background","3.24","3","6217","1","2","4","6","3.19","3.29","3","3"
"2005","no degree/no degree yet","direct migration background","2.78","3","217","1","1","4","5","2.54","3.02","2","3"
"2005","no degree/no degree yet","indirect migration background","3.6","3","98","1","2","5","6","3.29","3.91","3","4"
"2005","no degree/no degree yet","no migration background","3.52","3","582","1","2","5","6","3.38","3.66","3","3"
"2005","Other degree","direct migration background","2.97","3","989","1","1","4","5","2.86","3.08","2","3"
"2005","Other degree","indirect migration background","","","","","","","","","","",""
"2005","Other degree","no migration background","3.27","3","109","1","2","5","6","2.91","3.63","2","3"
"2005","secondary school degree","direct migration background","3.11","3","241","1","2","4","5","2.88","3.34","2","3"
"2005","secondary school degree","indirect migration background","3.45","3","202","1","2","4","6","3.21","3.69","3","3"
"2005","secondary school degree","no migration background","3.29","3","5565","1","2","4","6","3.24","3.34","3","3"
"2006","college entrance qualification","direct migration background","","","","","","","","","","",""
"2006","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2006","college entrance qualification","no migration background","","","","","","","","","","",""
"2006","lower secondary degree","direct migration background","","","","","","","","","","",""
"2006","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2006","lower secondary degree","no migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2006","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2006","Other degree","direct migration background","","","","","","","","","","",""
"2006","Other degree","indirect migration background","","","","","","","","","","",""
"2006","Other degree","no migration background","","","","","","","","","","",""
"2006","secondary school degree","direct migration background","","","","","","","","","","",""
"2006","secondary school degree","indirect migration background","","","","","","","","","","",""
"2006","secondary school degree","no migration background","","","","","","","","","","",""
"2007","college entrance qualification","direct migration background","","","","","","","","","","",""
"2007","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2007","college entrance qualification","no migration background","","","","","","","","","","",""
"2007","lower secondary degree","direct migration background","","","","","","","","","","",""
"2007","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2007","lower secondary degree","no migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2007","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2007","Other degree","direct migration background","","","","","","","","","","",""
"2007","Other degree","indirect migration background","","","","","","","","","","",""
"2007","Other degree","no migration background","","","","","","","","","","",""
"2007","secondary school degree","direct migration background","","","","","","","","","","",""
"2007","secondary school degree","indirect migration background","","","","","","","","","","",""
"2007","secondary school degree","no migration background","","","","","","","","","","",""
"2008","college entrance qualification","direct migration background","","","","","","","","","","",""
"2008","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2008","college entrance qualification","no migration background","","","","","","","","","","",""
"2008","lower secondary degree","direct migration background","","","","","","","","","","",""
"2008","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2008","lower secondary degree","no migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2008","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2008","Other degree","direct migration background","","","","","","","","","","",""
"2008","Other degree","indirect migration background","","","","","","","","","","",""
"2008","Other degree","no migration background","","","","","","","","","","",""
"2008","secondary school degree","direct migration background","","","","","","","","","","",""
"2008","secondary school degree","indirect migration background","","","","","","","","","","",""
"2008","secondary school degree","no migration background","","","","","","","","","","",""
"2009","college entrance qualification","direct migration background","","","","","","","","","","",""
"2009","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2009","college entrance qualification","no migration background","","","","","","","","","","",""
"2009","lower secondary degree","direct migration background","","","","","","","","","","",""
"2009","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2009","lower secondary degree","no migration background","","","","","","","","","","",""
"2009","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2009","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2009","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2009","Other degree","direct migration background","","","","","","","","","","",""
"2009","Other degree","indirect migration background","","","","","","","","","","",""
"2009","Other degree","no migration background","","","","","","","","","","",""
"2009","secondary school degree","direct migration background","","","","","","","","","","",""
"2009","secondary school degree","indirect migration background","","","","","","","","","","",""
"2009","secondary school degree","no migration background","","","","","","","","","","",""
"2010","college entrance qualification","direct migration background","3.29","3","206","1","2","5","5","3.07","3.51","3","3"
"2010","college entrance qualification","indirect migration background","3.44","3","181","2","3","4","5","3.22","3.66","3","4"
"2010","college entrance qualification","no migration background","2.99","3","4275","1","2","4","5","2.94","3.04","3","3"
"2010","lower secondary degree","direct migration background","3.38","3","359","1","2","5","6","3.2","3.56","3","3"
"2010","lower secondary degree","indirect migration background","3.69","4","181","1","2","5","7","3.42","3.96","3","4"
"2010","lower secondary degree","no migration background","3.33","3","4818","1","2","5","6","3.28","3.38","3","3"
"2010","no degree/no degree yet","direct migration background","3.19","2","86","1","2","5","6","2.84","3.54","2","3"
"2010","no degree/no degree yet","indirect migration background","3.43","3","49","1","2","4","6","2.87","3.99","2","4"
"2010","no degree/no degree yet","no migration background","3.59","3","280","2","2","5","6","3.39","3.79","3","3"
"2010","Other degree","direct migration background","3.06","3","606","1","2","4","6","2.93","3.19","2","3"
"2010","Other degree","indirect migration background","","","","","","","","","","",""
"2010","Other degree","no migration background","3.41","3","98","1","2","5","7","3.02","3.8","2","3"
"2010","secondary school degree","direct migration background","3.16","3","157","1","2","4","5","2.9","3.42","2","3"
"2010","secondary school degree","indirect migration background","3.33","3","157","1","2","4","6","3.06","3.6","3","4"
"2010","secondary school degree","no migration background","3.29","3","4733","1","2","4","6","3.24","3.34","3","3"
"2011","college entrance qualification","direct migration background","","","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","","","",""
"2012","college entrance qualification","direct migration background","","","","","","","","","","",""
"2012","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2012","college entrance qualification","no migration background","","","","","","","","","","",""
"2012","lower secondary degree","direct migration background","","","","","","","","","","",""
"2012","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2012","lower secondary degree","no migration background","","","","","","","","","","",""
"2012","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2012","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2012","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2012","Other degree","direct migration background","","","","","","","","","","",""
"2012","Other degree","indirect migration background","","","","","","","","","","",""
"2012","Other degree","no migration background","","","","","","","","","","",""
"2012","secondary school degree","direct migration background","","","","","","","","","","",""
"2012","secondary school degree","indirect migration background","","","","","","","","","","",""
"2012","secondary school degree","no migration background","","","","","","","","","","",""
"2013","college entrance qualification","direct migration background","","","","","","","","","","",""
"2013","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2013","college entrance qualification","no migration background","","","","","","","","","","",""
"2013","lower secondary degree","direct migration background","","","","","","","","","","",""
"2013","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2013","lower secondary degree","no migration background","","","","","","","","","","",""
"2013","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2013","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2013","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2013","Other degree","direct migration background","","","","","","","","","","",""
"2013","Other degree","indirect migration background","","","","","","","","","","",""
"2013","Other degree","no migration background","","","","","","","","","","",""
"2013","secondary school degree","direct migration background","","","","","","","","","","",""
"2013","secondary school degree","indirect migration background","","","","","","","","","","",""
"2013","secondary school degree","no migration background","","","","","","","","","","",""
"2014","college entrance qualification","direct migration background","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","2.59","2","455","1","1","4","5","2.45","2.73","2","2"
"2015","college entrance qualification","indirect migration background","2.63","2","537","1","1","4","5","2.49","2.77","2","2"
"2015","college entrance qualification","no migration background","2.64","2","6210","1","2","3","5","2.6","2.68","2","2"
"2015","lower secondary degree","direct migration background","2.89","2","540","1","1","4","6","2.74","3.04","2","3"
"2015","lower secondary degree","indirect migration background","3.4","3","382","1","1","5","7","3.2","3.6","2","3"
"2015","lower secondary degree","no migration background","2.97","3","5464","1","1","4","6","2.92","3.02","3","3"
"2015","no degree/no degree yet","direct migration background","2.96","2","418","1","1","4","6","2.78","3.14","2","2"
"2015","no degree/no degree yet","indirect migration background","2.82","2","131","1","1","4","6","2.52","3.12","2","3"
"2015","no degree/no degree yet","no migration background","3.16","3","400","1","2","4","6","2.99","3.33","2","3"
"2015","Other degree","direct migration background","2.61","2","3767","1","1","4","5","2.55","2.67","2","2"
"2015","Other degree","indirect migration background","3.08","3","67","1","1","4","6","2.56","3.6","2","4"
"2015","Other degree","no migration background","2.98","3","171","1","1","4","5","2.69","3.27","2","3"
"2015","secondary school degree","direct migration background","2.67","2","405","1","1","4","6","2.5","2.84","2","2"
"2015","secondary school degree","indirect migration background","2.83","2","429","1","1","4","5","2.67","2.99","2","2"
"2015","secondary school degree","no migration background","2.92","3","6366","1","2","4","5","2.88","2.96","2","3"
"2016","college entrance qualification","direct migration background","","","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","2.3","1","1553","1","1","3","6","2.21","2.39","1","1"
"2016","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2016","Other degree","direct migration background","2.06","1","2319","1","1","3","5","2","2.12","1","1"
"2016","Other degree","indirect migration background","","","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","","","",""
"2017","college entrance qualification","direct migration background","","","","","","","","","","",""
"2017","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2017","college entrance qualification","no migration background","","","","","","","","","","",""
"2017","lower secondary degree","direct migration background","","","","","","","","","","",""
"2017","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2017","lower secondary degree","no migration background","","","","","","","","","","",""
"2017","no degree/no degree yet","direct migration background","1.78","1","1220","1","1","2","4","1.69","1.87","1","1"
"2017","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2017","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2017","Other degree","direct migration background","1.71","1","1417","1","1","2","4","1.64","1.78","1","1"
"2017","Other degree","indirect migration background","","","","","","","","","","",""
"2017","Other degree","no migration background","","","","","","","","","","",""
"2017","secondary school degree","direct migration background","","","","","","","","","","",""
"2017","secondary school degree","indirect migration background","","","","","","","","","","",""
"2017","secondary school degree","no migration background","","","","","","","","","","",""
"2018","college entrance qualification","direct migration background","","","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","2.06","1","172","1","1","3","6","1.8","2.32","1","1"
"2018","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2018","Other degree","direct migration background","1.77","1","174","1","1","2","4","1.54","2","1","1"
"2018","Other degree","indirect migration background","","","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","","","",""
"2019","college entrance qualification","direct migration background","","","","","","","","","","",""
"2019","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2019","college entrance qualification","no migration background","","","","","","","","","","",""
"2019","lower secondary degree","direct migration background","","","","","","","","","","",""
"2019","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2019","lower secondary degree","no migration background","","","","","","","","","","",""
"2019","no degree/no degree yet","direct migration background","1.92","1","139","1","1","2","4","1.64","2.2","1","2"
"2019","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2019","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2019","Other degree","direct migration background","1.72","1","83","1","1","2","3","1.36","2.08","1","2"
"2019","Other degree","indirect migration background","","","","","","","","","","",""
"2019","Other degree","no migration background","","","","","","","","","","",""
"2019","secondary school degree","direct migration background","","","","","","","","","","",""
"2019","secondary school degree","indirect migration background","","","","","","","","","","",""
"2019","secondary school degree","no migration background","","","","","","","","","","",""
