"year","pgisced97","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","general elemantary","Female","3.03","3","1614","1","1","4","6","2.94","3.12","3","3"
"2005","general elemantary","Male","3.76","4","778","1","2","5","7","3.63","3.89","3","4"
"2005","higher education","Female","2.84","3","1854","1","1","4","5","2.77","2.91","2","3"
"2005","higher education","Male","3.08","3","2308","1","2","4","5","3.02","3.14","3","3"
"2005","higher vocational","Female","2.87","3","664","1","1","4","5","2.74","3","2","3"
"2005","higher vocational","Male","3.3","3","893","1","2","4","6","3.19","3.41","3","3"
"2005","in school","Female","3.22","3","339","1","2","4","6","3.04","3.4","3","3"
"2005","in school","Male","3.89","4","309","1","3","5","7","3.7","4.08","3","4"
"2005","inadequately","Female","2.96","3","131","1","1","4","5","2.63","3.29","2","3"
"2005","inadequately","Male","3.36","3","102","1","2","4","7","2.99","3.73","3","3"
"2005","middle vocational","Female","3.02","3","5365","1","2","4","5","2.97","3.07","3","3"
"2005","middle vocational","Male","3.47","3","4866","1","2","5","6","3.42","3.52","3","3"
"2005","vocational + Abi","Female","2.95","3","665","1","1","4","5","2.82","3.08","3","3"
"2005","vocational + Abi","Male","3.32","3","466","1","2","4","5","3.17","3.47","3","3"
"2006","general elemantary","Female","","","","","","","","","","",""
"2006","general elemantary","Male","","","","","","","","","","",""
"2006","higher education","Female","","","","","","","","","","",""
"2006","higher education","Male","","","","","","","","","","",""
"2006","higher vocational","Female","","","","","","","","","","",""
"2006","higher vocational","Male","","","","","","","","","","",""
"2006","in school","Female","","","","","","","","","","",""
"2006","in school","Male","","","","","","","","","","",""
"2006","inadequately","Female","","","","","","","","","","",""
"2006","inadequately","Male","","","","","","","","","","",""
"2006","middle vocational","Female","","","","","","","","","","",""
"2006","middle vocational","Male","","","","","","","","","","",""
"2006","vocational + Abi","Female","","","","","","","","","","",""
"2006","vocational + Abi","Male","","","","","","","","","","",""
"2007","general elemantary","Female","","","","","","","","","","",""
"2007","general elemantary","Male","","","","","","","","","","",""
"2007","higher education","Female","","","","","","","","","","",""
"2007","higher education","Male","","","","","","","","","","",""
"2007","higher vocational","Female","","","","","","","","","","",""
"2007","higher vocational","Male","","","","","","","","","","",""
"2007","in school","Female","","","","","","","","","","",""
"2007","in school","Male","","","","","","","","","","",""
"2007","inadequately","Female","","","","","","","","","","",""
"2007","inadequately","Male","","","","","","","","","","",""
"2007","middle vocational","Female","","","","","","","","","","",""
"2007","middle vocational","Male","","","","","","","","","","",""
"2007","vocational + Abi","Female","","","","","","","","","","",""
"2007","vocational + Abi","Male","","","","","","","","","","",""
"2008","general elemantary","Female","","","","","","","","","","",""
"2008","general elemantary","Male","","","","","","","","","","",""
"2008","higher education","Female","","","","","","","","","","",""
"2008","higher education","Male","","","","","","","","","","",""
"2008","higher vocational","Female","","","","","","","","","","",""
"2008","higher vocational","Male","","","","","","","","","","",""
"2008","in school","Female","","","","","","","","","","",""
"2008","in school","Male","","","","","","","","","","",""
"2008","inadequately","Female","","","","","","","","","","",""
"2008","inadequately","Male","","","","","","","","","","",""
"2008","middle vocational","Female","","","","","","","","","","",""
"2008","middle vocational","Male","","","","","","","","","","",""
"2008","vocational + Abi","Female","","","","","","","","","","",""
"2008","vocational + Abi","Male","","","","","","","","","","",""
"2009","general elemantary","Female","","","","","","","","","","",""
"2009","general elemantary","Male","","","","","","","","","","",""
"2009","higher education","Female","","","","","","","","","","",""
"2009","higher education","Male","","","","","","","","","","",""
"2009","higher vocational","Female","","","","","","","","","","",""
"2009","higher vocational","Male","","","","","","","","","","",""
"2009","in school","Female","","","","","","","","","","",""
"2009","in school","Male","","","","","","","","","","",""
"2009","inadequately","Female","","","","","","","","","","",""
"2009","inadequately","Male","","","","","","","","","","",""
"2009","middle vocational","Female","","","","","","","","","","",""
"2009","middle vocational","Male","","","","","","","","","","",""
"2009","vocational + Abi","Female","","","","","","","","","","",""
"2009","vocational + Abi","Male","","","","","","","","","","",""
"2010","general elemantary","Female","3.12","3","1129","1","1","4","6","3.01","3.23","3","3"
"2010","general elemantary","Male","3.92","4","496","1","3","5","7","3.76","4.08","3","4"
"2010","higher education","Female","2.8","3","1767","1","2","4","5","2.73","2.87","2","3"
"2010","higher education","Male","3.19","3","2065","1","2","4","5","3.12","3.26","3","3"
"2010","higher vocational","Female","2.85","2","514","1","1","4","5","2.72","2.98","2","3"
"2010","higher vocational","Male","3.45","3","740","1","2","5","6","3.33","3.57","3","3"
"2010","in school","Female","3.21","3","115","1","2","4","6","2.93","3.49","3","3"
"2010","in school","Male","3.61","3","154","2","2","5","6","3.34","3.88","3","4"
"2010","inadequately","Female","2.96","2","79","1","2","4","6","2.53","3.39","2","3"
"2010","inadequately","Male","3.82","4","58","1","2","5","6","3.33","4.31","3","4"
"2010","middle vocational","Female","3.11","3","4405","1","2","4","5","3.06","3.16","3","3"
"2010","middle vocational","Male","3.49","3","3913","1","2","5","6","3.44","3.54","3","3"
"2010","vocational + Abi","Female","2.97","3","578","1","2","4","5","2.84","3.1","3","3"
"2010","vocational + Abi","Male","3.19","3","364","1","2","4","5","3.03","3.35","3","3"
"2011","general elemantary","Female","","","","","","","","","","",""
"2011","general elemantary","Male","","","","","","","","","","",""
"2011","higher education","Female","","","","","","","","","","",""
"2011","higher education","Male","","","","","","","","","","",""
"2011","higher vocational","Female","","","","","","","","","","",""
"2011","higher vocational","Male","","","","","","","","","","",""
"2011","in school","Female","","","","","","","","","","",""
"2011","in school","Male","","","","","","","","","","",""
"2011","inadequately","Female","","","","","","","","","","",""
"2011","inadequately","Male","","","","","","","","","","",""
"2011","middle vocational","Female","","","","","","","","","","",""
"2011","middle vocational","Male","","","","","","","","","","",""
"2011","vocational + Abi","Female","","","","","","","","","","",""
"2011","vocational + Abi","Male","","","","","","","","","","",""
"2012","general elemantary","Female","","","","","","","","","","",""
"2012","general elemantary","Male","","","","","","","","","","",""
"2012","higher education","Female","","","","","","","","","","",""
"2012","higher education","Male","","","","","","","","","","",""
"2012","higher vocational","Female","","","","","","","","","","",""
