"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","East Germany","3.16","3","341","1","2","4","6","7","2.97","3.35","1","7","3","4"
"2005","general elemantary","West Germany","3.28","3","2051","1","1","5","7","7","3.2","3.36","1","7","3","3"
"2005","higher education","East Germany","3.01","3","1254","1","2","4","5","7","2.92","3.1","1","7","3","3"
"2005","higher education","West Germany","2.96","3","2908","1","2","4","5","7","2.9","3.02","1","7","3","3"
"2005","higher vocational","East Germany","3.17","3","421","1","2","4","6","7","3.01","3.33","1","7","3","3"
"2005","higher vocational","West Germany","3.12","3","1136","1","2","4","5","7","3.02","3.22","1","7","3","3"
"2005","in school","East Germany","3.59","3","147","1","2","5","7","7","3.3","3.88","1","7","3","4"
"2005","in school","West Germany","3.54","3","501","1","2","5","6","7","3.39","3.69","1","7","3","4"
"2005","inadequately","East Germany","","","","","","","","","","","","","",""
"2005","inadequately","West Germany","3.17","3","215","1","1","4","7","7","2.92","3.42","1","7","2","3"
"2005","middle vocational","East Germany","3.39","3","2632","1","2","5","6","7","3.32","3.46","1","7","3","3"
"2005","middle vocational","West Germany","3.21","3","7599","1","2","4","6","7","3.17","3.25","1","7","3","3"
"2005","vocational + Abi","East Germany","3.29","3","162","2","2","4","5","7","3.05","3.53","1","7","3","3"
"2005","vocational + Abi","West Germany","3.09","3","969","1","2","4","5","7","2.98","3.2","1","7","3","3"
"2006","general elemantary","East Germany","","","","","","","","","","","","","",""
"2006","general elemantary","West Germany","","","","","","","","","","","","","",""
"2006","higher education","East Germany","","","","","","","","","","","","","",""
"2006","higher education","West Germany","","","","","","","","","","","","","",""
"2006","higher vocational","East Germany","","","","","","","","","","","","","",""
"2006","higher vocational","West Germany","","","","","","","","","","","","","",""
"2006","in school","East Germany","","","","","","","","","","","","","",""
"2006","in school","West Germany","","","","","","","","","","","","","",""
"2006","inadequately","East Germany","","","","","","","","","","","","","",""
"2006","inadequately","West Germany","","","","","","","","","","","","","",""
"2006","middle vocational","East Germany","","","","","","","","","","","","","",""
"2006","middle vocational","West Germany","","","","","","","","","","","","","",""
"2006","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"2006","vocational + Abi","West Germany","","","","","","","","","","","","","",""
"2007","general elemantary","East Germany","","","","","","","","","","","","","",""
"2007","general elemantary","West Germany","","","","","","","","","","","","","",""
"2007","higher education","East Germany","","","","","","","","","","","","","",""
"2007","higher education","West Germany","","","","","","","","","","","","","",""
"2007","higher vocational","East Germany","","","","","","","","","","","","","",""
"2007","higher vocational","West Germany","","","","","","","","","","","","","",""
"2007","in school","East Germany","","","","","","","","","","","","","",""
"2007","in school","West Germany","","","","","","","","","","","","","",""
"2007","inadequately","East Germany","","","","","","","","","","","","","",""
"2007","inadequately","West Germany","","","","","","","","","","","","","",""
"2007","middle vocational","East Germany","","","","","","","","","","","","","",""
"2007","middle vocational","West Germany","","","","","","","","","","","","","",""
"2007","vocational + Abi","East Germany","","","","","","","","","","","","","",""
"2007","vocational + Abi","West Germany","","","","","","","","","","","","","",""
"2008","general elemantary","East Germany","","","","","","","","","","","","","",""
"2008","general elemantary","West Germany","","","","","","","","","","","","","",""
"2008","higher education","East Germany","","","","","","","","","","","","","",""
