"year","age_gr","education","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","college entrance qualification","3.17","3","1575","1","2","4","5","7","3.09","3.25","1","7","3","3"
"2005","16-34 y.","lower secondary degree","3.71","4","942","1","2","5","7","7","3.59","3.83","1","7","3","4"
"2005","16-34 y.","no degree/no degree yet","3.51","3","692","1","2","5","6","7","3.38","3.64","1","7","3","4"
"2005","16-34 y.","Other degree","3.27","3","159","1","2","4","6","7","2.98","3.56","1","7","3","4"
"2005","16-34 y.","secondary school degree","3.55","4","1608","1","2","5","6","7","3.47","3.63","1","7","3","4"
"2005","35-65 y.","college entrance qualification","3.04","3","3040","1","2","4","5","7","2.98","3.1","1","7","3","3"
"2005","35-65 y.","lower secondary degree","3.37","3","3710","1","2","5","6","7","3.31","3.43","1","7","3","3"
"2005","35-65 y.","no degree/no degree yet","3.15","3","142","1","1","4","7","7","2.84","3.46","1","7","2","3"
"2005","35-65 y.","Other degree","3.01","3","783","1","1","4","5","7","2.89","3.13","1","7","2","3"
"2005","35-65 y.","secondary school degree","3.28","3","3860","1","2","4","6","7","3.23","3.33","1","7","3","3"
"2005","66 and older","college entrance qualification","2.6","2","569","1","1","4","5","7","2.47","2.73","1","7","2","3"
"2005","66 and older","lower secondary degree","2.89","3","2412","1","1","4","6","7","2.82","2.96","1","7","3","3"
"2005","66 and older","no degree/no degree yet","2.39","2","63","1","1","4","5","7","1.97","2.81","1","7","1","3"
"2005","66 and older","Other degree","2.6","2","174","1","1","4","6","7","2.33","2.87","1","7","2","3"
"2005","66 and older","secondary school degree","2.68","2","540","1","1","4","5","7","2.54","2.82","1","7","2","3"
"2006","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2006","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2006","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2006","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2006","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2006","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2006","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2006","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2006","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2006","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2006","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2006","66 and older","Other degree","","","","","","","","","","","","","",""
"2006","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2007","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2007","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2007","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2008","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2008","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2008","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2008","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2008","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2008","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2008","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2008","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2009","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
"2009","16-34 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2009","16-34 y.","Other degree","","","","","","","","","","","","","",""
"2009","16-34 y.","secondary school degree","","","","","","","","","","","","","",""
"2009","35-65 y.","college entrance qualification","","","","","","","","","","","","","",""
"2009","35-65 y.","lower secondary degree","","","","","","","","","","","","","",""
"2009","35-65 y.","no degree/no degree yet","","","","","","","","","","","","","",""
"2009","35-65 y.","Other degree","","","","","","","","","","","","","",""
"2009","35-65 y.","secondary school degree","","","","","","","","","","","","","",""
"2009","66 and older","college entrance qualification","","","","","","","","","","","","","",""
"2009","66 and older","lower secondary degree","","","","","","","","","","","","","",""
"2009","66 and older","no degree/no degree yet","","","","","","","","","","","","","",""
"2009","66 and older","Other degree","","","","","","","","","","","","","",""
"2009","66 and older","secondary school degree","","","","","","","","","","","","","",""
"2010","16-34 y.","college entrance qualification","3.15","3","1296","1","2","4","5","7","3.07","3.23","1","7","3","3"
"2010","16-34 y.","lower secondary degree","3.86","4","477","1","3","5","6","7","3.7","4.02","1","7","3","4"
"2010","16-34 y.","no degree/no degree yet","3.55","3","287","2","2","5","6","7","3.36","3.74","1","7","3","3"
"2010","16-34 y.","Other degree","3.46","3","75","1","2","5","7","7","3.04","3.88","1","7","2","4"
"2010","16-34 y.","secondary school degree","3.59","3","1027","1","2","5","6","7","3.49","3.69","1","7","3","4"
"2010","35-65 y.","college entrance qualification","3.02","3","2628","1","2","4","5","7","2.96","3.08","1","7","3","3"
"2010","35-65 y.","lower secondary degree","3.46","3","2566","1","2","5","6","7","3.39","3.53","1","7","3","3"
"2010","35-65 y.","no degree/no degree yet","3.66","4","77","1","2","5","7","7","3.2","4.12","1","7","2","3"
"2010","35-65 y.","Other degree","3.11","3","474","1","2","4","6","7","2.95","3.27","1","7","2","3"
"2010","35-65 y.","secondary school degree","3.28","3","3278","1","2","4","6","7","3.22","3.34","1","7","3","3"
"2010","66 and older","college entrance qualification","2.8","2","738","1","1","4","5","7","2.68","2.92","1","7","2","3"
"2010","66 and older","lower secondary degree","3.12","3","2315","1","2","4","6","7","3.05","3.19","1","7","3","3"
"2010","66 and older","no degree/no degree yet","2.79","2","51","1","2","4","5","7","2.39","3.19","1","7","2","3"
"2010","66 and older","Other degree","2.9","3","167","1","1","4","5","7","2.64","3.16","1","7","2","3"
"2010","66 and older","secondary school degree","2.95","3","742","1","1","4","5","7","2.83","3.07","1","7","3","3"
"2011","16-34 y.","college entrance qualification","","","","","","","","","","","","","",""
"2011","16-34 y.","lower secondary degree","","","","","","","","","","","","","",""
