"year","age_gr","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","16-34 y.","(0) in school","3.55","3","652","1","2","5","6","7","3.42","3.68","1","7","3","4"
"2005","16-34 y.","(1a) inadequately completed","3.21","3","40","1","2","4","5","7","2.67","3.75","1","7","3","4"
"2005","16-34 y.","(1b) general elementary school","3.93","4","417","1","3","5","7","7","3.75","4.11","1","7","3","4"
"2005","16-34 y.","(1c) basic vocational qualification","3.52","3","607","1","2","5","6","7","3.38","3.66","1","7","3","4"
"2005","16-34 y.","(2a) intermediate vocational","3.52","4","1145","1","2","5","6","7","3.42","3.62","1","7","3","4"
"2005","16-34 y.","(2b) intermediate general qualification","3.6","3","442","1","2","5","6","7","3.44","3.76","1","7","3","4"
"2005","16-34 y.","(2c_gen) general maturity certificate","3.28","3","658","1","2","4","5","7","3.16","3.4","1","7","3","3"
"2005","16-34 y.","(2c_voc) vocational maturity certificate","3.08","3","503","1","2","4","5","7","2.94","3.22","1","7","3","3"
"2005","16-34 y.","(3a) lower tertiary education","3.33","3","198","1","2","5","5","7","3.12","3.54","1","7","3","4"
"2005","16-34 y.","(3b) higher tertiary education","3","3","323","1","2","4","5","7","2.84","3.16","1","7","3","3"
"2005","35-65 y.","(0) in school","","","","","","","","","","","","","",""
"2005","35-65 y.","(1a) inadequately completed","3.15","3","140","1","1","4","7","7","2.84","3.46","1","7","2","3"
"2005","35-65 y.","(1b) general elementary school","3.31","3","729","1","2","5","7","7","3.17","3.45","1","7","3","3"
"2005","35-65 y.","(1c) basic vocational qualification","3.32","3","3371","1","2","5","6","7","3.26","3.38","1","7","3","3"
"2005","35-65 y.","(2a) intermediate vocational","3.31","3","3242","1","2","4","6","7","3.25","3.37","1","7","3","3"
"2005","35-65 y.","(2b) intermediate general qualification","3.19","3","100","1","1","4","6","7","2.82","3.56","1","7","2","4"
"2005","35-65 y.","(2c_gen) general maturity certificate","3.25","3","123","1","2","5","5","7","2.96","3.54","1","7","2","3"
"2005","35-65 y.","(2c_voc) vocational maturity certificate","3.21","3","859","1","2","4","5","7","3.1","3.32","1","7","3","3"
"2005","35-65 y.","(3a) lower tertiary education","2.95","3","1156","1","2","4","5","7","2.86","3.04","1","7","3","3"
"2005","35-65 y.","(3b) higher tertiary education","3.03","3","1819","1","2","4","5","7","2.96","3.1","1","7","3","3"
"2005","66 and older","(0) in school","","","","","","","","","","","","","",""
"2005","66 and older","(1a) inadequately completed","2.39","2","63","1","1","4","5","7","1.97","2.81","1","7","1","3"
"2005","66 and older","(1b) general elementary school","2.75","2","705","1","1","4","6","7","2.62","2.88","1","7","2","3"
"2005","66 and older","(1c) basic vocational qualification","2.92","3","1722","1","1","4","6","7","2.83","3.01","1","7","3","3"
"2005","66 and older","(2a) intermediate vocational","2.64","2","403","1","1","4","5","7","2.47","2.81","1","7","2","3"
"2005","66 and older","(2b) intermediate general qualification","3.02","3","35","1","2","4","5","6","2.49","3.55","1","6","2","4"
"2005","66 and older","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2005","66 and older","(2c_voc) vocational maturity certificate","2.39","2","149","1","1","3","4","6","2.15","2.63","1","6","2","3"
"2005","66 and older","(3a) lower tertiary education","2.87","3","294","1","1","4","5","7","2.68","3.06","1","7","2","3"
"2005","66 and older","(3b) higher tertiary education","2.71","2","372","1","1","4","5","7","2.54","2.88","1","7","2","3"
"2006","16-34 y.","(0) in school","","","","","","","","","","","","","",""
"2006","16-34 y.","(1a) inadequately completed","","","","","","","","","","","","","",""
"2006","16-34 y.","(1b) general elementary school","","","","","","","","","","","","","",""
"2006","16-34 y.","(1c) basic vocational qualification","","","","","","","","","","","","","",""
"2006","16-34 y.","(2a) intermediate vocational","","","","","","","","","","","","","",""
"2006","16-34 y.","(2b) intermediate general qualification","","","","","","","","","","","","","",""
"2006","16-34 y.","(2c_gen) general maturity certificate","","","","","","","","","","","","","",""
"2006","16-34 y.","(2c_voc) vocational maturity certificate","","","","","","","","","","","","","",""
"2006","16-34 y.","(3a) lower tertiary education","","","","","","","","","","","","","",""
