"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","college entrance qualification","East Germany","3.13","3","1128","1","2","4","5","7","3.04","3.22","1","7","3","3"
"2005","college entrance qualification","West Germany","3","3","4056","1","2","4","5","7","2.95","3.05","1","7","3","3"
"2005","lower secondary degree","East Germany","3.14","3","1390","1","1","4","6","7","3.04","3.24","1","7","3","3"
"2005","lower secondary degree","West Germany","3.26","3","5674","1","2","4","6","7","3.21","3.31","1","7","3","3"
"2005","no degree/no degree yet","East Germany","3.49","3","167","1","2","4","7","7","3.22","3.76","1","7","3","4"
"2005","no degree/no degree yet","West Germany","3.29","3","730","1","2","4","6","7","3.16","3.42","1","7","3","3"
"2005","Other degree","East Germany","2.88","2.73","49","1","2","4","4","7","2.39","3.37","1","7","2","4"
"2005","Other degree","West Germany","3","3","1067","1","1","4","6","7","2.89","3.11","1","7","2","3"
"2005","secondary school degree","East Germany","3.42","3","2223","1","2","5","6","7","3.35","3.49","1","7","3","3"
"2005","secondary school degree","West Germany","3.23","3","3785","1","2","4","6","7","3.18","3.28","1","7","3","3"
"2006","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2006","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2006","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2006","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2006","Other degree","East Germany","","","","","","","","","","","","","",""
"2006","Other degree","West Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2006","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2007","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2007","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2007","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2007","Other degree","East Germany","","","","","","","","","","","","","",""
"2007","Other degree","West Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2007","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2008","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2008","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2008","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2008","Other degree","East Germany","","","","","","","","","","","","","",""
"2008","Other degree","West Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2008","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2009","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2009","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2009","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2009","Other degree","East Germany","","","","","","","","","","","","","",""
"2009","Other degree","West Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2009","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2010","college entrance qualification","East Germany","3","3","1022","1","2","4","5","7","2.91","3.09","1","7","3","3"
"2010","college entrance qualification","West Germany","3.03","3","3640","1","2","4","5","7","2.98","3.08","1","7","3","3"
"2010","lower secondary degree","East Germany","3.26","3","1060","1","2","4","6","7","3.15","3.37","1","7","3","3"
"2010","lower secondary degree","West Germany","3.36","3","4298","1","2","5","6","7","3.31","3.41","1","7","3","3"
"2010","no degree/no degree yet","East Germany","3.24","3","46","1","2","4","6","7","2.71","3.77","1","7","2","4"
"2010","no degree/no degree yet","West Germany","3.47","3","369","1","2","5","6","7","3.29","3.65","1","7","3","3"
"2010","Other degree","East Germany","4.07","3.62","38","2","2","7","7","7","3.47","4.67","1","7","2","4"
"2010","Other degree","West Germany","3.06","3","678","1","2","4","6","7","2.93","3.19","1","7","2","3"
"2010","secondary school degree","East Germany","3.39","3","1858","1","2","5","6","7","3.31","3.47","1","7","3","3"
"2010","secondary school degree","West Germany","3.25","3","3189","1","2","4","6","7","3.19","3.31","1","7","3","3"
"2011","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2011","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2011","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2011","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2011","Other degree","East Germany","","","","","","","","","","","","","",""
"2011","Other degree","West Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2011","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2012","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2012","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2012","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2012","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2012","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2012","Other degree","East Germany","","","","","","","","","","","","","",""
"2012","Other degree","West Germany","","","","","","","","","","","","","",""
"2012","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2012","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2013","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2013","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2013","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2013","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2013","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2013","Other degree","East Germany","","","","","","","","","","","","","",""
"2013","Other degree","West Germany","","","","","","","","","","","","","",""
"2013","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2013","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2014","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2014","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2014","no degree/no degree yet","West Germany","","","","","","","","","","","","","",""
"2014","Other degree","East Germany","","","","","","","","","","","","","",""
"2014","Other degree","West Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2014","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2015","college entrance qualification","East Germany","2.72","2","1307","1","2","4","5","7","2.64","2.8","1","7","2","2"
"2015","college entrance qualification","West Germany","2.62","2","5895","1","2","3","5","7","2.58","2.66","1","7","2","2"
"2015","lower secondary degree","East Germany","3.04","3","1128","1","1","4","6","7","2.93","3.15","1","7","3","3"
"2015","lower secondary degree","West Germany","2.98","3","5258","1","1","4","6","7","2.93","3.03","1","7","2","3"
"2015","no degree/no degree yet","East Germany","3.19","3","117","1","2","5","6","7","2.87","3.51","1","7","2","3"
"2015","no degree/no degree yet","West Germany","3.02","3","832","1","1","4","6","7","2.9","3.14","1","7","2","2"
"2015","Other degree","East Germany","2.94","2","375","1","1","4","5","7","2.75","3.13","1","7","2","3"
"2015","Other degree","West Germany","2.62","2","3630","1","1","4","5","7","2.56","2.68","1","7","2","2"
"2015","secondary school degree","East Germany","3.03","3","2352","1","2","4","5","7","2.96","3.1","1","7","3","3"
"2015","secondary school degree","West Germany","2.85","2","4848","1","1","4","5","7","2.8","2.9","1","7","2","2"
"2016","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2016","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2016","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2016","lower secondary degree","West Germany","3.49","3","30","1","2","5","7","7","2.65","4.33","1","7","1","4"
"2016","no degree/no degree yet","East Germany","2.17","1","271","1","1","3","5","7","1.93","2.41","1","7","1","1"
"2016","no degree/no degree yet","West Germany","2.37","1","1289","1","1","3","6","7","2.27","2.47","1","7","1","1"
"2016","Other degree","East Germany","1.82","1","399","1","1","2","5","7","1.67","1.97","1","7","1","1"
"2016","Other degree","West Germany","2.11","1","1924","1","1","3","5","7","2.04","2.18","1","7","1","1"
"2016","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2016","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2017","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2017","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2017","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2017","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2017","no degree/no degree yet","East Germany","1.99","1","104","1","1","2","6","7","1.6","2.38","1","7","1","1"
"2017","no degree/no degree yet","West Germany","1.75","1","1116","1","1","2","4","7","1.66","1.84","1","7","1","1"
"2017","Other degree","East Germany","1.95","1","134","1","1","3","4","7","1.68","2.22","1","7","1","1"
"2017","Other degree","West Germany","1.68","1","1283","1","1","2","4","7","1.61","1.75","1","7","1","1"
"2017","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2017","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2018","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2018","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2018","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2018","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2018","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2018","no degree/no degree yet","West Germany","2.11","1","160","1","1","3","6","7","1.83","2.39","1","7","1","1"
"2018","Other degree","East Germany","","","","","","","","","","","","","",""
"2018","Other degree","West Germany","1.91","1","145","1","1","2","4","7","1.65","2.17","1","7","1","1"
"2018","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2018","secondary school degree","West Germany","","","","","","","","","","","","","",""
"2019","college entrance qualification","East Germany","","","","","","","","","","","","","",""
"2019","college entrance qualification","West Germany","","","","","","","","","","","","","",""
"2019","lower secondary degree","East Germany","","","","","","","","","","","","","",""
"2019","lower secondary degree","West Germany","","","","","","","","","","","","","",""
"2019","no degree/no degree yet","East Germany","","","","","","","","","","","","","",""
"2019","no degree/no degree yet","West Germany","1.95","1","127","1","1","3","4","7","1.66","2.24","1","7","1","2"
"2019","Other degree","East Germany","","","","","","","","","","","","","",""
"2019","Other degree","West Germany","1.72","1","79","1","1","2","3","7","1.34","2.1","1","7","1","2"
"2019","secondary school degree","East Germany","","","","","","","","","","","","","",""
"2019","secondary school degree","West Germany","","","","","","","","","","","","","",""
