"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","Employed","East Germany","3.44","3","2943","1","2","5","6","7","3.38","3.5","1","7","3","3"
"2005","Employed","West Germany","3.28","3","9869","1","2","4","6","7","3.25","3.31","1","7","3","3"
"2005","Not Employed","East Germany","3.09","3","2105","1","2","4","6","7","3.02","3.16","1","7","3","3"
"2005","Not Employed","West Germany","3.04","3","5737","1","1","4","6","7","2.99","3.09","1","7","3","3"
"2006","Employed","East Germany","","","","","","","","","","","","","",""
"2006","Employed","West Germany","","","","","","","","","","","","","",""
"2006","Not Employed","East Germany","","","","","","","","","","","","","",""
"2006","Not Employed","West Germany","","","","","","","","","","","","","",""
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
"2007","Not Employed","West Germany","","","","","","","","","","","","","",""
"2008","Employed","East Germany","","","","","","","","","","","","","",""
"2008","Employed","West Germany","","","","","","","","","","","","","",""
"2008","Not Employed","East Germany","","","","","","","","","","","","","",""
"2008","Not Employed","West Germany","","","","","","","","","","","","","",""
"2009","Employed","East Germany","","","","","","","","","","","","","",""
"2009","Employed","West Germany","","","","","","","","","","","","","",""
"2009","Not Employed","East Germany","","","","","","","","","","","","","",""
"2009","Not Employed","West Germany","","","","","","","","","","","","","",""
"2010","Employed","East Germany","3.31","3","2463","1","2","4","6","7","3.25","3.37","1","7","3","3"
"2010","Employed","West Germany","3.32","3","7880","1","2","4","6","7","3.28","3.36","1","7","3","3"
"2010","Not Employed","East Germany","3.22","3","1671","1","2","4","6","7","3.14","3.3","1","7","3","3"
"2010","Not Employed","West Germany","3.08","3","4654","1","2","4","6","7","3.03","3.13","1","7","3","3"
"2011","Employed","East Germany","","","","","","","","","","","","","",""
"2011","Employed","West Germany","","","","","","","","","","","","","",""
"2011","Not Employed","East Germany","","","","","","","","","","","","","",""
"2011","Not Employed","West Germany","","","","","","","","","","","","","",""
"2012","Employed","East Germany","","","","","","","","","","","","","",""
"2012","Employed","West Germany","","","","","","","","","","","","","",""
"2012","Not Employed","East Germany","","","","","","","","","","","","","",""
"2012","Not Employed","West Germany","","","","","","","","","","","","","",""
"2013","Employed","East Germany","","","","","","","","","","","","","",""
"2013","Employed","West Germany","","","","","","","","","","","","","",""
"2013","Not Employed","East Germany","","","","","","","","","","","","","",""
"2013","Not Employed","West Germany","","","","","","","","","","","","","",""
"2014","Employed","East Germany","","","","","","","","","","","","","",""
"2014","Employed","West Germany","","","","","","","","","","","","","",""
"2014","Not Employed","East Germany","","","","","","","","","","","","","",""
"2014","Not Employed","West Germany","","","","","","","","","","","","","",""
"2015","Employed","East Germany","2.96","3","3237","1","2","4","5","7","2.9","3.02","1","7","3","3"
"2015","Employed","West Germany","2.83","2","13357","1","2","4","5","7","2.8","2.86","1","7","2","2"
"2015","Not Employed","East Germany","2.95","3","2194","1","1","4","5","7","2.88","3.02","1","7","2","3"
"2015","Not Employed","West Germany","2.77","2","7911","1","1","4","5","7","2.73","2.81","1","7","2","2"
"2016","Employed","East Germany","","","","","","","","","","","","","",""
"2016","Employed","West Germany","","","","","","","","","","","","","",""
"2016","Not Employed","East Germany","1.94","1","714","1","1","2","5","7","1.81","2.07","1","7","1","1"
"2016","Not Employed","West Germany","2.26","1","3562","1","1","3","5","7","2.21","2.31","1","7","1","1"
"2017","Employed","East Germany","","","","","","","","","","","","","",""
"2017","Employed","West Germany","","","","","","","","","","","","","",""
"2017","Not Employed","East Germany","1.96","1","262","1","1","2","5","7","1.74","2.18","1","7","1","1"
"2017","Not Employed","West Germany","1.73","1","2548","1","1","2","4","7","1.67","1.79","1","7","1","1"
"2018","Employed","East Germany","","","","","","","","","","","","","",""
"2018","Employed","West Germany","","","","","","","","","","","","","",""
"2018","Not Employed","East Germany","1.45","1","47","1","1","1","3","4","1.12","1.78","1","6","1","1"
"2018","Not Employed","West Germany","1.98","1","363","1","1","2","5","7","1.8","2.16","1","7","1","1"
"2019","Employed","East Germany","","","","","","","","","","","","","",""
"2019","Employed","West Germany","","","","","","","","","","","","","",""
"2019","Not Employed","East Germany","","","","","","","","","","","","","",""
"2019","Not Employed","West Germany","1.85","1","248","1","1","2","4","7","1.64","2.06","1","7","1","2"
