"year","hgtyp1hh","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","(Married) couple without C.","direct migration background","2.83","2","696","1","1","4","5","7","2.7","2.96","1","7","2","3"
"2005","(Married) couple without C.","indirect migration background","3.02","3","115","1","2","4","5","7","2.71","3.33","1","7","3","3"
"2005","(Married) couple without C.","no migration background","3.17","3","6200","1","2","4","6","7","3.13","3.21","1","7","3","3"
"2005","1-pers.-HH","direct migration background","3","2.9","212","1","1","4","6","7","2.76","3.24","1","7","2","3"
"2005","1-pers.-HH","indirect migration background","3.2","3","94","1","2","4","6","7","2.84","3.56","1","7","3","3"
"2005","1-pers.-HH","no migration background","3","3","2648","1","1","4","6","7","2.93","3.07","1","7","3","3"
"2005","Couple + C. GT 16 ","direct migration background","3.15","3","402","1","1","4","5","7","2.98","3.32","1","7","3","3"
"2005","Couple + C. GT 16 ","indirect migration background","3.66","4","204","1","2","5","7","7","3.43","3.89","1","7","3","4"
"2005","Couple + C. GT 16 ","no migration background","3.39","3","3030","1","2","4","6","7","3.33","3.45","1","7","3","3"
"2005","Couple + C. LE 16","direct migration background","3.07","3","531","1","1","4","5","7","2.92","3.22","1","7","2","3"
"2005","Couple + C. LE 16","indirect migration background","3.27","3","176","1","2","4","6","7","3","3.54","1","7","3","4"
"2005","Couple + C. LE 16","no migration background","3.33","3","2998","1","2","4","6","7","3.27","3.39","1","7","3","3"
"2005","Couple + C. LE and GT 16","direct migration background","3.21","3","284","1","2","4","6","7","2.99","3.43","1","7","3","3"
"2005","Couple + C. LE and GT 16","indirect migration background","3.93","4","126","1","2","5","7","7","3.61","4.25","1","7","3","4"
"2005","Couple + C. LE and GT 16","no migration background","3.44","3","1289","1","2","5","6","7","3.34","3.54","1","7","3","3"
"2005","Single parent","direct migration background","2.8","3","123","1","1","4","5","7","2.5","3.1","1","7","2","3"
"2005","Single parent","indirect migration background","4.02","4","78","1","3","5","7","7","3.6","4.44","1","7","3","4"
"2005","Single parent","no migration background","3.46","3","894","1","2","5","6","7","3.34","3.58","1","7","3","3"
"2006","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2006","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2006","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2006","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2006","Single parent","direct migration background","","","","","","","","","","","","","",""
"2006","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2006","Single parent","no migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2007","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2007","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2007","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2007","Single parent","direct migration background","","","","","","","","","","","","","",""
"2007","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2007","Single parent","no migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2008","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2008","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2008","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2008","Single parent","direct migration background","","","","","","","","","","","","","",""
"2008","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2008","Single parent","no migration background","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2009","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2009","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2009","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2009","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2009","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2009","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2009","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2009","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2009","Single parent","direct migration background","","","","","","","","","","","","","",""
"2009","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2009","Single parent","no migration background","","","","","","","","","","","","","",""
"2010","(Married) couple without C.","direct migration background","3.1","3","479","1","2","4","5","7","2.95","3.25","1","7","3","3"
"2010","(Married) couple without C.","indirect migration background","3.29","3","100","1","2","4","5","7","2.98","3.6","1","7","2","3"
"2010","(Married) couple without C.","no migration background","3.22","3","5734","1","2","4","6","7","3.18","3.26","1","7","3","3"
"2010","1-pers.-HH","direct migration background","2.9","3","161","1","2","4","5","6","2.66","3.14","1","7","2","3"
"2010","1-pers.-HH","indirect migration background","3.83","4","78","1","2","5","7","7","3.42","4.24","1","7","3","4"
"2010","1-pers.-HH","no migration background","3.04","3","2503","1","2","4","6","7","2.97","3.11","1","7","3","3"
"2010","Couple + C. GT 16 ","direct migration background","3.41","3","260","1","2","5","6","7","3.2","3.62","1","7","3","3"
"2010","Couple + C. GT 16 ","indirect migration background","3.44","3","148","2","2","4","6","7","3.16","3.72","1","7","3","4"
"2010","Couple + C. GT 16 ","no migration background","3.53","3","2416","1","2","5","6","7","3.46","3.6","1","7","3","3"
"2010","Couple + C. LE 16","direct migration background","3.58","4","291","1","2","5","6","7","3.38","3.78","1","7","3","3"
"2010","Couple + C. LE 16","indirect migration background","2.74","2.2","170","1","2","4","4","7","2.49","2.99","1","7","3","3"
"2010","Couple + C. LE 16","no migration background","3.37","3","2088","1","2","4","6","7","3.3","3.44","1","7","3","3"
"2010","Couple + C. LE and GT 16","direct migration background","2.94","3","133","1","1","4","6","7","2.65","3.23","1","7","2","3"
"2010","Couple + C. LE and GT 16","indirect migration background","3.77","4","84","1","2","5","7","7","3.38","4.16","1","7","2","4"
"2010","Couple + C. LE and GT 16","no migration background","3.22","3","829","1","2","4","5","7","3.11","3.33","1","7","3","3"
"2010","Single parent","direct migration background","3.02","2","85","1","2","5","6","7","2.64","3.4","1","7","2","3"
"2010","Single parent","indirect migration background","3.7","4","65","2","2","5","7","7","3.29","4.11","1","7","3","4"
"2010","Single parent","no migration background","3.34","3","739","1","2","4","6","7","3.22","3.46","1","7","3","3"
"2011","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2011","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2011","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2011","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2011","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2011","Single parent","direct migration background","","","","","","","","","","","","","",""
"2011","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2011","Single parent","no migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2012","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2012","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2012","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2012","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2012","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2012","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2012","Single parent","direct migration background","","","","","","","","","","","","","",""
"2012","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2012","Single parent","no migration background","","","","","","","","","","","","","",""
"2013","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2013","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2013","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2013","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2013","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2013","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2013","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2013","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2013","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2013","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2013","Single parent","direct migration background","","","","","","","","","","","","","",""
"2013","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2013","Single parent","no migration background","","","","","","","","","","","","","",""
"2014","(Married) couple without C.","direct migration background","","","","","","","","","","","","","",""
"2014","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2014","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2014","1-pers.-HH","direct migration background","","","","","","","","","","","","","",""
"2014","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2014","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2014","Couple + C. GT 16 ","direct migration background","","","","","","","","","","","","","",""
"2014","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2014","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2014","Couple + C. LE 16","direct migration background","","","","","","","","","","","","","",""
"2014","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2014","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2014","Couple + C. LE and GT 16","direct migration background","","","","","","","","","","","","","",""
"2014","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2014","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2014","Single parent","direct migration background","","","","","","","","","","","","","",""
"2014","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2014","Single parent","no migration background","","","","","","","","","","","","","",""
"2015","(Married) couple without C.","direct migration background","2.71","2","1247","1","1","4","6","7","2.62","2.8","1","7","2","2"
"2015","(Married) couple without C.","indirect migration background","2.81","2","204","1","1","4","5","7","2.56","3.06","1","7","2","3"
"2015","(Married) couple without C.","no migration background","2.95","3","6460","1","2","4","5","7","2.91","2.99","1","7","2","3"
"2015","1-pers.-HH","direct migration background","2.67","2","573","1","1","4","5","7","2.53","2.81","1","7","2","2"
"2015","1-pers.-HH","indirect migration background","3.23","3","157","1","2","4","6","7","2.94","3.52","1","7","2","3"
"2015","1-pers.-HH","no migration background","2.7","2","2990","1","1","4","5","7","2.64","2.76","1","7","2","2"
"2015","Couple + C. GT 16 ","direct migration background","2.51","2","543","1","1","4","5","7","2.37","2.65","1","7","2","2"
"2015","Couple + C. GT 16 ","indirect migration background","2.92","3","230","1","1","4","5","7","2.68","3.16","1","7","2","3"
"2015","Couple + C. GT 16 ","no migration background","2.98","3","2173","1","2","4","5","7","2.91","3.05","1","7","3","3"
"2015","Couple + C. LE 16","direct migration background","2.73","2","2083","1","1","4","6","7","2.65","2.81","1","7","2","2"
"2015","Couple + C. LE 16","indirect migration background","2.79","2","513","1","1","4","6","7","2.64","2.94","1","7","2","3"
"2015","Couple + C. LE 16","no migration background","2.78","2","4097","1","2","4","5","7","2.73","2.83","1","7","2","2"
"2015","Couple + C. LE and GT 16","direct migration background","2.66","2","593","1","1","4","5","7","2.51","2.81","1","7","2","2"
"2015","Couple + C. LE and GT 16","indirect migration background","2.85","2","233","1","1","4","6","7","2.61","3.09","1","7","2","3"
"2015","Couple + C. LE and GT 16","no migration background","2.91","2","1398","1","2","4","5","7","2.83","2.99","1","7","2","2"
"2015","Single parent","direct migration background","2.4","2","364","1","1","3","5","7","2.23","2.57","1","7","2","2"
"2015","Single parent","indirect migration background","2.88","2","228","1","1","4","6","7","2.64","3.12","1","7","2","3"
"2015","Single parent","no migration background","2.82","2","1790","1","1","4","5","7","2.74","2.9","1","7","2","2"
"2016","(Married) couple without C.","direct migration background","2.56","1.02","153","1","1","4","7","7","2.28","2.84","1","7","1","1"
"2016","(Married) couple without C.","indirect migration background","","","","","","","","","","","","","",""
"2016","(Married) couple without C.","no migration background","","","","","","","","","","","","","",""
"2016","1-pers.-HH","direct migration background","2","1","927","1","1","2","5","7","1.89","2.11","1","7","1","1"
"2016","1-pers.-HH","indirect migration background","","","","","","","","","","","","","",""
"2016","1-pers.-HH","no migration background","","","","","","","","","","","","","",""
"2016","Couple + C. GT 16 ","direct migration background","2.51","1.13","78","1","1","4","6","6","2.23","2.79","1","7","1","1"
"2016","Couple + C. GT 16 ","indirect migration background","","","","","","","","","","","","","",""
"2016","Couple + C. GT 16 ","no migration background","","","","","","","","","","","","","",""
"2016","Couple + C. LE 16","direct migration background","2.02","1","1831","1","1","2","5","7","1.95","2.09","1","7","1","1"
"2016","Couple + C. LE 16","indirect migration background","","","","","","","","","","","","","",""
"2016","Couple + C. LE 16","no migration background","","","","","","","","","","","","","",""
"2016","Couple + C. LE and GT 16","direct migration background","2.23","1","405","1","1","4","4","7","2.08","2.38","1","7","1","1"
"2016","Couple + C. LE and GT 16","indirect migration background","","","","","","","","","","","","","",""
"2016","Couple + C. LE and GT 16","no migration background","","","","","","","","","","","","","",""
"2016","Single parent","direct migration background","1.94","1","339","1","1","3","4","7","1.78","2.1","1","7","1","1"
"2016","Single parent","indirect migration background","","","","","","","","","","","","","",""
"2016","Single parent","no migration background","","","","","","","","","","","","","",""
