"year","pgisced97","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","general elemantary","Rural Area","3.23","3","760","1","2","4","6","7","3.1","3.36","1","7","3","3"
"2005","general elemantary","Urban Area","3.28","3","1632","1","1","5","7","7","3.19","3.37","1","7","3","3"
"2005","higher education","Rural Area","2.98","3","1197","1","2","4","5","7","2.89","3.07","1","7","3","3"
"2005","higher education","Urban Area","2.97","3","2965","1","2","4","5","7","2.91","3.03","1","7","3","3"
"2005","higher vocational","Rural Area","3.19","3","556","1","2","4","6","7","3.05","3.33","1","7","3","3"
"2005","higher vocational","Urban Area","3.1","3","1001","1","2","4","5","7","2.99","3.21","1","7","3","3"
"2005","in school","Rural Area","3.5","3","199","1","2","4","7","7","3.26","3.74","1","7","3","4"
"2005","in school","Urban Area","3.56","3","449","1","2","5","6","7","3.4","3.72","1","7","3","4"
"2005","inadequately","Rural Area","2.91","3","56","1","1","4","6","7","2.38","3.44","1","7","2","4"
"2005","inadequately","Urban Area","3.24","3","177","1","1","4","7","7","2.96","3.52","1","7","2","3"
"2005","middle vocational","Rural Area","3.33","3","3703","1","2","4","6","7","3.27","3.39","1","7","3","3"
"2005","middle vocational","Urban Area","3.2","3","6528","1","2","4","6","7","3.16","3.24","1","7","3","3"
"2005","vocational + Abi","Rural Area","3.1","3","263","1","2","4","5","7","2.91","3.29","1","7","3","3"
"2005","vocational + Abi","Urban Area","3.11","3","868","1","2","4","5","7","3","3.22","1","7","3","3"
"2006","general elemantary","Rural Area","","","","","","","","","","","","","",""
"2006","general elemantary","Urban Area","","","","","","","","","","","","","",""
"2006","higher education","Rural Area","","","","","","","","","","","","","",""
"2006","higher education","Urban Area","","","","","","","","","","","","","",""
"2006","higher vocational","Rural Area","","","","","","","","","","","","","",""
"2006","higher vocational","Urban Area","","","","","","","","","","","","","",""
"2006","in school","Rural Area","","","","","","","","","","","","","",""
"2006","in school","Urban Area","","","","","","","","","","","","","",""
"2006","inadequately","Rural Area","","","","","","","","","","","","","",""
