"year","migback","regtyp","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"2005","direct migration background","Rural Area","2.87","3","402","1","1","4","5","7","2.7","3.04","1","7","2","3"
"2005","direct migration background","Urban Area","3.04","3","1956","1","1","4","6","7","2.96","3.12","1","7","3","3"
"2005","indirect migration background","Rural Area","3.41","3","104","1","2","4","5","7","3.08","3.74","1","7","3","4"
"2005","indirect migration background","Urban Area","3.51","3","724","1","2","5","6","7","3.38","3.64","1","7","3","3"
"2005","no migration background","Rural Area","3.29","3","6321","1","2","4","6","7","3.25","3.33","1","7","3","3"
"2005","no migration background","Urban Area","3.18","3","11147","1","2","4","6","7","3.15","3.21","1","7","3","3"
"2006","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2006","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2006","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2006","no migration background","Rural Area","","","","","","","","","","","","","",""
"2006","no migration background","Urban Area","","","","","","","","","","","","","",""
"2007","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2007","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2007","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2007","no migration background","Rural Area","","","","","","","","","","","","","",""
"2007","no migration background","Urban Area","","","","","","","","","","","","","",""
"2008","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2008","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2008","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2008","no migration background","Rural Area","","","","","","","","","","","","","",""
"2008","no migration background","Urban Area","","","","","","","","","","","","","",""
"2009","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2009","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2009","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2009","no migration background","Rural Area","","","","","","","","","","","","","",""
"2009","no migration background","Urban Area","","","","","","","","","","","","","",""
"2010","direct migration background","Rural Area","3.33","3","276","1","2","5","6","7","3.13","3.53","1","7","2","3"
"2010","direct migration background","Urban Area","3.16","3","1181","1","2","4","6","7","3.06","3.26","1","7","3","3"
"2010","indirect migration background","Rural Area","3.33","3","102","1","2","4","6","7","2.99","3.67","1","7","2","4"
"2010","indirect migration background","Urban Area","3.52","3","556","1","2","5","6","7","3.38","3.66","1","7","3","3"
"2010","no migration background","Rural Area","3.34","3","5272","1","2","4","6","7","3.29","3.39","1","7","3","3"
"2010","no migration background","Urban Area","3.18","3","9281","1","2","4","6","7","3.15","3.21","1","7","3","3"
"2011","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2011","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2011","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2011","no migration background","Rural Area","","","","","","","","","","","","","",""
"2011","no migration background","Urban Area","","","","","","","","","","","","","",""
"2012","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2012","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2012","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2012","no migration background","Rural Area","","","","","","","","","","","","","",""
"2012","no migration background","Urban Area","","","","","","","","","","","","","",""
"2013","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2013","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2013","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2013","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2013","no migration background","Rural Area","","","","","","","","","","","","","",""
"2013","no migration background","Urban Area","","","","","","","","","","","","","",""
"2014","direct migration background","Rural Area","","","","","","","","","","","","","",""
"2014","direct migration background","Urban Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2014","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2014","no migration background","Rural Area","","","","","","","","","","","","","",""
"2014","no migration background","Urban Area","","","","","","","","","","","","","",""
"2015","direct migration background","Rural Area","2.63","2","1461","1","1","4","5","7","2.54","2.72","1","7","2","2"
"2015","direct migration background","Urban Area","2.68","2","4304","1","1","4","5","7","2.63","2.73","1","7","2","2"
"2015","indirect migration background","Rural Area","2.98","3","313","1","2","4","6","7","2.79","3.17","1","7","2","3"
"2015","indirect migration background","Urban Area","2.93","3","1371","1","1","4","6","7","2.83","3.03","1","7","2","2"
"2015","no migration background","Rural Area","2.95","3","7344","1","2","4","5","7","2.91","2.99","1","7","3","3"
"2015","no migration background","Urban Area","2.81","2","11906","1","2","4","5","7","2.78","2.84","1","7","2","2"
"2016","direct migration background","Rural Area","2.04","1","1316","1","1","2","5","7","1.95","2.13","1","7","1","1"
"2016","direct migration background","Urban Area","2.16","1","2951","1","1","3","5","7","2.1","2.22","1","7","1","1"
"2016","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2016","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2016","no migration background","Rural Area","","","","","","","","","","","","","",""
"2016","no migration background","Urban Area","","","","","","","","","","","","","",""
"2017","direct migration background","Rural Area","1.54","1","762","1","1","1","3","7","1.44","1.64","1","7","1","1"
"2017","direct migration background","Urban Area","1.84","1","2048","1","1","2","4","7","1.78","1.9","1","7","1","1"
"2017","indirect migration background","Rural Area","","","","","","","","","","","","","",""
"2017","indirect migration background","Urban Area","","","","","","","","","","","","","",""
"2017","no migration background","Rural Area","","","","","","","","","","","","","",""
"2017","no migration background","Urban Area","","","","","","","","","","","","","",""
"2018","direct migration background","Rural Area","1.63","1","150","1","1","1","4","7","1.37","1.89","1","7","1","1"
