"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","Baden-Württemberg","general elemantary","3.08","3","395","1","1","4","6","2.91","3.25","3","3"
"2005","Baden-Württemberg","higher education","2.81","3","447","1","1","4","5","2.67","2.95","2","3"
"2005","Baden-Württemberg","higher vocational","3.1","3","193","1","2","4","5","2.87","3.33","2","3"
"2005","Baden-Württemberg","in school","3.77","4","101","2","2","5","6","3.42","4.12","3","4"
"2005","Baden-Württemberg","inadequately","3.25","3","47","1","1","5","7","2.74","3.76","2","4"
"2005","Baden-Württemberg","middle vocational","3.12","3","1154","1","2","4","5","3.03","3.21","3","3"
"2005","Baden-Württemberg","vocational + Abi","2.85","2","146","1","2","4","5","2.59","3.11","2","3"
"2005","Bavaria","general elemantary","3.34","3","339","1","2","4","7","3.15","3.53","3","4"
"2005","Bavaria","higher education","2.93","3","561","1","2","4","5","2.8","3.06","3","3"
"2005","Bavaria","higher vocational","3.14","3","224","1","2","4","5","2.92","3.36","3","4"
"2005","Bavaria","in school","3.23","3","84","1","2","4","6","2.89","3.57","3","4"
"2005","Bavaria","inadequately","","","","","","","","","","",""
"2005","Bavaria","middle vocational","3.3","3","1494","1","2","5","6","3.21","3.39","3","3"
"2005","Bavaria","vocational + Abi","3.12","3","137","1","1","4","6","2.84","3.4","3","4"
"2005","Berlin","general elemantary","3.02","3","63","1","2","4","5","2.58","3.46","2","3"
"2005","Berlin","higher education","3.15","3","236","1","2","4","5","2.95","3.35","3","3"
"2005","Berlin","higher vocational","3.29","3","55","1","2","4","5","2.86","3.72","2","4"
"2005","Berlin","in school","","","","","","","","","","",""
"2005","Berlin","inadequately","","","","","","","","","","",""
"2005","Berlin","middle vocational","3.27","3","313","1","2","4","6","3.08","3.46","3","3"
"2005","Berlin","vocational + Abi","2.65","2","38","1","2","4","4","2.15","3.15","2","4"
"2005","Brandenburg","general elemantary","3.9","4","56","1","2","6","6","3.37","4.43","3","5"
"2005","Brandenburg","higher education","3.09","3","249","1","2","4","5","2.88","3.3","3","3"
"2005","Brandenburg","higher vocational","3.12","2.85","73","1","2","4","6","2.68","3.56","2","4"
"2005","Brandenburg","in school","","","","","","","","","","",""
"2005","Brandenburg","inadequately","","","","","","","","","","",""
"2005","Brandenburg","middle vocational","3.43","3","436","1","2","4","6","3.26","3.6","3","4"
"2005","Brandenburg","vocational + Abi","3.36","3","31","2","2","4","6","2.82","3.9","2","4"
"2005","Bremen","general elemantary","","","","","","","","","","",""
"2005","Bremen","higher education","3.22","2","32","1","1","6","7","2.43","4.01","2","5"
"2005","Bremen","higher vocational","","","","","","","","","","",""
"2005","Bremen","in school","","","","","","","","","","",""
"2005","Bremen","inadequately","","","","","","","","","","",""
"2005","Bremen","middle vocational","3.53","3","71","1","2","5","7","3.08","3.98","2","4"
"2005","Bremen","vocational + Abi","","","","","","","","","","",""
"2005","Hamburg","general elemantary","","","","","","","","","","",""
"2005","Hamburg","higher education","3.22","3","72","1","2","4","7","2.83","3.61","2","3"
"2005","Hamburg","higher vocational","","","","","","","","","","",""
"2005","Hamburg","in school","","","","","","","","","","",""
"2005","Hamburg","inadequately","","","","","","","","","","",""
"2005","Hamburg","middle vocational","3.15","3","131","1","2","4","6","2.86","3.44","2","3"
"2005","Hamburg","vocational + Abi","","","","","","","","","","",""
"2005","Hesse","general elemantary","3.55","4","160","1","1","5","7","3.24","3.86","3","4"
"2005","Hesse","higher education","3.12","3","306","1","2","4","5","2.95","3.29","3","3"
"2005","Hesse","higher vocational","3.01","3","92","1","1","4","5","2.66","3.36","2","4"
"2005","Hesse","in school","4.3","4.42","37","2","3","5","7","3.6","5","3","5"
"2005","Hesse","inadequately","","","","","","","","","","",""
"2005","Hesse","middle vocational","3.43","3","635","1","2","5","7","3.28","3.58","3","3"
"2005","Hesse","vocational + Abi","3.08","3","103","1","1","4","6","2.73","3.43","2","4"
"2005","Lower Saxony","general elemantary","3.17","3","245","1","1","4","7","2.92","3.42","3","3"
"2005","Lower Saxony","higher education","2.99","3","290","1","1","4","5","2.8","3.18","3","3"
"2005","Lower Saxony","higher vocational","3.12","3","111","1","2","4","6","2.79","3.45","3","4"
"2005","Lower Saxony","in school","2.98","3","61","1","2","4","5","2.55","3.41","3","4"
"2005","Lower Saxony","inadequately","","","","","","","","","","",""
"2005","Lower Saxony","middle vocational","3.11","3","913","1","1","4","6","2.99","3.23","3","3"
"2005","Lower Saxony","vocational + Abi","3.31","4","109","1","2","4","5","3","3.62","2","4"
"2005","Mecklenburg-Western Pomerania","general elemantary","3.12","3","38","1","2","4","6","2.59","3.65","2","4"
"2005","Mecklenburg-Western Pomerania","higher education","3.44","3","131","1","2","5","6","3.16","3.72","2","3"
"2005","Mecklenburg-Western Pomerania","higher vocational","3.29","3","40","1","3","4","5","2.82","3.76","3","4"
"2005","Mecklenburg-Western Pomerania","in school","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","inadequately","","","","","","","","","","",""
"2005","Mecklenburg-Western Pomerania","middle vocational","3.51","4","259","1","2","4","6","3.3","3.72","3","4"
"2005","Mecklenburg-Western Pomerania","vocational + Abi","","","","","","","","","","",""
"2005","North Rhine-Westphalia","general elemantary","3.41","3","542","1","2","5","7","3.24","3.58","3","3"
"2005","North Rhine-Westphalia","higher education","2.94","3","815","1","2","4","5","2.84","3.04","3","3"
"2005","North Rhine-Westphalia","higher vocational","3.15","3","310","1","2","4","6","2.95","3.35","3","3"
"2005","North Rhine-Westphalia","in school","3.35","3","137","1","2","5","6","3.06","3.64","3","4"
"2005","North Rhine-Westphalia","inadequately","2.78","2","78","1","1","4","6","2.33","3.23","2","3"
"2005","North Rhine-Westphalia","middle vocational","3.28","3","2070","1","2","5","6","3.2","3.36","3","3"
"2005","North Rhine-Westphalia","vocational + Abi","3.29","3","321","1","2","4","6","3.1","3.48","3","3"
"2005","Rhineland-Palatinate,Saarland","general elemantary","3.12","3","211","1","1","4","6","2.87","3.37","2","3"
"2005","Rhineland-Palatinate,Saarland","higher education","3.01","3","170","1","2","4","5","2.77","3.25","2","3"
"2005","Rhineland-Palatinate,Saarland","higher vocational","3.16","3","94","1","2","4","6","2.81","3.51","2","4"
"2005","Rhineland-Palatinate,Saarland","in school","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","inadequately","","","","","","","","","","",""
"2005","Rhineland-Palatinate,Saarland","middle vocational","2.99","3","642","1","2","4","5","2.86","3.12","2","3"
"2005","Rhineland-Palatinate,Saarland","vocational + Abi","2.89","3","54","1","2","3","5","2.45","3.33","2","3"
"2005","Saxony","general elemantary","3.1","3","102","1","1","4","6","2.77","3.43","3","4"
"2005","Saxony","higher education","2.89","3","362","1","2","4","5","2.73","3.05","2","3"
"2005","Saxony","higher vocational","2.95","3","131","1","2","4","5","2.69","3.21","2","3"
"2005","Saxony","in school","3.41","3","38","2","2","4","6","2.87","3.95","3","4"
"2005","Saxony","inadequately","","","","","","","","","","",""
"2005","Saxony","middle vocational","3.24","3","823","1","2","4","6","3.12","3.36","3","3"
"2005","Saxony","vocational + Abi","3.3","3","52","1","2","4","5","2.85","3.75","2","4"
"2005","Saxony-Anhalt","general elemantary","3.09","4","68","1","2","4","5","2.67","3.51","2","4"
"2005","Saxony-Anhalt","higher education","2.98","3","222","1","2","4","5","2.77","3.19","3","3"
"2005","Saxony-Anhalt","higher vocational","3.55","3","91","1","2","5","7","3.14","3.96","3","4"
"2005","Saxony-Anhalt","in school","3.48","3","32","1","1","4","7","2.81","4.15","2","4"
"2005","Saxony-Anhalt","inadequately","","","","","","","","","","",""
"2005","Saxony-Anhalt","middle vocational","3.4","3","429","1","2","5","6","3.22","3.58","3","3"
"2005","Saxony-Anhalt","vocational + Abi","3.34","3","34","2","2","4","5","2.79","3.89","2","4"
"2005","Schleswig-Holstein","general elemantary","3.6","4","75","1","2","5","6","3.16","4.04","3","4"
"2005","Schleswig-Holstein","higher education","2.58","2","100","1","1","4","5","2.28","2.88","2","3"
"2005","Schleswig-Holstein","higher vocational","3.64","4","51","1","2","5","6","3.17","4.11","2","3"
"2005","Schleswig-Holstein","in school","","","","","","","","","","",""
"2005","Schleswig-Holstein","inadequately","","","","","","","","","","",""
"2005","Schleswig-Holstein","middle vocational","2.99","3","325","1","1","4","5","2.8","3.18","3","3"
"2005","Schleswig-Holstein","vocational + Abi","3.1","3","38","1","1","4","6","2.58","3.62","2","3"
"2005","Thuringia","general elemantary","3.04","3","55","1","2","4","5","2.61","3.47","3","4"
"2005","Thuringia","higher education","3.01","3","169","1","2","4","5","2.77","3.25","3","3"
"2005","Thuringia","higher vocational","3.03","2.89","65","1","1","4","6","2.63","3.43","3","4"
"2005","Thuringia","in school","","","","","","","","","","",""
"2005","Thuringia","inadequately","","","","","","","","","","",""
"2005","Thuringia","middle vocational","3.44","3","536","1","2","5","6","3.3","3.58","3","4"
"2005","Thuringia","vocational + Abi","","","","","","","","","","",""
"2006","Baden-Württemberg","general elemantary","","","","","","","","","","",""
"2006","Baden-Württemberg","higher education","","","","","","","","","","",""
"2006","Baden-Württemberg","higher vocational","","","","","","","","","","",""
"2006","Baden-Württemberg","in school","","","","","","","","","","",""
"2006","Baden-Württemberg","inadequately","","","","","","","","","","",""
"2006","Baden-Württemberg","middle vocational","","","","","","","","","","",""
"2006","Baden-Württemberg","vocational + Abi","","","","","","","","","","",""
"2006","Bavaria","general elemantary","","","","","","","","","","",""
"2006","Bavaria","higher education","","","","","","","","","","",""
"2006","Bavaria","higher vocational","","","","","","","","","","",""
"2006","Bavaria","in school","","","","","","","","","","",""
"2006","Bavaria","inadequately","","","","","","","","","","",""
"2006","Bavaria","middle vocational","","","","","","","","","","",""
"2006","Bavaria","vocational + Abi","","","","","","","","","","",""
"2006","Berlin","general elemantary","","","","","","","","","","",""
"2006","Berlin","higher education","","","","","","","","","","",""
"2006","Berlin","higher vocational","","","","","","","","","","",""
"2006","Berlin","in school","","","","","","","","","","",""
"2006","Berlin","inadequately","","","","","","","","","","",""
"2006","Berlin","middle vocational","","","","","","","","","","",""
"2006","Berlin","vocational + Abi","","","","","","","","","","",""
"2006","Brandenburg","general elemantary","","","","","","","","","","",""
"2006","Brandenburg","higher education","","","","","","","","","","",""
"2006","Brandenburg","higher vocational","","","","","","","","","","",""
"2006","Brandenburg","in school","","","","","","","","","","",""
"2006","Brandenburg","inadequately","","","","","","","","","","",""
"2006","Brandenburg","middle vocational","","","","","","","","","","",""
