"year","migback","pgcasmin","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2005","direct migration background","(0) in school","3.39","3","55","1","2","5","7","2.88","3.9","2","4"
"2005","direct migration background","(1a) inadequately completed","2.61","2","161","1","1","4","5","2.35","2.87","2","3"
"2005","direct migration background","(1b) general elementary school","2.91","3","513","1","1","4","5","2.75","3.07","2","3"
"2005","direct migration background","(1c) basic vocational qualification","3.02","3","669","1","1","4","6","2.88","3.16","2","3"
"2005","direct migration background","(2a) intermediate vocational","3.1","3","148","1","1","4","5","2.81","3.39","2","3"
"2005","direct migration background","(2b) intermediate general qualification","3.3","3","49","1","2","4","7","2.75","3.85","2","4"
"2005","direct migration background","(2c_gen) general maturity certificate","3.02","3","107","1","2","4","5","2.7","3.34","2","3"
"2005","direct migration background","(2c_voc) vocational maturity certificate","3.13","3","269","1","1","5","6","2.91","3.35","2","3"
"2005","direct migration background","(3a) lower tertiary education","3.02","3","74","1","1","4","6","2.59","3.45","2","4"
"2005","direct migration background","(3b) higher tertiary education","3.08","3","264","1","1","5","5","2.87","3.29","2","3"
"2005","indirect migration background","(0) in school","3.65","3","91","1","2","5","7","3.32","3.98","3","4"
"2005","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2005","indirect migration background","(1b) general elementary school","3.79","4","115","1","2","5","7","3.44","4.14","3","4"
"2005","indirect migration background","(1c) basic vocational qualification","3.36","3","144","1","2","5","7","3.05","3.67","3","4"
"2005","indirect migration background","(2a) intermediate vocational","3.37","3","127","1","2","4","6","3.07","3.67","3","3"
"2005","indirect migration background","(2b) intermediate general qualification","3.66","3.6","69","2","3","5","6","3.23","4.09","3","4"
"2005","indirect migration background","(2c_gen) general maturity certificate","3.19","3","88","1","2","4","5","2.85","3.53","2","3"
"2005","indirect migration background","(2c_voc) vocational maturity certificate","3","3","57","1","1","4","5","2.56","3.44","2","4"
"2005","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2005","indirect migration background","(3b) higher tertiary education","3.03","3","48","1","2","4","5","2.64","3.42","2","4"
"2005","no migration background","(0) in school","3.54","3","506","1","2","5","6","3.39","3.69","3","4"
"2005","no migration background","(1a) inadequately completed","3.45","3","75","1","2","5","7","3.01","3.89","2","4"
"2005","no migration background","(1b) general elementary school","3.29","3","1223","1","1","5","7","3.18","3.4","3","3"
"2005","no migration background","(1c) basic vocational qualification","3.23","3","4887","1","2","4","6","3.18","3.28","3","3"
"2005","no migration background","(2a) intermediate vocational","3.29","3","4515","1","2","4","6","3.24","3.34","3","3"
"2005","no migration background","(2b) intermediate general qualification","3.48","3","459","1","2","5","6","3.32","3.64","3","4"
"2005","no migration background","(2c_gen) general maturity certificate","3.3","3","602","1","2","4","5","3.18","3.42","3","3"
"2005","no migration background","(2c_voc) vocational maturity certificate","3.04","3","1185","1","2","4","5","2.95","3.13","3","3"
"2005","no migration background","(3a) lower tertiary education","2.98","3","1553","1","2","4","5","2.9","3.06","3","3"
"2005","no migration background","(3b) higher tertiary education","2.94","3","2202","1","2","4","5","2.88","3","3","3"
"2006","direct migration background","(0) in school","","","","","","","","","","",""
"2006","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2006","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2006","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2006","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2006","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2006","indirect migration background","(0) in school","","","","","","","","","","",""
"2006","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2006","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2006","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2006","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2006","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2006","no migration background","(0) in school","","","","","","","","","","",""
"2006","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2006","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2006","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2006","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2006","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2006","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2006","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2006","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2006","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2007","direct migration background","(0) in school","","","","","","","","","","",""
"2007","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2007","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2007","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2007","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2007","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2007","indirect migration background","(0) in school","","","","","","","","","","",""
"2007","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2007","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2007","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2007","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2007","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2007","no migration background","(0) in school","","","","","","","","","","",""
"2007","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2007","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2007","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2007","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2007","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2007","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2007","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2007","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2007","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2008","direct migration background","(0) in school","","","","","","","","","","",""
"2008","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2008","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2008","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2008","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2008","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2008","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2008","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2008","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2008","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2008","indirect migration background","(0) in school","","","","","","","","","","",""
"2008","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2008","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2008","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2008","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2008","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2008","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2008","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2008","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2008","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2008","no migration background","(0) in school","","","","","","","","","","",""
"2008","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2008","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2008","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2008","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2008","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2008","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2008","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2008","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2008","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2009","direct migration background","(0) in school","","","","","","","","","","",""
"2009","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2009","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2009","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2009","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2009","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2009","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2009","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2009","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2009","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2009","indirect migration background","(0) in school","","","","","","","","","","",""
"2009","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2009","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2009","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2009","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2009","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2009","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2009","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2009","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2009","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2009","no migration background","(0) in school","","","","","","","","","","",""
"2009","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2009","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2009","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2009","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2009","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2009","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2009","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2009","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2009","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2010","direct migration background","(0) in school","","","","","","","","","","",""
"2010","direct migration background","(1a) inadequately completed","3.23","3","78","1","2","5","6","2.86","3.6","2","3"
"2010","direct migration background","(1b) general elementary school","3","2.83","305","1","2","4","6","2.8","3.2","2","3"
"2010","direct migration background","(1c) basic vocational qualification","3.13","3","386","1","2","4","5","2.96","3.3","3","3"
"2010","direct migration background","(2a) intermediate vocational","2.95","3","102","1","2","4","4","2.64","3.26","2","3"
"2010","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2010","direct migration background","(2c_gen) general maturity certificate","3.25","3","74","1","2","4","5","2.88","3.62","2","3"
"2010","direct migration background","(2c_voc) vocational maturity certificate","3.75","4","175","1","2","5","7","3.48","4.02","3","3"
"2010","direct migration background","(3a) lower tertiary education","3.37","4","62","1","2","5","5","2.96","3.78","2","4"
"2010","direct migration background","(3b) higher tertiary education","3.14","3","211","1","2","4","6","2.92","3.36","3","3"
"2010","indirect migration background","(0) in school","3.15","2.73","43","1","2","4","6","2.55","3.75","2","4"
"2010","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2010","indirect migration background","(1b) general elementary school","4.12","4","71","1","2","6","7","3.67","4.57","3","4"
"2010","indirect migration background","(1c) basic vocational qualification","3.43","3","113","1","2","5","6","3.11","3.75","2","3"
"2010","indirect migration background","(2a) intermediate vocational","3.05","3","104","1","2","4","7","2.74","3.36","2","3"
"2010","indirect migration background","(2b) intermediate general qualification","3.82","4","52","2","2","5","6","3.33","4.31","4","5"
"2010","indirect migration background","(2c_gen) general maturity certificate","3.68","3.82","62","2","3","5","5","3.26","4.1","3","4"
"2010","indirect migration background","(2c_voc) vocational maturity certificate","3.03","3","46","2","2","4","4","2.63","3.43","3","4"
"2010","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2010","indirect migration background","(3b) higher tertiary education","3.36","3.22","61","1","2","5","5","3.01","3.71","3","4"
"2010","no migration background","(0) in school","3.54","3","220","2","2","5","6","3.33","3.75","3","3"
"2010","no migration background","(1a) inadequately completed","3.73","3.34","59","1","2","5","7","3.17","4.29","2","4"
"2010","no migration background","(1b) general elementary school","3.39","3","873","1","2","5","6","3.26","3.52","3","3"
"2010","no migration background","(1c) basic vocational qualification","3.32","3","3864","1","2","4","6","3.26","3.38","3","3"
"2010","no migration background","(2a) intermediate vocational","3.3","3","3866","1","2","4","6","3.25","3.35","3","3"
"2010","no migration background","(2b) intermediate general qualification","3.65","4","331","1","2","4","7","3.46","3.84","3","3"
"2010","no migration background","(2c_gen) general maturity certificate","3.14","3","515","1","2","4","5","3.02","3.26","3","3"
"2010","no migration background","(2c_voc) vocational maturity certificate","2.96","3","1041","1","2","4","5","2.87","3.05","3","3"
"2010","no migration background","(3a) lower tertiary education","3.07","3","1416","1","2","4","5","2.99","3.15","3","3"
"2010","no migration background","(3b) higher tertiary education","2.91","3","2058","1","2","4","5","2.85","2.97","3","3"
"2011","direct migration background","(0) in school","","","","","","","","","","",""
"2011","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2011","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2011","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2011","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2011","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2011","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2011","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2011","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2011","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2011","indirect migration background","(0) in school","","","","","","","","","","",""
"2011","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2011","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2011","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2011","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2011","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2011","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2011","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2011","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2011","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2011","no migration background","(0) in school","","","","","","","","","","",""
"2011","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2011","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2011","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2011","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2011","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2011","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2011","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2011","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2011","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2012","direct migration background","(0) in school","","","","","","","","","","",""
"2012","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2012","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2012","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2012","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2012","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2012","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2012","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2012","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2012","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2012","indirect migration background","(0) in school","","","","","","","","","","",""
"2012","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2012","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2012","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2012","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2012","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2012","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2012","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2012","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2012","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2012","no migration background","(0) in school","","","","","","","","","","",""
"2012","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2012","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2012","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2012","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2012","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2012","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2012","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2012","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2012","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2013","direct migration background","(0) in school","","","","","","","","","","",""
"2013","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2013","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2013","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2013","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2013","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2013","direct migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2013","direct migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2013","direct migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2013","direct migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2013","indirect migration background","(0) in school","","","","","","","","","","",""
"2013","indirect migration background","(1a) inadequately completed","","","","","","","","","","",""
"2013","indirect migration background","(1b) general elementary school","","","","","","","","","","",""
"2013","indirect migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2013","indirect migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2013","indirect migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2013","indirect migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2013","indirect migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2013","indirect migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2013","indirect migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2013","no migration background","(0) in school","","","","","","","","","","",""
"2013","no migration background","(1a) inadequately completed","","","","","","","","","","",""
"2013","no migration background","(1b) general elementary school","","","","","","","","","","",""
"2013","no migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2013","no migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2013","no migration background","(2b) intermediate general qualification","","","","","","","","","","",""
"2013","no migration background","(2c_gen) general maturity certificate","","","","","","","","","","",""
"2013","no migration background","(2c_voc) vocational maturity certificate","","","","","","","","","","",""
"2013","no migration background","(3a) lower tertiary education","","","","","","","","","","",""
"2013","no migration background","(3b) higher tertiary education","","","","","","","","","","",""
"2014","direct migration background","(0) in school","","","","","","","","","","",""
"2014","direct migration background","(1a) inadequately completed","","","","","","","","","","",""
"2014","direct migration background","(1b) general elementary school","","","","","","","","","","",""
"2014","direct migration background","(1c) basic vocational qualification","","","","","","","","","","",""
"2014","direct migration background","(2a) intermediate vocational","","","","","","","","","","",""
"2014","direct migration background","(2b) intermediate general qualification","","","","","","","","","","",""
