"year","e11102","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1992","Employed","East Germany","3.31","4","2821","2","3","4","4","4","3.28","3.34","1","4","3","4"
"1992","Employed","West Germany","3.31","4","4500","2","3","4","4","4","3.29","3.33","1","4","4","4"
"1992","Not Employed","East Germany","3.27","4","830","2","3","4","4","4","3.21","3.33","1","4","3","4"
"1992","Not Employed","West Germany","3.27","3","2345","2","3","4","4","4","3.24","3.3","1","4","3","4"
"1993","Employed","East Germany","3.19","3","2457","2","3","4","4","4","3.16","3.22","1","4","3","3"
"1993","Employed","West Germany","3.21","3","6043","2","3","4","4","4","3.19","3.23","1","4","3","3"
"1993","Not Employed","East Germany","3.09","3","908","2","3","4","4","4","3.03","3.15","1","4","3","3"
"1993","Not Employed","West Germany","3.17","3","2789","2","3","4","4","4","3.14","3.2","1","4","3","3"
"1994","Employed","East Germany","","","","","","","","","","","","","",""
"1994","Employed","West Germany","","","","","","","","","","","","","",""
"1994","Not Employed","East Germany","","","","","","","","","","","","","",""
"1994","Not Employed","West Germany","","","","","","","","","","","","","",""
"1995","Employed","East Germany","3.19","3","2321","2","3","4","4","4","3.16","3.22","1","4","3","3"
"1995","Employed","West Germany","3.23","3","6030","2","3","4","4","4","3.21","3.25","1","4","3","3"
"1995","Not Employed","East Germany","3.25","3","1006","2","3","4","4","4","3.2","3.3","1","4","3","3"
"1995","Not Employed","West Germany","3.3","3","3054","2","3","4","4","4","3.27","3.33","1","4","3","4"
"1996","Employed","East Germany","3.15","3","2348","2","3","4","4","4","3.12","3.18","1","4","3","3"
"1996","Employed","West Germany","3.21","3","5958","2","3","4","4","4","3.19","3.23","1","4","3","3"
"1996","Not Employed","East Germany","3.24","3","995","2","3","4","4","4","3.19","3.29","1","4","3","3"
"1996","Not Employed","West Germany","3.26","3","2919","2","3","4","4","4","3.23","3.29","1","4","3","3"
"1997","Employed","East Germany","3.18","3","2231","2","3","4","4","4","3.15","3.21","1","4","3","3"
"1997","Employed","West Germany","3.22","3","5706","2","3","4","4","4","3.2","3.24","1","4","3","3"
"1997","Not Employed","East Germany","3.13","3","941","2","3","4","4","4","3.07","3.19","1","4","3","3"
"1997","Not Employed","West Germany","3.23","3","2876","2","3","4","4","4","3.2","3.26","1","4","3","3"
"1998","Employed","East Germany","","","","","","","","","","","","","",""
"1998","Employed","West Germany","","","","","","","","","","","","","",""
"1998","Not Employed","East Germany","","","","","","","","","","","","","",""
"1998","Not Employed","West Germany","","","","","","","","","","","","","",""
"1999","Employed","East Germany","","","","","","","","","","","","","",""
"1999","Employed","West Germany","","","","","","","","","","","","","",""
"1999","Not Employed","East Germany","","","","","","","","","","","","","",""
"1999","Not Employed","West Germany","","","","","","","","","","","","","",""
"2000","Employed","East Germany","","","","","","","","","","","","","",""
"2000","Employed","West Germany","","","","","","","","","","","","","",""
"2000","Not Employed","East Germany","","","","","","","","","","","","","",""
"2000","Not Employed","West Germany","","","","","","","","","","","","","",""
"2001","Employed","East Germany","","","","","","","","","","","","","",""
"2001","Employed","West Germany","","","","","","","","","","","","","",""
"2001","Not Employed","East Germany","","","","","","","","","","","","","",""
"2001","Not Employed","West Germany","","","","","","","","","","","","","",""
"2002","Employed","East Germany","","","","","","","","","","","","","",""
"2002","Employed","West Germany","","","","","","","","","","","","","",""
"2002","Not Employed","East Germany","","","","","","","","","","","","","",""
"2002","Not Employed","West Germany","","","","","","","","","","","","","",""
"2003","Employed","East Germany","","","","","","","","","","","","","",""
"2003","Employed","West Germany","","","","","","","","","","","","","",""
"2003","Not Employed","East Germany","","","","","","","","","","","","","",""
"2003","Not Employed","West Germany","","","","","","","","","","","","","",""
"2004","Employed","East Germany","","","","","","","","","","","","","",""
"2004","Employed","West Germany","","","","","","","","","","","","","",""
"2004","Not Employed","East Germany","","","","","","","","","","","","","",""
"2004","Not Employed","West Germany","","","","","","","","","","","","","",""
"2005","Employed","East Germany","","","","","","","","","","","","","",""
"2005","Employed","West Germany","","","","","","","","","","","","","",""
"2005","Not Employed","East Germany","","","","","","","","","","","","","",""
"2005","Not Employed","West Germany","","","","","","","","","","","","","",""
"2006","Employed","East Germany","","","","","","","","","","","","","",""
"2006","Employed","West Germany","","","","","","","","","","","","","",""
"2006","Not Employed","East Germany","","","","","","","","","","","","","",""
"2006","Not Employed","West Germany","","","","","","","","","","","","","",""
"2007","Employed","East Germany","","","","","","","","","","","","","",""
"2007","Employed","West Germany","","","","","","","","","","","","","",""
"2007","Not Employed","East Germany","","","","","","","","","","","","","",""
"2007","Not Employed","West Germany","","","","","","","","","","","","","",""
"2008","Employed","East Germany","3.15","3","2745","2","3","4","4","4","3.12","3.18","1","4","3","3"
"2008","Employed","West Germany","3.17","3","9004","2","3","4","4","4","3.15","3.19","1","4","3","3"
"2008","Not Employed","East Germany","3.16","3","1513","2","3","4","4","4","3.12","3.2","1","4","3","3"
"2008","Not Employed","West Germany","3.29","3","4460","2","3","4","4","4","3.27","3.31","1","4","3","4"
"2009","Employed","East Germany","","","","","","","","","","","","","",""
"2009","Employed","West Germany","","","","","","","","","","","","","",""
"2009","Not Employed","East Germany","","","","","","","","","","","","","",""
"2009","Not Employed","West Germany","","","","","","","","","","","","","",""
"2010","Employed","East Germany","","","","","","","","","","","","","",""
"2010","Employed","West Germany","","","","","","","","","","","","","",""
"2010","Not Employed","East Germany","","","","","","","","","","","","","",""
"2010","Not Employed","West Germany","","","","","","","","","","","","","",""
"2011","Employed","East Germany","","","","","","","","","","","","","",""
"2011","Employed","West Germany","","","","","","","","","","","","","",""
"2011","Not Employed","East Germany","","","","","","","","","","","","","",""
"2011","Not Employed","West Germany","","","","","","","","","","","","","",""
"2012","Employed","East Germany","","","","","","","","","","","","","",""
"2012","Employed","West Germany","","","","","","","","","","","","","",""
"2012","Not Employed","East Germany","","","","","","","","","","","","","",""
"2012","Not Employed","West Germany","","","","","","","","","","","","","",""
"2013","Employed","East Germany","3.25","3","2551","2","3","4","4","4","3.22","3.28","1","4","3","3"
"2013","Employed","West Germany","3.27","3","8806","2","3","4","4","4","3.25","3.29","1","4","3","4"
"2013","Not Employed","East Germany","3.13","3","1399","2","3","4","4","4","3.09","3.17","1","4","3","3"
"2013","Not Employed","West Germany","3.28","3","4248","2","3","4","4","4","3.25","3.31","1","4","3","4"
"2014","Employed","East Germany","","","","","","","","","","","","","",""
"2014","Employed","West Germany","","","","","","","","","","","","","",""
