"year","bula_h","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","Baden-W?rttemberg","general elemantary","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","higher education","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","higher vocational","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","in school","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","inadequately","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","middle vocational","","","","","","","","","","","","","",""
"1990","Baden-W?rttemberg","vocational + Abi","","","","","","","","","","","","","",""
"1990","Bavaria","general elemantary","","","","","","","","","","","","","",""
"1990","Bavaria","higher education","","","","","","","","","","","","","",""
"1990","Bavaria","higher vocational","","","","","","","","","","","","","",""
"1990","Bavaria","in school","","","","","","","","","","","","","",""
"1990","Bavaria","inadequately","","","","","","","","","","","","","",""
"1990","Bavaria","middle vocational","","","","","","","","","","","","","",""
"1990","Bavaria","vocational + Abi","","","","","","","","","","","","","",""
"1990","Berlin","general elemantary","","","","","","","","","","","","","",""
"1990","Berlin","higher education","3.43","4","97","2","3","4","4","4","3.27","3.59","1","4","4","4"
"1990","Berlin","higher vocational","","","","","","","","","","","","","",""
"1990","Berlin","in school","","","","","","","","","","","","","",""
"1990","Berlin","inadequately","","","","","","","","","","","","","",""
"1990","Berlin","middle vocational","3.39","4","107","2","3","4","4","4","3.24","3.54","1","4","3","4"
"1990","Berlin","vocational + Abi","","","","","","","","","","","","","",""
"1990","Brandenburg","general elemantary","3.41","4","39","2","3","4","4","4","3.11","3.71","1","4","3","4"
"1990","Brandenburg","higher education","3.22","3","159","2","3","4","4","4","3.07","3.37","1","4","3","4"
"1990","Brandenburg","higher vocational","3.49","4","45","2","3","4","4","4","3.25","3.73","1","4","4","4"
"1990","Brandenburg","in school","","","","","","","","","","","","","",""
"1990","Brandenburg","inadequately","","","","","","","","","","","","","",""
"1990","Brandenburg","middle vocational","3.3","4","312","2","3","4","4","4","3.2","3.4","1","4","3","4"
"1990","Brandenburg","vocational + Abi","","","","","","","","","","","","","",""
"1990","Bremen","general elemantary","","","","","","","","","","","","","",""
"1990","Bremen","higher education","","","","","","","","","","","","","",""
"1990","Bremen","higher vocational","","","","","","","","","","","","","",""
