"year","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","direct migration background","1.86","2","437","1","1","2","3","4","1.78","1.94","1","4","2","2"
"1990","indirect migration background","2.42","2","55","1","1","3","4","4","2.13","2.71","1","4","2","2"
"1990","no migration background","1.94","2","6574","1","1","2","3","4","1.92","1.96","1","4","2","2"
"1991","direct migration background","","","","","","","","","","","","","",""
"1991","indirect migration background","","","","","","","","","","","","","",""
"1991","no migration background","","","","","","","","","","","","","",""
"1992","direct migration background","1.78","2","571","1","1","2","3","4","1.71","1.85","1","4","1","2"
"1992","indirect migration background","2.1","2","80","1","1","3","3","4","1.89","2.31","1","4","2","2"
"1992","no migration background","1.89","2","10235","1","1","2","3","4","1.87","1.91","1","4","2","2"
"1993","direct migration background","","","","","","","","","","","","","",""
"1993","indirect migration background","","","","","","","","","","","","","",""
"1993","no migration background","","","","","","","","","","","","","",""
"1994","direct migration background","","","","","","","","","","","","","",""
"1994","indirect migration background","","","","","","","","","","","","","",""
"1994","no migration background","","","","","","","","","","","","","",""
"1995","direct migration background","1.71","1","1137","1","1","2","3","4","1.66","1.76","1","4","1","1"
"1995","indirect migration background","2.2","2","139","1","1","3","4","4","2.03","2.37","1","4","2","2"
"1995","no migration background","1.86","2","9860","1","1","2","3","4","1.84","1.88","1","4","2","2"
"1996","direct migration background","","","","","","","","","","","","","",""
"1996","indirect migration background","","","","","","","","","","","","","",""
"1996","no migration background","","","","","","","","","","","","","",""
"1997","direct migration background","","","","","","","","","","","","","",""
"1997","indirect migration background","","","","","","","","","","","","","",""
"1997","no migration background","","","","","","","","","","","","","",""
"1998","direct migration background","","","","","","","","","","","","","",""
"1998","indirect migration background","","","","","","","","","","","","","",""
"1998","no migration background","","","","","","","","","","","","","",""
"1999","direct migration background","","","","","","","","","","","","","",""
"1999","indirect migration background","","","","","","","","","","","","","",""
"1999","no migration background","","","","","","","","","","","","","",""
"2000","direct migration background","","","","","","","","","","","","","",""
"2000","indirect migration background","","","","","","","","","","","","","",""
"2000","no migration background","","","","","","","","","","","","","",""
"2001","direct migration background","","","","","","","","","","","","","",""
"2001","indirect migration background","","","","","","","","","","","","","",""
"2001","no migration background","","","","","","","","","","","","","",""
"2002","direct migration background","","","","","","","","","","","","","",""
"2002","indirect migration background","","","","","","","","","","","","","",""
"2002","no migration background","","","","","","","","","","","","","",""
"2003","direct migration background","","","","","","","","","","","","","",""
"2003","indirect migration background","","","","","","","","","","","","","",""
"2003","no migration background","","","","","","","","","","","","","",""
"2004","direct migration background","1.65","1","2513","1","1","2","3","4","1.62","1.68","1","4","1","1"
"2004","indirect migration background","1.96","2","791","1","1","3","3","4","1.9","2.02","1","4","2","2"
"2004","no migration background","1.9","2","17986","1","1","2","3","4","1.89","1.91","1","4","2","2"
"2005","direct migration background","","","","","","","","","","","","","",""
"2005","indirect migration background","","","","","","","","","","","","","",""
"2005","no migration background","","","","","","","","","","","","","",""
"2006","direct migration background","","","","","","","","","","","","","",""
"2006","indirect migration background","","","","","","","","","","","","","",""
"2006","no migration background","","","","","","","","","","","","","",""
"2007","direct migration background","","","","","","","","","","","","","",""
"2007","indirect migration background","","","","","","","","","","","","","",""
"2007","no migration background","","","","","","","","","","","","","",""
"2008","direct migration background","1.62","1","1885","1","1","2","3","4","1.58","1.66","1","4","1","1"
"2008","indirect migration background","1.89","2","765","1","1","3","3","4","1.83","1.95","1","4","2","2"
"2008","no migration background","1.89","2","16493","1","1","2","3","4","1.88","1.9","1","4","2","2"
"2009","direct migration background","","","","","","","","","","","","","",""
"2009","indirect migration background","","","","","","","","","","","","","",""
"2009","no migration background","","","","","","","","","","","","","",""
"2010","direct migration background","1.26","1","1425","1","1","1","2","3","1.24","1.28","1","4","1","1"
"2010","indirect migration background","1.45","1","489","1","1","2","2","4","1.4","1.5","1","4","1","1"
"2010","no migration background","1.43","1","5392","1","1","2","2","3","1.41","1.45","1","4","1","1"
"2011","direct migration background","","","","","","","","","","","","","",""
"2011","indirect migration background","","","","","","","","","","","","","",""
"2011","no migration background","","","","","","","","","","","","","",""
"2012","direct migration background","1.59","1","3017","1","1","2","3","4","1.57","1.61","1","4","1","1"
"2012","indirect migration background","1.91","2","1268","1","1","3","3","4","1.86","1.96","1","4","1","2"
"2012","no migration background","1.89","2","23096","1","1","2","3","4","1.88","1.9","1","4","1","2"
"2013","direct migration background","","","","","","","","","","","","","",""
"2013","indirect migration background","","","","","","","","","","","","","",""
"2013","no migration background","","","","","","","","","","","","","",""
"2014","direct migration background","","","","","","","","","","","","","",""
"2014","indirect migration background","","","","","","","","","","","","","",""
"2014","no migration background","","","","","","","","","","","","","",""
"2015","direct migration background","","","","","","","","","","","","","",""
"2015","indirect migration background","","","","","","","","","","","","","",""
"2015","no migration background","","","","","","","","","","","","","",""
"2016","direct migration background","1.56","1","4856","1","1","2","3","4","1.54","1.58","1","4","1","1"
"2016","indirect migration background","1.89","2","1560","1","1","3","3","4","1.85","1.93","1","4","1","2"
"2016","no migration background","1.85","2","17702","1","1","2","3","4","1.84","1.86","1","4","1","1"
