"year","age_gr","mean","median","n","ptile10","ptile25","ptile75","ptile90","ptile99","lowerci_mean","upperci_mean","min","max","lowerci_median","upperci_median"
"1990","16-34 y.","2.06","2","2607","1","1","3","3","4","2.02","2.1","1","4","2","2"
"1990","35-65 y.","1.83","2","3462","1","1","2","3","4","1.8","1.86","1","4","2","2"
"1990","66 and older","2.01","2","997","1","1","2","4","4","1.95","2.07","1","4","2","2"
"1991","16-34 y.","","","","","","","","","","","","","",""
"1991","35-65 y.","","","","","","","","","","","","","",""
"1991","66 and older","","","","","","","","","","","","","",""
"1992","16-34 y.","1.98","2","3922","1","1","3","3","4","1.95","2.01","1","4","2","2"
"1992","35-65 y.","1.76","2","5576","1","1","2","3","4","1.74","1.78","1","4","1","1"
"1992","66 and older","2.07","2","1388","1","1","2","4","4","2.02","2.12","1","4","2","2"
"1993","16-34 y.","","","","","","","","","","","","","",""
"1993","35-65 y.","","","","","","","","","","","","","",""
"1993","66 and older","","","","","","","","","","","","","",""
"1994","16-34 y.","","","","","","","","","","","","","",""
"1994","35-65 y.","","","","","","","","","","","","","",""
"1994","66 and older","","","","","","","","","","","","","",""
"1995","16-34 y.","2.01","2","3969","1","1","3","3","4","1.98","2.04","1","4","2","2"
"1995","35-65 y.","1.74","2","5735","1","1","2","3","4","1.72","1.76","1","4","1","1"
"1995","66 and older","1.9","2","1432","1","1","2","4","4","1.85","1.95","1","4","2","2"
"1996","16-34 y.","","","","","","","","","","","","","",""
"1996","35-65 y.","","","","","","","","","","","","","",""
"1996","66 and older","","","","","","","","","","","","","",""
"1997","16-34 y.","","","","","","","","","","","","","",""
"1997","35-65 y.","","","","","","","","","","","","","",""
"1997","66 and older","","","","","","","","","","","","","",""
"1998","16-34 y.","","","","","","","","","","","","","",""
"1998","35-65 y.","","","","","","","","","","","","","",""
"1998","66 and older","","","","","","","","","","","","","",""
"1999","16-34 y.","","","","","","","","","","","","","",""
"1999","35-65 y.","","","","","","","","","","","","","",""
"1999","66 and older","","","","","","","","","","","","","",""
"2000","16-34 y.","","","","","","","","","","","","","",""
"2000","35-65 y.","","","","","","","","","","","","","",""
"2000","66 and older","","","","","","","","","","","","","",""
"2001","16-34 y.","","","","","","","","","","","","","",""
"2001","35-65 y.","","","","","","","","","","","","","",""
"2001","66 and older","","","","","","","","","","","","","",""
"2002","16-34 y.","","","","","","","","","","","","","",""
"2002","35-65 y.","","","","","","","","","","","","","",""
"2002","66 and older","","","","","","","","","","","","","",""
"2003","16-34 y.","","","","","","","","","","","","","",""
"2003","35-65 y.","","","","","","","","","","","","","",""
"2003","66 and older","","","","","","","","","","","","","",""
"2004","16-34 y.","2.08","2","5550","1","1","3","3","4","2.06","2.1","1","4","2","2"
"2004","35-65 y.","1.81","2","12082","1","1","2","3","4","1.79","1.83","1","4","1","2"
"2004","66 and older","1.78","2","3658","1","1","2","3","4","1.75","1.81","1","4","2","2"
"2005","16-34 y.","","","","","","","","","","","","","",""
"2005","35-65 y.","","","","","","","","","","","","","",""
"2005","66 and older","","","","","","","","","","","","","",""
"2006","16-34 y.","","","","","","","","","","","","","",""
"2006","35-65 y.","","","","","","","","","","","","","",""
"2006","66 and older","","","","","","","","","","","","","",""
"2007","16-34 y.","","","","","","","","","","","","","",""
"2007","35-65 y.","","","","","","","","","","","","","",""
"2007","66 and older","","","","","","","","","","","","","",""
"2008","16-34 y.","2","2","4339","1","1","3","3","4","1.97","2.03","1","4","2","2"
"2008","35-65 y.","1.84","2","10584","1","1","2","3","4","1.82","1.86","1","4","1","1"
"2008","66 and older","1.73","2","4220","1","1","2","3","4","1.71","1.75","1","4","2","2"
"2009","16-34 y.","","","","","","","","","","","","","",""
"2009","35-65 y.","","","","","","","","","","","","","",""
"2009","66 and older","","","","","","","","","","","","","",""
"2010","16-34 y.","1.46","1","2982","1","1","2","2","4","1.44","1.48","1","4","1","1"
"2010","35-65 y.","1.34","1","4310","1","1","2","2","3","1.32","1.36","1","4","1","1"
"2010","66 and older","","","","","","","","","","","","","",""
"2011","16-34 y.","","","","","","","","","","","","","",""
"2011","35-65 y.","","","","","","","","","","","","","",""
"2011","66 and older","","","","","","","","","","","","","",""
"2012","16-34 y.","2","2","6304","1","1","3","3","4","1.98","2.02","1","4","2","2"
"2012","35-65 y.","1.82","2","15987","1","1","2","3","4","1.81","1.83","1","4","1","1"
"2012","66 and older","1.75","2","5090","1","1","2","3","4","1.73","1.77","1","4","2","2"
"2013","16-34 y.","","","","","","","","","","","","","",""
"2013","35-65 y.","","","","","","","","","","","","","",""
"2013","66 and older","","","","","","","","","","","","","",""
"2014","16-34 y.","","","","","","","","","","","","","",""
"2014","35-65 y.","","","","","","","","","","","","","",""
"2014","66 and older","","","","","","","","","","","","","",""
"2015","16-34 y.","","","","","","","","","","","","","",""
"2015","35-65 y.","","","","","","","","","","","","","",""
"2015","66 and older","","","","","","","","","","","","","",""
"2016","16-34 y.","1.98","2","5622","1","1","3","3","4","1.96","2","1","4","2","2"
"2016","35-65 y.","1.77","1","13843","1","1","2","3","4","1.76","1.78","1","4","1","1"
"2016","66 and older","1.73","2","4653","1","1","2","3","4","1.71","1.75","1","4","1","2"
