"plh0215","year","sex","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2005","Male","251","0.0302164140848874","0.0268377385434295","0.0335950896263454","1"
"1 Strongly disagree","2005","Female","353","0.0373150963262593","0.0337332490980738","0.0408969435544448","1"
"2 on scale 1-7 ","2005","Female","652","0.066769948315824","0.0620524954244569","0.0714874012071911","2"
"2 on scale 1-7 ","2005","Male","434","0.0463295194635858","0.0421807846145466","0.0504782543126251","2"
"3 on scale 1-7 ","2005","Male","1080","0.113370007279565","0.107112405702005","0.119627608857126","3"
"3 on scale 1-7 ","2005","Female","1468","0.145698584996624","0.139031194002616","0.152365975990632","3"
"4 on scale 1-7","2005","Female","3008","0.282351080758","0.273844139400012","0.290858022115988","4"
"4 on scale 1-7","2005","Male","2496","0.258944615600442","0.250298592577889","0.267590638622994","4"
"5 on scale 1-7","2005","Male","2671","0.266925944241862","0.258195086132304","0.275656802351421","5"
"5 on scale 1-7","2005","Female","2585","0.229334456250531","0.221389521764505","0.237279390736558","5"
"6 on scale 1-7","2005","Female","1756","0.151783851807413","0.145002929832007","0.15856477378282","6"
"6 on scale 1-7","2005","Male","1991","0.186355803283456","0.178670228760866","0.194041377806046","6"
"7 Strongly agree","2005","Female","934","0.0867469815453483","0.0814277923425659","0.0920661707481308","7"
"7 Strongly agree","2005","Male","938","0.0978576960462008","0.0919933089539246","0.103722083138477","7"
"1 Strongly disagree","2006","Male","","","","","1"
"1 Strongly disagree","2006","Female","","","","","1"
"2 on scale 1-7 ","2006","Male","","","","","2"
"2 on scale 1-7 ","2006","Female","","","","","2"
"3 on scale 1-7 ","2006","Female","","","","","3"
"3 on scale 1-7 ","2006","Male","","","","","3"
"4 on scale 1-7","2006","Male","","","","","4"
"4 on scale 1-7","2006","Female","","","","","4"
"5 on scale 1-7","2006","Female","","","","","5"
"5 on scale 1-7","2006","Male","","","","","5"
"6 on scale 1-7","2006","Female","","","","","6"
"6 on scale 1-7","2006","Male","","","","","6"
"7 Strongly agree","2006","Female","","","","","7"
"7 Strongly agree","2006","Male","","","","","7"
