"plh0215","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","in school","Urban Area","7","","",""
"1 Strongly disagree","2005","in school","Rural Area","1","","",""
"1 Strongly disagree","2005","inadequately","Urban Area","22","","",""
"1 Strongly disagree","2005","inadequately","Rural Area","8","","",""
"1 Strongly disagree","2005","general elemantary","Urban Area","103","0.0613941082329531","0.0497190228778596","0.0730691935880466"
"1 Strongly disagree","2005","general elemantary","Rural Area","44","0.0840599192807958","0.0642934925270189","0.103826346034573"
"1 Strongly disagree","2005","middle vocational","Urban Area","214","0.0376322625655089","0.0330097836801421","0.0422547414508758"
"1 Strongly disagree","2005","middle vocational","Rural Area","112","0.0316207387578289","0.0259808130440587","0.0372606644715991"
"1 Strongly disagree","2005","vocational + Abi","Urban Area","14","","",""
"1 Strongly disagree","2005","vocational + Abi","Rural Area","8","","",""
"1 Strongly disagree","2005","higher vocational","Urban Area","18","","",""
"1 Strongly disagree","2005","higher vocational","Rural Area","11","","",""
"1 Strongly disagree","2005","higher education","Urban Area","24","","",""
"1 Strongly disagree","2005","higher education","Rural Area","9","","",""
"2 on scale 1-7 ","2005","in school","Urban Area","17","","",""
"2 on scale 1-7 ","2005","in school","Rural Area","6","","",""
"2 on scale 1-7 ","2005","inadequately","Urban Area","26","","",""
"2 on scale 1-7 ","2005","inadequately","Rural Area","9","","",""
"2 on scale 1-7 ","2005","general elemantary","Urban Area","149","0.0950930561297598","0.0808260961983926","0.109360016061127"
"2 on scale 1-7 ","2005","general elemantary","Rural Area","62","0.0830965081654712","0.0634333464115807","0.102759669919362"
"2 on scale 1-7 ","2005","middle vocational","Urban Area","359","0.0570893660066212","0.0514538054579983","0.0627249265552441"
"2 on scale 1-7 ","2005","middle vocational","Rural Area","208","0.0550535328813373","0.0477022888929734","0.0624047768697013"
"2 on scale 1-7 ","2005","vocational + Abi","Urban Area","34","0.0406775424607191","0.0275283766609971","0.0538267082604411"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","11","","",""
"2 on scale 1-7 ","2005","higher vocational","Urban Area","32","0.0431489532406424","0.0305235908971019","0.0557743155841828"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","27","","",""
"2 on scale 1-7 ","2005","higher education","Urban Area","91","0.0351895828609154","0.0285539306556353","0.0418252350661955"
"2 on scale 1-7 ","2005","higher education","Rural Area","33","0.0325624077795009","0.0225160593979943","0.0426087561610075"
"3 on scale 1-7 ","2005","in school","Urban Area","37","0.0642054392240635","0.0415831792480955","0.0868276992000315"
"3 on scale 1-7 ","2005","in school","Rural Area","19","","",""
