"plh0215","year","age_gr","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","16-34 y.","67","0.013273907027865","0.0101983004008555","0.0163495136548746"
"1 Strongly disagree","2005","35-65 y.","261","0.0261814894184841","0.0232721202541961","0.0290908585827721"
"1 Strongly disagree","2005","66 and older","276","0.0769829951325863","0.0684250273403535","0.0855409629248191"
"2 on scale 1-7 ","2005","16-34 y.","219","0.0383318695856481","0.0331721546456889","0.0434915845256072"
"2 on scale 1-7 ","2005","35-65 y.","504","0.0456909296763273","0.0418862143537083","0.0494956449989463"
"2 on scale 1-7 ","2005","66 and older","363","0.105959299791359","0.0960779430313295","0.115840656551389"
"3 on scale 1-7 ","2005","16-34 y.","549","0.104176429023246","0.0959666952899949","0.112386162756498"
"3 on scale 1-7 ","2005","35-65 y.","1372","0.126356954993747","0.120303138783474","0.132410771204021"
"3 on scale 1-7 ","2005","66 and older","627","0.169391293479511","0.157348917666102","0.18143366929292"
"4 on scale 1-7","2005","16-34 y.","1316","0.255351292723248","0.243632635631795","0.267069949814701"
"4 on scale 1-7","2005","35-65 y.","3173","0.278538934635419","0.270371003854121","0.286706865416717"
"4 on scale 1-7","2005","66 and older","1015","0.270979333093063","0.256709910511102","0.285248755675025"
"5 on scale 1-7","2005","16-34 y.","1524","0.293115261911404","0.280882441093824","0.305348082728985"
"5 on scale 1-7","2005","35-65 y.","3002","0.247188144361825","0.239328196090198","0.255048092633452"
"5 on scale 1-7","2005","66 and older","730","0.194799819001648","0.182084870630412","0.207514767372885"
"6 on scale 1-7","2005","16-34 y.","1131","0.201189741521549","0.190416216392954","0.211963266650144"
"6 on scale 1-7","2005","35-65 y.","2169","0.176734970183804","0.169784827449273","0.183685112918336"
"6 on scale 1-7","2005","66 and older","447","0.11010705730046","0.100057548058835","0.120156566542085"
"7 Strongly agree","2005","16-34 y.","513","0.0945614982070396","0.0866979283895694","0.10242506802451"
"7 Strongly agree","2005","35-65 y.","1090","0.0993085767303936","0.0938592350856969","0.10475791837509"
"7 Strongly agree","2005","66 and older","269","0.0717802022013714","0.0634932249451875","0.0800671794575553"
"1 Strongly disagree","2006","16-34 y.","","","",""
"1 Strongly disagree","2006","35-65 y.","","","",""
"1 Strongly disagree","2006","66 and older","","","",""
"2 on scale 1-7 ","2006","16-34 y.","","","",""
"2 on scale 1-7 ","2006","35-65 y.","","","",""
"2 on scale 1-7 ","2006","66 and older","","","",""
"3 on scale 1-7 ","2006","16-34 y.","","","",""
"3 on scale 1-7 ","2006","35-65 y.","","","",""
"3 on scale 1-7 ","2006","66 and older","","","",""
"4 on scale 1-7","2006","16-34 y.","","","",""
"4 on scale 1-7","2006","35-65 y.","","","",""
"4 on scale 1-7","2006","66 and older","","","",""
"5 on scale 1-7","2006","16-34 y.","","","",""
"5 on scale 1-7","2006","35-65 y.","","","",""
"5 on scale 1-7","2006","66 and older","","","",""
"6 on scale 1-7","2006","16-34 y.","","","",""
"6 on scale 1-7","2006","35-65 y.","","","",""
"6 on scale 1-7","2006","66 and older","","","",""
"7 Strongly agree","2006","16-34 y.","","","",""
"7 Strongly agree","2006","35-65 y.","","","",""
"7 Strongly agree","2006","66 and older","","","",""
"1 Strongly disagree","2007","16-34 y.","","","",""
"1 Strongly disagree","2007","35-65 y.","","","",""
"1 Strongly disagree","2007","66 and older","","","",""
"2 on scale 1-7 ","2007","16-34 y.","","","",""
"2 on scale 1-7 ","2007","35-65 y.","","","",""
"2 on scale 1-7 ","2007","66 and older","","","",""
"3 on scale 1-7 ","2007","16-34 y.","","","",""
"3 on scale 1-7 ","2007","35-65 y.","","","",""
"3 on scale 1-7 ","2007","66 and older","","","",""
"4 on scale 1-7","2007","16-34 y.","","","",""
"4 on scale 1-7","2007","35-65 y.","","","",""
"4 on scale 1-7","2007","66 and older","","","",""
"5 on scale 1-7","2007","16-34 y.","","","",""
"5 on scale 1-7","2007","35-65 y.","","","",""
"5 on scale 1-7","2007","66 and older","","","",""
"6 on scale 1-7","2007","16-34 y.","","","",""
"6 on scale 1-7","2007","35-65 y.","","","",""
"6 on scale 1-7","2007","66 and older","","","",""
"7 Strongly agree","2007","16-34 y.","","","",""
"7 Strongly agree","2007","35-65 y.","","","",""
"7 Strongly agree","2007","66 and older","","","",""
"1 Strongly disagree","2008","16-34 y.","","","",""
"1 Strongly disagree","2008","35-65 y.","","","",""
"1 Strongly disagree","2008","66 and older","","","",""
"2 on scale 1-7 ","2008","16-34 y.","","","",""
"2 on scale 1-7 ","2008","35-65 y.","","","",""
"2 on scale 1-7 ","2008","66 and older","","","",""
"3 on scale 1-7 ","2008","16-34 y.","","","",""
"3 on scale 1-7 ","2008","35-65 y.","","","",""
"3 on scale 1-7 ","2008","66 and older","","","",""
"4 on scale 1-7","2008","16-34 y.","","","",""
"4 on scale 1-7","2008","35-65 y.","","","",""
"4 on scale 1-7","2008","66 and older","","","",""
"5 on scale 1-7","2008","16-34 y.","","","",""
"5 on scale 1-7","2008","35-65 y.","","","",""
"5 on scale 1-7","2008","66 and older","","","",""
"6 on scale 1-7","2008","16-34 y.","","","",""
"6 on scale 1-7","2008","35-65 y.","","","",""
"6 on scale 1-7","2008","66 and older","","","",""
"7 Strongly agree","2008","16-34 y.","","","",""
"7 Strongly agree","2008","35-65 y.","","","",""
"7 Strongly agree","2008","66 and older","","","",""
"1 Strongly disagree","2009","16-34 y.","42","0.0141933325849153","0.0105225882418631","0.0178640769279675"
"1 Strongly disagree","2009","35-65 y.","186","0.0214257876397931","0.0185649464065163","0.0242866288730699"
"1 Strongly disagree","2009","66 and older","243","0.0724940276480402","0.0645771076615334","0.0804109476345471"
"2 on scale 1-7 ","2009","16-34 y.","162","0.0342608199480167","0.0286160678368529","0.0399055720591805"
"2 on scale 1-7 ","2009","35-65 y.","528","0.0553815567409892","0.0508625887497519","0.0599005247322266"
"2 on scale 1-7 ","2009","66 and older","395","0.0946567395563977","0.0857189692217726","0.103594509891023"
"3 on scale 1-7 ","2009","16-34 y.","474","0.132253600155668","0.121740852626559","0.142766347684776"
"3 on scale 1-7 ","2009","35-65 y.","1372","0.131898850909522","0.125213347006627","0.138584354812416"
"3 on scale 1-7 ","2009","66 and older","726","0.183873240216442","0.172045960788997","0.195700519643888"
"4 on scale 1-7","2009","16-34 y.","1012","0.250555449845118","0.237108067520343","0.264002832169892"
"4 on scale 1-7","2009","35-65 y.","2657","0.268931150076223","0.260170664691724","0.277691635460722"
"4 on scale 1-7","2009","66 and older","1192","0.28913200753753","0.275290310170417","0.302973704904644"
"5 on scale 1-7","2009","16-34 y.","1127","0.266385491460448","0.252667033002416","0.280103949918481"
"5 on scale 1-7","2009","35-65 y.","2495","0.255590534412203","0.246972528225303","0.264208540599102"
"5 on scale 1-7","2009","66 and older","803","0.185188189624709","0.173328260751784","0.197048118497634"
"6 on scale 1-7","2009","16-34 y.","832","0.210976797749739","0.198315497487846","0.223638098011632"
"6 on scale 1-7","2009","35-65 y.","1730","0.174406404354538","0.166909312237438","0.181903496471638"
"6 on scale 1-7","2009","66 and older","511","0.114696201353466","0.104967217896427","0.124425184810505"
"7 Strongly agree","2009","16-34 y.","340","0.0913745082560944","0.0824327884331686","0.10031622807902"
"7 Strongly agree","2009","35-65 y.","873","0.0923657158667322","0.086645145639893","0.0980862860935715"
"7 Strongly agree","2009","66 and older","251","0.0599595940634141","0.0527110733145936","0.0672081148122347"
"1 Strongly disagree","2010","16-34 y.","","","",""
"1 Strongly disagree","2010","35-65 y.","","","",""
"1 Strongly disagree","2010","66 and older","","","",""
"2 on scale 1-7 ","2010","16-34 y.","","","",""
"2 on scale 1-7 ","2010","35-65 y.","","","",""
"2 on scale 1-7 ","2010","66 and older","","","",""
"3 on scale 1-7 ","2010","16-34 y.","","","",""
"3 on scale 1-7 ","2010","35-65 y.","","","",""
"3 on scale 1-7 ","2010","66 and older","","","",""
"4 on scale 1-7","2010","16-34 y.","","","",""
"4 on scale 1-7","2010","35-65 y.","","","",""
"4 on scale 1-7","2010","66 and older","","","",""
"5 on scale 1-7","2010","16-34 y.","","","",""
"5 on scale 1-7","2010","35-65 y.","","","",""
"5 on scale 1-7","2010","66 and older","","","",""
"6 on scale 1-7","2010","16-34 y.","","","",""
"6 on scale 1-7","2010","35-65 y.","","","",""
"6 on scale 1-7","2010","66 and older","","","",""
"7 Strongly agree","2010","16-34 y.","","","",""
"7 Strongly agree","2010","35-65 y.","","","",""
"7 Strongly agree","2010","66 and older","","","",""
"1 Strongly disagree","2011","16-34 y.","","","",""
"1 Strongly disagree","2011","35-65 y.","","","",""
"1 Strongly disagree","2011","66 and older","","","",""
"2 on scale 1-7 ","2011","16-34 y.","","","",""
"2 on scale 1-7 ","2011","35-65 y.","","","",""
"2 on scale 1-7 ","2011","66 and older","","","",""
"3 on scale 1-7 ","2011","16-34 y.","","","",""
"3 on scale 1-7 ","2011","35-65 y.","","","",""
"3 on scale 1-7 ","2011","66 and older","","","",""
"4 on scale 1-7","2011","16-34 y.","","","",""
"4 on scale 1-7","2011","35-65 y.","","","",""
"4 on scale 1-7","2011","66 and older","","","",""
"5 on scale 1-7","2011","16-34 y.","","","",""
"5 on scale 1-7","2011","35-65 y.","","","",""
"5 on scale 1-7","2011","66 and older","","","",""
"6 on scale 1-7","2011","16-34 y.","","","",""
"6 on scale 1-7","2011","35-65 y.","","","",""
"6 on scale 1-7","2011","66 and older","","","",""
"7 Strongly agree","2011","16-34 y.","","","",""
"7 Strongly agree","2011","35-65 y.","","","",""
"7 Strongly agree","2011","66 and older","","","",""
"1 Strongly disagree","2012","16-34 y.","30","0.0125740299526288","0.00791364875890832","0.0172344111463493"
"1 Strongly disagree","2012","35-65 y.","55","0.0105736515417596","0.00770919041184987","0.0134381126716694"
"1 Strongly disagree","2012","66 and older","","","",""
"2 on scale 1-7 ","2012","16-34 y.","90","0.040828994391073","0.0325521596120914","0.0491058291700547"
"2 on scale 1-7 ","2012","35-65 y.","181","0.0375939416434276","0.0322670138959787","0.0429208693908765"
"2 on scale 1-7 ","2012","66 and older","2","","",""
"3 on scale 1-7 ","2012","16-34 y.","172","0.076263692657302","0.0651626225609516","0.0873647627536524"
"3 on scale 1-7 ","2012","35-65 y.","475","0.092312968013228","0.0842063796070462","0.10041955641941"
"3 on scale 1-7 ","2012","66 and older","8","","",""
"4 on scale 1-7","2012","16-34 y.","473","0.220021263115539","0.202694971020737","0.23734755521034"
"4 on scale 1-7","2012","35-65 y.","1105","0.222168363430791","0.210526497056566","0.233810229805016"
"4 on scale 1-7","2012","66 and older","6","","",""
"5 on scale 1-7","2012","16-34 y.","635","0.280614093397783","0.261822326123429","0.299405860672138"
